"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP"
"Feces.Dung","Sucrose","Cellobiose",5,0.615
"Feces.Dung","Sucrose","Salicin",6,0.717
"Feces.Dung","Sucrose","L-Sorbose",7,0.795
"Feces.Dung","Sucrose","L-Rhamnose",3,0.829
"Feces.Dung","Sucrose","D-Xylose",9,0.829
"Feces.Dung","Sucrose","L-Arabinose",5,0.886
"Feces.Dung","Sucrose","D-Arabinose",3,0.809
"Feces.Dung","Sucrose","D-Ribose",5,0.863
"Feces.Dung","Sucrose","Methanol",2,0.916
"Feces.Dung","Sucrose","Ethanol",17,0.958
"Feces.Dung","Sucrose","Glycerol",13,0.86
"Feces.Dung","Sucrose","Erythritol",5,0.947
"Feces.Dung","Sucrose","Ribitol",8,0.851
"Feces.Dung","Sucrose","Galactitol",0,0.737
"Feces.Dung","Sucrose","D-Mannitol",9,0.763
"Feces.Dung","Sucrose","D-Glucitol",9,0.737
"Feces.Dung","Sucrose","myo-Inositol",0,0.793
"Feces.Dung","Sucrose","DL-Lactate",8,0.867
"Feces.Dung","Sucrose","Succinate",13,0.864
"Feces.Dung","Sucrose","Citrate",6,0.614
"Feces.Dung","Sucrose","D-Gluconate",8,0.867
"Feces.Dung","Sucrose","D-Glucosamine",8,0.954
"Feces.Dung","Sucrose","Nitrate",2,0.789
"Feces.Dung","Sucrose","Vitamin-free",5,0.939
"Feces.Dung","Sucrose","2-Keto-D-gluconate",6,0.826
"Feces.Dung","Sucrose","Starch formation",0,0.58
"Feces.Dung","Sucrose","Growth at 19°C",14,0.847
"Feces.Dung","Sucrose","Growth at 25°C",16,0.862
"Feces.Dung","Sucrose","Growth at 30°C",15,0.857
"Feces.Dung","Sucrose","Growth at 37°C",13,0.99
"Feces.Dung","Raffinose","Melibiose",0,0.541
"Feces.Dung","Raffinose","Galactose",12,0.644
"Feces.Dung","Raffinose","Lactose",2,0.779
"Feces.Dung","Raffinose","Trehalose",16,0.772
"Feces.Dung","Raffinose","Maltose",10,0.695
"Feces.Dung","Raffinose","Melezitose",6,0.437
"Feces.Dung","Raffinose","Methyl-?-D-glucoside",8,0.687
"Feces.Dung","Raffinose","Soluble Starch",6,0.815
"Feces.Dung","Raffinose","Cellobiose",11,0.681
"Feces.Dung","Raffinose","Salicin",12,0.747
"Feces.Dung","Raffinose","L-Sorbose",12,0.819
"Feces.Dung","Raffinose","L-Rhamnose",7,0.851
"Feces.Dung","Raffinose","D-Xylose",15,0.825
"Feces.Dung","Raffinose","L-Arabinose",7,0.774
"Feces.Dung","Raffinose","D-Arabinose",5,0.708
"Feces.Dung","Raffinose","D-Ribose",8,0.781
"Feces.Dung","Raffinose","Methanol",2,0.798
"Feces.Dung","Raffinose","Ethanol",24,0.958
"Feces.Dung","Raffinose","Glycerol",20,0.842
"Feces.Dung","Raffinose","Erythritol",6,0.847
"Feces.Dung","Raffinose","Ribitol",12,0.753
"Feces.Dung","Raffinose","Galactitol",1,0.674
"Feces.Dung","Raffinose","D-Mannitol",15,0.683
"Feces.Dung","Raffinose","D-Glucitol",15,0.701
"Feces.Dung","Raffinose","myo-Inositol",0,0.619
"Feces.Dung","Raffinose","DL-Lactate",14,0.917
"Feces.Dung","Raffinose","Succinate",20,0.816
"Feces.Dung","Raffinose","Citrate",12,0.699
"Feces.Dung","Raffinose","D-Gluconate",13,0.818
"Feces.Dung","Raffinose","D-Glucosamine",12,0.943
"Feces.Dung","Raffinose","Nitrate",4,0.744
"Feces.Dung","Raffinose","Vitamin-free",6,0.837
"Feces.Dung","Raffinose","2-Keto-D-gluconate",12,0.896
"Feces.Dung","Raffinose","Starch formation",0,0.348
"Feces.Dung","Raffinose","Growth at 19°C",21,0.807
"Feces.Dung","Raffinose","Growth at 25°C",23,0.829
"Feces.Dung","Raffinose","Growth at 30°C",22,0.822
"Feces.Dung","Raffinose","Growth at 37°C",17,0.974
"Feces.Dung","Melibiose","Galactose",14,0.471
"Feces.Dung","Melibiose","Lactose",3,0.728
"Feces.Dung","Melibiose","Trehalose",20,0.82
"Feces.Dung","Melibiose","Maltose",13,0.646
"Feces.Dung","Melibiose","Melezitose",10,0.612
"Feces.Dung","Melibiose","Methyl-?-D-glucoside",11,0.69
"Feces.Dung","Melibiose","Soluble Starch",7,0.728
"Feces.Dung","Melibiose","Cellobiose",14,0.614
"Feces.Dung","Melibiose","Salicin",15,0.696
"Feces.Dung","Melibiose","L-Sorbose",13,0.614
"Feces.Dung","Melibiose","L-Rhamnose",10,0.904
"Feces.Dung","Melibiose","D-Xylose",18,0.748
"Feces.Dung","Melibiose","L-Arabinose",9,0.718
"Feces.Dung","Melibiose","D-Arabinose",6,0.584
"Feces.Dung","Melibiose","D-Ribose",9,0.583
"Feces.Dung","Melibiose","Methanol",2,0.693
"Feces.Dung","Melibiose","Ethanol",28,0.984
"Feces.Dung","Melibiose","Glycerol",24,0.847
"Feces.Dung","Melibiose","Erythritol",6,0.68
"Feces.Dung","Melibiose","Ribitol",15,0.717
"Feces.Dung","Melibiose","Galactitol",2,0.642
"Feces.Dung","Melibiose","D-Mannitol",19,0.686
"Feces.Dung","Melibiose","D-Glucitol",19,0.702
"Feces.Dung","Melibiose","myo-Inositol",0,0.53
"Feces.Dung","Melibiose","DL-Lactate",17,0.908
"Feces.Dung","Melibiose","Succinate",25,0.942
"Feces.Dung","Melibiose","Citrate",16,0.733
"Feces.Dung","Melibiose","D-Gluconate",17,0.862
"Feces.Dung","Melibiose","D-Glucosamine",13,0.864
"Feces.Dung","Melibiose","Nitrate",5,0.691
"Feces.Dung","Melibiose","Vitamin-free",8,0.866
"Feces.Dung","Melibiose","2-Keto-D-gluconate",14,0.852
"Feces.Dung","Melibiose","Starch formation",0,0.235
"Feces.Dung","Melibiose","Growth at 19°C",25,0.772
"Feces.Dung","Melibiose","Growth at 25°C",27,0.825
"Feces.Dung","Melibiose","Growth at 30°C",27,0.949
"Feces.Dung","Melibiose","Growth at 37°C",20,0.979
"Feces.Dung","Galactose","Lactose",1,0.845
"Feces.Dung","Galactose","Trehalose",9,0.82
"Feces.Dung","Galactose","Maltose",5,0.736
"Feces.Dung","Galactose","Melezitose",5,0.853
"Feces.Dung","Galactose","Methyl-?-D-glucoside",5,0.866
"Feces.Dung","Galactose","Soluble Starch",1,0.613
"Feces.Dung","Galactose","Cellobiose",7,0.853
"Feces.Dung","Galactose","Salicin",7,0.842
"Feces.Dung","Galactose","L-Sorbose",4,0.476
"Feces.Dung","Galactose","L-Rhamnose",6,0.97
"Feces.Dung","Galactose","D-Xylose",7,0.718
"Feces.Dung","Galactose","L-Arabinose",2,0.604
"Feces.Dung","Galactose","D-Arabinose",1,0.537
"Feces.Dung","Galactose","D-Ribose",2,0.583
"Feces.Dung","Galactose","Methanol",2,0.925
"Feces.Dung","Galactose","Ethanol",14,0.869
"Feces.Dung","Galactose","Glycerol",11,0.785
"Feces.Dung","Galactose","Erythritol",2,0.726
"Feces.Dung","Galactose","Ribitol",4,0.5
"Feces.Dung","Galactose","Galactitol",0,0.734
"Feces.Dung","Galactose","D-Mannitol",7,0.647
"Feces.Dung","Galactose","D-Glucitol",7,0.641
"Feces.Dung","Galactose","myo-Inositol",0,0.771
"Feces.Dung","Galactose","DL-Lactate",10,0.962
"Feces.Dung","Galactose","Succinate",12,0.854
"Feces.Dung","Galactose","Citrate",7,0.751
"Feces.Dung","Galactose","D-Gluconate",8,0.895
"Feces.Dung","Galactose","D-Glucosamine",6,0.891
"Feces.Dung","Galactose","Nitrate",4,0.939
"Feces.Dung","Galactose","Vitamin-free",5,0.95
"Feces.Dung","Galactose","2-Keto-D-gluconate",4,0.612
"Feces.Dung","Galactose","Starch formation",0,0.589
"Feces.Dung","Galactose","Growth at 19°C",12,0.776
"Feces.Dung","Galactose","Growth at 25°C",14,0.816
"Feces.Dung","Galactose","Growth at 30°C",15,0.936
"Feces.Dung","Galactose","Growth at 37°C",11,0.983
"Feces.Dung","Lactose","Trehalose",17,0.665
"Feces.Dung","Lactose","Maltose",10,0.43
"Feces.Dung","Lactose","Melezitose",8,0.512
"Feces.Dung","Lactose","Methyl-?-D-glucoside",8,0.478
"Feces.Dung","Lactose","Soluble Starch",4,0.501
"Feces.Dung","Lactose","Cellobiose",11,0.427
"Feces.Dung","Lactose","Salicin",12,0.498
"Feces.Dung","Lactose","L-Sorbose",11,0.566
"Feces.Dung","Lactose","L-Rhamnose",8,0.846
"Feces.Dung","Lactose","D-Xylose",15,0.577
"Feces.Dung","Lactose","L-Arabinose",6,0.498
"Feces.Dung","Lactose","D-Arabinose",4,0.441
"Feces.Dung","Lactose","D-Ribose",6,0.371
"Feces.Dung","Lactose","Methanol",1,0.604
"Feces.Dung","Lactose","Ethanol",25,0.886
"Feces.Dung","Lactose","Glycerol",21,0.683
"Feces.Dung","Lactose","Erythritol",4,0.538
"Feces.Dung","Lactose","Ribitol",12,0.518
"Feces.Dung","Lactose","Galactitol",1,0.598
"Feces.Dung","Lactose","D-Mannitol",16,0.488
"Feces.Dung","Lactose","D-Glucitol",16,0.509
"Feces.Dung","Lactose","myo-Inositol",0,0.583
"Feces.Dung","Lactose","DL-Lactate",17,0.965
"Feces.Dung","Lactose","Succinate",22,0.807
"Feces.Dung","Lactose","Citrate",14,0.675
"Feces.Dung","Lactose","D-Gluconate",14,0.727
"Feces.Dung","Lactose","D-Glucosamine",11,0.82
"Feces.Dung","Lactose","Nitrate",4,0.633
"Feces.Dung","Lactose","Vitamin-free",6,0.791
"Feces.Dung","Lactose","2-Keto-D-gluconate",12,0.811
"Feces.Dung","Lactose","Starch formation",0,0.311
"Feces.Dung","Lactose","Growth at 19°C",22,0.542
"Feces.Dung","Lactose","Growth at 25°C",24,0.6
"Feces.Dung","Lactose","Growth at 30°C",24,0.799
"Feces.Dung","Lactose","Growth at 37°C",18,0.97
"Feces.Dung","Trehalose","Maltose",0,0.309
"Feces.Dung","Trehalose","Melezitose",0,0.392
"Feces.Dung","Trehalose","Methyl-?-D-glucoside",0,0.403
"Feces.Dung","Trehalose","Soluble Starch",0,0.611
"Feces.Dung","Trehalose","Cellobiose",0,0.243
"Feces.Dung","Trehalose","Salicin",0,0.211
"Feces.Dung","Trehalose","L-Sorbose",4,0.774
"Feces.Dung","Trehalose","L-Rhamnose",0,0.562
"Feces.Dung","Trehalose","D-Xylose",3,0.483
"Feces.Dung","Trehalose","L-Arabinose",1,0.625
"Feces.Dung","Trehalose","D-Arabinose",1,0.737
"Feces.Dung","Trehalose","D-Ribose",0,0.462
"Feces.Dung","Trehalose","Methanol",0,0.816
"Feces.Dung","Trehalose","Ethanol",9,0.732
"Feces.Dung","Trehalose","Glycerol",6,0.606
"Feces.Dung","Trehalose","Erythritol",0,0.569
"Feces.Dung","Trehalose","Ribitol",2,0.511
"Feces.Dung","Trehalose","Galactitol",0,0.874
"Feces.Dung","Trehalose","D-Mannitol",3,0.438
"Feces.Dung","Trehalose","D-Glucitol",3,0.439
"Feces.Dung","Trehalose","myo-Inositol",0,0.888
"Feces.Dung","Trehalose","DL-Lactate",8,0.984
"Feces.Dung","Trehalose","Succinate",7,0.709
"Feces.Dung","Trehalose","Citrate",4,0.729
"Feces.Dung","Trehalose","D-Gluconate",2,0.503
"Feces.Dung","Trehalose","D-Glucosamine",4,0.875
"Feces.Dung","Trehalose","Nitrate",0,0.615
"Feces.Dung","Trehalose","Vitamin-free",4,0.973
"Feces.Dung","Trehalose","2-Keto-D-gluconate",1,0.479
"Feces.Dung","Trehalose","Starch formation",0,0.766
"Feces.Dung","Trehalose","Growth at 19°C",7,0.587
"Feces.Dung","Trehalose","Growth at 25°C",9,0.651
"Feces.Dung","Trehalose","Growth at 30°C",9,0.737
"Feces.Dung","Trehalose","Growth at 37°C",7,0.927
"Feces.Dung","Maltose","Melezitose",1,0.405
"Feces.Dung","Maltose","Methyl-?-D-glucoside",0,0.236
"Feces.Dung","Maltose","Soluble Starch",0,0.438
"Feces.Dung","Maltose","Cellobiose",2,0.269
"Feces.Dung","Maltose","Salicin",2,0.252
"Feces.Dung","Maltose","L-Sorbose",6,0.753
"Feces.Dung","Maltose","L-Rhamnose",1,0.578
"Feces.Dung","Maltose","D-Xylose",5,0.432
"Feces.Dung","Maltose","L-Arabinose",2,0.604
"Feces.Dung","Maltose","D-Arabinose",1,0.581
"Feces.Dung","Maltose","D-Ribose",1,0.436
"Feces.Dung","Maltose","Methanol",1,0.865
"Feces.Dung","Maltose","Ethanol",15,0.871
"Feces.Dung","Maltose","Glycerol",11,0.685
"Feces.Dung","Maltose","Erythritol",2,0.753
"Feces.Dung","Maltose","Ribitol",5,0.577
"Feces.Dung","Maltose","Galactitol",0,0.768
"Feces.Dung","Maltose","D-Mannitol",6,0.421
"Feces.Dung","Maltose","D-Glucitol",6,0.419
"Feces.Dung","Maltose","myo-Inositol",0,0.82
"Feces.Dung","Maltose","DL-Lactate",9,0.944
"Feces.Dung","Maltose","Succinate",12,0.774
"Feces.Dung","Maltose","Citrate",5,0.54
"Feces.Dung","Maltose","D-Gluconate",5,0.614
"Feces.Dung","Maltose","D-Glucosamine",5,0.812
"Feces.Dung","Maltose","Nitrate",1,0.693
"Feces.Dung","Maltose","Vitamin-free",4,0.924
"Feces.Dung","Maltose","2-Keto-D-gluconate",5,0.78
"Feces.Dung","Maltose","Starch formation",0,0.661
"Feces.Dung","Maltose","Growth at 19°C",12,0.606
"Feces.Dung","Maltose","Growth at 25°C",14,0.651
"Feces.Dung","Maltose","Growth at 30°C",15,0.868
"Feces.Dung","Maltose","Growth at 37°C",12,0.983
"Feces.Dung","Melezitose","Methyl-?-D-glucoside",2,0.325
"Feces.Dung","Melezitose","Soluble Starch",3,0.737
"Feces.Dung","Melezitose","Cellobiose",5,0.406
"Feces.Dung","Melezitose","Salicin",6,0.482
"Feces.Dung","Melezitose","L-Sorbose",8,0.743
"Feces.Dung","Melezitose","L-Rhamnose",3,0.693
"Feces.Dung","Melezitose","D-Xylose",9,0.615
"Feces.Dung","Melezitose","L-Arabinose",4,0.685
"Feces.Dung","Melezitose","D-Arabinose",2,0.586
"Feces.Dung","Melezitose","D-Ribose",4,0.643
"Feces.Dung","Melezitose","Methanol",1,0.789
"Feces.Dung","Melezitose","Ethanol",19,0.93
"Feces.Dung","Melezitose","Glycerol",15,0.784
"Feces.Dung","Melezitose","Erythritol",4,0.822
"Feces.Dung","Melezitose","Ribitol",8,0.709
"Feces.Dung","Melezitose","Galactitol",0,0.681
"Feces.Dung","Melezitose","D-Mannitol",10,0.596
"Feces.Dung","Melezitose","D-Glucitol",10,0.597
"Feces.Dung","Melezitose","myo-Inositol",0,0.746
"Feces.Dung","Melezitose","DL-Lactate",10,0.894
"Feces.Dung","Melezitose","Succinate",15,0.785
"Feces.Dung","Melezitose","Citrate",8,0.659
"Feces.Dung","Melezitose","D-Gluconate",9,0.806
"Feces.Dung","Melezitose","D-Glucosamine",7,0.858
"Feces.Dung","Melezitose","Nitrate",2,0.67
"Feces.Dung","Melezitose","Vitamin-free",5,0.904
"Feces.Dung","Melezitose","2-Keto-D-gluconate",8,0.857
"Feces.Dung","Melezitose","Starch formation",0,0.517
"Feces.Dung","Melezitose","Growth at 19°C",16,0.728
"Feces.Dung","Melezitose","Growth at 25°C",18,0.78
"Feces.Dung","Melezitose","Growth at 30°C",17,0.765
"Feces.Dung","Melezitose","Growth at 37°C",13,0.969
"Feces.Dung","Methyl-?-D-glucoside","Soluble Starch",2,0.621
"Feces.Dung","Methyl-?-D-glucoside","Cellobiose",3,0.226
"Feces.Dung","Methyl-?-D-glucoside","Salicin",4,0.299
"Feces.Dung","Methyl-?-D-glucoside","L-Sorbose",6,0.604
"Feces.Dung","Methyl-?-D-glucoside","L-Rhamnose",2,0.598
"Feces.Dung","Methyl-?-D-glucoside","D-Xylose",7,0.441
"Feces.Dung","Methyl-?-D-glucoside","L-Arabinose",3,0.61
"Feces.Dung","Methyl-?-D-glucoside","D-Arabinose",2,0.612
"Feces.Dung","Methyl-?-D-glucoside","D-Ribose",3,0.549
"Feces.Dung","Methyl-?-D-glucoside","Methanol",1,0.791
"Feces.Dung","Methyl-?-D-glucoside","Ethanol",17,0.847
"Feces.Dung","Methyl-?-D-glucoside","Glycerol",13,0.642
"Feces.Dung","Methyl-?-D-glucoside","Erythritol",3,0.766
"Feces.Dung","Methyl-?-D-glucoside","Ribitol",7,0.648
"Feces.Dung","Methyl-?-D-glucoside","Galactitol",0,0.709
"Feces.Dung","Methyl-?-D-glucoside","D-Mannitol",8,0.416
"Feces.Dung","Methyl-?-D-glucoside","D-Glucitol",8,0.436
"Feces.Dung","Methyl-?-D-glucoside","myo-Inositol",0,0.77
"Feces.Dung","Methyl-?-D-glucoside","DL-Lactate",9,0.866
"Feces.Dung","Methyl-?-D-glucoside","Succinate",14,0.75
"Feces.Dung","Methyl-?-D-glucoside","Citrate",6,0.486
"Feces.Dung","Methyl-?-D-glucoside","D-Gluconate",7,0.651
"Feces.Dung","Methyl-?-D-glucoside","D-Glucosamine",7,0.861
"Feces.Dung","Methyl-?-D-glucoside","Nitrate",1,0.563
"Feces.Dung","Methyl-?-D-glucoside","Vitamin-free",4,0.866
"Feces.Dung","Methyl-?-D-glucoside","2-Keto-D-gluconate",7,0.837
"Feces.Dung","Methyl-?-D-glucoside","Starch formation",0,0.574
"Feces.Dung","Methyl-?-D-glucoside","Growth at 19°C",14,0.548
"Feces.Dung","Methyl-?-D-glucoside","Growth at 25°C",16,0.597
"Feces.Dung","Methyl-?-D-glucoside","Growth at 30°C",16,0.755
"Feces.Dung","Methyl-?-D-glucoside","Growth at 37°C",13,0.98
"Feces.Dung","Soluble Starch","Cellobiose",8,0.393
"Feces.Dung","Soluble Starch","Salicin",8,0.39
"Feces.Dung","Soluble Starch","L-Sorbose",9,0.644
"Feces.Dung","Soluble Starch","L-Rhamnose",6,0.79
"Feces.Dung","Soluble Starch","D-Xylose",11,0.486
"Feces.Dung","Soluble Starch","L-Arabinose",4,0.453
"Feces.Dung","Soluble Starch","D-Arabinose",2,0.362
"Feces.Dung","Soluble Starch","D-Ribose",2,0.189
"Feces.Dung","Soluble Starch","Methanol",1,0.694
"Feces.Dung","Soluble Starch","Ethanol",21,0.811
"Feces.Dung","Soluble Starch","Glycerol",17,0.613
"Feces.Dung","Soluble Starch","Erythritol",2,0.446
"Feces.Dung","Soluble Starch","Ribitol",8,0.397
"Feces.Dung","Soluble Starch","Galactitol",0,0.605
"Feces.Dung","Soluble Starch","D-Mannitol",12,0.423
"Feces.Dung","Soluble Starch","D-Glucitol",12,0.427
"Feces.Dung","Soluble Starch","myo-Inositol",0,0.679
"Feces.Dung","Soluble Starch","DL-Lactate",15,0.979
"Feces.Dung","Soluble Starch","Succinate",18,0.717
"Feces.Dung","Soluble Starch","Citrate",11,0.678
"Feces.Dung","Soluble Starch","D-Gluconate",10,0.602
"Feces.Dung","Soluble Starch","D-Glucosamine",7,0.668
"Feces.Dung","Soluble Starch","Nitrate",3,0.684
"Feces.Dung","Soluble Starch","Vitamin-free",5,0.837
"Feces.Dung","Soluble Starch","2-Keto-D-gluconate",8,0.644
"Feces.Dung","Soluble Starch","Starch formation",0,0.404
"Feces.Dung","Soluble Starch","Growth at 19°C",18,0.489
"Feces.Dung","Soluble Starch","Growth at 25°C",20,0.532
"Feces.Dung","Soluble Starch","Growth at 30°C",21,0.852
"Feces.Dung","Soluble Starch","Growth at 37°C",16,0.976
"Feces.Dung","Cellobiose","Salicin",1,0.213
"Feces.Dung","Cellobiose","L-Sorbose",5,0.711
"Feces.Dung","Cellobiose","L-Rhamnose",0,0.404
"Feces.Dung","Cellobiose","D-Xylose",5,0.504
"Feces.Dung","Cellobiose","L-Arabinose",2,0.648
"Feces.Dung","Cellobiose","D-Arabinose",1,0.598
"Feces.Dung","Cellobiose","D-Ribose",1,0.458
"Feces.Dung","Cellobiose","Methanol",0,0.722
"Feces.Dung","Cellobiose","Ethanol",14,0.86
"Feces.Dung","Cellobiose","Glycerol",10,0.689
"Feces.Dung","Cellobiose","Erythritol",1,0.647
"Feces.Dung","Cellobiose","Ribitol",4,0.56
"Feces.Dung","Cellobiose","Galactitol",0,0.807
"Feces.Dung","Cellobiose","D-Mannitol",5,0.397
"Feces.Dung","Cellobiose","D-Glucitol",5,0.397
"Feces.Dung","Cellobiose","myo-Inositol",0,0.841
"Feces.Dung","Cellobiose","DL-Lactate",9,0.958
"Feces.Dung","Cellobiose","Succinate",11,0.777
"Feces.Dung","Cellobiose","Citrate",4,0.527
"Feces.Dung","Cellobiose","D-Gluconate",4,0.549
"Feces.Dung","Cellobiose","D-Glucosamine",5,0.845
"Feces.Dung","Cellobiose","Nitrate",0,0.491
"Feces.Dung","Cellobiose","Vitamin-free",4,0.933
"Feces.Dung","Cellobiose","2-Keto-D-gluconate",5,0.831
"Feces.Dung","Cellobiose","Starch formation",0,0.681
"Feces.Dung","Cellobiose","Growth at 19°C",11,0.607
"Feces.Dung","Cellobiose","Growth at 25°C",13,0.677
"Feces.Dung","Cellobiose","Growth at 30°C",14,0.877
"Feces.Dung","Cellobiose","Growth at 37°C",12,0.993
"Feces.Dung","Salicin","L-Sorbose",5,0.737
"Feces.Dung","Salicin","L-Rhamnose",0,0.404
"Feces.Dung","Salicin","D-Xylose",4,0.385
"Feces.Dung","Salicin","L-Arabinose",2,0.667
"Feces.Dung","Salicin","D-Arabinose",1,0.621
"Feces.Dung","Salicin","D-Ribose",0,0.298
"Feces.Dung","Salicin","Methanol",0,0.745
"Feces.Dung","Salicin","Ethanol",13,0.809
"Feces.Dung","Salicin","Glycerol",9,0.6
"Feces.Dung","Salicin","Erythritol",1,0.655
"Feces.Dung","Salicin","Ribitol",3,0.44
"Feces.Dung","Salicin","Galactitol",0,0.8
"Feces.Dung","Salicin","D-Mannitol",4,0.324
"Feces.Dung","Salicin","D-Glucitol",4,0.324
"Feces.Dung","Salicin","myo-Inositol",0,0.846
"Feces.Dung","Salicin","DL-Lactate",9,0.963
"Feces.Dung","Salicin","Succinate",10,0.712
"Feces.Dung","Salicin","Citrate",4,0.527
"Feces.Dung","Salicin","D-Gluconate",3,0.455
"Feces.Dung","Salicin","D-Glucosamine",4,0.768
"Feces.Dung","Salicin","Nitrate",0,0.516
"Feces.Dung","Salicin","Vitamin-free",4,0.931
"Feces.Dung","Salicin","2-Keto-D-gluconate",4,0.744
"Feces.Dung","Salicin","Starch formation",0,0.689
"Feces.Dung","Salicin","Growth at 19°C",10,0.524
"Feces.Dung","Salicin","Growth at 25°C",12,0.592
"Feces.Dung","Salicin","Growth at 30°C",13,0.83
"Feces.Dung","Salicin","Growth at 37°C",11,0.99
"Feces.Dung","L-Sorbose","L-Rhamnose",6,0.955
"Feces.Dung","L-Sorbose","D-Xylose",8,0.643
"Feces.Dung","L-Sorbose","L-Arabinose",3,0.607
"Feces.Dung","L-Sorbose","D-Arabinose",2,0.603
"Feces.Dung","L-Sorbose","D-Ribose",4,0.694
"Feces.Dung","L-Sorbose","Methanol",2,0.902
"Feces.Dung","L-Sorbose","Ethanol",15,0.767
"Feces.Dung","L-Sorbose","Glycerol",11,0.576
"Feces.Dung","L-Sorbose","Erythritol",3,0.735
"Feces.Dung","L-Sorbose","Ribitol",6,0.569
"Feces.Dung","L-Sorbose","Galactitol",0,0.711
"Feces.Dung","L-Sorbose","D-Mannitol",8,0.555
"Feces.Dung","L-Sorbose","D-Glucitol",8,0.544
"Feces.Dung","L-Sorbose","myo-Inositol",0,0.759
"Feces.Dung","L-Sorbose","DL-Lactate",8,0.78
"Feces.Dung","L-Sorbose","Succinate",13,0.783
"Feces.Dung","L-Sorbose","Citrate",6,0.526
"Feces.Dung","L-Sorbose","D-Gluconate",9,0.855
"Feces.Dung","L-Sorbose","D-Glucosamine",5,0.699
"Feces.Dung","L-Sorbose","Nitrate",3,0.838
"Feces.Dung","L-Sorbose","Vitamin-free",3,0.742
"Feces.Dung","L-Sorbose","2-Keto-D-gluconate",6,0.716
"Feces.Dung","L-Sorbose","Starch formation",0,0.533
"Feces.Dung","L-Sorbose","Growth at 19°C",13,0.641
"Feces.Dung","L-Sorbose","Growth at 25°C",15,0.688
"Feces.Dung","L-Sorbose","Growth at 30°C",15,0.769
"Feces.Dung","L-Sorbose","Growth at 37°C",12,0.964
"Feces.Dung","L-Rhamnose","D-Xylose",8,0.244
"Feces.Dung","L-Rhamnose","L-Arabinose",4,0.495
"Feces.Dung","L-Rhamnose","D-Arabinose",1,0.295
"Feces.Dung","L-Rhamnose","D-Ribose",3,0.268
"Feces.Dung","L-Rhamnose","Methanol",0,0.491
"Feces.Dung","L-Rhamnose","Ethanol",18,0.577
"Feces.Dung","L-Rhamnose","Glycerol",14,0.349
"Feces.Dung","L-Rhamnose","Erythritol",2,0.432
"Feces.Dung","L-Rhamnose","Ribitol",8,0.436
"Feces.Dung","L-Rhamnose","Galactitol",0,0.604
"Feces.Dung","L-Rhamnose","D-Mannitol",9,0.198
"Feces.Dung","L-Rhamnose","D-Glucitol",9,0.188
"Feces.Dung","L-Rhamnose","myo-Inositol",0,0.715
"Feces.Dung","L-Rhamnose","DL-Lactate",11,0.825
"Feces.Dung","L-Rhamnose","Succinate",15,0.475
"Feces.Dung","L-Rhamnose","Citrate",8,0.42
"Feces.Dung","L-Rhamnose","D-Gluconate",7,0.324
"Feces.Dung","L-Rhamnose","D-Glucosamine",8,0.77
"Feces.Dung","L-Rhamnose","Nitrate",0,0.186
"Feces.Dung","L-Rhamnose","Vitamin-free",6,0.901
"Feces.Dung","L-Rhamnose","2-Keto-D-gluconate",8,0.683
"Feces.Dung","L-Rhamnose","Starch formation",0,0.45
"Feces.Dung","L-Rhamnose","Growth at 19°C",15,0.246
"Feces.Dung","L-Rhamnose","Growth at 25°C",17,0.272
"Feces.Dung","L-Rhamnose","Growth at 30°C",18,0.604
"Feces.Dung","L-Rhamnose","Growth at 37°C",15,0.97
"Feces.Dung","D-Xylose","L-Arabinose",0,0.398
"Feces.Dung","D-Xylose","D-Arabinose",0,0.55
"Feces.Dung","D-Xylose","D-Ribose",0,0.392
"Feces.Dung","D-Xylose","Methanol",0,0.766
"Feces.Dung","D-Xylose","Ethanol",10,0.749
"Feces.Dung","D-Xylose","Glycerol",7,0.584
"Feces.Dung","D-Xylose","Erythritol",0,0.515
"Feces.Dung","D-Xylose","Ribitol",2,0.441
"Feces.Dung","D-Xylose","Galactitol",0,0.843
"Feces.Dung","D-Xylose","D-Mannitol",2,0.286
"Feces.Dung","D-Xylose","D-Glucitol",2,0.272
"Feces.Dung","D-Xylose","myo-Inositol",0,0.862
"Feces.Dung","D-Xylose","DL-Lactate",6,0.892
"Feces.Dung","D-Xylose","Succinate",8,0.713
"Feces.Dung","D-Xylose","Citrate",4,0.697
"Feces.Dung","D-Xylose","D-Gluconate",3,0.586
"Feces.Dung","D-Xylose","D-Glucosamine",4,0.844
"Feces.Dung","D-Xylose","Nitrate",0,0.591
"Feces.Dung","D-Xylose","Vitamin-free",3,0.911
"Feces.Dung","D-Xylose","2-Keto-D-gluconate",4,0.802
"Feces.Dung","D-Xylose","Starch formation",0,0.755
"Feces.Dung","D-Xylose","Growth at 19°C",8,0.568
"Feces.Dung","D-Xylose","Growth at 25°C",10,0.631
"Feces.Dung","D-Xylose","Growth at 30°C",11,0.827
"Feces.Dung","D-Xylose","Growth at 37°C",9,0.978
"Feces.Dung","L-Arabinose","D-Arabinose",1,0.274
"Feces.Dung","L-Arabinose","D-Ribose",4,0.486
"Feces.Dung","L-Arabinose","Methanol",1,0.721
"Feces.Dung","L-Arabinose","Ethanol",19,0.775
"Feces.Dung","L-Arabinose","Glycerol",15,0.571
"Feces.Dung","L-Arabinose","Erythritol",1,0.332
"Feces.Dung","L-Arabinose","Ribitol",7,0.397
