"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP"
"Feces.Dung","Glucose","D-Glucitol",70,1
"Feces.Dung","Glucose","myo-Inositol",9,1
"Feces.Dung","Glucose","DL-Lactate",50,1
"Feces.Dung","Glucose","Succinate",79,1
"Feces.Dung","Glucose","Citrate",66,1
"Feces.Dung","Glucose","D-Gluconate",63,1
"Feces.Dung","Glucose","D-Glucosamine",38,1
"Feces.Dung","Glucose","Nitrate",11,1
"Feces.Dung","Glucose","Vitamin-free",19,1
"Feces.Dung","Glucose","2-Keto-D-gluconate",46,1
"Feces.Dung","Glucose","Starch formation",6,0.998
"Feces.Dung","Glucose","Growth at 19°C",85,1
"Feces.Dung","Glucose","Growth at 25°C",90,1
"Feces.Dung","Glucose","Growth at 30°C",87,1
"Feces.Dung","Glucose","Growth at 37°C",66,1
"Feces.Dung","Inulin","Growth at 37°C",9,1
"Feces.Dung","Sucrose","Growth at 37°C",39,1
"Feces.Dung","Raffinose","Growth at 37°C",24,1
"Feces.Dung","Melibiose","Growth at 37°C",9,1
"Feces.Dung","Galactose","Growth at 37°C",44,1
"Feces.Dung","Lactose","Growth at 37°C",8,1
"Feces.Dung","Trehalose","Growth at 37°C",42,1
"Feces.Dung","Maltose","Growth at 37°C",38,1
"Feces.Dung","Melezitose","Growth at 37°C",35,1
"Feces.Dung","Methyl-?-D-glucoside","Growth at 37°C",37,1
"Feces.Dung","Soluble Starch","Growth at 37°C",24,1
"Feces.Dung","Cellobiose","Growth at 37°C",37,1
"Feces.Dung","Salicin","Growth at 37°C",37,1
"Feces.Dung","L-Sorbose","Growth at 37°C",35,1
"Feces.Dung","L-Rhamnose","Growth at 37°C",19,1
"Feces.Dung","D-Xylose","Growth at 37°C",46,1
"Feces.Dung","L-Arabinose","Growth at 37°C",29,1
"Feces.Dung","D-Arabinose","Growth at 37°C",22,1
"Feces.Dung","D-Ribose","Growth at 37°C",30,1
"Feces.Dung","Methanol","Growth at 37°C",4,0.999
"Feces.Dung","Ethanol","Growth at 37°C",59,1
"Feces.Dung","Glycerol","Growth at 37°C",58,1
"Feces.Dung","Erythritol","Growth at 37°C",17,1
"Feces.Dung","Ribitol","Growth at 37°C",39,1
"Feces.Dung","Galactitol","Growth at 37°C",12,1
"Feces.Dung","D-Mannitol","Growth at 37°C",49,1
"Feces.Dung","D-Glucitol","Growth at 37°C",49,1
"Feces.Dung","myo-Inositol","Growth at 37°C",7,1
"Feces.Dung","DL-Lactate","Growth at 37°C",39,1
"Feces.Dung","Succinate","Growth at 37°C",57,1
"Feces.Dung","Citrate","Growth at 37°C",48,1
"Feces.Dung","D-Gluconate","Growth at 37°C",43,1
"Feces.Dung","D-Glucosamine","Growth at 37°C",27,1
"Feces.Dung","Nitrate","Growth at 37°C",9,1
"Feces.Dung","Vitamin-free","Growth at 37°C",12,1
"Feces.Dung","2-Keto-D-gluconate","Growth at 37°C",32,1
"Feces.Dung","Starch formation","Growth at 37°C",5,0.999
"Feces.Dung","Growth at 19°C","Growth at 37°C",61,1
"Feces.Dung","Growth at 25°C","Growth at 37°C",66,1
"Feces.Dung","Growth at 30°C","Growth at 37°C",66,1
"Pine","Glucose_F","Glucose",68,1
"Pine","Glucose_F","L-Arabinose",33,1
"Pine","Galactose_F","Glucose",31,1
"Pine","Galactose_F","L-Arabinose",21,1
"Pine","Sucrose_F","Glucose",30,1
"Pine","Sucrose_F","L-Arabinose",20,1
"Pine","Maltose_F","Glucose",22,1
"Pine","Maltose_F","L-Arabinose",15,1
"Pine","Lactose_F","Glucose",1,0.894
"Pine","Lactose_F","L-Arabinose",1,0.946
"Pine","Raffinose_F","Glucose",20,1
"Pine","Raffinose_F","L-Arabinose",14,1
"Pine","Trehalose_F","Glucose",31,1
"Pine","Trehalose_F","L-Arabinose",22,1
"Pine","Glucose","Inulin",11,1
"Pine","Glucose","Sucrose",49,1
"Pine","Glucose","Raffinose",32,1
"Pine","Glucose","Melibiose",14,1
"Pine","Glucose","Galactose",62,1
"Pine","Glucose","Lactose",13,0.942
"Pine","Glucose","Trehalose",58,1
"Pine","Glucose","Maltose",49,1
"Pine","Glucose","Melezitose",44,1
"Pine","Glucose","Methyl-?-D-glucoside",44,1
"Pine","Glucose","Soluble Starch",30,1
"Pine","Glucose","Cellobiose",53,1
"Pine","Glucose","Salicin",53,1
"Pine","Glucose","L-Sorbose",52,1
"Pine","Glucose","L-Rhamnose",28,1
"Pine","Glucose","D-Xylose",62,1
"Pine","Glucose","L-Arabinose",41,1
"Pine","Glucose","D-Arabinose",29,1
"Pine","Glucose","D-Ribose",42,1
"Pine","Glucose","Methanol",5,0.218
"Pine","Glucose","Ethanol",79,1
"Pine","Glucose","Glycerol",80,1
"Pine","Glucose","Erythritol",28,1
"Pine","Glucose","Ribitol",55,1
"Pine","Glucose","Galactitol",17,1
"Pine","Glucose","D-Mannitol",67,1
"Pine","Glucose","D-Glucitol",70,1
"Pine","Glucose","myo-Inositol",9,0.99
"Pine","Glucose","DL-Lactate",50,1
"Pine","Glucose","Succinate",79,1
"Pine","Glucose","Citrate",66,1
"Pine","Glucose","D-Gluconate",63,1
"Pine","Glucose","D-Glucosamine",38,1
"Pine","Glucose","Nitrate",11,0.386
"Pine","Glucose","Vitamin-free",19,1
"Pine","Glucose","2-Keto-D-gluconate",46,1
"Pine","Glucose","Starch formation",6,0.963
"Pine","Glucose","Growth at 19°C",85,1
"Pine","Glucose","Growth at 25°C",90,1
"Pine","Glucose","Growth at 30°C",87,1
"Pine","Glucose","Growth at 37°C",66,1
"Pine","Inulin","L-Arabinose",8,1
"Pine","Sucrose","L-Arabinose",34,1
"Pine","Raffinose","L-Arabinose",22,1
"Pine","Melibiose","L-Arabinose",13,1
"Pine","Galactose","L-Arabinose",37,1
"Pine","Lactose","L-Arabinose",13,1
"Pine","Trehalose","L-Arabinose",38,1
"Pine","Maltose","L-Arabinose",36,1
"Pine","Melezitose","L-Arabinose",32,1
"Pine","Methyl-?-D-glucoside","L-Arabinose",34,1
"Pine","Soluble Starch","L-Arabinose",24,1
"Pine","Cellobiose","L-Arabinose",33,1
"Pine","Salicin","L-Arabinose",32,1
"Pine","L-Sorbose","L-Arabinose",31,1
"Pine","L-Rhamnose","L-Arabinose",22,1
"Pine","D-Xylose","L-Arabinose",41,1
"Pine","L-Arabinose","D-Arabinose",25,1
"Pine","L-Arabinose","D-Ribose",32,1
"Pine","L-Arabinose","Methanol",3,0.172
"Pine","L-Arabinose","Ethanol",38,1
"Pine","L-Arabinose","Glycerol",40,1
"Pine","L-Arabinose","Erythritol",24,1
"Pine","L-Arabinose","Ribitol",38,1
"Pine","L-Arabinose","Galactitol",17,1
"Pine","L-Arabinose","D-Mannitol",38,1
"Pine","L-Arabinose","D-Glucitol",39,1
"Pine","L-Arabinose","myo-Inositol",8,0.999
"Pine","L-Arabinose","DL-Lactate",19,1
"Pine","L-Arabinose","Succinate",39,1
"Pine","L-Arabinose","Citrate",36,1
"Pine","L-Arabinose","D-Gluconate",34,1
"Pine","L-Arabinose","D-Glucosamine",25,1
"Pine","L-Arabinose","Nitrate",6,0.135
"Pine","L-Arabinose","Vitamin-free",10,0.994
"Pine","L-Arabinose","2-Keto-D-gluconate",24,1
"Pine","L-Arabinose","Starch formation",2,0.614
"Pine","L-Arabinose","Growth at 19°C",41,1
"Pine","L-Arabinose","Growth at 25°C",41,1
"Pine","L-Arabinose","Growth at 30°C",39,1
"Pine","L-Arabinose","Growth at 37°C",29,1
"Bromeliad","Glucose_F","Galactose_F",31,1
"Bromeliad","Glucose_F","Sucrose_F",30,1
"Bromeliad","Glucose_F","Maltose_F",22,1
"Bromeliad","Glucose_F","Lactose_F",1,0.992
"Bromeliad","Glucose_F","Raffinose_F",20,1
"Bromeliad","Glucose_F","Trehalose_F",31,1
"Bromeliad","Glucose_F","Glucose",68,1
"Bromeliad","Glucose_F","Inulin",11,1
"Bromeliad","Glucose_F","Sucrose",44,1
"Bromeliad","Glucose_F","Raffinose",27,1
"Bromeliad","Glucose_F","Melibiose",11,1
"Bromeliad","Glucose_F","Galactose",44,1
"Bromeliad","Glucose_F","Lactose",12,1
"Bromeliad","Glucose_F","Trehalose",50,1
"Bromeliad","Glucose_F","Maltose",43,1
"Bromeliad","Glucose_F","Melezitose",41,1
"Bromeliad","Glucose_F","Methyl-?-D-glucoside",40,1
"Bromeliad","Glucose_F","Soluble Starch",26,1
"Bromeliad","Glucose_F","Cellobiose",43,1
"Bromeliad","Glucose_F","Salicin",42,1
"Bromeliad","Glucose_F","L-Sorbose",34,1
"Bromeliad","Glucose_F","L-Rhamnose",23,1
"Bromeliad","Glucose_F","D-Xylose",48,1
"Bromeliad","Glucose_F","L-Arabinose",33,1
"Bromeliad","Glucose_F","D-Arabinose",23,1
"Bromeliad","Glucose_F","D-Ribose",35,1
"Bromeliad","Glucose_F","Methanol",3,1
"Bromeliad","Glucose_F","Ethanol",62,1
"Bromeliad","Glucose_F","Glycerol",59,1
"Bromeliad","Glucose_F","Erythritol",20,1
"Bromeliad","Glucose_F","Ribitol",41,1
"Bromeliad","Glucose_F","Galactitol",13,1
"Bromeliad","Glucose_F","D-Mannitol",51,1
"Bromeliad","Glucose_F","D-Glucitol",52,1
"Bromeliad","Glucose_F","myo-Inositol",4,1
"Bromeliad","Glucose_F","DL-Lactate",33,1
"Bromeliad","Glucose_F","Succinate",59,1
"Bromeliad","Glucose_F","Citrate",49,1
"Bromeliad","Glucose_F","D-Gluconate",50,1
"Bromeliad","Glucose_F","D-Glucosamine",33,1
"Bromeliad","Glucose_F","Nitrate",11,1
"Bromeliad","Glucose_F","Vitamin-free",14,1
"Bromeliad","Glucose_F","2-Keto-D-gluconate",37,1
"Bromeliad","Glucose_F","Starch formation",3,1
"Bromeliad","Glucose_F","Growth at 19°C",63,1
"Bromeliad","Glucose_F","Growth at 25°C",68,1
"Bromeliad","Glucose_F","Growth at 30°C",65,1
"Bromeliad","Glucose_F","Growth at 37°C",54,1
"Bromeliad","Galactose_F","Maltose_F",19,1
"Bromeliad","Galactose_F","Glucose",31,1
"Bromeliad","Galactose_F","Sucrose",24,1
"Bromeliad","Galactose_F","Trehalose",29,1
"Bromeliad","Galactose_F","Maltose",25,1
"Bromeliad","Galactose_F","Melezitose",23,1
"Bromeliad","Galactose_F","Methyl-?-D-glucoside",24,1
"Bromeliad","Galactose_F","Cellobiose",22,1
"Bromeliad","Galactose_F","Salicin",22,1
"Bromeliad","Galactose_F","L-Sorbose",23,1
"Bromeliad","Galactose_F","D-Xylose",28,1
"Bromeliad","Galactose_F","Ethanol",30,1
"Bromeliad","Galactose_F","Glycerol",30,1
"Bromeliad","Galactose_F","Erythritol",14,1
"Bromeliad","Galactose_F","Ribitol",28,1
"Bromeliad","Galactose_F","D-Mannitol",29,1
"Bromeliad","Galactose_F","D-Glucitol",29,1
"Bromeliad","Galactose_F","D-Gluconate",22,1
"Bromeliad","Galactose_F","Vitamin-free",11,1
"Bromeliad","Galactose_F","Growth at 19°C",31,1
"Bromeliad","Galactose_F","Growth at 25°C",31,1
"Bromeliad","Galactose_F","Growth at 30°C",31,1
"Bromeliad","Sucrose_F","Maltose_F",20,1
"Bromeliad","Sucrose_F","Glucose",30,1
"Bromeliad","Sucrose_F","Sucrose",29,1
"Bromeliad","Sucrose_F","Trehalose",29,1
"Bromeliad","Sucrose_F","Maltose",28,1
"Bromeliad","Sucrose_F","Melezitose",28,1
"Bromeliad","Sucrose_F","Methyl-?-D-glucoside",27,1
"Bromeliad","Sucrose_F","Cellobiose",26,1
"Bromeliad","Sucrose_F","Salicin",25,1
"Bromeliad","Sucrose_F","L-Sorbose",20,1
"Bromeliad","Sucrose_F","D-Xylose",27,1
"Bromeliad","Sucrose_F","Ethanol",28,1
"Bromeliad","Sucrose_F","Glycerol",29,1
"Bromeliad","Sucrose_F","Erythritol",10,1
"Bromeliad","Sucrose_F","Ribitol",23,1
"Bromeliad","Sucrose_F","D-Mannitol",29,1
"Bromeliad","Sucrose_F","D-Glucitol",29,1
"Bromeliad","Sucrose_F","D-Gluconate",26,1
"Bromeliad","Sucrose_F","Vitamin-free",11,1
"Bromeliad","Sucrose_F","Growth at 19°C",30,1
"Bromeliad","Sucrose_F","Growth at 25°C",30,1
"Bromeliad","Sucrose_F","Growth at 30°C",29,1
"Bromeliad","Maltose_F","Lactose_F",1,0.995
"Bromeliad","Maltose_F","Raffinose_F",12,1
"Bromeliad","Maltose_F","Trehalose_F",17,1
"Bromeliad","Maltose_F","Glucose",22,1
"Bromeliad","Maltose_F","Inulin",6,1
"Bromeliad","Maltose_F","Sucrose",21,1
"Bromeliad","Maltose_F","Raffinose",14,1
"Bromeliad","Maltose_F","Melibiose",6,1
"Bromeliad","Maltose_F","Galactose",20,1
"Bromeliad","Maltose_F","Lactose",6,1
"Bromeliad","Maltose_F","Trehalose",22,1
"Bromeliad","Maltose_F","Maltose",22,1
"Bromeliad","Maltose_F","Melezitose",21,1
"Bromeliad","Maltose_F","Methyl-?-D-glucoside",21,1
"Bromeliad","Maltose_F","Soluble Starch",17,1
"Bromeliad","Maltose_F","Cellobiose",17,1
"Bromeliad","Maltose_F","Salicin",18,1
"Bromeliad","Maltose_F","L-Sorbose",16,1
"Bromeliad","Maltose_F","L-Rhamnose",10,1
"Bromeliad","Maltose_F","D-Xylose",22,1
"Bromeliad","Maltose_F","L-Arabinose",15,1
"Bromeliad","Maltose_F","D-Arabinose",9,1
"Bromeliad","Maltose_F","D-Ribose",17,1
"Bromeliad","Maltose_F","Methanol",0,0.938
"Bromeliad","Maltose_F","Ethanol",22,1
"Bromeliad","Maltose_F","Glycerol",22,1
"Bromeliad","Maltose_F","Erythritol",8,1
"Bromeliad","Maltose_F","Ribitol",20,1
"Bromeliad","Maltose_F","Galactitol",6,1
"Bromeliad","Maltose_F","D-Mannitol",22,1
"Bromeliad","Maltose_F","D-Glucitol",22,1
"Bromeliad","Maltose_F","myo-Inositol",4,1
"Bromeliad","Maltose_F","DL-Lactate",13,1
"Bromeliad","Maltose_F","Succinate",22,1
"Bromeliad","Maltose_F","Citrate",20,1
"Bromeliad","Maltose_F","D-Gluconate",18,1
"Bromeliad","Maltose_F","D-Glucosamine",18,1
"Bromeliad","Maltose_F","Nitrate",3,1
"Bromeliad","Maltose_F","Vitamin-free",9,1
"Bromeliad","Maltose_F","2-Keto-D-gluconate",18,1
"Bromeliad","Maltose_F","Starch formation",0,0.385
"Bromeliad","Maltose_F","Growth at 19°C",22,1
"Bromeliad","Maltose_F","Growth at 25°C",22,1
"Bromeliad","Maltose_F","Growth at 30°C",21,1
"Bromeliad","Maltose_F","Growth at 37°C",19,1
"Bromeliad","Lactose_F","Glucose",1,0.991
"Bromeliad","Lactose_F","Sucrose",1,0.992
"Bromeliad","Lactose_F","Trehalose",1,0.991
"Bromeliad","Lactose_F","Maltose",1,0.992
"Bromeliad","Lactose_F","Melezitose",1,0.993
"Bromeliad","Lactose_F","Methyl-?-D-glucoside",1,0.991
"Bromeliad","Lactose_F","Cellobiose",1,0.991
"Bromeliad","Lactose_F","Salicin",1,0.993
"Bromeliad","Lactose_F","L-Sorbose",1,0.993
"Bromeliad","Lactose_F","D-Xylose",1,0.991
"Bromeliad","Lactose_F","Ethanol",1,0.993
"Bromeliad","Lactose_F","Glycerol",1,0.991
"Bromeliad","Lactose_F","Erythritol",1,0.996
"Bromeliad","Lactose_F","Ribitol",1,0.994
"Bromeliad","Lactose_F","D-Mannitol",1,0.991
"Bromeliad","Lactose_F","D-Glucitol",1,0.991
"Bromeliad","Lactose_F","D-Gluconate",1,0.994
"Bromeliad","Lactose_F","Vitamin-free",1,0.994
"Bromeliad","Lactose_F","Growth at 19°C",1,0.991
"Bromeliad","Lactose_F","Growth at 25°C",1,0.991
"Bromeliad","Lactose_F","Growth at 30°C",1,0.991
"Bromeliad","Raffinose_F","Glucose",20,1
"Bromeliad","Raffinose_F","Sucrose",19,1
"Bromeliad","Raffinose_F","Trehalose",20,1
"Bromeliad","Raffinose_F","Maltose",19,1
"Bromeliad","Raffinose_F","Melezitose",19,1
"Bromeliad","Raffinose_F","Methyl-?-D-glucoside",19,1
"Bromeliad","Raffinose_F","Cellobiose",19,1
"Bromeliad","Raffinose_F","Salicin",18,1
"Bromeliad","Raffinose_F","L-Sorbose",13,1
"Bromeliad","Raffinose_F","D-Xylose",19,1
"Bromeliad","Raffinose_F","Ethanol",19,1
"Bromeliad","Raffinose_F","Glycerol",19,1
"Bromeliad","Raffinose_F","Erythritol",8,1
"Bromeliad","Raffinose_F","Ribitol",15,1
"Bromeliad","Raffinose_F","D-Mannitol",19,1
"Bromeliad","Raffinose_F","D-Glucitol",19,1
"Bromeliad","Raffinose_F","D-Gluconate",16,1
"Bromeliad","Raffinose_F","Vitamin-free",7,1
"Bromeliad","Raffinose_F","Growth at 19°C",20,1
"Bromeliad","Raffinose_F","Growth at 25°C",20,1
"Bromeliad","Raffinose_F","Growth at 30°C",20,1
"Bromeliad","Trehalose_F","Glucose",31,1
"Bromeliad","Trehalose_F","Sucrose",25,1
"Bromeliad","Trehalose_F","Trehalose",30,1
"Bromeliad","Trehalose_F","Maltose",26,1
"Bromeliad","Trehalose_F","Melezitose",25,1
"Bromeliad","Trehalose_F","Methyl-?-D-glucoside",25,1
"Bromeliad","Trehalose_F","Cellobiose",22,1
"Bromeliad","Trehalose_F","Salicin",22,1
"Bromeliad","Trehalose_F","L-Sorbose",22,1
"Bromeliad","Trehalose_F","D-Xylose",27,1
"Bromeliad","Trehalose_F","Ethanol",29,1
"Bromeliad","Trehalose_F","Glycerol",31,1
"Bromeliad","Trehalose_F","Erythritol",13,1
"Bromeliad","Trehalose_F","Ribitol",27,1
"Bromeliad","Trehalose_F","D-Mannitol",28,1
"Bromeliad","Trehalose_F","D-Glucitol",28,1
"Bromeliad","Trehalose_F","D-Gluconate",27,1
"Bromeliad","Trehalose_F","Vitamin-free",9,1
"Bromeliad","Trehalose_F","Growth at 19°C",31,1
"Bromeliad","Trehalose_F","Growth at 25°C",31,1
"Bromeliad","Trehalose_F","Growth at 30°C",30,1
"Bromeliad","Glucose","Inulin",11,1
"Bromeliad","Glucose","Sucrose",49,1
"Bromeliad","Glucose","Raffinose",32,1
"Bromeliad","Glucose","Melibiose",14,1
"Bromeliad","Glucose","Galactose",62,1
"Bromeliad","Glucose","Lactose",13,1
"Bromeliad","Glucose","Trehalose",58,1
"Bromeliad","Glucose","Maltose",49,1
"Bromeliad","Glucose","Melezitose",44,1
"Bromeliad","Glucose","Methyl-?-D-glucoside",44,1
"Bromeliad","Glucose","Soluble Starch",30,1
"Bromeliad","Glucose","Cellobiose",53,1
"Bromeliad","Glucose","Salicin",53,1
"Bromeliad","Glucose","L-Sorbose",52,1
"Bromeliad","Glucose","L-Rhamnose",28,1
"Bromeliad","Glucose","D-Xylose",62,1
"Bromeliad","Glucose","L-Arabinose",41,1
"Bromeliad","Glucose","D-Arabinose",29,1
"Bromeliad","Glucose","D-Ribose",42,1
"Bromeliad","Glucose","Methanol",5,1
"Bromeliad","Glucose","Ethanol",79,1
"Bromeliad","Glucose","Glycerol",80,1
"Bromeliad","Glucose","Erythritol",28,1
"Bromeliad","Glucose","Ribitol",55,1
"Bromeliad","Glucose","Galactitol",17,1
"Bromeliad","Glucose","D-Mannitol",67,1
"Bromeliad","Glucose","D-Glucitol",70,1
"Bromeliad","Glucose","myo-Inositol",9,1
"Bromeliad","Glucose","DL-Lactate",50,1
"Bromeliad","Glucose","Succinate",79,1
"Bromeliad","Glucose","Citrate",66,1
"Bromeliad","Glucose","D-Gluconate",63,1
"Bromeliad","Glucose","D-Glucosamine",38,1
"Bromeliad","Glucose","Nitrate",11,1
"Bromeliad","Glucose","Vitamin-free",19,1
"Bromeliad","Glucose","2-Keto-D-gluconate",46,1
"Bromeliad","Glucose","Starch formation",6,1
"Bromeliad","Glucose","Growth at 19°C",85,1
"Bromeliad","Glucose","Growth at 25°C",90,1
"Bromeliad","Glucose","Growth at 30°C",87,1
"Bromeliad","Glucose","Growth at 37°C",66,1
"Bromeliad","Inulin","Sucrose",11,1
"Bromeliad","Inulin","Trehalose",11,1
"Bromeliad","Inulin","Maltose",11,1
"Bromeliad","Inulin","Melezitose",11,1
"Bromeliad","Inulin","Methyl-?-D-glucoside",11,1
"Bromeliad","Inulin","Cellobiose",10,1
"Bromeliad","Inulin","Salicin",10,1
"Bromeliad","Inulin","L-Sorbose",9,1
"Bromeliad","Inulin","D-Xylose",11,1
"Bromeliad","Inulin","Ethanol",11,1
"Bromeliad","Inulin","Glycerol",11,1
"Bromeliad","Inulin","Erythritol",4,1
"Bromeliad","Inulin","Ribitol",9,1
"Bromeliad","Inulin","D-Mannitol",11,1
"Bromeliad","Inulin","D-Glucitol",11,1
"Bromeliad","Inulin","D-Gluconate",8,1
"Bromeliad","Inulin","Vitamin-free",4,1
"Bromeliad","Inulin","Growth at 19°C",11,1
"Bromeliad","Inulin","Growth at 25°C",11,1
"Bromeliad","Inulin","Growth at 30°C",10,1
"Bromeliad","Sucrose","Raffinose",30,1
"Bromeliad","Sucrose","Melibiose",14,1
"Bromeliad","Sucrose","Galactose",42,1
"Bromeliad","Sucrose","Lactose",11,1
"Bromeliad","Sucrose","Trehalose",46,1
"Bromeliad","Sucrose","Maltose",46,1
"Bromeliad","Sucrose","Melezitose",44,1
"Bromeliad","Sucrose","Methyl-?-D-glucoside",43,1
"Bromeliad","Sucrose","Soluble Starch",26,1
"Bromeliad","Sucrose","Cellobiose",39,1
"Bromeliad","Sucrose","Salicin",38,1
"Bromeliad","Sucrose","L-Sorbose",33,1
"Bromeliad","Sucrose","L-Rhamnose",23,1
"Bromeliad","Sucrose","D-Xylose",46,1
"Bromeliad","Sucrose","L-Arabinose",34,1
"Bromeliad","Sucrose","D-Arabinose",22,1
"Bromeliad","Sucrose","D-Ribose",34,1
"Bromeliad","Sucrose","Methanol",2,1
"Bromeliad","Sucrose","Ethanol",45,1
"Bromeliad","Sucrose","Glycerol",48,1
"Bromeliad","Sucrose","Erythritol",20,1
"Bromeliad","Sucrose","Ribitol",40,1
"Bromeliad","Sucrose","Galactitol",16,1
"Bromeliad","Sucrose","D-Mannitol",46,1
"Bromeliad","Sucrose","D-Glucitol",47,1
"Bromeliad","Sucrose","myo-Inositol",7,1
"Bromeliad","Sucrose","DL-Lactate",26,1
"Bromeliad","Sucrose","Succinate",47,1
"Bromeliad","Sucrose","Citrate",45,1
"Bromeliad","Sucrose","D-Gluconate",43,1
"Bromeliad","Sucrose","D-Glucosamine",29,1
"Bromeliad","Sucrose","Nitrate",9,1
"Bromeliad","Sucrose","Vitamin-free",12,1
"Bromeliad","Sucrose","2-Keto-D-gluconate",34,1
"Bromeliad","Sucrose","Starch formation",2,1
"Bromeliad","Sucrose","Growth at 19°C",49,1
"Bromeliad","Sucrose","Growth at 25°C",49,1
"Bromeliad","Sucrose","Growth at 30°C",47,1
"Bromeliad","Sucrose","Growth at 37°C",39,1
"Bromeliad","Raffinose","Trehalose",30,1
"Bromeliad","Raffinose","Maltose",29,1
"Bromeliad","Raffinose","Melezitose",26,1
"Bromeliad","Raffinose","Methyl-?-D-glucoside",26,1
"Bromeliad","Raffinose","Cellobiose",28,1
"Bromeliad","Raffinose","Salicin",27,1
"Bromeliad","Raffinose","L-Sorbose",22,1
"Bromeliad","Raffinose","D-Xylose",29,1
"Bromeliad","Raffinose","Ethanol",28,1
"Bromeliad","Raffinose","Glycerol",31,1
"Bromeliad","Raffinose","Erythritol",16,1
"Bromeliad","Raffinose","Ribitol",25,1
"Bromeliad","Raffinose","D-Mannitol",29,1
"Bromeliad","Raffinose","D-Glucitol",30,1
"Bromeliad","Raffinose","D-Gluconate",28,1
"Bromeliad","Raffinose","Vitamin-free",9,1
"Bromeliad","Raffinose","Growth at 19°C",32,1
"Bromeliad","Raffinose","Growth at 25°C",32,1
"Bromeliad","Raffinose","Growth at 30°C",30,1
"Bromeliad","Melibiose","Trehalose",14,1
"Bromeliad","Melibiose","Maltose",14,1
"Bromeliad","Melibiose","Melezitose",12,1
"Bromeliad","Melibiose","Methyl-?-D-glucoside",13,1
"Bromeliad","Melibiose","Cellobiose",13,1
"Bromeliad","Melibiose","Salicin",13,1
"Bromeliad","Melibiose","L-Sorbose",12,1
"Bromeliad","Melibiose","D-Xylose",14,1
"Bromeliad","Melibiose","Ethanol",13,1
"Bromeliad","Melibiose","Glycerol",14,1
"Bromeliad","Melibiose","Erythritol",11,1
"Bromeliad","Melibiose","Ribitol",14,1
"Bromeliad","Melibiose","D-Mannitol",13,1
"Bromeliad","Melibiose","D-Glucitol",14,1
"Bromeliad","Melibiose","D-Gluconate",12,1
"Bromeliad","Melibiose","Vitamin-free",2,1
"Bromeliad","Melibiose","Growth at 19°C",14,1
"Bromeliad","Melibiose","Growth at 25°C",14,1
"Bromeliad","Melibiose","Growth at 30°C",12,1
"Bromeliad","Galactose","Trehalose",46,1
"Bromeliad","Galactose","Maltose",42,1
"Bromeliad","Galactose","Melezitose",37,1
"Bromeliad","Galactose","Methyl-?-D-glucoside",37,1
"Bromeliad","Galactose","Cellobiose",37,1
"Bromeliad","Galactose","Salicin",38,1
"Bromeliad","Galactose","L-Sorbose",50,1
"Bromeliad","Galactose","D-Xylose",51,1
"Bromeliad","Galactose","Ethanol",56,1
"Bromeliad","Galactose","Glycerol",61,1
"Bromeliad","Galactose","Erythritol",27,1
"Bromeliad","Galactose","Ribitol",51,1
"Bromeliad","Galactose","D-Mannitol",55,1
"Bromeliad","Galactose","D-Glucitol",57,1
"Bromeliad","Galactose","D-Gluconate",46,1
"Bromeliad","Galactose","Vitamin-free",17,1
"Bromeliad","Galactose","Growth at 19°C",62,1
"Bromeliad","Galactose","Growth at 25°C",62,1
"Bromeliad","Galactose","Growth at 30°C",60,1
"Bromeliad","Lactose","Trehalose",12,1
"Bromeliad","Lactose","Maltose",12,1
"Bromeliad","Lactose","Melezitose",11,1
"Bromeliad","Lactose","Methyl-?-D-glucoside",12,1
"Bromeliad","Lactose","Cellobiose",13,1
"Bromeliad","Lactose","Salicin",13,1
"Bromeliad","Lactose","L-Sorbose",12,1
"Bromeliad","Lactose","D-Xylose",13,1
"Bromeliad","Lactose","Ethanol",13,1
"Bromeliad","Lactose","Glycerol",13,1
"Bromeliad","Lactose","Erythritol",10,1
"Bromeliad","Lactose","Ribitol",13,1
"Bromeliad","Lactose","D-Mannitol",13,1
"Bromeliad","Lactose","D-Glucitol",13,1
"Bromeliad","Lactose","D-Gluconate",12,1
"Bromeliad","Lactose","Vitamin-free",4,1
"Bromeliad","Lactose","Growth at 19°C",13,1
"Bromeliad","Lactose","Growth at 25°C",13,1
"Bromeliad","Lactose","Growth at 30°C",12,1
"Bromeliad","Trehalose","Maltose",48,1
"Bromeliad","Trehalose","Melezitose",43,1
"Bromeliad","Trehalose","Methyl-?-D-glucoside",43,1
"Bromeliad","Trehalose","Soluble Starch",29,1
"Bromeliad","Trehalose","Cellobiose",41,1
"Bromeliad","Trehalose","Salicin",41,1
"Bromeliad","Trehalose","L-Sorbose",37,1
"Bromeliad","Trehalose","L-Rhamnose",26,1
"Bromeliad","Trehalose","D-Xylose",50,1
"Bromeliad","Trehalose","L-Arabinose",38,1
"Bromeliad","Trehalose","D-Arabinose",24,1
"Bromeliad","Trehalose","D-Ribose",38,1
"Bromeliad","Trehalose","Methanol",3,1
"Bromeliad","Trehalose","Ethanol",54,1
"Bromeliad","Trehalose","Glycerol",56,1
"Bromeliad","Trehalose","Erythritol",25,1
"Bromeliad","Trehalose","Ribitol",47,1
"Bromeliad","Trehalose","Galactitol",17,1
"Bromeliad","Trehalose","D-Mannitol",51,1
"Bromeliad","Trehalose","D-Glucitol",52,1
