"Isolation","Trait_A","Trait_B","Mean_PN","SD_PN","Var_PN"
"Rotting.Decaying","Nitrate","Starch formation",NA,5.7994954954955,NA
"Rotting.Decaying","Nitrate","Growth at 19°C",NA,0.0648398398398398,NA
"Rotting.Decaying","Nitrate","Growth at 25°C",NA,0.104104104104104,NA
"Rotting.Decaying","Nitrate","Growth at 30°C",NA,0.810585585585586,NA
"Rotting.Decaying","Nitrate","Growth at 37°C",NA,4.17014514514515,NA
"Rotting.Decaying","Vitamin-free","2-Keto-D-gluconate",NA,4.69964364364364,NA
"Rotting.Decaying","Vitamin-free","Starch formation",NA,7.13623623623624,NA
"Rotting.Decaying","Vitamin-free","Growth at 19°C",NA,0.0888728728728729,NA
"Rotting.Decaying","Vitamin-free","Growth at 25°C",NA,0.107882882882883,NA
"Rotting.Decaying","Vitamin-free","Growth at 30°C",NA,1.08211811811812,NA
"Rotting.Decaying","Vitamin-free","Growth at 37°C",NA,4.9661021021021,NA
"Rotting.Decaying","2-Keto-D-gluconate","Starch formation",NA,10.4492242242242,NA
"Rotting.Decaying","2-Keto-D-gluconate","Growth at 19°C",NA,0.290121121121121,NA
"Rotting.Decaying","2-Keto-D-gluconate","Growth at 25°C",NA,0.334570570570571,NA
"Rotting.Decaying","2-Keto-D-gluconate","Growth at 30°C",NA,1.80819219219219,NA
"Rotting.Decaying","2-Keto-D-gluconate","Growth at 37°C",NA,8.92692592592593,NA
"Rotting.Decaying","Starch formation","Growth at 19°C",NA,0.059963963963964,NA
"Rotting.Decaying","Starch formation","Growth at 25°C",NA,0.0892532532532533,NA
"Rotting.Decaying","Starch formation","Growth at 30°C",NA,0.885509509509509,NA
"Rotting.Decaying","Starch formation","Growth at 37°C",NA,3.85452552552553,NA
"Rotting.Decaying","Growth at 19°C","Growth at 25°C",NA,0.48055955955956,NA
"Rotting.Decaying","Growth at 19°C","Growth at 30°C",NA,4.01029429429429,NA
"Rotting.Decaying","Growth at 19°C","Growth at 37°C",NA,11.4452012012012,NA
"Rotting.Decaying","Growth at 25°C","Growth at 30°C",NA,3.95567467467467,NA
"Rotting.Decaying","Growth at 25°C","Growth at 37°C",NA,11.5573963963964,NA
"Rotting.Decaying","Growth at 30°C","Growth at 37°C",NA,12.5415805805806,NA
"Spoiled","Glucose_F","Galactose_F",NA,2.32832432432432,NA
"Spoiled","Glucose_F","Sucrose_F",NA,2.33470970970971,NA
"Spoiled","Glucose_F","Maltose_F",NA,2.1438998998999,NA
"Spoiled","Glucose_F","Lactose_F",NA,1.91758158158158,NA
"Spoiled","Glucose_F","Raffinose_F",NA,2.13390890890891,NA
"Spoiled","Glucose_F","Trehalose_F",NA,2.23667567567568,NA
"Spoiled","Glucose_F","Glucose",NA,0,NA
"Spoiled","Glucose_F","Inulin",NA,1.93836936936937,NA
"Spoiled","Glucose_F","Sucrose",NA,1.5350990990991,NA
"Spoiled","Glucose_F","Raffinose",NA,1.8608968968969,NA
"Spoiled","Glucose_F","Melibiose",NA,1.7992032032032,NA
"Spoiled","Glucose_F","Galactose",NA,1.4166006006006,NA
"Spoiled","Glucose_F","Lactose",NA,2.14213313313313,NA
"Spoiled","Glucose_F","Trehalose",NA,1.48822422422422,NA
"Spoiled","Glucose_F","Maltose",NA,1.55092592592593,NA
"Spoiled","Glucose_F","Melezitose",NA,1.80575675675676,NA
"Spoiled","Glucose_F","Methyl-?-D-glucoside",NA,1.79842942942943,NA
"Spoiled","Glucose_F","Soluble Starch",NA,1.78261361361361,NA
"Spoiled","Glucose_F","Cellobiose",NA,1.60086486486486,NA
"Spoiled","Glucose_F","Salicin",NA,1.64186586586587,NA
"Spoiled","Glucose_F","L-Sorbose",NA,1.60670670670671,NA
"Spoiled","Glucose_F","L-Rhamnose",NA,2.14482882882883,NA
"Spoiled","Glucose_F","D-Xylose",NA,1.48724324324324,NA
"Spoiled","Glucose_F","L-Arabinose",NA,1.65597197197197,NA
"Spoiled","Glucose_F","D-Arabinose",NA,1.66952552552553,NA
"Spoiled","Glucose_F","D-Ribose",NA,1.7314024024024,NA
"Spoiled","Glucose_F","Methanol",NA,2.04794794794795,NA
"Spoiled","Glucose_F","Ethanol",NA,0.746785785785786,NA
"Spoiled","Glucose_F","Glycerol",NA,0.634038038038038,NA
"Spoiled","Glucose_F","Erythritol",NA,1.81378878878879,NA
"Spoiled","Glucose_F","Ribitol",NA,1.58685085085085,NA
"Spoiled","Glucose_F","Galactitol",NA,1.83967067067067,NA
"Spoiled","Glucose_F","D-Mannitol",NA,1.41209109109109,NA
"Spoiled","Glucose_F","D-Glucitol",NA,1.34166066066066,NA
"Spoiled","Glucose_F","myo-Inositol",NA,1.78321421421421,NA
"Spoiled","Glucose_F","DL-Lactate",NA,1.74572072072072,NA
"Spoiled","Glucose_F","Succinate",NA,0.918149149149149,NA
"Spoiled","Glucose_F","Citrate",NA,1.78289389389389,NA
"Spoiled","Glucose_F","D-Gluconate",NA,1.8235985985986,NA
"Spoiled","Glucose_F","D-Glucosamine",NA,2.16313913913914,NA
"Spoiled","Glucose_F","Nitrate",NA,2.28651751751752,NA
"Spoiled","Glucose_F","Vitamin-free",NA,2.429005005005,NA
"Spoiled","Glucose_F","2-Keto-D-gluconate",NA,1.98238138138138,NA
"Spoiled","Glucose_F","Starch formation",NA,2.01157557557558,NA
"Spoiled","Glucose_F","Growth at 19°C",NA,0.0291291291291291,NA
"Spoiled","Glucose_F","Growth at 25°C",NA,0.0457417417417417,NA
"Spoiled","Glucose_F","Growth at 30°C",NA,0.698073073073073,NA
"Spoiled","Glucose_F","Growth at 37°C",NA,2.06061961961962,NA
"Spoiled","Galactose_F","Sucrose_F",NA,0.987778778778779,NA
"Spoiled","Galactose_F","Maltose_F",NA,1.26454054054054,NA
"Spoiled","Galactose_F","Lactose_F",NA,1.37029429429429,NA
"Spoiled","Galactose_F","Raffinose_F",NA,1.03599499499499,NA
"Spoiled","Galactose_F","Trehalose_F",NA,0.846877877877878,NA
"Spoiled","Galactose_F","Glucose",NA,0,NA
"Spoiled","Galactose_F","Inulin",NA,1.28188588588589,NA
"Spoiled","Galactose_F","Sucrose",NA,0.363367367367367,NA
"Spoiled","Galactose_F","Raffinose",NA,0.772468468468469,NA
"Spoiled","Galactose_F","Melibiose",NA,0.909388388388388,NA
"Spoiled","Galactose_F","Galactose",NA,0.259970970970971,NA
"Spoiled","Galactose_F","Lactose",NA,1.05419019019019,NA
"Spoiled","Galactose_F","Trehalose",NA,0.347303303303303,NA
"Spoiled","Galactose_F","Maltose",NA,0.40367967967968,NA
"Spoiled","Galactose_F","Melezitose",NA,0.653628628628629,NA
"Spoiled","Galactose_F","Methyl-?-D-glucoside",NA,0.482082082082082,NA
"Spoiled","Galactose_F","Soluble Starch",NA,0.825461461461461,NA
"Spoiled","Galactose_F","Cellobiose",NA,0.379770770770771,NA
"Spoiled","Galactose_F","Salicin",NA,0.43070970970971,NA
"Spoiled","Galactose_F","L-Sorbose",NA,0.599318318318318,NA
"Spoiled","Galactose_F","L-Rhamnose",NA,1.10665765765766,NA
"Spoiled","Galactose_F","D-Xylose",NA,0.472872872872873,NA
"Spoiled","Galactose_F","L-Arabinose",NA,0.663667667667668,NA
"Spoiled","Galactose_F","D-Arabinose",NA,0.709425425425425,NA
"Spoiled","Galactose_F","D-Ribose",NA,0.678134134134134,NA
"Spoiled","Galactose_F","Methanol",NA,1.18978078078078,NA
"Spoiled","Galactose_F","Ethanol",NA,0.112791791791792,NA
"Spoiled","Galactose_F","Glycerol",NA,0.0788948948948949,NA
"Spoiled","Galactose_F","Erythritol",NA,0.889993993993994,NA
"Spoiled","Galactose_F","Ribitol",NA,0.521832832832833,NA
"Spoiled","Galactose_F","Galactitol",NA,0.752231231231231,NA
"Spoiled","Galactose_F","D-Mannitol",NA,0.388224224224224,NA
"Spoiled","Galactose_F","D-Glucitol",NA,0.440951951951952,NA
"Spoiled","Galactose_F","myo-Inositol",NA,1.22302202202202,NA
"Spoiled","Galactose_F","DL-Lactate",NA,0.733657657657658,NA
"Spoiled","Galactose_F","Succinate",NA,0.151047047047047,NA
"Spoiled","Galactose_F","Citrate",NA,0.650714714714715,NA
"Spoiled","Galactose_F","D-Gluconate",NA,0.68546046046046,NA
"Spoiled","Galactose_F","D-Glucosamine",NA,0.902981981981982,NA
"Spoiled","Galactose_F","Nitrate",NA,1.17394894894895,NA
"Spoiled","Galactose_F","Vitamin-free",NA,1.34174174174174,NA
"Spoiled","Galactose_F","2-Keto-D-gluconate",NA,0.880716716716717,NA
"Spoiled","Galactose_F","Starch formation",NA,1.30988588588589,NA
"Spoiled","Galactose_F","Growth at 19°C",NA,0.00990990990990991,NA
"Spoiled","Galactose_F","Growth at 25°C",NA,0.00695795795795796,NA
"Spoiled","Galactose_F","Growth at 30°C",NA,0.101652652652653,NA
"Spoiled","Galactose_F","Growth at 37°C",NA,0.56383983983984,NA
"Spoiled","Sucrose_F","Maltose_F",NA,1.39757357357357,NA
"Spoiled","Sucrose_F","Lactose_F",NA,1.30493593593594,NA
"Spoiled","Sucrose_F","Raffinose_F",NA,1.29627127127127,NA
"Spoiled","Sucrose_F","Trehalose_F",NA,1.17953053053053,NA
"Spoiled","Sucrose_F","Glucose",NA,0,NA
"Spoiled","Sucrose_F","Inulin",NA,1.37537537537538,NA
"Spoiled","Sucrose_F","Sucrose",NA,0.511982982982983,NA
"Spoiled","Sucrose_F","Raffinose",NA,1.02029129129129,NA
"Spoiled","Sucrose_F","Melibiose",NA,1.18698598598599,NA
"Spoiled","Sucrose_F","Galactose",NA,0.452091091091091,NA
"Spoiled","Sucrose_F","Lactose",NA,1.23447847847848,NA
"Spoiled","Sucrose_F","Trehalose",NA,0.541357357357357,NA
"Spoiled","Sucrose_F","Maltose",NA,0.778054054054054,NA
"Spoiled","Sucrose_F","Melezitose",NA,0.932571571571572,NA
"Spoiled","Sucrose_F","Methyl-?-D-glucoside",NA,0.835226226226226,NA
"Spoiled","Sucrose_F","Soluble Starch",NA,1.14506406406406,NA
"Spoiled","Sucrose_F","Cellobiose",NA,0.762681681681682,NA
"Spoiled","Sucrose_F","Salicin",NA,0.754025025025025,NA
"Spoiled","Sucrose_F","L-Sorbose",NA,0.786162162162162,NA
"Spoiled","Sucrose_F","L-Rhamnose",NA,1.36814314314314,NA
"Spoiled","Sucrose_F","D-Xylose",NA,0.813597597597598,NA
"Spoiled","Sucrose_F","L-Arabinose",NA,0.979978978978979,NA
"Spoiled","Sucrose_F","D-Arabinose",NA,1.08431531531532,NA
"Spoiled","Sucrose_F","D-Ribose",NA,0.947922922922923,NA
"Spoiled","Sucrose_F","Methanol",NA,1.31509009009009,NA
"Spoiled","Sucrose_F","Ethanol",NA,0.167838838838839,NA
"Spoiled","Sucrose_F","Glycerol",NA,0.121237237237237,NA
"Spoiled","Sucrose_F","Erythritol",NA,1.0121961961962,NA
"Spoiled","Sucrose_F","Ribitol",NA,0.594338338338338,NA
"Spoiled","Sucrose_F","Galactitol",NA,1.13643243243243,NA
"Spoiled","Sucrose_F","D-Mannitol",NA,0.462781781781782,NA
"Spoiled","Sucrose_F","D-Glucitol",NA,0.468507507507508,NA
"Spoiled","Sucrose_F","myo-Inositol",NA,1.35147547547548,NA
"Spoiled","Sucrose_F","DL-Lactate",NA,0.90426026026026,NA
"Spoiled","Sucrose_F","Succinate",NA,0.591055055055055,NA
"Spoiled","Sucrose_F","Citrate",NA,0.972348348348348,NA
"Spoiled","Sucrose_F","D-Gluconate",NA,0.966582582582583,NA
"Spoiled","Sucrose_F","D-Glucosamine",NA,1.16972572572573,NA
"Spoiled","Sucrose_F","Nitrate",NA,1.37796896896897,NA
"Spoiled","Sucrose_F","Vitamin-free",NA,1.55792192192192,NA
"Spoiled","Sucrose_F","2-Keto-D-gluconate",NA,1.06173273273273,NA
"Spoiled","Sucrose_F","Starch formation",NA,1.4723963963964,NA
"Spoiled","Sucrose_F","Growth at 19°C",NA,0.00892792792792793,NA
"Spoiled","Sucrose_F","Growth at 25°C",NA,0.0138178178178178,NA
"Spoiled","Sucrose_F","Growth at 30°C",NA,0.357796796796797,NA
"Spoiled","Sucrose_F","Growth at 37°C",NA,0.933412412412412,NA
"Spoiled","Maltose_F","Lactose_F",NA,0.803074074074074,NA
"Spoiled","Maltose_F","Raffinose_F",NA,0.60457957957958,NA
"Spoiled","Maltose_F","Trehalose_F",NA,0.535479479479479,NA
"Spoiled","Maltose_F","Glucose",NA,0,NA
"Spoiled","Maltose_F","Inulin",NA,0.787626626626627,NA
"Spoiled","Maltose_F","Sucrose",NA,0.238702702702703,NA
"Spoiled","Maltose_F","Raffinose",NA,0.476467467467467,NA
"Spoiled","Maltose_F","Melibiose",NA,0.564435435435435,NA
"Spoiled","Maltose_F","Galactose",NA,0.166582582582583,NA
"Spoiled","Maltose_F","Lactose",NA,0.622581581581582,NA
"Spoiled","Maltose_F","Trehalose",NA,0.182838838838839,NA
"Spoiled","Maltose_F","Maltose",NA,0.227663663663664,NA
"Spoiled","Maltose_F","Melezitose",NA,0.33872972972973,NA
"Spoiled","Maltose_F","Methyl-?-D-glucoside",NA,0.291695695695696,NA
"Spoiled","Maltose_F","Soluble Starch",NA,0.597876876876877,NA
"Spoiled","Maltose_F","Cellobiose",NA,0.209553553553554,NA
"Spoiled","Maltose_F","Salicin",NA,0.22972972972973,NA
"Spoiled","Maltose_F","L-Sorbose",NA,0.374850850850851,NA
"Spoiled","Maltose_F","L-Rhamnose",NA,0.704703703703704,NA
"Spoiled","Maltose_F","D-Xylose",NA,0.367342342342342,NA
"Spoiled","Maltose_F","L-Arabinose",NA,0.452651651651652,NA
"Spoiled","Maltose_F","D-Arabinose",NA,0.466702702702703,NA
"Spoiled","Maltose_F","D-Ribose",NA,0.438722722722723,NA
"Spoiled","Maltose_F","Methanol",NA,0.758877877877878,NA
"Spoiled","Maltose_F","Ethanol",NA,0.0657097097097097,NA
"Spoiled","Maltose_F","Glycerol",NA,0.0441081081081081,NA
"Spoiled","Maltose_F","Erythritol",NA,0.503422422422422,NA
"Spoiled","Maltose_F","Ribitol",NA,0.395994994994995,NA
"Spoiled","Maltose_F","Galactitol",NA,0.547843843843844,NA
"Spoiled","Maltose_F","D-Mannitol",NA,0.327566566566567,NA
"Spoiled","Maltose_F","D-Glucitol",NA,0.344103103103103,NA
"Spoiled","Maltose_F","myo-Inositol",NA,0.811207207207207,NA
"Spoiled","Maltose_F","DL-Lactate",NA,0.35443043043043,NA
"Spoiled","Maltose_F","Succinate",NA,0.0875185185185185,NA
"Spoiled","Maltose_F","Citrate",NA,0.440936936936937,NA
"Spoiled","Maltose_F","D-Gluconate",NA,0.47423023023023,NA
"Spoiled","Maltose_F","D-Glucosamine",NA,0.502002002002002,NA
"Spoiled","Maltose_F","Nitrate",NA,0.648648648648649,NA
"Spoiled","Maltose_F","Vitamin-free",NA,0.854973973973974,NA
"Spoiled","Maltose_F","2-Keto-D-gluconate",NA,0.549148148148148,NA
"Spoiled","Maltose_F","Starch formation",NA,0.83561961961962,NA
"Spoiled","Maltose_F","Growth at 19°C",NA,0.001997997997998,NA
"Spoiled","Maltose_F","Growth at 25°C",NA,0.00892792792792793,NA
"Spoiled","Maltose_F","Growth at 30°C",NA,0.0663053053053053,NA
"Spoiled","Maltose_F","Growth at 37°C",NA,0.327831831831832,NA
"Spoiled","Lactose_F","Raffinose_F",NA,0.278642642642643,NA
"Spoiled","Lactose_F","Trehalose_F",NA,0.250721721721722,NA
"Spoiled","Lactose_F","Glucose",NA,0,NA
"Spoiled","Lactose_F","Inulin",NA,0.378378378378378,NA
"Spoiled","Lactose_F","Sucrose",NA,0.114658658658659,NA
"Spoiled","Lactose_F","Raffinose",NA,0.224528528528529,NA
"Spoiled","Lactose_F","Melibiose",NA,0.305741741741742,NA
"Spoiled","Lactose_F","Galactose",NA,0.0821931931931932,NA
"Spoiled","Lactose_F","Lactose",NA,0.258657657657658,NA
"Spoiled","Lactose_F","Trehalose",NA,0.0788378378378378,NA
"Spoiled","Lactose_F","Maltose",NA,0.0980980980980981,NA
"Spoiled","Lactose_F","Melezitose",NA,0.150434434434434,NA
"Spoiled","Lactose_F","Methyl-?-D-glucoside",NA,0.150501501501501,NA
"Spoiled","Lactose_F","Soluble Starch",NA,0.316635635635636,NA
"Spoiled","Lactose_F","Cellobiose",NA,0.0924434434434434,NA
"Spoiled","Lactose_F","Salicin",NA,0.1001001001001,NA
"Spoiled","Lactose_F","L-Sorbose",NA,0.278182182182182,NA
"Spoiled","Lactose_F","L-Rhamnose",NA,0.355455455455455,NA
"Spoiled","Lactose_F","D-Xylose",NA,0.272263263263263,NA
"Spoiled","Lactose_F","L-Arabinose",NA,0.288663663663664,NA
"Spoiled","Lactose_F","D-Arabinose",NA,0.294405405405405,NA
"Spoiled","Lactose_F","D-Ribose",NA,0.2885995995996,NA
"Spoiled","Lactose_F","Methanol",NA,0.368607607607608,NA
"Spoiled","Lactose_F","Ethanol",NA,0.0281871871871872,NA
"Spoiled","Lactose_F","Glycerol",NA,0.0273513513513514,NA
"Spoiled","Lactose_F","Erythritol",NA,0.304688688688689,NA
"Spoiled","Lactose_F","Ribitol",NA,0.29366966966967,NA
"Spoiled","Lactose_F","Galactitol",NA,0.298129129129129,NA
"Spoiled","Lactose_F","D-Mannitol",NA,0.263534534534535,NA
"Spoiled","Lactose_F","D-Glucitol",NA,0.268147147147147,NA
"Spoiled","Lactose_F","myo-Inositol",NA,0.347947947947948,NA
"Spoiled","Lactose_F","DL-Lactate",NA,0.178322322322322,NA
"Spoiled","Lactose_F","Succinate",NA,0.0294534534534535,NA
"Spoiled","Lactose_F","Citrate",NA,0.31062962962963,NA
"Spoiled","Lactose_F","D-Gluconate",NA,0.303307307307307,NA
"Spoiled","Lactose_F","D-Glucosamine",NA,0.200916916916917,NA
"Spoiled","Lactose_F","Nitrate",NA,0.291530530530531,NA
"Spoiled","Lactose_F","Vitamin-free",NA,0.381156156156156,NA
"Spoiled","Lactose_F","2-Keto-D-gluconate",NA,0.313209209209209,NA
"Spoiled","Lactose_F","Starch formation",NA,0.37350950950951,NA
"Spoiled","Lactose_F","Growth at 19°C",NA,0,NA
"Spoiled","Lactose_F","Growth at 25°C",NA,0.001997997997998,NA
"Spoiled","Lactose_F","Growth at 30°C",NA,0.0338088088088088,NA
"Spoiled","Lactose_F","Growth at 37°C",NA,0.140424424424424,NA
"Spoiled","Raffinose_F","Trehalose_F",NA,0.607711711711712,NA
"Spoiled","Raffinose_F","Glucose",NA,0,NA
"Spoiled","Raffinose_F","Inulin",NA,0.829705705705706,NA
"Spoiled","Raffinose_F","Sucrose",NA,0.237721721721722,NA
"Spoiled","Raffinose_F","Raffinose",NA,0.520671671671672,NA
"Spoiled","Raffinose_F","Melibiose",NA,0.699474474474475,NA
"Spoiled","Raffinose_F","Galactose",NA,0.182373373373373,NA
"Spoiled","Raffinose_F","Lactose",NA,0.698577577577578,NA
"Spoiled","Raffinose_F","Trehalose",NA,0.207771771771772,NA
"Spoiled","Raffinose_F","Maltose",NA,0.271830830830831,NA
"Spoiled","Raffinose_F","Melezitose",NA,0.408183183183183,NA
"Spoiled","Raffinose_F","Methyl-?-D-glucoside",NA,0.322766766766767,NA
"Spoiled","Raffinose_F","Soluble Starch",NA,0.621805805805806,NA
"Spoiled","Raffinose_F","Cellobiose",NA,0.227471471471471,NA
"Spoiled","Raffinose_F","Salicin",NA,0.251351351351351,NA
"Spoiled","Raffinose_F","L-Sorbose",NA,0.404443443443443,NA
"Spoiled","Raffinose_F","L-Rhamnose",NA,0.813684684684685,NA
"Spoiled","Raffinose_F","D-Xylose",NA,0.399374374374374,NA
"Spoiled","Raffinose_F","L-Arabinose",NA,0.506422422422422,NA
"Spoiled","Raffinose_F","D-Arabinose",NA,0.571995995995996,NA
"Spoiled","Raffinose_F","D-Ribose",NA,0.506106106106106,NA
"Spoiled","Raffinose_F","Methanol",NA,0.784284284284284,NA
"Spoiled","Raffinose_F","Ethanol",NA,0.070029029029029,NA
"Spoiled","Raffinose_F","Glycerol",NA,0.0644644644644645,NA
"Spoiled","Raffinose_F","Erythritol",NA,0.565541541541542,NA
"Spoiled","Raffinose_F","Ribitol",NA,0.405564564564565,NA
"Spoiled","Raffinose_F","Galactitol",NA,0.609984984984985,NA
"Spoiled","Raffinose_F","D-Mannitol",NA,0.338617617617618,NA
"Spoiled","Raffinose_F","D-Glucitol",NA,0.332107107107107,NA
"Spoiled","Raffinose_F","myo-Inositol",NA,0.832016016016016,NA
"Spoiled","Raffinose_F","DL-Lactate",NA,0.434033033033033,NA
"Spoiled","Raffinose_F","Succinate",NA,0.0936896896896897,NA
"Spoiled","Raffinose_F","Citrate",NA,0.482361361361361,NA
"Spoiled","Raffinose_F","D-Gluconate",NA,0.488687687687688,NA
"Spoiled","Raffinose_F","D-Glucosamine",NA,0.579155155155155,NA
"Spoiled","Raffinose_F","Nitrate",NA,0.831035035035035,NA
"Spoiled","Raffinose_F","Vitamin-free",NA,1.01333233233233,NA
"Spoiled","Raffinose_F","2-Keto-D-gluconate",NA,0.598757757757758,NA
"Spoiled","Raffinose_F","Starch formation",NA,0.996875875875876,NA
"Spoiled","Raffinose_F","Growth at 19°C",NA,0.00497997997997998,NA
"Spoiled","Raffinose_F","Growth at 25°C",NA,0.00695795795795796,NA
"Spoiled","Raffinose_F","Growth at 30°C",NA,0.0833593593593594,NA
"Spoiled","Raffinose_F","Growth at 37°C",NA,0.434185185185185,NA
"Spoiled","Trehalose_F","Glucose",NA,0,NA
"Spoiled","Trehalose_F","Inulin",NA,1.13926326326326,NA
"Spoiled","Trehalose_F","Sucrose",NA,0.404955955955956,NA
"Spoiled","Trehalose_F","Raffinose",NA,0.788139139139139,NA
"Spoiled","Trehalose_F","Melibiose",NA,0.941417417417417,NA
"Spoiled","Trehalose_F","Galactose",NA,0.307826826826827,NA
"Spoiled","Trehalose_F","Lactose",NA,1.03093093093093,NA
"Spoiled","Trehalose_F","Trehalose",NA,0.353617617617618,NA
"Spoiled","Trehalose_F","Maltose",NA,0.505061061061061,NA
"Spoiled","Trehalose_F","Melezitose",NA,0.60627027027027,NA
"Spoiled","Trehalose_F","Methyl-?-D-glucoside",NA,0.577328328328328,NA
"Spoiled","Trehalose_F","Soluble Starch",NA,0.935126126126126,NA
"Spoiled","Trehalose_F","Cellobiose",NA,0.43911011011011,NA
"Spoiled","Trehalose_F","Salicin",NA,0.443543543543544,NA
"Spoiled","Trehalose_F","L-Sorbose",NA,0.601897897897898,NA
"Spoiled","Trehalose_F","L-Rhamnose",NA,1.08494094094094,NA
"Spoiled","Trehalose_F","D-Xylose",NA,0.512391391391391,NA
"Spoiled","Trehalose_F","L-Arabinose",NA,0.710685685685686,NA
"Spoiled","Trehalose_F","D-Arabinose",NA,0.819730730730731,NA
"Spoiled","Trehalose_F","D-Ribose",NA,0.762026026026026,NA
"Spoiled","Trehalose_F","Methanol",NA,1.14216616616617,NA
"Spoiled","Trehalose_F","Ethanol",NA,0.11943043043043,NA
"Spoiled","Trehalose_F","Glycerol",NA,0.0916276276276276,NA
"Spoiled","Trehalose_F","Erythritol",NA,0.882657657657658,NA
"Spoiled","Trehalose_F","Ribitol",NA,0.513613613613614,NA
"Spoiled","Trehalose_F","Galactitol",NA,0.862781781781782,NA
"Spoiled","Trehalose_F","D-Mannitol",NA,0.386977977977978,NA
"Spoiled","Trehalose_F","D-Glucitol",NA,0.427202202202202,NA
"Spoiled","Trehalose_F","myo-Inositol",NA,1.1185975975976,NA
"Spoiled","Trehalose_F","DL-Lactate",NA,0.731706706706707,NA
"Spoiled","Trehalose_F","Succinate",NA,0.182421421421421,NA
"Spoiled","Trehalose_F","Citrate",NA,0.694694694694695,NA
"Spoiled","Trehalose_F","D-Gluconate",NA,0.719663663663664,NA
"Spoiled","Trehalose_F","D-Glucosamine",NA,0.91468968968969,NA
"Spoiled","Trehalose_F","Nitrate",NA,1.22306206206206,NA
"Spoiled","Trehalose_F","Vitamin-free",NA,1.31629129129129,NA
"Spoiled","Trehalose_F","2-Keto-D-gluconate",NA,0.95874974974975,NA
"Spoiled","Trehalose_F","Starch formation",NA,1.34506406406406,NA
"Spoiled","Trehalose_F","Growth at 19°C",NA,0.00497997997997998,NA
"Spoiled","Trehalose_F","Growth at 25°C",NA,0.00596996996996997,NA
"Spoiled","Trehalose_F","Growth at 30°C",NA,0.119235235235235,NA
"Spoiled","Trehalose_F","Growth at 37°C",NA,0.677036036036036,NA
"Spoiled","Glucose","Inulin",NA,0.625856856856857,NA
"Spoiled","Glucose","Sucrose",NA,1.06183683683684,NA
"Spoiled","Glucose","Raffinose",NA,1.20128028028028,NA
"Spoiled","Glucose","Melibiose",NA,0.70918018018018,NA
"Spoiled","Glucose","Galactose",NA,1.07484984984985,NA
"Spoiled","Glucose","Lactose",NA,0.626750750750751,NA
"Spoiled","Glucose","Trehalose",NA,0.917141141141141,NA
"Spoiled","Glucose","Maltose",NA,0.859323323323323,NA
"Spoiled","Glucose","Melezitose",NA,0.968527527527528,NA
"Spoiled","Glucose","Methyl-?-D-glucoside",NA,0.873109109109109,NA
"Spoiled","Glucose","Soluble Starch",NA,0.779355355355355,NA
"Spoiled","Glucose","Cellobiose",NA,1.23006106106106,NA
"Spoiled","Glucose","Salicin",NA,1.22962862862863,NA
"Spoiled","Glucose","L-Sorbose",NA,1.37579179179179,NA
"Spoiled","Glucose","L-Rhamnose",NA,0.899135135135135,NA
"Spoiled","Glucose","D-Xylose",NA,1.07086986986987,NA
"Spoiled","Glucose","L-Arabinose",NA,1.04262662662663,NA
"Spoiled","Glucose","D-Arabinose",NA,0.93153053053053,NA
"Spoiled","Glucose","D-Ribose",NA,0.936980980980981,NA
"Spoiled","Glucose","Methanol",NA,0.539178178178178,NA
"Spoiled","Glucose","Ethanol",NA,0.670666666666667,NA
"Spoiled","Glucose","Glycerol",NA,0.597941941941942,NA
"Spoiled","Glucose","Erythritol",NA,0.78906006006006,NA
"Spoiled","Glucose","Ribitol",NA,1.21122722722723,NA
"Spoiled","Glucose","Galactitol",NA,0.723427427427427,NA
"Spoiled","Glucose","D-Mannitol",NA,1.03612012012012,NA
"Spoiled","Glucose","D-Glucitol",NA,1.05289189189189,NA
"Spoiled","Glucose","myo-Inositol",NA,0.442313313313313,NA
"Spoiled","Glucose","DL-Lactate",NA,1.96662262262262,NA
"Spoiled","Glucose","Succinate",NA,0.84584984984985,NA
"Spoiled","Glucose","Citrate",NA,1.55246346346346,NA
"Spoiled","Glucose","D-Gluconate",NA,1.36223823823824,NA
"Spoiled","Glucose","D-Glucosamine",NA,1.38972572572573,NA
"Spoiled","Glucose","Nitrate",NA,0.980580580580581,NA
"Spoiled","Glucose","Vitamin-free",NA,1.14745845845846,NA
"Spoiled","Glucose","2-Keto-D-gluconate",NA,1.28156056056056,NA
"Spoiled","Glucose","Starch formation",NA,0.770081081081081,NA
"Spoiled","Glucose","Growth at 19°C",NA,0.0395185185185185,NA
"Spoiled","Glucose","Growth at 25°C",NA,0.0665775775775776,NA
"Spoiled","Glucose","Growth at 30°C",NA,0.809753753753754,NA
"Spoiled","Glucose","Growth at 37°C",NA,2.11624024024024,NA
"Spoiled","Inulin","Sucrose",NA,0.191215215215215,NA
"Spoiled","Inulin","Raffinose",NA,0.358229229229229,NA
"Spoiled","Inulin","Melibiose",NA,0.444344344344344,NA
"Spoiled","Inulin","Galactose",NA,0.149228228228228,NA
"Spoiled","Inulin","Lactose",NA,0.441872872872873,NA
"Spoiled","Inulin","Trehalose",NA,0.165941941941942,NA
"Spoiled","Inulin","Maltose",NA,0.201801801801802,NA
"Spoiled","Inulin","Melezitose",NA,0.428179179179179,NA
"Spoiled","Inulin","Methyl-?-D-glucoside",NA,0.205805805805806,NA
