Genus,Species,Paragraph of Species Studied,Ecology,Pathogenic,Clinical,Rotting/Decaying,Spoiled,Contaminated,Plant Pathogen,Animal,Insect,Tree,Stone Chamber,Lichen,Pollen,Feces?Dung,Pine,Bromeliad,Flower,Cactus,Ipomoea,Oak,Hibiscus,Beetle,Ant,Fruit fly,Bee,Water,Tree exudate,Tree flux,Honey,Nematode,Mushroom/Fungus,Soil,Insect Frass,Unknown,Air,Leather Tanning,Industrial,Fodder,Freshwater,Seawater/Marine,Brine,Plant,Food,Pickled/Salted/Brined,Fruit,Drink/Juice,Sugar Cane,Fermented,Wine,Beer,Tequilla,Cider,Wood,Silage,Dairy,Olives
Candida,C. panamericana ,"NRRL Y-27567 (CBS 9834), isolated
from the gut of a beetle (Mycotretus interstitialis, Erotylidae) on an
imbricate basidiocarp, Barro Colorado Island, Panama; NRRL Y-27582,
from an unidentified staphylinid beetle (Staphylinidae) on an imbricate
basidiocarp, Barro Colorado island, Panama; NRRL Y-27590, from
the gut of a beetle (Bolitotherus cornutus, Tenebrionidae) on the basidiocarp
of Ganoderma sp., Baton Rouge, Louisiana, USA (Suh et al.
2004b).","Candida panamericana is known from the guts of basidiocarp-
feeding beetles in Panama and the south-eastern USA (Suh
et al. 2004b).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. parapsilosis,"CBS 604, isolated from sprue (clinical),
Puerto Rico; CBS 617 (received as C. sake), from lambic beer, Belgium;
CBS 1954, type of C. parapsilosis var. intermedia, from olive, Italy; A 255,
from seawater, Portugal; UWOPS 79-141 and five others, from black
knot (Dibotryon morbosum, Venturaceae) on apple (Malus pumila,
Rosaceae), Ontario, Canada; UWOPS 01-213.2, frass of Myscelus belti caterpillar
(Lepidoptera: Hesperiidae) feeding on leaves of a neotropical
tree (Guarea glabra, Meliaceae), Costa Rica.
Other strains available: CBS 2194, type of Blastodendrion globosum,
from nail, Austria; CBS 2196, type of Blastodendrion intestinale var.
epidermicum, from skin; CBS 2197, type of Mycotorula vesica, from
bladder, Denmark; CBS 2211, received as Mycotoruloides unguis, from
toenail, Java; CBS 2215, CBS 2216, received as Candida krusoides,
from pickled cucumber brine; CBS 2915, type of Saccharomyces vossii,
from exanthematous skin, Norway; CBS 6318, from healthy skin; CBS
8050, origin unknown; CBS 8181, type of C. osornensis, from rotten
trunk of southern beech (Nothofagus dombeyii, Fagaceae), Chile.","The ecology of C. parapsilosis is poorly understood. The species
has been recovered sporadically from a variety of substrates and
localities. The identity of a single isolate recovered as part of a large
survey of yeasts in seawater south of Portugal (Gadanho et al. 2003)
was confirmed by sequencing.",1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Candida,C. pararugosa,"CBS 1010, isolated from human feces,
received by CBS as Cryptococcus aggregatus; CBS 2275 (labeled
C. rugosa), from rancid butter, The Netherlands; CBS 5849, from
intestine of a gecko (Anatolis bartchi); UWOPS 92-257.4, UWOPS 94-
247.4 and others from crushed agave must, and UWOPS 92-323.4,
from a Drosophila in a tequila distillery, Mexico.","According to the CBS database, strain CBS 5849 supports
the growth of a flagellate protozoan present in the gut isolated from
the gecko that was the source of this isolate.",1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Candida,C. pattaniensis,"ST-311 (BCC 11790, JCM 12475, TISTR
5827), isolated from insect frass collected in Kao-Yaow, Pattani
Province, southern Thailand; ST-320 (BCC 11799), from insect frass,
Thailand (Jindamorakot et al. 2004).","Candida pattaniensis is known from insect frass in Thailand
(Jindamorakot et al. 2004).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. peltata,"CBS 5564, non-mucoid variant of CBS
5576; CBS 5576, isolated from mastitis milk, UK; CBS 5661 (received
as C. sake), from sauerkraut, The Netherlands.",unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. peoriensis,"CBS 8800 (NRRL YB-1497), isolated
from stump of elm (Ulmus sp., Ulmaceae), Illinois.",unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. petrohuensis,"CBS 8173, isolated from rotten trunk
of Southern beech (Nothofagus dombeyi, Fagaceae); CBS 8184, type
strain of C. ancudensis and CBS 8185, type strain of C. drimydis, from
rotten trunk of winter’s bark (Drimys winteri, Winteraceae), all from
Chile.","The recovery of three biotypes that were previously
thought to represent different species all from rotten forest wood,
suggests a possible association with some components of that microecosystem.",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. picachoensis,"NRRL Y-27607 (CBS 9804), isolated
from adult lacewing (Chrysoperla sp., Chrysopidae), Picacho Peak,
Arizona, USA; NRRL Y-27608, NRRL Y-27609, NRRL Y-27610, isolated
from adult Chrysoperla sp., Tucson and Picacho Peak, Arizona, USA;
NRRL Y-27611, NRRL Y-27612, from male Comanche lacewing
(Chrysoperla comanche), Tucson, Arizona, USA (Suh et al. 2004a).","Candida picachoensis is known from lacewings in Arizona,
USA (Suh et al. 2004a).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. piceae ,"CBS 8701 (NRRL YB-2107), isolated from
insect frass in Sitka spruce (Picea sitchensis, Pinaceae,), Alaska, USA;
CBS 8702 (NRRL YB-2525), from insect frass, Picea sp., Ontario, Canada.","An association with insects that infest the wood of spruce
trees is evident.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. picinguabensis ,"UNESP 00-89 (CBS 9999, NRRL
Y-27814) was isolated from water accumulated in flower bracts of
Heliconia velloziana (Heliconiaceae, Zingiberales) in the Atlantic rainforest,
Picinguaba Area, Serro do Mar State Park, São Paulo State,
Brazil (Ruivo et al. 2006).","Candida picinguabensis is known from accumulating water
in flower bracts of Heliconia in Brazil (Ruivo et al. 2006).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pignaliae,"CBS 6071, isolated from tanning fluid,
France.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pimensis ,"NRRL Y-27619 (CBS 9805) and NRRL
Y-27620 were both isolated from green lacewing (Chrysoperla carnea,
Chrysopidae), Tucson, Arizona, USA (Suh et al. 2004a).","Candida pimensis is known from green lacewings in
Arizona, USA (Suh et al. 2004b).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pini,"CBS 970, isolated from water-logged
heart of a pine tree, Sweden.","The isolation of the single known strain of C. pini from
decaying wood is consistent with the frequent recovery of methanolutilizing
yeast species in this kind of material (Péter 2003).",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pinicola ,"NRRL YB-2263 (CBS 10348), isolated from
frass on lodgepole pine (Pinus contorta, Pinaceae), Reno, Nevada, USA.","Candida pinicola is known only from frass on lodgepole
pine, Nevada, USA.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. plutei ,"NRRL Y-27715 (CBS 9885), isolated
from the gut of an unidentifed staphylinid beetle (Staphylinidae) on
a deer mushroom (Pluteus cervinus), Baton Rouge, Louisiana, USA
(Suh and Blackwell 2005).","Candida plutei is known only from the gut of a staphylinid
beetle on deer mushroom in Louisiana, USA (Suh and Blackwell
2005).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. polysorbophila,"NRRL Y-27161 (CBS 7317), isolated as a
contaminant from an emulsion of white oil and polysorbate, South
Africa (Kurtzman 2007b).","Candida polysorbophila is known only from an emulsion of
white oil and polysorbate, South Africa.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pomicola,"CBS 4242 (NRRL Y-27083), isolated
from cider, UK.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Candida,C. ponderosae ,"CBS 8801 (NRRL YB-2307), isolated
from insect frass in Ponderosa pine (Pinus ponderosa, Pinaceae),
Washington, USA.","Like many related species, C. ponderosae has been found in
association with insects that excavate trees.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. populi,"CBS 7351, isolated from sap flux of
trembling aspen (Populus tremuloides, Salicaceae), Alaska; CBS 7352,
from sap flux of birch (Betula sp., Betulaceae), British Columbia,
Canada.","The original description (Hagler et al. 1989) noted that
C. populi occurs sympatrically with Barnettozyma (Pichia) populi but
stressed that the two are distinct species. It was also pointed out
that the species seemed confined to North American trees and conspicuously
absent from similar habitats in Japan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. powellii ,"UWOPS 99-325.3 (CBS 8795), isolated
from nitidulid beetle (Conotelus sp., Coleoptera: Nitidulidae) from a
morning glory (Ipomoea carnea, Convolvulaceae); other strains from
Conotelus sp., unidentified nitidulid beetle, and bees collected on
species of morning glory, such as I. carnea, I. trifida and I. batatoides;
all from Costa Rica.","Although C. powellii was recovered from a variety of insects
found on flowers in Costa Rica, its absence in samples from similar
flowers in other extensively sampled regions is interpreted as evidence
of an association with bees that are endemic to Central
America. Other species in the clade are often recovered from bees or
wasps.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. prunicola,"CBS 8848 (NRRL YB-869), isolated from
exuded gum from black cherry (Prunus serotina, Rosaceae), Illinois,
USA.","Most isolates assigned to the six C. tanzawaensis relatives
described by Kurtzman (2001b) originated from the interface
between insects, macrofungi and trees, suggesting a strong association
with these habitats.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pseudoglaebosa ,"CBS 6715 (JCM 2168), isolated from soil
in Japan.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pseudointermedia,"CBS 6918, isolated from fish paste,
Japan; CBS 8603, from flower of bird of paradise (Strelitzia sp.,
Strelitziaceae), French Guyana; UFMG JL29, from flower of Heliconia
sp. (Heliconiaceae), Brazil.","An association with flowers and floricolous insects is
possible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pseudolambica,"CBS 2063, isolated from silage, UK;
CBS 7777, from shipworm (Neoteredo reynei, Bivalvia: Teredinidae)
burrowing in dead wood of mangrove (Rhizophora mangle,
Rhizophoraceae), Brazil.
Other strains available: CBS 2058, from feces; CBS 2067 (ATCC
4673), CBS 4325 and CBS 4326, from soil, Finland.","Like many related species, C. pseudolambica appears to be
cosmopolitan in distribution and diverse in habitats, suggesting that
in this case, nutritional specialization may lead to a generalistic
ecology.",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Candida,C. pseudorhagii,"NRRL YB-1234 (CBS 9997), isolated
from insect frass of an unidentified conifer, Lake Wabatongushi,
Ontario, Canada; NRRL YB-1998, from insect frass on jack pine (Pinus
banksiana), Duluth, Minnesota, USA; NRRL YB-2003, from insect frass
on longleaf pine (P. palustris), Wilma, Florida, USA; NRRL YB-2076
(CBS 9998), isolated from insect frass in a shortleaf pine (P. echinata)
growing near Salem, Missouri, USA, by L.J. Wickerham in July 1950;
NRRL YB-3075, from insect frass on white pine (P. strobus), Big Lake,
Wisconsin, USA; NRRL YB-3093, from insect frass on dead fir (Abies
sp.), Big Lake, Wisconsin, USA (Kurtzman 2005b).","The species is known from insect frass on conifer trees at
various places in the USA (Kurtzman 2005b).",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. psychrophila,"CBS 5956, isolated from penguin dung,
Antarctica.",unknown,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. pyralidae ,"CBS 5035 (NRRL Y-27085), isolated
from frass of moth larva (Lepidoptera: Pyralidae), South Africa.","Candida pyralidae is known from the insect fungus tree
interface as is the case for most species of the C. tanzawaensis clade,
which comprises over 20 species (Kurtzman 2001b, Suh et al. 2004b).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. qinlingensis ,"QL 5-5 (AS 2.2524, CBS 9768), isolated
from soil collected in Qinling, Shanxi Province, China (Lu et al.
2004a).","Candida qinlingensis is known from soil in China (Lu et al.
2004).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. quercitrusa,"CBS 4412, isolated from insect frass
on an oak tree (Quercus sp., Fagaeae); UWOPS 03-190.1, from
nitidulid beetle (Conotelus sp., Coleoptera: Nitidulidae) from a flower
of morning glory (Ipomoea batatas, Convolvulaceae), Costa Rica;
UWOPS 91-685.1, from fruit of Sapindus sp. (Sapindaceae); UWOPS
04-206.2, from a sap beetle (Prosopeus sp.) from a flower of holly
(Ilex anomala, Aquifoliaceae); UWOPS 04-256.4, from nitidulid beetle
(Stelidota geminata, Coleoptera: Nitidulidae) from a flower of
Hibiscadelphus griffardianus, Malvaceae); all from Hawai’i, USA.","The exact habitat of the species is not known, although all
reported isolates have been found at the plant insect interface.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. quercuum,"CBS 6422, exudate of konara oak
(Quercus serrata, Fagaceae), Japan.","Although the species is known from a single isolate, the
recovery of moderately related species (some not yet described) in
insect frass or tree exudates is consistent with the origin of C. quercuum
and points to an association with tree-boring insects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. railenensis,"CBS 8164, isolated from rotten trunk
of southern beech (Nothofagus dombeyii, Fagaceae); CBS 8165, from
rotten truck of Nothofagus obliqua, Chile; CBS 8177, type strain of
Candida rignihuensis, from rotten trunk of tepa (Laurelia philippiana,
Atherospermataceae); CBS 2223, from rotting carrots, Italy; SUB
84-748.3, from necrotic cladode of prickly pear (Opuntia stricta,
Cactaceae), Australia; UWOPS 81-24 and four others, from fruit fly
(Drosophila spp.), Ontario, Canada; UWOPS 82-43, from sap flux of
northern red oak (Quercus rubra, Fagaceae), Ontario, Canada; UWOPS
79-200, from black knot (Dibotryon morbosum, Venturiaceae) on wild
cherry (Prunus avium, Rosaceae), Ontario, Canada; UWOPS 79-229
and six others, from black knot on choke cherry (Prunus virginiana),
Ontario, Canada; UFMG 00-32.2 and UFMG 00-172.2, from sap flux of
unidentified tree, Mata Atlantica, Brazil.","Based on the list of isolation sources, the species appears to
have an affinity for the tree fungus insect interface.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. rancensis ,"UWOPS 04-160.3 and one other strain,
isolated from a nitidulid beetle (Prosopeus cf. blackburnianus,
Coleoptera: Nitidulidae) from flower of oha wai nui (Clermontia arborescens,
Campanulaceae), Maui Island; UWOPS 04-206.5, from nitidulid
beetle (Prosopeus cf. bidens) from flower of holly (Ilex anomala,
Aquifoliaceae); UWOPS 04-233a1, from Prosopeus subaeneus from
flower of Hibiscadelphus griffardianus (Malvaceae); UWOPS 04-235.1,
from Prosopeus inauratus from flower of smallflower clermontia
(Clermontia parviflora); all from Hawai’i Island; UWOPS 06-22.1 and
one other, from nectar of yellow jessamine (Gelsemium sempervirens,
Gelsemiaceae); UWOPS 07-JM105.3, from Azalea sp. (Ericaceae); both
from Georgia, USA.
Other strains available: CBS 8174 (IJFM 6037), from decayed wood
of Chilean laurel (Laurelia sempervirens, Atherospermataceae),
Valdivian forest, Chile.","Brysch-Herzberg (2004b) conducted an intensive study of
the yeasts in the digestive tract, mouthparts and body surface of
bumblebees as well as the nectar upon which they feed. He found
that C. rancensis became abundant toward the late part of the summer
in the nectar of fireweed (Epilobium angustifolium) and great
willowherb (Epilobium hirsutum, Onagraceae) and in various species
in the family Lamiaceae. Manson et al. (2007) found the species in
conjunction with C. gelsemii in the nectar of the poisonous Carolina
gelsamine and of garden Azaleas in Georgia, USA.",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. restingae ,"CBS 8493 (UFMG 96-276) and one
other isolate from flowers of Cereus pernambucensis (Cactaceae);
UFMG 96-331 and one other isolate from flowers of Pilosocereus arrabidae
(Cactaceae); UFMG 96-308 and two other isolates from tunnels
of the pyralid moth Sigelgaita sp. in Pilosocereus arrabidae, all from
Brazil. UWOPS 99-336.1 and two other strains from different insects
collected on a flower of Costa Rica nightblooming cactus (Hylocereus
costaricensis, Cactaceae), Costa Rica; UWOPS 05-268.1 and one other
strain, from nitidulid beetles from flowers of morning glory
(Convolvulaceae), Malaysia.","An association with insects that breed and feed on tropical
plants is evident. The species appears to be cosmopolitan in
distribution, which is somewhat unusual for yeasts that are specific
to certain plant insects. However, the recently described sister
species, C. leandrae (Ruivo et al. 2004), follows a similar pattern,
having been recovered from flowers of Leandra reversa
(Melastomataceae) in Brazil, from an insect of a flower of morning
glory (Ipomoea indica, Convolvulaceae) on the Island of Oahu,
Hawai’i, and from a flower of woodrose (Merremia tuberosa,
Convolvulaceae) in Costa Rica.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. rhagii,"CBS 618, isolated from longhorn beetle
(Rhagium bifasciatum, Coleoptera: Cerambycidae); CBS 4237, from
longhorn beetle (Harpium inquisitor, Coleoptera: Cerambycidae).
Other strain available: CBS 4284, from longhorn beetle (Gaurotes
virginea, Coleoptera: Cerambycidae).","Candida rhagii is currently known exclusively through isolates
recovered from cerambycid (longhorn) beetles and was considered a
symbiont of these insects by Jurzitza et al. (1960). Longhorn beetles are
notorious for the damage that they may inflict to trees by burrowing
through the cambium layer. The closest relatives (Kurtzman 2005),
Hyphopichia heimii, C. pseudorhagii, C. gotoi, C. homilentoma, C. fennica
and Hyphopichia burtonii, were all isolated in the frass of tree-boring
beetles or damaged wood of trees or decaying wood, suggesting
that yeasts in that clade have a well-defined niche at the tree beetle
interface.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. riodocensis ,"UFMG-MG02 (CBS 10087, NRRL
Y-27859), and 11 other strains, isolated from pollen nectar provision
in a nest of the solitary bee (Megachile sp.), Parque Estadual do Rio
Doce, Minas Gerais, Brazil (M. Pimentel et al. 2005).","Candida riodocensis was isolated from a nest with larvae
and fecal pellets of a solitary bee in Brazil (M. Pimentel et al. 2005).",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. rugopelliculosa,"CBS 6377, isolated from a soybean protein
factory in Japan.","Lim et al. (2003) reported on the use of C. rugopelliculosa in
combination with the rotifer Brachionus plicatilis as a means of reducing
the soluble chemical oxygen demand (SCOD) of fish processing
effluents. Interestingly, the authors referred to this species as being
proteolytic and commented on its ability to reduce the protein concentration
in the effluents. Proteolytic activity against gelatin or casein
was not detected in the type strain, although this does not preclude
the excretion of proteases active on other substrates by the strain
used in that study. Note that a strain number was not given to the
specimen used in the study.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. rugosa,"CBS 613, isolated from human feces.
Other strains available: CBS 2016, from cow dung, UK; CBS 2274,
clinical isolate, from R. Ciferri; CBS 2277, from rancid butter, The
Netherlands; CBS 6314, origin unknown, from J.P. van der Walt; CBS
7138, from soil, The Netherlands.",unknown,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Candida,C. sagamina ,"JCM 10144 (CBS 9140), isolated from
fruiting body of unidentified mushroom, Japan.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. saitoana,"CBS 940, isolated from the atmosphere,
Japan.
Other strain available: CBS 8046, from fish food.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,C. sake,"CBS 159, isolated from sake-moto,
Japan; CBS 2213, from sap of beech (Fagus sp., Fagaceae), The
Netherlands; CBS 2920, type strain of C. vanrijiae, from soil, Sweden;
CBS 4436, sent by A. Capriotti; CBS 5093, from grape juice; CBS 5740,
from soil, Chile; CBS 5690, type strain of C. salmonicola, from frozen
salmon, Japan; (CBS 5957, from water, Antarctica; CBS 6304, type
strain of C. australis, from water, Antarctica); CBS 6716, from seawater,
Chesapeake Bay, between Maryland and Virginia, USA; UWOPS
79-132, from black knot (Dibotryon morbosum, Venturiaceae) of sand
cherry (Prunus pumila, Rosaceae), Ontario, Canada; UWOPS 04-214.1,
from nitidulid beetle (Prosopeus cf. bidens, Coleoptera: Nitidulidae)
from flower of lava clermontia (Clermontia calophylla,
Campanulaceae), Hawai’i Island.
Other strains available: CBS 1939, from beer conduit in brewery,
Sweden; CBS 2882, CBS 2883, from egg yolk (received as C. parapsilosis);
CBS 2921, from soil, Sweden; CBS 6717 and CBS 6718, all from
seawater, Chesapeake Bay, USA; CBS 6179, type strain of C. austromarina
and CBS 6588, from Antarctic Ocean.","Authentic strains of C. sake have been recovered sporadically
in a broad array of substrates and do not seem to be associated
with a particular habitat. The isolates that were formerly assigned to
C. austromarina were isolated in Antarctic seawater, suggesting an
adaptation to cold marine waters.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
Candida,C. salmanticensis,"CBS 5121, isolated from alpechin, a
residue from the preparation of olive oil; UWOPS 85-301.1, from
Drosophila carbonaria (Drosophilidae) collected in a sap flux of mesquite
(Prosopis juliflora, Fabaceae), Arizona; UWOPS 03-325y3, from
sap flux of red oak (Quercus rubra, Fagaceae), Ontario, Canada.",unknown,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Candida,C. santamariae,"CBS 4515, isolated from sugar solution,
Spain; CBS 5838, type strain of C. santamariae var. membranaefaciens,
isolated from Hymenochaete rubiginosa, a bracket fungus; CBS
4261, type strain of C. beechii, from cider, UK.",unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
