"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN"
"Contaminated","Raffinose","Salicin",5,1
"Contaminated","Raffinose","L-Sorbose",10,1
"Contaminated","Raffinose","L-Rhamnose",15,1
"Contaminated","Raffinose","D-Xylose",3,1
"Contaminated","Raffinose","L-Arabinose",10,1
"Contaminated","Raffinose","D-Arabinose",15,1
"Contaminated","Raffinose","D-Ribose",9,1
"Contaminated","Raffinose","Methanol",31,1
"Contaminated","Raffinose","Ethanol",4,1
"Contaminated","Raffinose","Glycerol",1,0.998
"Contaminated","Raffinose","Erythritol",16,1
"Contaminated","Raffinose","Ribitol",7,1
"Contaminated","Raffinose","Galactitol",19,1
"Contaminated","Raffinose","D-Mannitol",3,1
"Contaminated","Raffinose","D-Glucitol",2,1
"Contaminated","Raffinose","myo-Inositol",24,1
"Contaminated","Raffinose","DL-Lactate",13,1
"Contaminated","Raffinose","Succinate",1,1
"Contaminated","Raffinose","Citrate",3,1
"Contaminated","Raffinose","D-Gluconate",4,1
"Contaminated","Raffinose","D-Glucosamine",11,1
"Contaminated","Raffinose","Nitrate",26,1
"Contaminated","Raffinose","Vitamin-free",23,1
"Contaminated","Raffinose","2-Keto-D-gluconate",7,1
"Contaminated","Raffinose","Starch formation",32,1
"Contaminated","Raffinose","Growth at 19°C",0,0.999
"Contaminated","Raffinose","Growth at 25°C",0,0.998
"Contaminated","Raffinose","Growth at 30°C",2,1
"Contaminated","Raffinose","Growth at 37°C",8,1
"Contaminated","Melibiose","Galactose",0,0.995
"Contaminated","Melibiose","Lactose",7,1
"Contaminated","Melibiose","Trehalose",0,0.993
"Contaminated","Melibiose","Maltose",0,0.993
"Contaminated","Melibiose","Melezitose",2,1
"Contaminated","Melibiose","Methyl-?-D-glucoside",1,0.995
"Contaminated","Melibiose","Soluble Starch",4,1
"Contaminated","Melibiose","Cellobiose",1,1
"Contaminated","Melibiose","Salicin",1,1
"Contaminated","Melibiose","L-Sorbose",2,1
"Contaminated","Melibiose","L-Rhamnose",5,1
"Contaminated","Melibiose","D-Xylose",0,0.996
"Contaminated","Melibiose","L-Arabinose",1,1
"Contaminated","Melibiose","D-Arabinose",4,1
"Contaminated","Melibiose","D-Ribose",1,1
"Contaminated","Melibiose","Methanol",14,1
"Contaminated","Melibiose","Ethanol",1,1
"Contaminated","Melibiose","Glycerol",0,0.978
"Contaminated","Melibiose","Erythritol",3,1
"Contaminated","Melibiose","Ribitol",0,0.989
"Contaminated","Melibiose","Galactitol",6,1
"Contaminated","Melibiose","D-Mannitol",1,1
"Contaminated","Melibiose","D-Glucitol",0,0.997
"Contaminated","Melibiose","myo-Inositol",10,1
"Contaminated","Melibiose","DL-Lactate",6,1
"Contaminated","Melibiose","Succinate",0,0.995
"Contaminated","Melibiose","Citrate",0,0.972
"Contaminated","Melibiose","D-Gluconate",2,1
"Contaminated","Melibiose","D-Glucosamine",1,0.999
"Contaminated","Melibiose","Nitrate",13,1
"Contaminated","Melibiose","Vitamin-free",12,1
"Contaminated","Melibiose","2-Keto-D-gluconate",2,1
"Contaminated","Melibiose","Starch formation",14,1
"Contaminated","Melibiose","Growth at 19°C",0,1
"Contaminated","Melibiose","Growth at 25°C",0,0.999
"Contaminated","Melibiose","Growth at 30°C",2,1
"Contaminated","Melibiose","Growth at 37°C",5,1
"Contaminated","Galactose","Lactose",49,1
"Contaminated","Galactose","Trehalose",16,1
"Contaminated","Galactose","Maltose",20,1
"Contaminated","Galactose","Melezitose",25,1
"Contaminated","Galactose","Methyl-?-D-glucoside",25,1
"Contaminated","Galactose","Soluble Starch",35,1
"Contaminated","Galactose","Cellobiose",25,1
"Contaminated","Galactose","Salicin",24,1
"Contaminated","Galactose","L-Sorbose",12,1
"Contaminated","Galactose","L-Rhamnose",41,1
"Contaminated","Galactose","D-Xylose",11,1
"Contaminated","Galactose","L-Arabinose",25,1
"Contaminated","Galactose","D-Arabinose",35,1
"Contaminated","Galactose","D-Ribose",22,1
"Contaminated","Galactose","Methanol",58,1
"Contaminated","Galactose","Ethanol",6,1
"Contaminated","Galactose","Glycerol",1,0.996
"Contaminated","Galactose","Erythritol",35,1
"Contaminated","Galactose","Ribitol",11,1
"Contaminated","Galactose","Galactitol",45,1
"Contaminated","Galactose","D-Mannitol",7,1
"Contaminated","Galactose","D-Glucitol",5,1
"Contaminated","Galactose","myo-Inositol",54,1
"Contaminated","Galactose","DL-Lactate",30,1
"Contaminated","Galactose","Succinate",2,1
"Contaminated","Galactose","Citrate",11,1
"Contaminated","Galactose","D-Gluconate",16,1
"Contaminated","Galactose","D-Glucosamine",29,1
"Contaminated","Galactose","Nitrate",56,1
"Contaminated","Galactose","Vitamin-free",45,1
"Contaminated","Galactose","2-Keto-D-gluconate",23,1
"Contaminated","Galactose","Starch formation",58,1
"Contaminated","Galactose","Growth at 19°C",0,0.999
"Contaminated","Galactose","Growth at 25°C",0,0.997
"Contaminated","Galactose","Growth at 30°C",2,1
"Contaminated","Galactose","Growth at 37°C",18,1
"Contaminated","Lactose","Trehalose",1,1
"Contaminated","Lactose","Maltose",1,1
"Contaminated","Lactose","Melezitose",2,1
"Contaminated","Lactose","Methyl-?-D-glucoside",1,1
"Contaminated","Lactose","Soluble Starch",3,1
"Contaminated","Lactose","Cellobiose",0,0.995
"Contaminated","Lactose","Salicin",0,0.993
"Contaminated","Lactose","L-Sorbose",1,1
"Contaminated","Lactose","L-Rhamnose",7,1
"Contaminated","Lactose","D-Xylose",0,0.994
"Contaminated","Lactose","L-Arabinose",0,0.958
"Contaminated","Lactose","D-Arabinose",3,1
"Contaminated","Lactose","D-Ribose",1,1
"Contaminated","Lactose","Methanol",13,1
"Contaminated","Lactose","Ethanol",0,0.996
"Contaminated","Lactose","Glycerol",0,0.979
"Contaminated","Lactose","Erythritol",3,1
"Contaminated","Lactose","Ribitol",0,0.992
"Contaminated","Lactose","Galactitol",7,1
"Contaminated","Lactose","D-Mannitol",0,0.997
"Contaminated","Lactose","D-Glucitol",0,0.998
"Contaminated","Lactose","myo-Inositol",9,1
"Contaminated","Lactose","DL-Lactate",8,1
"Contaminated","Lactose","Succinate",0,0.996
"Contaminated","Lactose","Citrate",0,0.966
"Contaminated","Lactose","D-Gluconate",1,1
"Contaminated","Lactose","D-Glucosamine",3,1
"Contaminated","Lactose","Nitrate",12,1
"Contaminated","Lactose","Vitamin-free",9,1
"Contaminated","Lactose","2-Keto-D-gluconate",4,1
"Contaminated","Lactose","Starch formation",12,1
"Contaminated","Lactose","Growth at 19°C",0,0.999
"Contaminated","Lactose","Growth at 25°C",0,1
"Contaminated","Lactose","Growth at 30°C",1,1
"Contaminated","Lactose","Growth at 37°C",5,1
"Contaminated","Trehalose","Maltose",10,1
"Contaminated","Trehalose","Melezitose",15,1
"Contaminated","Trehalose","Methyl-?-D-glucoside",15,1
"Contaminated","Trehalose","Soluble Starch",29,1
"Contaminated","Trehalose","Cellobiose",17,1
"Contaminated","Trehalose","Salicin",17,1
"Contaminated","Trehalose","L-Sorbose",21,1
"Contaminated","Trehalose","L-Rhamnose",32,1
"Contaminated","Trehalose","D-Xylose",8,1
"Contaminated","Trehalose","L-Arabinose",20,1
"Contaminated","Trehalose","D-Arabinose",34,1
"Contaminated","Trehalose","D-Ribose",20,1
"Contaminated","Trehalose","Methanol",55,1
"Contaminated","Trehalose","Ethanol",4,1
"Contaminated","Trehalose","Glycerol",2,1
"Contaminated","Trehalose","Erythritol",33,1
"Contaminated","Trehalose","Ribitol",11,1
"Contaminated","Trehalose","Galactitol",41,1
"Contaminated","Trehalose","D-Mannitol",7,1
"Contaminated","Trehalose","D-Glucitol",6,1
"Contaminated","Trehalose","myo-Inositol",50,1
"Contaminated","Trehalose","DL-Lactate",30,1
"Contaminated","Trehalose","Succinate",4,1
"Contaminated","Trehalose","Citrate",11,1
"Contaminated","Trehalose","D-Gluconate",8,1
"Contaminated","Trehalose","D-Glucosamine",24,1
"Contaminated","Trehalose","Nitrate",49,1
"Contaminated","Trehalose","Vitamin-free",44,1
"Contaminated","Trehalose","2-Keto-D-gluconate",19,1
"Contaminated","Trehalose","Starch formation",57,1
"Contaminated","Trehalose","Growth at 19°C",0,0.999
"Contaminated","Trehalose","Growth at 25°C",0,0.997
"Contaminated","Trehalose","Growth at 30°C",3,1
"Contaminated","Trehalose","Growth at 37°C",16,1
"Contaminated","Maltose","Melezitose",5,1
"Contaminated","Maltose","Methyl-?-D-glucoside",5,1
"Contaminated","Maltose","Soluble Starch",21,1
"Contaminated","Maltose","Cellobiose",11,1
"Contaminated","Maltose","Salicin",11,1
"Contaminated","Maltose","L-Sorbose",16,1
"Contaminated","Maltose","L-Rhamnose",25,1
"Contaminated","Maltose","D-Xylose",1,0.993
"Contaminated","Maltose","L-Arabinose",13,1
"Contaminated","Maltose","D-Arabinose",27,1
"Contaminated","Maltose","D-Ribose",15,1
"Contaminated","Maltose","Methanol",47,1
"Contaminated","Maltose","Ethanol",4,1
"Contaminated","Maltose","Glycerol",1,0.997
"Contaminated","Maltose","Erythritol",27,1
"Contaminated","Maltose","Ribitol",6,1
"Contaminated","Maltose","Galactitol",32,1
"Contaminated","Maltose","D-Mannitol",3,1
"Contaminated","Maltose","D-Glucitol",2,1
"Contaminated","Maltose","myo-Inositol",41,1
"Contaminated","Maltose","DL-Lactate",24,1
"Contaminated","Maltose","Succinate",2,1
"Contaminated","Maltose","Citrate",5,1
"Contaminated","Maltose","D-Gluconate",6,1
"Contaminated","Maltose","D-Glucosamine",18,1
"Contaminated","Maltose","Nitrate",41,1
"Contaminated","Maltose","Vitamin-free",36,1
"Contaminated","Maltose","2-Keto-D-gluconate",15,1
"Contaminated","Maltose","Starch formation",48,1
"Contaminated","Maltose","Growth at 19°C",0,0.999
"Contaminated","Maltose","Growth at 25°C",0,0.997
"Contaminated","Maltose","Growth at 30°C",2,1
"Contaminated","Maltose","Growth at 37°C",11,1
"Contaminated","Melezitose","Methyl-?-D-glucoside",2,1
"Contaminated","Melezitose","Soluble Starch",19,1
"Contaminated","Melezitose","Cellobiose",9,1
"Contaminated","Melezitose","Salicin",10,1
"Contaminated","Melezitose","L-Sorbose",15,1
"Contaminated","Melezitose","L-Rhamnose",23,1
"Contaminated","Melezitose","D-Xylose",1,1
"Contaminated","Melezitose","L-Arabinose",12,1
"Contaminated","Melezitose","D-Arabinose",25,1
"Contaminated","Melezitose","D-Ribose",15,1
"Contaminated","Melezitose","Methanol",42,1
"Contaminated","Melezitose","Ethanol",3,1
"Contaminated","Melezitose","Glycerol",1,0.999
"Contaminated","Melezitose","Erythritol",26,1
"Contaminated","Melezitose","Ribitol",6,1
"Contaminated","Melezitose","Galactitol",30,1
"Contaminated","Melezitose","D-Mannitol",1,1
"Contaminated","Melezitose","D-Glucitol",1,0.999
"Contaminated","Melezitose","myo-Inositol",39,1
"Contaminated","Melezitose","DL-Lactate",21,1
"Contaminated","Melezitose","Succinate",2,1
"Contaminated","Melezitose","Citrate",3,1
"Contaminated","Melezitose","D-Gluconate",6,1
"Contaminated","Melezitose","D-Glucosamine",16,1
"Contaminated","Melezitose","Nitrate",36,1
"Contaminated","Melezitose","Vitamin-free",32,1
"Contaminated","Melezitose","2-Keto-D-gluconate",13,1
"Contaminated","Melezitose","Starch formation",43,1
"Contaminated","Melezitose","Growth at 19°C",0,1
"Contaminated","Melezitose","Growth at 25°C",0,0.998
"Contaminated","Melezitose","Growth at 30°C",2,1
"Contaminated","Melezitose","Growth at 37°C",9,1
"Contaminated","Methyl-?-D-glucoside","Soluble Starch",17,1
"Contaminated","Methyl-?-D-glucoside","Cellobiose",8,1
"Contaminated","Methyl-?-D-glucoside","Salicin",9,1
"Contaminated","Methyl-?-D-glucoside","L-Sorbose",14,1
"Contaminated","Methyl-?-D-glucoside","L-Rhamnose",23,1
"Contaminated","Methyl-?-D-glucoside","D-Xylose",0,0.97
"Contaminated","Methyl-?-D-glucoside","L-Arabinose",10,1
"Contaminated","Methyl-?-D-glucoside","D-Arabinose",24,1
"Contaminated","Methyl-?-D-glucoside","D-Ribose",13,1
"Contaminated","Methyl-?-D-glucoside","Methanol",42,1
"Contaminated","Methyl-?-D-glucoside","Ethanol",2,1
"Contaminated","Methyl-?-D-glucoside","Glycerol",1,1
"Contaminated","Methyl-?-D-glucoside","Erythritol",24,1
"Contaminated","Methyl-?-D-glucoside","Ribitol",5,1
"Contaminated","Methyl-?-D-glucoside","Galactitol",29,1
"Contaminated","Methyl-?-D-glucoside","D-Mannitol",1,1
"Contaminated","Methyl-?-D-glucoside","D-Glucitol",1,1
"Contaminated","Methyl-?-D-glucoside","myo-Inositol",38,1
"Contaminated","Methyl-?-D-glucoside","DL-Lactate",20,1
"Contaminated","Methyl-?-D-glucoside","Succinate",2,1
"Contaminated","Methyl-?-D-glucoside","Citrate",2,1
"Contaminated","Methyl-?-D-glucoside","D-Gluconate",6,1
"Contaminated","Methyl-?-D-glucoside","D-Glucosamine",18,1
"Contaminated","Methyl-?-D-glucoside","Nitrate",36,1
"Contaminated","Methyl-?-D-glucoside","Vitamin-free",32,1
"Contaminated","Methyl-?-D-glucoside","2-Keto-D-gluconate",14,1
"Contaminated","Methyl-?-D-glucoside","Starch formation",43,1
"Contaminated","Methyl-?-D-glucoside","Growth at 19°C",0,1
"Contaminated","Methyl-?-D-glucoside","Growth at 25°C",0,1
"Contaminated","Methyl-?-D-glucoside","Growth at 30°C",2,1
"Contaminated","Methyl-?-D-glucoside","Growth at 37°C",7,1
"Contaminated","Soluble Starch","Cellobiose",8,1
"Contaminated","Soluble Starch","Salicin",7,1
"Contaminated","Soluble Starch","L-Sorbose",8,1
"Contaminated","Soluble Starch","L-Rhamnose",18,1
"Contaminated","Soluble Starch","D-Xylose",1,0.993
"Contaminated","Soluble Starch","L-Arabinose",6,1
"Contaminated","Soluble Starch","D-Arabinose",17,1
"Contaminated","Soluble Starch","D-Ribose",8,1
"Contaminated","Soluble Starch","Methanol",30,1
"Contaminated","Soluble Starch","Ethanol",2,1
"Contaminated","Soluble Starch","Glycerol",0,0.474
"Contaminated","Soluble Starch","Erythritol",14,1
"Contaminated","Soluble Starch","Ribitol",3,1
"Contaminated","Soluble Starch","Galactitol",20,1
"Contaminated","Soluble Starch","D-Mannitol",1,0.999
"Contaminated","Soluble Starch","D-Glucitol",1,0.999
"Contaminated","Soluble Starch","myo-Inositol",24,1
"Contaminated","Soluble Starch","DL-Lactate",13,1
"Contaminated","Soluble Starch","Succinate",2,1
"Contaminated","Soluble Starch","Citrate",2,1
"Contaminated","Soluble Starch","D-Gluconate",4,1
"Contaminated","Soluble Starch","D-Glucosamine",9,1
"Contaminated","Soluble Starch","Nitrate",26,1
"Contaminated","Soluble Starch","Vitamin-free",21,1
"Contaminated","Soluble Starch","2-Keto-D-gluconate",8,1
"Contaminated","Soluble Starch","Starch formation",30,1
"Contaminated","Soluble Starch","Growth at 19°C",0,0.999
"Contaminated","Soluble Starch","Growth at 25°C",0,0.998
"Contaminated","Soluble Starch","Growth at 30°C",2,1
"Contaminated","Soluble Starch","Growth at 37°C",6,1
"Contaminated","Cellobiose","Salicin",2,1
"Contaminated","Cellobiose","L-Sorbose",20,1
"Contaminated","Cellobiose","L-Rhamnose",28,1
"Contaminated","Cellobiose","D-Xylose",10,1
"Contaminated","Cellobiose","L-Arabinose",20,1
"Contaminated","Cellobiose","D-Arabinose",29,1
"Contaminated","Cellobiose","D-Ribose",19,1
"Contaminated","Cellobiose","Methanol",50,1
"Contaminated","Cellobiose","Ethanol",6,1
"Contaminated","Cellobiose","Glycerol",5,1
"Contaminated","Cellobiose","Erythritol",29,1
"Contaminated","Cellobiose","Ribitol",17,1
"Contaminated","Cellobiose","Galactitol",37,1
"Contaminated","Cellobiose","D-Mannitol",8,1
"Contaminated","Cellobiose","D-Glucitol",6,1
"Contaminated","Cellobiose","myo-Inositol",46,1
"Contaminated","Cellobiose","DL-Lactate",25,1
"Contaminated","Cellobiose","Succinate",5,1
"Contaminated","Cellobiose","Citrate",7,1
"Contaminated","Cellobiose","D-Gluconate",8,1
"Contaminated","Cellobiose","D-Glucosamine",26,1
"Contaminated","Cellobiose","Nitrate",43,1
"Contaminated","Cellobiose","Vitamin-free",43,1
"Contaminated","Cellobiose","2-Keto-D-gluconate",22,1
"Contaminated","Cellobiose","Starch formation",50,1
"Contaminated","Cellobiose","Growth at 19°C",0,0.999
"Contaminated","Cellobiose","Growth at 25°C",0,0.997
"Contaminated","Cellobiose","Growth at 30°C",3,1
"Contaminated","Cellobiose","Growth at 37°C",16,1
"Contaminated","Salicin","L-Sorbose",19,1
"Contaminated","Salicin","L-Rhamnose",29,1
"Contaminated","Salicin","D-Xylose",10,1
"Contaminated","Salicin","L-Arabinose",21,1
"Contaminated","Salicin","D-Arabinose",29,1
"Contaminated","Salicin","D-Ribose",18,1
"Contaminated","Salicin","Methanol",51,1
"Contaminated","Salicin","Ethanol",5,1
"Contaminated","Salicin","Glycerol",4,1
"Contaminated","Salicin","Erythritol",29,1
"Contaminated","Salicin","Ribitol",16,1
"Contaminated","Salicin","Galactitol",38,1
"Contaminated","Salicin","D-Mannitol",7,1
"Contaminated","Salicin","D-Glucitol",5,1
"Contaminated","Salicin","myo-Inositol",46,1
"Contaminated","Salicin","DL-Lactate",24,1
"Contaminated","Salicin","Succinate",5,1
"Contaminated","Salicin","Citrate",7,1
"Contaminated","Salicin","D-Gluconate",7,1
"Contaminated","Salicin","D-Glucosamine",25,1
"Contaminated","Salicin","Nitrate",43,1
"Contaminated","Salicin","Vitamin-free",42,1
"Contaminated","Salicin","2-Keto-D-gluconate",21,1
"Contaminated","Salicin","Starch formation",50,1
"Contaminated","Salicin","Growth at 19°C",0,0.999
"Contaminated","Salicin","Growth at 25°C",0,0.997
"Contaminated","Salicin","Growth at 30°C",3,1
"Contaminated","Salicin","Growth at 37°C",16,1
"Contaminated","L-Sorbose","L-Rhamnose",35,1
"Contaminated","L-Sorbose","D-Xylose",9,1
"Contaminated","L-Sorbose","L-Arabinose",21,1
"Contaminated","L-Sorbose","D-Arabinose",28,1
"Contaminated","L-Sorbose","D-Ribose",18,1
"Contaminated","L-Sorbose","Methanol",50,1
"Contaminated","L-Sorbose","Ethanol",4,1
"Contaminated","L-Sorbose","Glycerol",0,0.856
"Contaminated","L-Sorbose","Erythritol",29,1
"Contaminated","L-Sorbose","Ribitol",10,1
"Contaminated","L-Sorbose","Galactitol",37,1
"Contaminated","L-Sorbose","D-Mannitol",5,1
"Contaminated","L-Sorbose","D-Glucitol",3,1
"Contaminated","L-Sorbose","myo-Inositol",43,1
"Contaminated","L-Sorbose","DL-Lactate",24,1
"Contaminated","L-Sorbose","Succinate",1,1
"Contaminated","L-Sorbose","Citrate",8,1
"Contaminated","L-Sorbose","D-Gluconate",14,1
"Contaminated","L-Sorbose","D-Glucosamine",25,1
"Contaminated","L-Sorbose","Nitrate",48,1
"Contaminated","L-Sorbose","Vitamin-free",38,1
"Contaminated","L-Sorbose","2-Keto-D-gluconate",18,1
"Contaminated","L-Sorbose","Starch formation",50,1
"Contaminated","L-Sorbose","Growth at 19°C",0,0.999
"Contaminated","L-Sorbose","Growth at 25°C",0,0.999
"Contaminated","L-Sorbose","Growth at 30°C",2,1
"Contaminated","L-Sorbose","Growth at 37°C",17,1
"Contaminated","L-Rhamnose","D-Xylose",2,1
"Contaminated","L-Rhamnose","L-Arabinose",6,1
"Contaminated","L-Rhamnose","D-Arabinose",9,1
"Contaminated","L-Rhamnose","D-Ribose",7,1
"Contaminated","L-Rhamnose","Methanol",26,1
"Contaminated","L-Rhamnose","Ethanol",3,1
"Contaminated","L-Rhamnose","Glycerol",1,0.999
"Contaminated","L-Rhamnose","Erythritol",13,1
"Contaminated","L-Rhamnose","Ribitol",5,1
"Contaminated","L-Rhamnose","Galactitol",12,1
"Contaminated","L-Rhamnose","D-Mannitol",3,1
"Contaminated","L-Rhamnose","D-Glucitol",2,1
"Contaminated","L-Rhamnose","myo-Inositol",20,1
"Contaminated","L-Rhamnose","DL-Lactate",13,1
"Contaminated","L-Rhamnose","Succinate",2,1
"Contaminated","L-Rhamnose","Citrate",3,1
"Contaminated","L-Rhamnose","D-Gluconate",4,1
"Contaminated","L-Rhamnose","D-Glucosamine",10,1
"Contaminated","L-Rhamnose","Nitrate",21,1
"Contaminated","L-Rhamnose","Vitamin-free",24,1
"Contaminated","L-Rhamnose","2-Keto-D-gluconate",12,1
"Contaminated","L-Rhamnose","Starch formation",28,1
"Contaminated","L-Rhamnose","Growth at 19°C",0,1
"Contaminated","L-Rhamnose","Growth at 25°C",0,0.999
"Contaminated","L-Rhamnose","Growth at 30°C",2,1
"Contaminated","L-Rhamnose","Growth at 37°C",9,1
"Contaminated","D-Xylose","L-Arabinose",21,1
"Contaminated","D-Xylose","D-Arabinose",34,1
"Contaminated","D-Xylose","D-Ribose",25,1
"Contaminated","D-Xylose","Methanol",59,1
"Contaminated","D-Xylose","Ethanol",3,1
"Contaminated","D-Xylose","Glycerol",1,0.997
"Contaminated","D-Xylose","Erythritol",38,1
"Contaminated","D-Xylose","Ribitol",13,1
"Contaminated","D-Xylose","Galactitol",45,1
"Contaminated","D-Xylose","D-Mannitol",6,1
"Contaminated","D-Xylose","D-Glucitol",3,1
"Contaminated","D-Xylose","myo-Inositol",53,1
"Contaminated","D-Xylose","DL-Lactate",27,1
"Contaminated","D-Xylose","Succinate",2,1
"Contaminated","D-Xylose","Citrate",9,1
"Contaminated","D-Xylose","D-Gluconate",14,1
"Contaminated","D-Xylose","D-Glucosamine",29,1
"Contaminated","D-Xylose","Nitrate",52,1
"Contaminated","D-Xylose","Vitamin-free",46,1
"Contaminated","D-Xylose","2-Keto-D-gluconate",24,1
"Contaminated","D-Xylose","Starch formation",60,1
"Contaminated","D-Xylose","Growth at 19°C",0,0.999
"Contaminated","D-Xylose","Growth at 25°C",0,0.997
"Contaminated","D-Xylose","Growth at 30°C",2,1
"Contaminated","D-Xylose","Growth at 37°C",16,1
"Contaminated","L-Arabinose","D-Arabinose",16,1
"Contaminated","L-Arabinose","D-Ribose",9,1
"Contaminated","L-Arabinose","Methanol",38,1
"Contaminated","L-Arabinose","Ethanol",3,1
"Contaminated","L-Arabinose","Glycerol",1,0.999
"Contaminated","L-Arabinose","Erythritol",17,1
"Contaminated","L-Arabinose","Ribitol",3,1
"Contaminated","L-Arabinose","Galactitol",24,1
"Contaminated","L-Arabinose","D-Mannitol",3,1
"Contaminated","L-Arabinose","D-Glucitol",2,1
"Contaminated","L-Arabinose","myo-Inositol",33,1
"Contaminated","L-Arabinose","DL-Lactate",22,1
"Contaminated","L-Arabinose","Succinate",2,1
"Contaminated","L-Arabinose","Citrate",5,1
"Contaminated","L-Arabinose","D-Gluconate",7,1
"Contaminated","L-Arabinose","D-Glucosamine",16,1
"Contaminated","L-Arabinose","Nitrate",35,1
"Contaminated","L-Arabinose","Vitamin-free",31,1
"Contaminated","L-Arabinose","2-Keto-D-gluconate",17,1
"Contaminated","L-Arabinose","Starch formation",39,1
"Contaminated","L-Arabinose","Growth at 19°C",0,0.999
"Contaminated","L-Arabinose","Growth at 25°C",0,0.998
"Contaminated","L-Arabinose","Growth at 30°C",2,1
"Contaminated","L-Arabinose","Growth at 37°C",12,1
"Contaminated","D-Arabinose","D-Ribose",5,1
"Contaminated","D-Arabinose","Methanol",27,1
"Contaminated","D-Arabinose","Ethanol",2,1
"Contaminated","D-Arabinose","Glycerol",0,0.467
"Contaminated","D-Arabinose","Erythritol",12,1
"Contaminated","D-Arabinose","Ribitol",4,1
"Contaminated","D-Arabinose","Galactitol",13,1
"Contaminated","D-Arabinose","D-Mannitol",2,1
"Contaminated","D-Arabinose","D-Glucitol",1,0.999
"Contaminated","D-Arabinose","myo-Inositol",21,1
"Contaminated","D-Arabinose","DL-Lactate",13,1
"Contaminated","D-Arabinose","Succinate",1,1
"Contaminated","D-Arabinose","Citrate",4,1
"Contaminated","D-Arabinose","D-Gluconate",5,1
"Contaminated","D-Arabinose","D-Glucosamine",9,1
"Contaminated","D-Arabinose","Nitrate",24,1
"Contaminated","D-Arabinose","Vitamin-free",25,1
"Contaminated","D-Arabinose","2-Keto-D-gluconate",11,1
"Contaminated","D-Arabinose","Starch formation",28,1
"Contaminated","D-Arabinose","Growth at 19°C",0,0.999
"Contaminated","D-Arabinose","Growth at 25°C",0,0.997
"Contaminated","D-Arabinose","Growth at 30°C",0,0.973
"Contaminated","D-Arabinose","Growth at 37°C",7,1
"Contaminated","D-Ribose","Methanol",40,1
"Contaminated","D-Ribose","Ethanol",2,1
"Contaminated","D-Ribose","Glycerol",0,0.915
"Contaminated","D-Ribose","Erythritol",15,1
"Contaminated","D-Ribose","Ribitol",4,1
"Contaminated","D-Ribose","Galactitol",25,1
"Contaminated","D-Ribose","D-Mannitol",3,1
"Contaminated","D-Ribose","D-Glucitol",2,1
"Contaminated","D-Ribose","myo-Inositol",34,1
"Contaminated","D-Ribose","DL-Lactate",23,1
"Contaminated","D-Ribose","Succinate",1,1
"Contaminated","D-Ribose","Citrate",5,1
"Contaminated","D-Ribose","D-Gluconate",5,1
"Contaminated","D-Ribose","D-Glucosamine",14,1
"Contaminated","D-Ribose","Nitrate",35,1
"Contaminated","D-Ribose","Vitamin-free",32,1
"Contaminated","D-Ribose","2-Keto-D-gluconate",13,1
"Contaminated","D-Ribose","Starch formation",41,1
"Contaminated","D-Ribose","Growth at 19°C",0,0.999
"Contaminated","D-Ribose","Growth at 25°C",0,0.999
"Contaminated","D-Ribose","Growth at 30°C",2,1
"Contaminated","D-Ribose","Growth at 37°C",12,1
"Contaminated","Methanol","Ethanol",3,1
"Contaminated","Methanol","Glycerol",2,1
"Contaminated","Methanol","Erythritol",2,1
"Contaminated","Methanol","Ribitol",1,1
"Contaminated","Methanol","Galactitol",4,1
"Contaminated","Methanol","D-Mannitol",2,1
"Contaminated","Methanol","D-Glucitol",3,1
"Contaminated","Methanol","myo-Inositol",5,1
"Contaminated","Methanol","DL-Lactate",4,1
"Contaminated","Methanol","Succinate",1,1
"Contaminated","Methanol","Citrate",3,1
"Contaminated","Methanol","D-Gluconate",3,1
"Contaminated","Methanol","D-Glucosamine",4,1
"Contaminated","Methanol","Nitrate",3,1
"Contaminated","Methanol","Vitamin-free",4,1
"Contaminated","Methanol","2-Keto-D-gluconate",4,1
"Contaminated","Methanol","Starch formation",4,1
"Contaminated","Methanol","Growth at 19°C",0,1
"Contaminated","Methanol","Growth at 25°C",0,1
"Contaminated","Methanol","Growth at 30°C",0,1
"Contaminated","Methanol","Growth at 37°C",1,0.998
"Contaminated","Ethanol","Glycerol",5,1
"Contaminated","Ethanol","Erythritol",54,1
"Contaminated","Ethanol","Ribitol",29,1
"Contaminated","Ethanol","Galactitol",64,1
"Contaminated","Ethanol","D-Mannitol",16,1
"Contaminated","Ethanol","D-Glucitol",14,1
"Contaminated","Ethanol","myo-Inositol",72,1
"Contaminated","Ethanol","DL-Lactate",32,1
"Contaminated","Ethanol","Succinate",5,1
"Contaminated","Ethanol","Citrate",17,1
"Contaminated","Ethanol","D-Gluconate",23,1
"Contaminated","Ethanol","D-Glucosamine",44,1
"Contaminated","Ethanol","Nitrate",68,1
"Contaminated","Ethanol","Vitamin-free",62,1
"Contaminated","Ethanol","2-Keto-D-gluconate",38,1
"Contaminated","Ethanol","Starch formation",76,1
"Contaminated","Ethanol","Growth at 19°C",4,1
"Contaminated","Ethanol","Growth at 25°C",0,0.997
"Contaminated","Ethanol","Growth at 30°C",3,1
"Contaminated","Ethanol","Growth at 37°C",20,1
"Contaminated","Glycerol","Erythritol",52,1
"Contaminated","Glycerol","Ribitol",26,1
"Contaminated","Glycerol","Galactitol",63,1
"Contaminated","Glycerol","D-Mannitol",13,1
