"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP","Mean_PP","SD_PP","Var_PP","Difference","Color"
"Stone.Chamber","Cellobiose","Citrate",2,1,1.833,0.383742437395525,0.147258258258258,0.167,1
"Stone.Chamber","Cellobiose","D-Arabinose",2,1,1.736,0.484291790699098,0.234538538538539,0.264,1
"Stone.Chamber","Cellobiose","D-Glucitol",2,1,1.9,0.306747606501003,0.0940940940940941,0.1,1
"Stone.Chamber","Cellobiose","D-Gluconate",2,1,1.853,0.365410077207135,0.133524524524525,0.147,1
"Stone.Chamber","Cellobiose","D-Glucosamine",2,1,1.751,0.476682521418844,0.227226226226226,0.249,1
"Stone.Chamber","Cellobiose","D-Mannitol",2,1,1.899,0.304781711872435,0.0928918918918919,0.101,1
"Stone.Chamber","Cellobiose","D-Ribose",2,1,1.774,0.45069626926249,0.203127127127127,0.226,1
"Stone.Chamber","Cellobiose","D-Xylose",2,1,1.872,0.340193667977127,0.115731731731732,0.128,1
"Stone.Chamber","Cellobiose","Erythritol",2,1,1.714,0.496437760903067,0.24645045045045,0.286,1
"Stone.Chamber","Cellobiose","Ethanol",2,1,1.891,0.321282153600573,0.103222222222222,0.109,1
"Stone.Chamber","Cellobiose","Glycerol",2,1,1.912,0.290414084266484,0.0843403403403403,0.0880000000000001,1
"Stone.Chamber","Cellobiose","Growth at 19°C",2,1,1.927,0.264084722656841,0.0697407407407407,0.073,1
"Stone.Chamber","Cellobiose","Growth at 25°C",2,1,1.921,0.273557734004787,0.0748338338338338,0.079,1
"Stone.Chamber","Cellobiose","Growth at 30°C",2,1,1.909,0.294628250182846,0.0868058058058058,0.091,1
"Stone.Chamber","Cellobiose","L-Arabinose",2,1,1.761,0.449534293553986,0.202081081081081,0.239,1
"Stone.Chamber","Cellobiose","L-Sorbose",2,1,1.811,0.401796516212424,0.16144044044044,0.189,1
"Stone.Chamber","Cellobiose","Ribitol",2,1,1.845,0.375654250762741,0.141116116116116,0.155,1
"Stone.Chamber","Cellobiose","Salicin",2,1,1.868,0.344520964085924,0.118694694694695,0.132,1
"Stone.Chamber","Cellobiose","Succinate",2,1,1.894,0.314424653713513,0.0988628628628629,0.106,1
"Stone.Chamber","Citrate","2-Keto-D-gluconate",2,1,1.766,0.448826743237795,0.201445445445445,0.234,1
"Stone.Chamber","Citrate","D-Gluconate",2,1,1.828,0.398214232009071,0.158574574574575,0.172,1
"Stone.Chamber","Citrate","D-Glucosamine",2,1,1.726,0.489043109718523,0.239163163163163,0.274,1
"Stone.Chamber","Citrate","Growth at 19°C",2,1,1.903,0.299467328235787,0.0896806806806807,0.097,1
"Stone.Chamber","Citrate","Growth at 25°C",2,1,1.897,0.307384914212597,0.0944854854854855,0.103,1
"Stone.Chamber","Citrate","Growth at 30°C",2,1,1.885,0.328455298150118,0.107882882882883,0.115,1
"Stone.Chamber","D-Arabinose","2-Keto-D-gluconate",2,1,1.671,0.530132096783472,0.28104004004004,0.329,1
"Stone.Chamber","D-Arabinose","Citrate",2,1,1.715,0.49195225074901,0.242017017017017,0.285,1
"Stone.Chamber","D-Arabinose","D-Glucitol",2,1,1.776,0.449473053726278,0.202026026026026,0.224,1
"Stone.Chamber","D-Arabinose","D-Gluconate",2,1,1.731,0.482567997148456,0.232871871871872,0.269,1
"Stone.Chamber","D-Arabinose","D-Glucosamine",2,1,1.634,0.546207233879544,0.298342342342342,0.366,1
"Stone.Chamber","D-Arabinose","D-Mannitol",2,1,1.775,0.447856646233564,0.200575575575576,0.225,1
"Stone.Chamber","D-Arabinose","D-Ribose",2,1,1.651,0.547264559878034,0.299498498498499,0.349,1
"Stone.Chamber","D-Arabinose","Erythritol",2,1,1.595,0.577328596475446,0.333308308308308,0.405,1
"Stone.Chamber","D-Arabinose","Ethanol",2,1,1.766,0.451051490904805,0.203447447447447,0.234,1
"Stone.Chamber","D-Arabinose","Glycerol",2,1,1.787,0.437975824473021,0.191822822822823,0.213,1
"Stone.Chamber","D-Arabinose","Growth at 19°C",2,1,1.801,0.426122729481285,0.181580580580581,0.199,1
"Stone.Chamber","D-Arabinose","Growth at 25°C",2,1,1.796,0.429614441759781,0.184568568568569,0.204,1
"Stone.Chamber","D-Arabinose","Growth at 30°C",2,1,1.785,0.4438152453127,0.196971971971972,0.215,1
"Stone.Chamber","D-Arabinose","Ribitol",2,1,1.724,0.485860123965797,0.23606006006006,0.276,1
"Stone.Chamber","D-Arabinose","Succinate",2,1,1.77,0.455310122122611,0.207307307307307,0.23,1
"Stone.Chamber","D-Glucitol","2-Keto-D-gluconate",2,1,1.835,0.389778048287647,0.151926926926927,0.165,1
"Stone.Chamber","D-Glucitol","Citrate",2,1,1.879,0.332369477343317,0.110469469469469,0.121,1
"Stone.Chamber","D-Glucitol","D-Gluconate",2,1,1.897,0.313830351447226,0.0984894894894895,0.103,1
"Stone.Chamber","D-Glucitol","D-Glucosamine",2,1,1.794,0.43098694846799,0.18574974974975,0.206,1
"Stone.Chamber","D-Glucitol","Growth at 19°C",2,1,1.973,0.162164414398774,0.0262972972972973,0.0269999999999999,1
"Stone.Chamber","D-Glucitol","Growth at 25°C",2,1,1.967,0.178725887724591,0.0319429429429429,0.0329999999999999,1
"Stone.Chamber","D-Glucitol","Growth at 30°C",2,1,1.953,0.216420511592219,0.0468378378378378,0.0469999999999999,1
"Stone.Chamber","D-Glucitol","Succinate",2,1,1.939,0.247669821214334,0.0613403403403403,0.0609999999999999,1
"Stone.Chamber","D-Gluconate","2-Keto-D-gluconate",2,1,1.787,0.44025540862643,0.193824824824825,0.213,1
"Stone.Chamber","D-Gluconate","D-Glucosamine",2,1,1.749,0.471403459067942,0.222221221221221,0.251,1
"Stone.Chamber","D-Gluconate","Growth at 19°C",2,1,1.923,0.274127974030645,0.0751461461461461,0.077,1
"Stone.Chamber","D-Gluconate","Growth at 25°C",2,1,1.917,0.283180492250422,0.0801911911911912,0.083,1
"Stone.Chamber","D-Gluconate","Growth at 30°C",2,1,1.903,0.306079539800825,0.0936846846846847,0.097,1
"Stone.Chamber","D-Glucosamine","2-Keto-D-gluconate",2,1,1.688,0.516645838967975,0.266922922922923,0.312,1
"Stone.Chamber","D-Glucosamine","Growth at 19°C",2,1,1.817,0.414346090463857,0.171682682682683,0.183,1
"Stone.Chamber","D-Glucosamine","Growth at 25°C",2,1,1.811,0.421255808810343,0.177456456456456,0.189,1
"Stone.Chamber","D-Glucosamine","Growth at 30°C",2,1,1.799,0.432187211501897,0.186785785785786,0.201,1
"Stone.Chamber","D-Mannitol","2-Keto-D-gluconate",2,1,1.83,0.399072999912622,0.159259259259259,0.17,1
"Stone.Chamber","D-Mannitol","Citrate",2,1,1.876,0.338731071410254,0.114738738738739,0.124,1
"Stone.Chamber","D-Mannitol","D-Glucitol",2,1,1.945,0.23244145290595,0.054029029029029,0.0549999999999999,1
"Stone.Chamber","D-Mannitol","D-Gluconate",2,1,1.897,0.313830351447226,0.0984894894894895,0.103,1
"Stone.Chamber","D-Mannitol","D-Glucosamine",2,1,1.791,0.439900571166386,0.193512512512513,0.209,1
"Stone.Chamber","D-Mannitol","Growth at 19°C",2,1,1.972,0.16505527329729,0.0272432432432432,0.028,1
"Stone.Chamber","D-Mannitol","Growth at 25°C",2,1,1.966,0.181319819316248,0.0328768768768769,0.034,1
"Stone.Chamber","D-Mannitol","Growth at 30°C",2,1,1.952,0.213873190797121,0.0457417417417417,0.048,1
"Stone.Chamber","D-Mannitol","Succinate",2,1,1.937,0.243084532807191,0.0590900900900901,0.0629999999999999,1
"Stone.Chamber","D-Ribose","2-Keto-D-gluconate",2,1,1.707,0.503392892683642,0.253404404404404,0.293,1
"Stone.Chamber","D-Ribose","Citrate",2,1,1.745,0.490117552445549,0.240215215215215,0.255,1
"Stone.Chamber","D-Ribose","D-Glucitol",2,1,1.812,0.413312021149672,0.170826826826827,0.188,1
"Stone.Chamber","D-Ribose","D-Gluconate",2,1,1.764,0.460995137194002,0.212516516516517,0.236,1
"Stone.Chamber","D-Ribose","D-Glucosamine",2,1,1.664,0.537952965781762,0.289393393393393,0.336,1
"Stone.Chamber","D-Ribose","D-Mannitol",2,1,1.809,0.417963746865316,0.174693693693694,0.191,1
"Stone.Chamber","D-Ribose","Erythritol",2,1,1.632,0.555774131176402,0.308884884884885,0.368,1
"Stone.Chamber","D-Ribose","Ethanol",2,1,1.801,0.423767127770169,0.179578578578579,0.199,1
"Stone.Chamber","D-Ribose","Glycerol",2,1,1.822,0.405561931744685,0.16448048048048,0.178,1
"Stone.Chamber","D-Ribose","Growth at 19°C",2,1,1.836,0.394029515720916,0.155259259259259,0.164,1
"Stone.Chamber","D-Ribose","Growth at 25°C",2,1,1.831,0.398243138795382,0.158597597597598,0.169,1
"Stone.Chamber","D-Ribose","Growth at 30°C",2,1,1.817,0.411923148998306,0.169680680680681,0.183,1
"Stone.Chamber","D-Ribose","Ribitol",2,1,1.764,0.460995137194002,0.212516516516517,0.236,1
"Stone.Chamber","D-Ribose","Succinate",2,1,1.803,0.431714462784579,0.186377377377377,0.197,1
"Stone.Chamber","D-Xylose","2-Keto-D-gluconate",2,1,1.806,0.422542947571655,0.178542542542543,0.194,1
"Stone.Chamber","D-Xylose","Citrate",2,1,1.85,0.379003487640475,0.143643643643644,0.15,1
"Stone.Chamber","D-Xylose","D-Arabinose",2,1,1.752,0.47193084103364,0.222718718718719,0.248,1
"Stone.Chamber","D-Xylose","D-Glucitol",2,1,1.918,0.278124708275538,0.0773533533533534,0.0820000000000001,1
"Stone.Chamber","D-Xylose","D-Gluconate",2,1,1.868,0.353129863790505,0.124700700700701,0.132,1
"Stone.Chamber","D-Xylose","D-Glucosamine",2,1,1.765,0.460420445882877,0.211986986986987,0.235,1
"Stone.Chamber","D-Xylose","D-Mannitol",2,1,1.916,0.281110339587542,0.079023023023023,0.0840000000000001,1
"Stone.Chamber","D-Xylose","D-Ribose",2,1,1.784,0.446702970153035,0.199543543543544,0.216,1
"Stone.Chamber","D-Xylose","Erythritol",2,1,1.73,0.489223199919361,0.239339339339339,0.27,1
"Stone.Chamber","D-Xylose","Ethanol",2,1,1.906,0.298752829699157,0.0892532532532533,0.0940000000000001,1
"Stone.Chamber","D-Xylose","Glycerol",2,1,1.931,0.257498165634836,0.0663053053053053,0.069,1
"Stone.Chamber","D-Xylose","Growth at 19°C",2,1,1.944,0.23434785878885,0.0549189189189189,0.056,1
"Stone.Chamber","D-Xylose","Growth at 25°C",2,1,1.938,0.245389926884166,0.0602162162162162,0.0620000000000001,1
"Stone.Chamber","D-Xylose","Growth at 30°C",2,1,1.924,0.26887970599563,0.0722962962962963,0.0760000000000001,1
"Stone.Chamber","D-Xylose","L-Arabinose",2,1,1.779,0.433990031391675,0.188347347347347,0.221,1
"Stone.Chamber","D-Xylose","Ribitol",2,1,1.864,0.36004671034969,0.129633633633634,0.136,1
"Stone.Chamber","D-Xylose","Succinate",2,1,1.91,0.289799903353994,0.083983983983984,0.0900000000000001,1
"Stone.Chamber","Erythritol","2-Keto-D-gluconate",2,1,1.652,0.550635268757096,0.303199199199199,0.348,1
"Stone.Chamber","Erythritol","Citrate",2,1,1.696,0.51366121894479,0.263847847847848,0.304,1
"Stone.Chamber","Erythritol","D-Glucitol",2,1,1.757,0.469224009585157,0.220171171171171,0.243,1
"Stone.Chamber","Erythritol","D-Gluconate",2,1,1.708,0.506944763256307,0.256992992992993,0.292,1
"Stone.Chamber","Erythritol","D-Glucosamine",2,1,1.621,0.577661399690764,0.333692692692693,0.379,1
"Stone.Chamber","Erythritol","D-Mannitol",2,1,1.753,0.467128685919854,0.218209209209209,0.247,1
"Stone.Chamber","Erythritol","Growth at 19°C",2,1,1.779,0.452065662667895,0.204363363363363,0.221,1
"Stone.Chamber","Erythritol","Growth at 25°C",2,1,1.773,0.457909031010179,0.209680680680681,0.227,1
"Stone.Chamber","Erythritol","Growth at 30°C",2,1,1.761,0.47339529264992,0.224103103103103,0.239,1
"Stone.Chamber","Erythritol","Ribitol",2,1,1.7,0.514066400637373,0.264264264264264,0.3,1
"Stone.Chamber","Erythritol","Succinate",2,1,1.747,0.476674121615825,0.227218218218218,0.253,1
"Stone.Chamber","Ethanol","2-Keto-D-gluconate",2,1,1.825,0.398162697315474,0.158533533533534,0.175,1
"Stone.Chamber","Ethanol","Citrate",2,1,1.867,0.345587080821072,0.11943043043043,0.133,1
"Stone.Chamber","Ethanol","D-Glucitol",2,1,1.935,0.246649216167082,0.0608358358358358,0.0649999999999999,1
"Stone.Chamber","Ethanol","D-Gluconate",2,1,1.885,0.328455298150118,0.107882882882883,0.115,1
"Stone.Chamber","Ethanol","D-Glucosamine",2,1,1.782,0.447969504181564,0.200676676676677,0.218,1
"Stone.Chamber","Ethanol","D-Mannitol",2,1,1.934,0.248406331855099,0.0617057057057057,0.0660000000000001,1
"Stone.Chamber","Ethanol","Erythritol",2,1,1.744,0.476120458172814,0.226690690690691,0.256,1
"Stone.Chamber","Ethanol","Glycerol",2,1,1.947,0.224145580463326,0.0502412412412412,0.0529999999999999,1
"Stone.Chamber","Ethanol","Growth at 19°C",2,1,1.962,0.191291904148065,0.0365925925925926,0.038,1
"Stone.Chamber","Ethanol","Growth at 25°C",2,1,1.957,0.202958597236462,0.0411921921921922,0.0429999999999999,1
"Stone.Chamber","Ethanol","Growth at 30°C",2,1,1.942,0.233860408557521,0.0546906906906907,0.0580000000000001,1
"Stone.Chamber","Ethanol","Ribitol",2,1,1.878,0.333507462026305,0.111227227227227,0.122,1
"Stone.Chamber","Ethanol","Succinate",2,1,1.927,0.267848357737625,0.0717427427427427,0.073,1
"Stone.Chamber","Galactose","2-Keto-D-gluconate",2,1,1.779,0.452065662667895,0.204363363363363,0.221,1
"Stone.Chamber","Galactose","Cellobiose",2,1,1.85,0.370995468486662,0.137637637637638,0.15,1
"Stone.Chamber","Galactose","Citrate",2,1,1.825,0.400668860201957,0.160535535535536,0.175,1
"Stone.Chamber","Galactose","D-Arabinose",2,1,1.725,0.483330744530708,0.233608608608609,0.275,1
"Stone.Chamber","Galactose","D-Glucitol",2,1,1.891,0.321282153600573,0.103222222222222,0.109,1
"Stone.Chamber","Galactose","D-Gluconate",2,1,1.843,0.380125631200391,0.144495495495496,0.157,1
"Stone.Chamber","Galactose","D-Glucosamine",2,1,1.744,0.471896902603404,0.222686686686687,0.256,1
"Stone.Chamber","Galactose","D-Mannitol",2,1,1.892,0.316917081326388,0.100436436436436,0.108,1
"Stone.Chamber","Galactose","D-Ribose",2,1,1.761,0.464860296320405,0.216095095095095,0.239,1
"Stone.Chamber","Galactose","D-Xylose",2,1,1.867,0.362549917173404,0.131442442442442,0.133,1
"Stone.Chamber","Galactose","Erythritol",2,1,1.706,0.507761579702346,0.257821821821822,0.294,1
"Stone.Chamber","Galactose","Ethanol",2,1,1.882,0.331943046600145,0.110186186186186,0.118,1
"Stone.Chamber","Galactose","Glycerol",2,1,1.903,0.302791483834474,0.0916826826826827,0.097,1
"Stone.Chamber","Galactose","Growth at 19°C",2,1,1.918,0.281700825975636,0.0793553553553554,0.0820000000000001,1
"Stone.Chamber","Galactose","Growth at 25°C",2,1,1.913,0.288988779219046,0.0835145145145145,0.087,1
"Stone.Chamber","Galactose","Growth at 30°C",2,1,1.899,0.308048525225968,0.0948938938938939,0.101,1
"Stone.Chamber","Galactose","L-Arabinose",2,1,1.75,0.455749610759798,0.207707707707708,0.25,1
"Stone.Chamber","Galactose","L-Sorbose",2,1,1.799,0.415658239148187,0.172771771771772,0.201,1
"Stone.Chamber","Galactose","Maltose",2,1,1.828,0.395692522765559,0.156572572572573,0.172,1
"Stone.Chamber","Galactose","Ribitol",2,1,1.839,0.3837006987565,0.147226226226226,0.161,1
"Stone.Chamber","Galactose","Salicin",2,1,1.862,0.359284128629536,0.129085085085085,0.138,1
"Stone.Chamber","Galactose","Succinate",2,1,1.884,0.329625018244448,0.108652652652653,0.116,1
"Stone.Chamber","Galactose","Trehalose",2,1,1.871,0.34420557444277,0.118477477477477,0.129,1
"Stone.Chamber","Galactose_F","2-Keto-D-gluconate",2,1,1.672,0.527915423808298,0.278694694694695,0.328,1
"Stone.Chamber","Galactose_F","Cellobiose",2,1,1.736,0.480140119688549,0.230534534534535,0.264,1
"Stone.Chamber","Galactose_F","Citrate",2,1,1.713,0.490786992362137,0.240871871871872,0.287,1
"Stone.Chamber","Galactose_F","D-Arabinose",2,1,1.625,0.553788480994036,0.306681681681682,0.375,1
"Stone.Chamber","Galactose_F","D-Glucitol",2,1,1.775,0.447856646233564,0.200575575575576,0.225,1
"Stone.Chamber","Galactose_F","D-Gluconate",2,1,1.734,0.48111898265967,0.231475475475475,0.266,1
"Stone.Chamber","Galactose_F","D-Glucosamine",2,1,1.637,0.549119779768069,0.301532532532533,0.363,1
"Stone.Chamber","Galactose_F","D-Mannitol",2,1,1.777,0.442115897097657,0.195466466466466,0.223,1
"Stone.Chamber","Galactose_F","D-Ribose",2,1,1.653,0.53933466593747,0.290881881881882,0.347,1
"Stone.Chamber","Galactose_F","D-Xylose",2,1,1.746,0.466585149465456,0.217701701701702,0.254,1
"Stone.Chamber","Galactose_F","Erythritol",2,1,1.596,0.568425111256626,0.323107107107107,0.404,1
"Stone.Chamber","Galactose_F","Ethanol",2,1,1.762,0.459964746005134,0.211567567567568,0.238,1
"Stone.Chamber","Galactose_F","Galactose",2,1,1.727,0.484464349261848,0.234705705705706,0.273,1
"Stone.Chamber","Galactose_F","Glucose",2,1,1.799,0.425182054865654,0.18077977977978,0.201,1
"Stone.Chamber","Galactose_F","Glycerol",2,1,1.784,0.439929014202902,0.193537537537538,0.216,1
"Stone.Chamber","Galactose_F","Growth at 19°C",2,1,1.799,0.425182054865654,0.18077977977978,0.201,1
"Stone.Chamber","Galactose_F","Growth at 25°C",2,1,1.795,0.427969809867657,0.183158158158158,0.205,1
"Stone.Chamber","Galactose_F","Growth at 30°C",2,1,1.78,0.44022016513762,0.193793793793794,0.22,1
"Stone.Chamber","Galactose_F","L-Arabinose",2,1,1.636,0.528945917635994,0.279783783783784,0.364,1
"Stone.Chamber","Galactose_F","L-Sorbose",2,1,1.689,0.494493198662553,0.244523523523524,0.311,1
"Stone.Chamber","Galactose_F","Maltose",2,1,1.717,0.493106635682541,0.243154154154154,0.283,1
"Stone.Chamber","Galactose_F","Ribitol",2,1,1.722,0.488830190306363,0.238954954954955,0.278,1
"Stone.Chamber","Galactose_F","Salicin",2,1,1.74,0.480240180150131,0.230630630630631,0.26,1
"Stone.Chamber","Galactose_F","Succinate",2,1,1.769,0.449267003952929,0.201840840840841,0.231,1
"Stone.Chamber","Galactose_F","Sucrose",2,1,1.728,0.48399406013943,0.23425025025025,0.272,1
"Stone.Chamber","Galactose_F","Trehalose",2,1,1.752,0.465524126885721,0.216712712712713,0.248,1
"Stone.Chamber","Glucose","2-Keto-D-gluconate",2,1,1.858,0.366019084160881,0.13396996996997,0.142,1
"Stone.Chamber","Glucose","Cellobiose",2,1,1.927,0.264084722656841,0.0697407407407407,0.073,1
"Stone.Chamber","Glucose","Citrate",2,1,1.903,0.299467328235787,0.0896806806806807,0.097,1
"Stone.Chamber","Glucose","D-Arabinose",2,1,1.801,0.426122729481285,0.181580580580581,0.199,1
"Stone.Chamber","Glucose","D-Glucitol",2,1,1.973,0.162164414398774,0.0262972972972973,0.0269999999999999,1
"Stone.Chamber","Glucose","D-Gluconate",2,1,1.923,0.274127974030645,0.0751461461461461,0.077,1
"Stone.Chamber","Glucose","D-Glucosamine",2,1,1.817,0.414346090463857,0.171682682682683,0.183,1
"Stone.Chamber","Glucose","D-Mannitol",2,1,1.972,0.16505527329729,0.0272432432432432,0.028,1
"Stone.Chamber","Glucose","D-Ribose",2,1,1.836,0.394029515720916,0.155259259259259,0.164,1
"Stone.Chamber","Glucose","D-Xylose",2,1,1.944,0.23434785878885,0.0549189189189189,0.056,1
"Stone.Chamber","Glucose","Erythritol",2,1,1.779,0.452065662667895,0.204363363363363,0.221,1
"Stone.Chamber","Glucose","Ethanol",2,1,1.962,0.191291904148065,0.0365925925925926,0.038,1
"Stone.Chamber","Glucose","Galactose",2,1,1.918,0.281700825975636,0.0793553553553554,0.0820000000000001,1
"Stone.Chamber","Glucose","Glycerol",2,1,1.985,0.121613279660528,0.0147897897897898,0.0149999999999999,1
"Stone.Chamber","Glucose","Growth at 19°C",2,1,2,0,0,0,3
"Stone.Chamber","Glucose","Growth at 25°C",2,1,1.994,0.0772655807586403,0.00596996996996997,0.00600000000000001,1
"Stone.Chamber","Glucose","Growth at 30°C",2,1,1.98,0.140070052543788,0.0196196196196196,0.02,1
"Stone.Chamber","Glucose","L-Arabinose",2,1,1.828,0.388029079537303,0.150566566566567,0.172,1
"Stone.Chamber","Glucose","L-Sorbose",2,1,1.879,0.326290461805836,0.106465465465465,0.121,1
"Stone.Chamber","Glucose","Maltose",2,1,1.909,0.291210926655927,0.0848038038038038,0.091,1
"Stone.Chamber","Glucose","Ribitol",2,1,1.916,0.284648950507507,0.081025025025025,0.0840000000000001,1
"Stone.Chamber","Glucose","Salicin",2,1,1.937,0.247168145383041,0.0610920920920921,0.0629999999999999,1
"Stone.Chamber","Glucose","Succinate",2,1,1.965,0.18387171834953,0.0338088088088088,0.0349999999999999,1
"Stone.Chamber","Glucose","Sucrose",2,1,1.922,0.268305773303498,0.071987987987988,0.0780000000000001,1
"Stone.Chamber","Glucose","Trehalose",2,1,1.951,0.220562117435537,0.0486476476476476,0.0489999999999999,1
"Stone.Chamber","Glucose_F","2-Keto-D-gluconate",2,1,1.788,0.437318244814057,0.191247247247247,0.212,1
"Stone.Chamber","Glucose_F","Cellobiose",2,1,1.853,0.357097351598298,0.127518518518519,0.147,1
"Stone.Chamber","Glucose_F","Citrate",2,1,1.831,0.388058745023984,0.15058958958959,0.169,1
"Stone.Chamber","Glucose_F","D-Arabinose",2,1,1.733,0.473217640134996,0.223934934934935,0.267,1
"Stone.Chamber","Glucose_F","D-Glucitol",2,1,1.898,0.302799748493435,0.0916876876876877,0.102,1
"Stone.Chamber","Glucose_F","D-Gluconate",2,1,1.852,0.363631995605761,0.132228228228228,0.148,1
"Stone.Chamber","Glucose_F","D-Glucosamine",2,1,1.749,0.483976480041369,0.234233233233233,0.251,1
"Stone.Chamber","Glucose_F","D-Mannitol",2,1,1.896,0.311899473037838,0.0972812812812813,0.104,1
"Stone.Chamber","Glucose_F","D-Ribose",2,1,1.768,0.447634199292655,0.200376376376376,0.232,1
"Stone.Chamber","Glucose_F","D-Xylose",2,1,1.872,0.346028518674019,0.119735735735736,0.128,1
"Stone.Chamber","Glucose_F","Erythritol",2,1,1.716,0.509513104447377,0.259603603603604,0.284,1
"Stone.Chamber","Glucose_F","Ethanol",2,1,1.886,0.321102954061633,0.103107107107107,0.114,1
"Stone.Chamber","Glucose_F","Galactose",2,1,1.845,0.367573271756952,0.13511011011011,0.155,1
"Stone.Chamber","Glucose_F","Galactose_F",2,1,1.731,0.486698958161897,0.236875875875876,0.269,1
"Stone.Chamber","Glucose_F","Glucose",2,1,1.924,0.265130711714607,0.0702942942942943,0.0760000000000001,1
"Stone.Chamber","Glucose_F","Glycerol",2,1,1.91,0.293233671303256,0.085985985985986,0.0900000000000001,1
"Stone.Chamber","Glucose_F","Growth at 19°C",2,1,1.924,0.265130711714607,0.0702942942942943,0.0760000000000001,1
"Stone.Chamber","Glucose_F","Growth at 25°C",2,1,1.918,0.274502006097135,0.0753513513513513,0.0820000000000001,1
"Stone.Chamber","Glucose_F","Growth at 30°C",2,1,1.904,0.301454598364123,0.0908748748748749,0.0960000000000001,1
"Stone.Chamber","Glucose_F","L-Arabinose",2,1,1.759,0.446226532288386,0.199118118118118,0.241,1
"Stone.Chamber","Glucose_F","L-Sorbose",2,1,1.808,0.396602185184718,0.157293293293293,0.192,1
"Stone.Chamber","Glucose_F","Maltose",2,1,1.835,0.376718617693521,0.141916916916917,0.165,1
"Stone.Chamber","Glucose_F","Ribitol",2,1,1.842,0.378390247204099,0.143179179179179,0.158,1
"Stone.Chamber","Glucose_F","Salicin",2,1,1.863,0.355467800732158,0.126357357357357,0.137,1
"Stone.Chamber","Glucose_F","Succinate",2,1,1.89,0.316227766016838,0.1,0.11,1
"Stone.Chamber","Glucose_F","Sucrose",2,1,1.85,0.360041149911548,0.12962962962963,0.15,1
"Stone.Chamber","Glucose_F","Trehalose",2,1,1.877,0.33463858561586,0.111982982982983,0.123,1
"Stone.Chamber","Glycerol","2-Keto-D-gluconate",2,1,1.844,0.381850507148818,0.14580980980981,0.156,1
"Stone.Chamber","Glycerol","Citrate",2,1,1.888,0.318680965163528,0.101557557557558,0.112,1
"Stone.Chamber","Glycerol","D-Glucitol",2,1,1.958,0.200689502157627,0.0402762762762763,0.042,1
"Stone.Chamber","Glycerol","D-Gluconate",2,1,1.908,0.296012877462491,0.0876236236236236,0.0920000000000001,1
"Stone.Chamber","Glycerol","D-Glucosamine",2,1,1.803,0.434026933933114,0.188379379379379,0.197,1
"Stone.Chamber","Glycerol","D-Mannitol",2,1,1.957,0.202958597236461,0.0411921921921922,0.0429999999999999,1
"Stone.Chamber","Glycerol","Erythritol",2,1,1.768,0.463023099197427,0.21439039039039,0.232,1
"Stone.Chamber","Glycerol","Growth at 19°C",2,1,1.985,0.121613279660528,0.0147897897897898,0.0149999999999999,1
"Stone.Chamber","Glycerol","Growth at 25°C",2,1,1.979,0.143455845400526,0.0205795795795796,0.0209999999999999,1
"Stone.Chamber","Glycerol","Growth at 30°C",2,1,1.965,0.18387171834953,0.0338088088088088,0.0349999999999999,1
"Stone.Chamber","Glycerol","Ribitol",2,1,1.902,0.310632407344264,0.0964924924924925,0.0980000000000001,1
"Stone.Chamber","Glycerol","Succinate",2,1,1.95,0.218054001448145,0.0475475475475475,0.05,1
"Stone.Chamber","Growth at 19°C","Growth at 25°C",2,1,1.994,0.0772655807586403,0.00596996996996997,0.00600000000000001,1
"Stone.Chamber","Growth at 19°C","Growth at 30°C",2,1,1.98,0.140070052543788,0.0196196196196196,0.02,1
"Stone.Chamber","Growth at 25°C","Growth at 30°C",2,1,1.974,0.159214789983058,0.0253493493493493,0.026,1
"Stone.Chamber","L-Arabinose","2-Keto-D-gluconate",2,1,1.696,0.497827110382542,0.247831831831832,0.304,1
"Stone.Chamber","L-Arabinose","Citrate",2,1,1.742,0.466533657578586,0.217653653653654,0.258,1
"Stone.Chamber","L-Arabinose","D-Arabinose",2,1,1.649,0.540454522685389,0.292091091091091,0.351,1
"Stone.Chamber","L-Arabinose","D-Glucitol",2,1,1.805,0.411271375303636,0.169144144144144,0.195,1
"Stone.Chamber","L-Arabinose","D-Gluconate",2,1,1.756,0.456807040962235,0.208672672672673,0.244,1
"Stone.Chamber","L-Arabinose","D-Glucosamine",2,1,1.662,0.527289326683211,0.278034034034034,0.338,1
"Stone.Chamber","L-Arabinose","D-Mannitol",2,1,1.801,0.411787042740017,0.169568568568569,0.199,1
"Stone.Chamber","L-Arabinose","D-Ribose",2,1,1.673,0.518014806100501,0.268339339339339,0.327,1
"Stone.Chamber","L-Arabinose","Erythritol",2,1,1.622,0.554457774247438,0.307423423423423,0.378,1
"Stone.Chamber","L-Arabinose","Ethanol",2,1,1.793,0.417522844076016,0.174325325325325,0.207,1
"Stone.Chamber","L-Arabinose","Glycerol",2,1,1.813,0.402732160614462,0.162193193193193,0.187,1
"Stone.Chamber","L-Arabinose","Growth at 19°C",2,1,1.828,0.388029079537303,0.150566566566567,0.172,1
"Stone.Chamber","L-Arabinose","Growth at 25°C",2,1,1.823,0.394749068177275,0.155826826826827,0.177,1
"Stone.Chamber","L-Arabinose","Growth at 30°C",2,1,1.808,0.409027264743199,0.167303303303303,0.192,1
