"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN","Mean_PN","SD_PN","Var_PN","Difference","Color"
"Spoiled","Methyl-?-D-glucoside","Starch formation",7,0.86,6.317,1.16613501399747,1.35987087087087,0.683,3
"Spoiled","myo-Inositol","Starch formation",1,0.81,1.022,0.684093549146594,0.467983983983984,-0.022,3
"Spoiled","Nitrate","Starch formation",2,0.655,2.189,1.01009865820092,1.0202992992993,-0.189,3
"Spoiled","Raffinose","Starch formation",6,0.877,5.158,1.222509930647,1.49453053053053,0.842,3
"Spoiled","Raffinose_F","Glucose",0,1,0,0,0,0,3
"Spoiled","Raffinose_F","Starch formation",3,0.801,2.761,0.998436716009521,0.996875875875876,0.239,3
"Spoiled","Ribitol","Starch formation",10,0.878,9.048,1.28738236486032,1.65735335335335,0.952,3
"Spoiled","Salicin","Starch formation",9,0.831,8.276,1.32800135074765,1.76358758758759,0.724,3
"Spoiled","Soluble Starch","Starch formation",4,0.808,3.728,0.999507386173316,0.999015015015015,0.272,3
"Spoiled","Starch formation","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,2
"Spoiled","Starch formation","Growth at 25°C",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,2
"Spoiled","Starch formation","Growth at 30°C",0,0.941,0.059,0.235742602375079,0.0555745745745746,-0.059,3
"Spoiled","Starch formation","Growth at 37°C",0,0.766,0.251,0.471403459067942,0.222221221221221,-0.251,3
"Spoiled","Succinate","Starch formation",13,0.895,12.1,1.22943544422288,1.51151151151151,0.9,3
"Spoiled","Sucrose","Starch formation",9,0.835,8.298,1.30878145956799,1.71290890890891,0.702,3
"Spoiled","Sucrose_F","Glucose",0,1,0,0,0,0,3
"Spoiled","Sucrose_F","Starch formation",5,0.852,4.274,1.21342342007907,1.4723963963964,0.726,3
"Spoiled","Trehalose","Starch formation",8,0.736,7.734,1.25012271669897,1.56280680680681,0.266,3
"Spoiled","Trehalose_F","Glucose",0,1,0,0,0,0,3
"Spoiled","Trehalose_F","Starch formation",4,0.751,3.841,1.15976897012468,1.34506406406406,0.159,3
"Spoiled","Vitamin-free","Starch formation",1,0.531,1.541,1.03894099851647,1.0793983983984,-0.541,3
"Contaminated","2-Keto-D-gluconate","Growth at 37°C",1,0.881,0.889,0.58053080539797,0.337016016016016,0.111,3
"Contaminated","2-Keto-D-gluconate","Starch formation",1,0.835,1.024,0.552928322415962,0.30572972972973,-0.024,3
"Contaminated","Cellobiose","Erythritol",2,1,1.72,0.507797063656199,0.257857857857858,0.28,1
"Contaminated","Cellobiose","Growth at 37°C",2,1,1.482,0.616486866085609,0.380056056056056,0.518,1
"Contaminated","Cellobiose","Methanol",2,1,1.774,0.443983244189599,0.197121121121121,0.226,1
"Contaminated","Cellobiose","Nitrate",2,1,1.701,0.497842190705897,0.247846846846847,0.299,1
"Contaminated","Cellobiose","Starch formation",2,1,1.738,0.485377782342364,0.235591591591592,0.262,1
"Contaminated","Cellobiose","Vitamin-free",2,1,1.697,0.517163860356134,0.267458458458458,0.303,1
"Contaminated","Citrate","Growth at 37°C",1,0.859,0.889,0.617300623732116,0.38106006006006,0.111,3
"Contaminated","Citrate","Nitrate",1,0.829,1.047,0.541372407944923,0.293084084084084,-0.0469999999999999,3
"Contaminated","Citrate","Starch formation",1,0.806,1.08,0.549456005428917,0.301901901901902,-0.0800000000000001,3
"Contaminated","Citrate","Vitamin-free",1,0.814,1.049,0.566497943438385,0.32091991991992,-0.0489999999999999,3
"Contaminated","D-Arabinose","Erythritol",2,1,1.568,0.577676128734527,0.33370970970971,0.432,1
"Contaminated","D-Arabinose","Growth at 37°C",2,1,1.339,0.665222911151985,0.442521521521522,0.661,1
"Contaminated","D-Arabinose","Methanol",2,1,1.608,0.564495043959338,0.318654654654655,0.392,1
"Contaminated","D-Arabinose","Nitrate",2,1,1.545,0.591882864530918,0.350325325325325,0.455,1
"Contaminated","D-Arabinose","Starch formation",2,1,1.578,0.556979556380866,0.310226226226226,0.422,1
"Contaminated","D-Arabinose","Vitamin-free",2,1,1.532,0.597773647238931,0.357333333333333,0.468,1
"Contaminated","D-Glucitol","Growth at 37°C",2,1,1.501,0.605281228327267,0.366365365365365,0.499,1
"Contaminated","D-Glucitol","Nitrate",2,1,1.738,0.481235480391448,0.231587587587588,0.262,1
"Contaminated","D-Glucitol","Starch formation",2,1,1.779,0.429352236914335,0.184343343343343,0.221,1
"Contaminated","D-Glucitol","Vitamin-free",2,1,1.736,0.478050763551877,0.228532532532533,0.264,1
"Contaminated","D-Gluconate","Growth at 37°C",1,0.895,0.838,0.588304429782831,0.346102102102102,0.162,3
"Contaminated","D-Gluconate","Nitrate",1,0.855,0.995,0.54338777155018,0.29527027027027,0.005,3
"Contaminated","D-Gluconate","Starch formation",1,0.858,1.025,0.508560353973482,0.258633633633634,-0.0249999999999999,3
"Contaminated","D-Gluconate","Vitamin-free",1,0.855,1,0.538785941065921,0.29029029029029,0,3
"Contaminated","D-Glucosamine","Growth at 37°C",2,1,1.37,0.665990648240306,0.443543543543544,0.63,1
"Contaminated","D-Glucosamine","Nitrate",2,1,1.585,0.584051467009643,0.341116116116116,0.415,1
"Contaminated","D-Glucosamine","Starch formation",2,1,1.621,0.560064882556184,0.313672672672673,0.379,1
"Contaminated","D-Glucosamine","Vitamin-free",2,1,1.589,0.58345472782335,0.340419419419419,0.411,1
"Contaminated","D-Mannitol","Growth at 37°C",2,1,1.527,0.592977758961179,0.351622622622623,0.473,1
"Contaminated","D-Mannitol","Nitrate",2,1,1.762,0.444469969237016,0.197553553553554,0.238,1
"Contaminated","D-Mannitol","Starch formation",2,1,1.803,0.412748544953657,0.170361361361361,0.197,1
"Contaminated","D-Mannitol","Vitamin-free",2,1,1.759,0.465978686353932,0.217136136136136,0.241,1
"Contaminated","D-Ribose","Erythritol",1,0.913,0.932,0.487456268411448,0.237613613613614,0.0679999999999999,3
"Contaminated","D-Ribose","Growth at 37°C",1,0.923,0.776,0.572845661720635,0.328152152152152,0.224,3
"Contaminated","D-Ribose","Methanol",1,0.91,0.967,0.460568261089627,0.212123123123123,0.033,3
"Contaminated","D-Ribose","Nitrate",1,0.913,0.918,0.499525300185612,0.249525525525526,0.082,3
"Contaminated","D-Ribose","Starch formation",1,0.904,0.949,0.490550343634208,0.24063963963964,0.051,3
"Contaminated","D-Ribose","Vitamin-free",1,0.91,0.918,0.505501267586474,0.255531531531532,0.082,3
"Contaminated","D-Xylose","Erythritol",2,1,1.73,0.495323475463606,0.245345345345345,0.27,1
"Contaminated","D-Xylose","Growth at 37°C",2,1,1.484,0.627804219592492,0.394138138138138,0.516,1
"Contaminated","D-Xylose","Methanol",2,1,1.785,0.452747147953447,0.20497997997998,0.215,1
"Contaminated","D-Xylose","Nitrate",2,1,1.713,0.506841087410924,0.256887887887888,0.287,1
"Contaminated","D-Xylose","Starch formation",2,1,1.756,0.469770885309727,0.220684684684685,0.244,1
"Contaminated","D-Xylose","Vitamin-free",2,1,1.704,0.508569211261007,0.258642642642643,0.296,1
"Contaminated","DL-Lactate","Growth at 37°C",2,1,1.378,0.653868139263218,0.427543543543544,0.622,1
"Contaminated","DL-Lactate","Nitrate",2,1,1.593,0.567161945719803,0.321672672672673,0.407,1
"Contaminated","DL-Lactate","Starch formation",2,1,1.638,0.541524929480859,0.293249249249249,0.362,1
"Contaminated","DL-Lactate","Vitamin-free",2,1,1.586,0.583904910875859,0.340944944944945,0.414,1
"Contaminated","Erythritol","2-Keto-D-gluconate",0,0.899,0.102,0.306087715679166,0.0936896896896897,-0.102,3
"Contaminated","Erythritol","Citrate",0,0.953,0.048,0.218503418151167,0.0477437437437437,-0.048,3
"Contaminated","Erythritol","D-Glucitol",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Contaminated","Erythritol","D-Gluconate",0,0.943,0.057,0.231958627355839,0.0538048048048048,-0.057,3
"Contaminated","Erythritol","D-Glucosamine",0,0.974,0.028,0.176768909164613,0.0312472472472472,-0.028,3
"Contaminated","Erythritol","D-Mannitol",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Contaminated","Erythritol","DL-Lactate",0,0.973,0.027,0.162164414398774,0.0262972972972973,-0.027,3
"Contaminated","Erythritol","Galactitol",0,0.93,0.07,0.255274685711618,0.0651651651651652,-0.07,3
"Contaminated","Erythritol","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Erythritol","Growth at 25°C",0,1,0,0,0,0,3
"Contaminated","Erythritol","Growth at 30°C",0,0.998,0.002,0.0446989708829856,0.001997997997998,-0.002,3
"Contaminated","Erythritol","Growth at 37°C",0,0.87,0.135,0.356232932085036,0.126901901901902,-0.135,3
"Contaminated","Erythritol","myo-Inositol",0,0.92,0.08,0.271428947744476,0.0736736736736737,-0.08,3
"Contaminated","Erythritol","Nitrate",0,0.848,0.16,0.388008441339297,0.150550550550551,-0.16,3
"Contaminated","Erythritol","Ribitol",0,0.984,0.016,0.125537881771837,0.0157597597597598,-0.016,3
"Contaminated","Erythritol","Starch formation",0,0.848,0.16,0.388008441339297,0.150550550550551,-0.16,3
"Contaminated","Erythritol","Succinate",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Contaminated","Erythritol","Vitamin-free",0,0.848,0.158,0.381026483569294,0.145181181181181,-0.158,3
"Contaminated","Ethanol","Erythritol",2,1,1.779,0.445373278674594,0.198357357357357,0.221,1
"Contaminated","Ethanol","Growth at 37°C",2,1,1.526,0.591332117911478,0.349673673673674,0.474,1
"Contaminated","Ethanol","Nitrate",2,1,1.762,0.451175752406487,0.20355955955956,0.238,1
"Contaminated","Ethanol","Starch formation",2,1,1.801,0.419016198463227,0.175574574574575,0.199,1
"Contaminated","Ethanol","Vitamin-free",2,1,1.756,0.46116881581117,0.212676676676677,0.244,1
"Contaminated","Galactitol","Growth at 37°C",1,0.98,0.673,0.510226745017675,0.260331331331331,0.327,3
"Contaminated","Galactitol","Nitrate",1,0.98,0.793,0.452056805451876,0.204355355355355,0.207,3
"Contaminated","Galactitol","Starch formation",1,0.974,0.821,0.446271395182526,0.199158158158158,0.179,3
"Contaminated","Galactitol","Vitamin-free",1,0.98,0.786,0.456522083159635,0.208412412412412,0.214,3
"Contaminated","Galactose","Erythritol",2,1,1.717,0.49915945364198,0.24916016016016,0.283,1
"Contaminated","Galactose","Growth at 37°C",2,1,1.475,0.614615939227704,0.377752752752753,0.525,1
"Contaminated","Galactose","Lactose",2,1,1.791,0.433020214893608,0.187506506506506,0.209,1
"Contaminated","Galactose","Methanol",2,1,1.774,0.43716714779946,0.191115115115115,0.226,1
"Contaminated","Galactose","Methyl-?-D-glucoside",2,1,1.542,0.583589390390689,0.340576576576577,0.458,1
"Contaminated","Galactose","Nitrate",2,1,1.699,0.502644657438684,0.252651651651652,0.301,1
"Contaminated","Galactose","Starch formation",2,1,1.733,0.483678555390814,0.233944944944945,0.267,1
"Contaminated","Galactose","Vitamin-free",2,1,1.689,0.522064700541563,0.272551551551552,0.311,1
"Contaminated","Galactose_F","Erythritol",2,1,1.548,0.584840181620619,0.342038038038038,0.452,1
"Contaminated","Galactose_F","Glucose",0,1,0,0,0,0,3
"Contaminated","Galactose_F","Growth at 37°C",2,1,1.331,0.651047511985771,0.423862862862863,0.669,1
"Contaminated","Galactose_F","Inulin",2,1,1.61,0.556965178633467,0.31021021021021,0.39,1
"Contaminated","Galactose_F","Lactose",2,1,1.62,0.551274798901513,0.303903903903904,0.38,1
"Contaminated","Galactose_F","Lactose_F",2,1,1.674,0.517679429755512,0.267991991991992,0.326,1
"Contaminated","Galactose_F","Melibiose",2,1,1.628,0.56207822581197,0.315931931931932,0.372,1
"Contaminated","Galactose_F","Methanol",2,1,1.597,0.576995601303792,0.332923923923924,0.403,1
"Contaminated","Galactose_F","Methyl-?-D-glucoside",2,1,1.399,0.645147436804344,0.416215215215215,0.601,1
"Contaminated","Galactose_F","Nitrate",2,1,1.533,0.584168000024182,0.341252252252252,0.467,1
"Contaminated","Galactose_F","Raffinose_F",2,1,1.574,0.576937480891003,0.332856856856857,0.426,1
"Contaminated","Galactose_F","Starch formation",2,1,1.578,0.571176191942768,0.326242242242242,0.422,1
"Contaminated","Galactose_F","Vitamin-free",2,1,1.53,0.604537397904766,0.365465465465465,0.47,1
"Contaminated","Glucose","2-Keto-D-gluconate",1,0.893,0.908,0.54574154490366,0.297833833833834,0.092,3
"Contaminated","Glucose","Cellobiose",0,0.886,0.116,0.326574112033778,0.106650650650651,-0.116,3
"Contaminated","Glucose","Citrate",1,0.964,0.812,0.474216069825645,0.224880880880881,0.188,3
"Contaminated","Glucose","D-Arabinose",0,0.722,0.292,0.484738043659636,0.234970970970971,-0.292,3
"Contaminated","Glucose","D-Glucitol",0,0.925,0.076,0.26887970599563,0.0722962962962963,-0.076,3
"Contaminated","Glucose","D-Gluconate",1,0.963,0.867,0.435316552063554,0.1895005005005,0.133,3
"Contaminated","Glucose","D-Glucosamine",0,0.777,0.244,0.476120458172814,0.226690690690691,-0.244,3
"Contaminated","Glucose","D-Mannitol",0,0.955,0.046,0.21431269194784,0.0459299299299299,-0.046,3
"Contaminated","Glucose","D-Ribose",1,0.941,0.954,0.402549433046484,0.162046046046046,0.046,3
"Contaminated","Glucose","D-Xylose",0,0.903,0.104,0.327553493785811,0.107291291291291,-0.104,3
"Contaminated","Glucose","DL-Lactate",0,0.778,0.233,0.448231984481152,0.200911911911912,-0.233,3
"Contaminated","Glucose","Erythritol",2,1,1.826,0.399854828511403,0.159883883883884,0.174,1
"Contaminated","Glucose","Ethanol",0,0.951,0.049,0.215976030257169,0.0466456456456456,-0.049,3
"Contaminated","Glucose","Galactitol",1,0.879,1.094,0.37323357740603,0.139303303303303,-0.0940000000000001,3
"Contaminated","Glucose","Galactose",0,0.882,0.121,0.33536766610911,0.112471471471471,-0.121,3
"Contaminated","Glucose","Glycerol",1,0.996,0.667,0.479938893340956,0.230341341341341,0.333,3
"Contaminated","Glucose","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Glucose","Growth at 25°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Contaminated","Glucose","Growth at 30°C",0,0.966,0.034,0.181319819316248,0.0328768768768769,-0.034,3
"Contaminated","Glucose","Growth at 37°C",2,1,1.56,0.576829899305447,0.332732732732733,0.44,1
"Contaminated","Glucose","Inulin",2,1,1.891,0.324382835896452,0.105224224224224,0.109,1
"Contaminated","Glucose","L-Arabinose",1,0.933,0.988,0.382102083221228,0.146002002002002,0.012,3
"Contaminated","Glucose","L-Rhamnose",1,0.782,1.128,0.540285024693363,0.291907907907908,-0.128,3
"Contaminated","Glucose","L-Sorbose",1,0.953,0.86,0.463265166632043,0.214614614614615,0.14,3
"Contaminated","Glucose","Lactose",2,1,1.906,0.302084847775017,0.0912552552552553,0.0940000000000001,1
"Contaminated","Glucose","Maltose",0,0.849,0.155,0.372980045195603,0.139114114114114,-0.155,3
"Contaminated","Glucose","Melezitose",1,0.946,0.917,0.429296279153798,0.184295295295295,0.083,3
"Contaminated","Glucose","Melibiose",2,1,1.908,0.309243644448243,0.0956316316316316,0.0920000000000001,1
"Contaminated","Glucose","Methanol",2,1,1.885,0.328455298150118,0.107882882882883,0.115,1
"Contaminated","Glucose","Methyl-?-D-glucoside",2,1,1.637,0.541779036623349,0.293524524524525,0.363,1
"Contaminated","Glucose","myo-Inositol",1,0.875,1.106,0.364550266625738,0.132896896896897,-0.106,3
"Contaminated","Glucose","Nitrate",2,1,1.804,0.412011836909759,0.169753753753754,0.196,1
"Contaminated","Glucose","Raffinose",1,0.923,0.982,0.414545350773408,0.171847847847848,0.018,3
"Contaminated","Glucose","Ribitol",0,0.848,0.158,0.381026483569294,0.145181181181181,-0.158,3
"Contaminated","Glucose","Salicin",0,0.89,0.114,0.330322740835555,0.109113113113113,-0.114,3
"Contaminated","Glucose","Soluble Starch",0,0.684,0.334,0.508628255902779,0.258702702702703,-0.334,3
"Contaminated","Glucose","Starch formation",2,1,1.846,0.369351350911866,0.13642042042042,0.154,1
"Contaminated","Glucose","Succinate",0,0.948,0.052,0.222138122224316,0.0493453453453453,-0.052,3
"Contaminated","Glucose","Sucrose",1,0.975,0.819,0.445463171808217,0.198437437437437,0.181,3
"Contaminated","Glucose","Trehalose",0,0.916,0.085,0.282586013197495,0.0798548548548549,-0.085,3
"Contaminated","Glucose","Vitamin-free",2,1,1.798,0.428228186110372,0.183379379379379,0.202,1
"Contaminated","Glucose_F","Erythritol",2,1,1.71,0.504137039061954,0.254154154154154,0.29,1
"Contaminated","Glucose_F","Glucose",0,1,0,0,0,0,3
"Contaminated","Glucose_F","Growth at 37°C",2,1,1.473,0.616157975401318,0.379650650650651,0.527,1
"Contaminated","Glucose_F","Inulin",2,1,1.777,0.446621171095225,0.19947047047047,0.223,1
"Contaminated","Glucose_F","Lactose",2,1,1.791,0.437619138647421,0.191510510510511,0.209,1
"Contaminated","Glucose_F","Lactose_F",2,1,1.847,0.371118213954434,0.137728728728729,0.153,1
"Contaminated","Glucose_F","Melibiose",2,1,1.793,0.438569656204511,0.192343343343343,0.207,1
"Contaminated","Glucose_F","Methanol",2,1,1.769,0.458092620382438,0.209848848848849,0.231,1
"Contaminated","Glucose_F","Methyl-?-D-glucoside",2,1,1.537,0.599157733814719,0.35898998998999,0.463,1
"Contaminated","Glucose_F","Nitrate",2,1,1.692,0.499385007169203,0.249385385385385,0.308,1
"Contaminated","Glucose_F","Raffinose_F",2,1,1.746,0.466585149465456,0.217701701701702,0.254,1
"Contaminated","Glucose_F","Starch formation",2,1,1.733,0.483678555390814,0.233944944944945,0.267,1
"Contaminated","Glucose_F","Vitamin-free",2,1,1.692,0.507339524769551,0.257393393393393,0.308,1
"Contaminated","Glycerol","Erythritol",1,0.712,1.209,0.568895985785313,0.323642642642643,-0.209,3
"Contaminated","Glycerol","Growth at 37°C",1,0.802,1.01,0.621519337017189,0.386286286286286,-0.01,3
"Contaminated","Glycerol","Nitrate",1,0.733,1.18,0.567381636926965,0.321921921921922,-0.18,3
"Contaminated","Glycerol","Starch formation",1,0.714,1.214,0.559031767001229,0.312516516516517,-0.214,3
"Contaminated","Glycerol","Vitamin-free",1,0.735,1.174,0.571007924682355,0.32605005005005,-0.174,3
"Contaminated","Growth at 19°C","Growth at 37°C",2,1,1.559,0.576933143311989,0.332851851851852,0.441,1
"Contaminated","Growth at 25°C","Growth at 37°C",2,1,1.558,0.578766767334624,0.334970970970971,0.442,1
"Contaminated","Growth at 30°C","Growth at 37°C",2,1,1.538,0.59237395866708,0.350906906906907,0.462,1
"Contaminated","Inulin","2-Keto-D-gluconate",0,0.952,0.05,0.227049667587406,0.0515515515515515,-0.05,3
"Contaminated","Inulin","Cellobiose",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Contaminated","Inulin","Citrate",0,0.961,0.039,0.193691808077979,0.0375165165165165,-0.039,3
"Contaminated","Inulin","D-Arabinose",0,0.983,0.017,0.129335717138491,0.0167277277277277,-0.017,3
"Contaminated","Inulin","D-Glucitol",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Contaminated","Inulin","D-Gluconate",0,0.96,0.04,0.196057232558349,0.0384384384384384,-0.04,3
"Contaminated","Inulin","D-Glucosamine",0,0.978,0.022,0.146756729104793,0.0215375375375375,-0.022,3
"Contaminated","Inulin","D-Mannitol",0,0.998,0.002,0.0446989708829856,0.001997997997998,-0.002,3
"Contaminated","Inulin","D-Ribose",0,0.958,0.042,0.200689502157627,0.0402762762762763,-0.042,3
"Contaminated","Inulin","D-Xylose",0,0.992,0.008,0.0891288053546324,0.00794394394394394,-0.008,3
"Contaminated","Inulin","DL-Lactate",0,0.983,0.017,0.129335717138491,0.0167277277277277,-0.017,3
"Contaminated","Inulin","Erythritol",0,0.902,0.102,0.315746252069119,0.0996956956956957,-0.102,3
"Contaminated","Inulin","Ethanol",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Inulin","Galactitol",0,0.949,0.053,0.2329060867501,0.0542452452452452,-0.053,3
"Contaminated","Inulin","Galactose",0,0.988,0.012,0.108939744206914,0.0118678678678679,-0.012,3
"Contaminated","Inulin","Glycerol",0,0.967,0.033,0.178725887724591,0.0319429429429429,-0.033,3
"Contaminated","Inulin","Growth at 19°C",0,1,0,0,0,0,3
"Contaminated","Inulin","Growth at 25°C",0,1,0,0,0,0,3
"Contaminated","Inulin","Growth at 30°C",0,1,0,0,0,0,3
"Contaminated","Inulin","Growth at 37°C",0,0.916,0.088,0.297227765096642,0.0883443443443443,-0.088,3
"Contaminated","Inulin","L-Arabinose",0,0.954,0.048,0.223037543354803,0.0497457457457457,-0.048,3
"Contaminated","Inulin","L-Rhamnose",0,0.929,0.073,0.267848357737625,0.0717427427427427,-0.073,3
"Contaminated","Inulin","L-Sorbose",0,0.955,0.045,0.207407854282373,0.043018018018018,-0.045,3
"Contaminated","Inulin","Lactose",0,0.901,0.103,0.317003929772947,0.100491491491491,-0.103,3
"Contaminated","Inulin","Maltose",0,0.986,0.014,0.117549214450024,0.0138178178178178,-0.014,3
"Contaminated","Inulin","Melezitose",0,0.959,0.041,0.198389410902796,0.0393583583583584,-0.041,3
"Contaminated","Inulin","Melibiose",0,0.897,0.106,0.3175922934595,0.100864864864865,-0.106,3
"Contaminated","Inulin","Methanol",0,0.905,0.099,0.31192354238867,0.0972962962962963,-0.099,3
"Contaminated","Inulin","Methyl-?-D-glucoside",0,0.916,0.087,0.292432071627783,0.0855165165165165,-0.087,3
"Contaminated","Inulin","myo-Inositol",0,0.948,0.052,0.222138122224316,0.0493453453453453,-0.052,3
"Contaminated","Inulin","Nitrate",0,0.901,0.102,0.312559904168295,0.0976936936936937,-0.102,3
"Contaminated","Inulin","Raffinose",0,0.948,0.052,0.222138122224316,0.0493453453453453,-0.052,3
"Contaminated","Inulin","Ribitol",0,0.987,0.013,0.113330683593826,0.0128438438438438,-0.013,3
"Contaminated","Inulin","Salicin",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Contaminated","Inulin","Soluble Starch",0,0.975,0.025,0.156203071030628,0.0243993993993994,-0.025,3
"Contaminated","Inulin","Starch formation",0,0.903,0.101,0.314480361704667,0.0988978978978979,-0.101,3
"Contaminated","Inulin","Succinate",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Inulin","Sucrose",0,0.96,0.04,0.196057232558349,0.0384384384384384,-0.04,3
"Contaminated","Inulin","Trehalose",0,0.993,0.007,0.0834143750078963,0.00695795795795796,-0.007,3
"Contaminated","Inulin","Vitamin-free",0,0.911,0.093,0.304045133892065,0.0924434434434434,-0.093,3
"Contaminated","L-Arabinose","Erythritol",1,0.934,0.902,0.469698431567124,0.220616616616617,0.098,3
"Contaminated","L-Arabinose","Growth at 37°C",1,0.954,0.747,0.530351083973883,0.281272272272272,0.253,3
"Contaminated","L-Arabinose","Methanol",1,0.93,0.938,0.445369907329126,0.198354354354354,0.0620000000000001,3
"Contaminated","L-Arabinose","Nitrate",1,0.931,0.89,0.485938407759807,0.236136136136136,0.11,3
"Contaminated","L-Arabinose","Starch formation",1,0.931,0.918,0.462049228426463,0.213489489489489,0.082,3
"Contaminated","L-Arabinose","Vitamin-free",1,0.936,0.887,0.477974329289199,0.228459459459459,0.113,3
"Contaminated","L-Rhamnose","Erythritol",1,0.918,0.823,0.556759356437753,0.309980980980981,0.177,3
"Contaminated","L-Rhamnose","Growth at 37°C",1,0.943,0.728,0.558863425470238,0.312328328328328,0.272,3
"Contaminated","L-Rhamnose","Methanol",1,0.919,0.833,0.549010393719839,0.301412412412412,0.167,3
"Contaminated","L-Rhamnose","Nitrate",1,0.93,0.809,0.542967599230206,0.294813813813814,0.191,3
"Contaminated","L-Rhamnose","Starch formation",1,0.921,0.824,0.550751602201326,0.303327327327327,0.176,3
"Contaminated","L-Rhamnose","Vitamin-free",1,0.926,0.81,0.54972920806721,0.302202202202202,0.19,3
"Contaminated","L-Sorbose","Erythritol",1,0.839,1.022,0.547554395303166,0.299815815815816,-0.022,3
"Contaminated","L-Sorbose","Growth at 37°C",1,0.891,0.847,0.589863491783429,0.347938938938939,0.153,3
"Contaminated","L-Sorbose","Methanol",1,0.837,1.06,0.512506256218071,0.262662662662663,-0.0600000000000001,3
"Contaminated","L-Sorbose","Nitrate",1,0.841,1.011,0.554243796705192,0.307186186186186,-0.0109999999999999,3
"Contaminated","L-Sorbose","Starch formation",1,0.843,1.04,0.522180689678078,0.272672672672673,-0.04,3
"Contaminated","L-Sorbose","Vitamin-free",1,0.846,1.008,0.547938168260102,0.300236236236236,-0.00800000000000001,3
"Contaminated","Lactose","2-Keto-D-gluconate",0,0.945,0.055,0.228094337998616,0.052027027027027,-0.055,3
"Contaminated","Lactose","Cellobiose",0,0.995,0.005,0.0705689732104696,0.00497997997997998,-0.005,3
"Contaminated","Lactose","Citrate",0,0.966,0.034,0.181319819316248,0.0328768768768769,-0.034,3
"Contaminated","Lactose","D-Arabinose",0,0.985,0.015,0.121613279660528,0.0147897897897898,-0.015,3
"Contaminated","Lactose","D-Glucitol",0,0.998,0.002,0.0446989708829856,0.001997997997998,-0.002,3
"Contaminated","Lactose","D-Gluconate",0,0.967,0.033,0.178725887724591,0.0319429429429429,-0.033,3
"Contaminated","Lactose","D-Glucosamine",0,0.988,0.013,0.121843530176394,0.0148458458458458,-0.013,3
"Contaminated","Lactose","D-Mannitol",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Contaminated","Lactose","D-Ribose",0,0.962,0.038,0.191291904148065,0.0365925925925926,-0.038,3
"Contaminated","Lactose","D-Xylose",0,0.994,0.006,0.0772655807586403,0.00596996996996997,-0.006,3
"Contaminated","Lactose","DL-Lactate",0,0.985,0.015,0.121613279660528,0.0147897897897898,-0.015,3
"Contaminated","Lactose","Erythritol",0,0.917,0.086,0.291013210505449,0.0846886886886887,-0.086,3
"Contaminated","Lactose","Ethanol",0,0.996,0.004,0.0631505185092568,0.00398798798798799,-0.004,3
"Contaminated","Lactose","Galactitol",0,0.954,0.046,0.209589904165081,0.0439279279279279,-0.046,3
"Contaminated","Lactose","Glycerol",0,0.979,0.021,0.143455845400526,0.0205795795795796,-0.021,3
"Contaminated","Lactose","Growth at 19°C",0,0.999,0.001,0.0316227766016838,0.001,-0.001,3
"Contaminated","Lactose","Growth at 25°C",0,1,0,0,0,0,3
"Contaminated","Lactose","Growth at 30°C",0,0.997,0.003,0.054717401199198,0.00299399399399399,-0.003,3
"Contaminated","Lactose","Growth at 37°C",0,0.93,0.072,0.266245914310223,0.0708868868868869,-0.072,3
"Contaminated","Lactose","L-Arabinose",0,0.958,0.043,0.207832129840875,0.0431941941941942,-0.043,3
"Contaminated","Lactose","L-Rhamnose",0,0.939,0.062,0.245389926884166,0.0602162162162162,-0.062,3
"Contaminated","Lactose","L-Sorbose",0,0.967,0.033,0.178725887724591,0.0319429429429429,-0.033,3
"Contaminated","Lactose","Maltose",0,0.988,0.012,0.108939744206914,0.0118678678678679,-0.012,3
"Contaminated","Lactose","Melezitose",0,0.957,0.044,0.210019304132044,0.0441081081081081,-0.044,3
"Contaminated","Lactose","Methanol",0,0.913,0.089,0.291828998155023,0.0851641641641642,-0.089,3
"Contaminated","Lactose","Methyl-?-D-glucoside",0,0.92,0.08,0.271428947744476,0.0736736736736737,-0.08,3
"Contaminated","Lactose","myo-Inositol",0,0.951,0.05,0.222597281091997,0.0495495495495495,-0.05,3
"Contaminated","Lactose","Nitrate",0,0.918,0.085,0.289583940954706,0.0838588588588589,-0.085,3
