"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN"
"Contaminated","Cellobiose","D-Xylose",0,0.989
"Contaminated","Cellobiose","L-Arabinose",1,1
"Contaminated","Cellobiose","D-Arabinose",0,0.986
"Contaminated","Cellobiose","D-Ribose",1,1
"Contaminated","Cellobiose","Methanol",2,1
"Contaminated","Cellobiose","Ethanol",0,0.996
"Contaminated","Cellobiose","Glycerol",1,1
"Contaminated","Cellobiose","Erythritol",2,1
"Contaminated","Cellobiose","Ribitol",0,0.987
"Contaminated","Cellobiose","Galactitol",1,1
"Contaminated","Cellobiose","D-Mannitol",0,0.997
"Contaminated","Cellobiose","D-Glucitol",0,0.992
"Contaminated","Cellobiose","myo-Inositol",1,0.999
"Contaminated","Cellobiose","DL-Lactate",0,0.986
"Contaminated","Cellobiose","Succinate",0,0.999
"Contaminated","Cellobiose","Citrate",1,1
"Contaminated","Cellobiose","D-Gluconate",1,1
"Contaminated","Cellobiose","D-Glucosamine",0,0.988
"Contaminated","Cellobiose","Nitrate",2,1
"Contaminated","Cellobiose","Vitamin-free",2,1
"Contaminated","Cellobiose","2-Keto-D-gluconate",1,1
"Contaminated","Cellobiose","Starch formation",2,1
"Contaminated","Cellobiose","Growth at 19°C",0,1
"Contaminated","Cellobiose","Growth at 25°C",0,1
"Contaminated","Cellobiose","Growth at 30°C",0,0.999
"Contaminated","Cellobiose","Growth at 37°C",0,0.923
"Contaminated","Salicin","L-Sorbose",1,1
"Contaminated","Salicin","L-Rhamnose",1,0.998
"Contaminated","Salicin","D-Xylose",0,0.995
"Contaminated","Salicin","L-Arabinose",1,1
"Contaminated","Salicin","D-Arabinose",0,0.981
"Contaminated","Salicin","D-Ribose",1,1
"Contaminated","Salicin","Methanol",2,1
"Contaminated","Salicin","Ethanol",0,1
"Contaminated","Salicin","Glycerol",1,1
"Contaminated","Salicin","Erythritol",2,1
"Contaminated","Salicin","Ribitol",0,0.988
"Contaminated","Salicin","Galactitol",1,0.999
"Contaminated","Salicin","D-Mannitol",0,0.995
"Contaminated","Salicin","D-Glucitol",0,0.997
"Contaminated","Salicin","myo-Inositol",1,0.999
"Contaminated","Salicin","DL-Lactate",0,0.982
"Contaminated","Salicin","Succinate",0,0.998
"Contaminated","Salicin","Citrate",1,1
"Contaminated","Salicin","D-Gluconate",1,1
"Contaminated","Salicin","D-Glucosamine",0,0.98
"Contaminated","Salicin","Nitrate",2,1
"Contaminated","Salicin","Vitamin-free",2,1
"Contaminated","Salicin","2-Keto-D-gluconate",1,1
"Contaminated","Salicin","Starch formation",2,1
"Contaminated","Salicin","Growth at 19°C",0,1
"Contaminated","Salicin","Growth at 25°C",0,1
"Contaminated","Salicin","Growth at 30°C",0,0.998
"Contaminated","Salicin","Growth at 37°C",0,0.91
"Contaminated","L-Sorbose","D-Xylose",0,0.944
"Contaminated","L-Sorbose","D-Arabinose",0,0.828
"Contaminated","L-Sorbose","Ethanol",0,0.971
"Contaminated","L-Sorbose","Ribitol",0,0.914
"Contaminated","L-Sorbose","D-Mannitol",0,0.972
"Contaminated","L-Sorbose","D-Glucitol",0,0.957
"Contaminated","L-Sorbose","DL-Lactate",0,0.865
"Contaminated","L-Sorbose","Succinate",0,0.969
"Contaminated","L-Sorbose","D-Glucosamine",0,0.868
"Contaminated","L-Sorbose","Growth at 19°C",0,1
"Contaminated","L-Sorbose","Growth at 25°C",0,0.998
"Contaminated","L-Sorbose","Growth at 30°C",0,0.98
"Contaminated","L-Rhamnose","D-Xylose",0,0.956
"Contaminated","L-Rhamnose","D-Arabinose",0,0.891
"Contaminated","L-Rhamnose","Ethanol",0,0.982
"Contaminated","L-Rhamnose","Ribitol",0,0.941
"Contaminated","L-Rhamnose","D-Mannitol",0,0.978
"Contaminated","L-Rhamnose","D-Glucitol",0,0.967
"Contaminated","L-Rhamnose","DL-Lactate",0,0.912
"Contaminated","L-Rhamnose","Succinate",0,0.977
"Contaminated","L-Rhamnose","D-Glucosamine",0,0.9
"Contaminated","L-Rhamnose","Growth at 19°C",0,0.999
"Contaminated","L-Rhamnose","Growth at 25°C",0,0.998
"Contaminated","L-Rhamnose","Growth at 30°C",0,0.991
"Contaminated","D-Xylose","L-Arabinose",1,1
"Contaminated","D-Xylose","D-Arabinose",0,0.976
"Contaminated","D-Xylose","D-Ribose",1,1
"Contaminated","D-Xylose","Methanol",2,1
"Contaminated","D-Xylose","Ethanol",0,0.996
"Contaminated","D-Xylose","Glycerol",1,1
"Contaminated","D-Xylose","Erythritol",2,1
"Contaminated","D-Xylose","Ribitol",0,0.992
"Contaminated","D-Xylose","Galactitol",1,1
"Contaminated","D-Xylose","D-Mannitol",0,0.999
"Contaminated","D-Xylose","D-Glucitol",0,0.994
"Contaminated","D-Xylose","myo-Inositol",1,1
"Contaminated","D-Xylose","DL-Lactate",0,0.985
"Contaminated","D-Xylose","Succinate",0,0.997
"Contaminated","D-Xylose","Citrate",1,1
"Contaminated","D-Xylose","D-Gluconate",1,1
"Contaminated","D-Xylose","D-Glucosamine",0,0.988
"Contaminated","D-Xylose","Nitrate",2,1
"Contaminated","D-Xylose","Vitamin-free",2,1
"Contaminated","D-Xylose","2-Keto-D-gluconate",1,0.998
"Contaminated","D-Xylose","Starch formation",2,1
"Contaminated","D-Xylose","Growth at 19°C",0,1
"Contaminated","D-Xylose","Growth at 25°C",0,1
"Contaminated","D-Xylose","Growth at 30°C",0,1
"Contaminated","D-Xylose","Growth at 37°C",0,0.928
"Contaminated","L-Arabinose","D-Arabinose",0,0.805
"Contaminated","L-Arabinose","Ethanol",0,0.968
"Contaminated","L-Arabinose","Ribitol",0,0.9
"Contaminated","L-Arabinose","D-Mannitol",0,0.968
"Contaminated","L-Arabinose","D-Glucitol",0,0.949
"Contaminated","L-Arabinose","DL-Lactate",0,0.852
"Contaminated","L-Arabinose","Succinate",0,0.967
"Contaminated","L-Arabinose","D-Glucosamine",0,0.839
"Contaminated","L-Arabinose","Growth at 19°C",0,1
"Contaminated","L-Arabinose","Growth at 25°C",0,0.999
"Contaminated","L-Arabinose","Growth at 30°C",0,0.975
"Contaminated","D-Arabinose","D-Ribose",1,0.999
"Contaminated","D-Arabinose","Methanol",2,1
"Contaminated","D-Arabinose","Ethanol",0,0.994
"Contaminated","D-Arabinose","Glycerol",1,1
"Contaminated","D-Arabinose","Erythritol",2,1
"Contaminated","D-Arabinose","Ribitol",0,0.971
"Contaminated","D-Arabinose","Galactitol",1,0.996
"Contaminated","D-Arabinose","D-Mannitol",0,0.994
"Contaminated","D-Arabinose","D-Glucitol",0,0.991
"Contaminated","D-Arabinose","myo-Inositol",1,0.998
"Contaminated","D-Arabinose","DL-Lactate",0,0.971
"Contaminated","D-Arabinose","Succinate",0,0.989
"Contaminated","D-Arabinose","Citrate",1,1
"Contaminated","D-Arabinose","D-Gluconate",1,0.999
"Contaminated","D-Arabinose","D-Glucosamine",0,0.963
"Contaminated","D-Arabinose","Nitrate",2,1
"Contaminated","D-Arabinose","Vitamin-free",2,1
"Contaminated","D-Arabinose","2-Keto-D-gluconate",1,0.998
"Contaminated","D-Arabinose","Starch formation",2,1
"Contaminated","D-Arabinose","Growth at 19°C",0,1
"Contaminated","D-Arabinose","Growth at 25°C",0,1
"Contaminated","D-Arabinose","Growth at 30°C",0,0.993
"Contaminated","D-Arabinose","Growth at 37°C",0,0.786
"Contaminated","D-Ribose","Ethanol",0,0.969
"Contaminated","D-Ribose","Ribitol",0,0.904
"Contaminated","D-Ribose","D-Mannitol",0,0.97
"Contaminated","D-Ribose","D-Glucitol",0,0.947
"Contaminated","D-Ribose","DL-Lactate",0,0.857
"Contaminated","D-Ribose","Succinate",0,0.966
"Contaminated","D-Ribose","D-Glucosamine",0,0.848
"Contaminated","D-Ribose","Growth at 19°C",0,1
"Contaminated","D-Ribose","Growth at 25°C",0,0.998
"Contaminated","D-Ribose","Growth at 30°C",0,0.979
"Contaminated","Methanol","Ethanol",0,0.956
"Contaminated","Methanol","Ribitol",0,0.854
"Contaminated","Methanol","D-Mannitol",0,0.957
"Contaminated","Methanol","D-Glucitol",0,0.929
"Contaminated","Methanol","DL-Lactate",0,0.788
"Contaminated","Methanol","Succinate",0,0.952
"Contaminated","Methanol","D-Glucosamine",0,0.796
"Contaminated","Methanol","Growth at 19°C",0,0.999
"Contaminated","Methanol","Growth at 25°C",0,0.997
"Contaminated","Methanol","Growth at 30°C",0,0.966
"Contaminated","Ethanol","Glycerol",1,1
"Contaminated","Ethanol","Erythritol",2,1
"Contaminated","Ethanol","Ribitol",0,0.997
"Contaminated","Ethanol","Galactitol",1,1
"Contaminated","Ethanol","D-Mannitol",0,1
"Contaminated","Ethanol","D-Glucitol",0,0.999
"Contaminated","Ethanol","myo-Inositol",1,1
"Contaminated","Ethanol","DL-Lactate",0,0.991
"Contaminated","Ethanol","Succinate",0,0.998
"Contaminated","Ethanol","Citrate",1,1
"Contaminated","Ethanol","D-Gluconate",1,1
"Contaminated","Ethanol","D-Glucosamine",0,0.992
"Contaminated","Ethanol","Nitrate",2,1
"Contaminated","Ethanol","Vitamin-free",2,1
"Contaminated","Ethanol","2-Keto-D-gluconate",1,1
"Contaminated","Ethanol","Starch formation",2,1
"Contaminated","Ethanol","Growth at 19°C",0,1
"Contaminated","Ethanol","Growth at 25°C",0,1
"Contaminated","Ethanol","Growth at 30°C",0,0.999
"Contaminated","Ethanol","Growth at 37°C",0,0.966
"Contaminated","Glycerol","Ribitol",0,0.934
"Contaminated","Glycerol","D-Mannitol",0,0.98
"Contaminated","Glycerol","D-Glucitol",0,0.969
"Contaminated","Glycerol","DL-Lactate",0,0.902
"Contaminated","Glycerol","Succinate",0,0.975
"Contaminated","Glycerol","D-Glucosamine",0,0.899
"Contaminated","Glycerol","Growth at 19°C",0,1
"Contaminated","Glycerol","Growth at 25°C",0,0.998
"Contaminated","Glycerol","Growth at 30°C",0,0.988
"Contaminated","Erythritol","Ribitol",0,0.863
"Contaminated","Erythritol","D-Mannitol",0,0.958
"Contaminated","Erythritol","D-Glucitol",0,0.931
"Contaminated","Erythritol","DL-Lactate",0,0.799
"Contaminated","Erythritol","Succinate",0,0.954
"Contaminated","Erythritol","D-Glucosamine",0,0.8
"Contaminated","Erythritol","Growth at 19°C",0,1
"Contaminated","Erythritol","Growth at 25°C",0,0.997
"Contaminated","Erythritol","Growth at 30°C",0,0.968
"Contaminated","Ribitol","Galactitol",1,0.999
"Contaminated","Ribitol","D-Mannitol",0,0.994
"Contaminated","Ribitol","D-Glucitol",0,0.992
"Contaminated","Ribitol","myo-Inositol",1,0.999
"Contaminated","Ribitol","DL-Lactate",0,0.987
"Contaminated","Ribitol","Succinate",0,0.997
"Contaminated","Ribitol","Citrate",1,1
"Contaminated","Ribitol","D-Gluconate",1,1
"Contaminated","Ribitol","D-Glucosamine",0,0.975
"Contaminated","Ribitol","Nitrate",2,1
"Contaminated","Ribitol","Vitamin-free",2,1
"Contaminated","Ribitol","2-Keto-D-gluconate",1,0.999
"Contaminated","Ribitol","Starch formation",2,1
"Contaminated","Ribitol","Growth at 19°C",0,1
"Contaminated","Ribitol","Growth at 25°C",0,1
"Contaminated","Ribitol","Growth at 30°C",0,0.995
"Contaminated","Ribitol","Growth at 37°C",0,0.895
"Contaminated","Galactitol","D-Mannitol",0,0.963
"Contaminated","Galactitol","D-Glucitol",0,0.944
"Contaminated","Galactitol","DL-Lactate",0,0.838
"Contaminated","Galactitol","Succinate",0,0.962
"Contaminated","Galactitol","D-Glucosamine",0,0.829
"Contaminated","Galactitol","Growth at 19°C",0,1
"Contaminated","Galactitol","Growth at 25°C",0,0.998
"Contaminated","Galactitol","Growth at 30°C",0,0.974
"Contaminated","D-Mannitol","D-Glucitol",0,0.999
"Contaminated","D-Mannitol","myo-Inositol",1,1
"Contaminated","D-Mannitol","DL-Lactate",0,0.994
"Contaminated","D-Mannitol","Succinate",0,0.998
"Contaminated","D-Mannitol","Citrate",1,1
"Contaminated","D-Mannitol","D-Gluconate",1,1
"Contaminated","D-Mannitol","D-Glucosamine",0,0.998
"Contaminated","D-Mannitol","Nitrate",2,1
"Contaminated","D-Mannitol","Vitamin-free",2,1
"Contaminated","D-Mannitol","2-Keto-D-gluconate",1,1
"Contaminated","D-Mannitol","Starch formation",2,1
"Contaminated","D-Mannitol","Growth at 19°C",0,1
"Contaminated","D-Mannitol","Growth at 25°C",0,1
"Contaminated","D-Mannitol","Growth at 30°C",0,0.999
"Contaminated","D-Mannitol","Growth at 37°C",0,0.968
"Contaminated","D-Glucitol","myo-Inositol",1,1
"Contaminated","D-Glucitol","DL-Lactate",0,0.986
"Contaminated","D-Glucitol","Succinate",0,0.999
"Contaminated","D-Glucitol","Citrate",1,1
"Contaminated","D-Glucitol","D-Gluconate",1,1
"Contaminated","D-Glucitol","D-Glucosamine",0,0.992
"Contaminated","D-Glucitol","Nitrate",2,1
"Contaminated","D-Glucitol","Vitamin-free",2,1
"Contaminated","D-Glucitol","2-Keto-D-gluconate",1,1
"Contaminated","D-Glucitol","Starch formation",2,1
"Contaminated","D-Glucitol","Growth at 19°C",0,1
"Contaminated","D-Glucitol","Growth at 25°C",0,1
"Contaminated","D-Glucitol","Growth at 30°C",0,0.997
"Contaminated","D-Glucitol","Growth at 37°C",0,0.941
"Contaminated","myo-Inositol","DL-Lactate",0,0.835
"Contaminated","myo-Inositol","Succinate",0,0.963
"Contaminated","myo-Inositol","D-Glucosamine",0,0.828
"Contaminated","myo-Inositol","Growth at 19°C",0,1
"Contaminated","myo-Inositol","Growth at 25°C",0,0.998
"Contaminated","myo-Inositol","Growth at 30°C",0,0.974
"Contaminated","DL-Lactate","Succinate",0,0.994
"Contaminated","DL-Lactate","Citrate",1,1
"Contaminated","DL-Lactate","D-Gluconate",1,1
"Contaminated","DL-Lactate","D-Glucosamine",0,0.971
"Contaminated","DL-Lactate","Nitrate",2,1
"Contaminated","DL-Lactate","Vitamin-free",2,1
"Contaminated","DL-Lactate","2-Keto-D-gluconate",1,1
"Contaminated","DL-Lactate","Starch formation",2,1
"Contaminated","DL-Lactate","Growth at 19°C",0,1
"Contaminated","DL-Lactate","Growth at 25°C",0,1
"Contaminated","DL-Lactate","Growth at 30°C",0,0.994
"Contaminated","DL-Lactate","Growth at 37°C",0,0.823
"Contaminated","Succinate","Citrate",1,1
"Contaminated","Succinate","D-Gluconate",1,1
"Contaminated","Succinate","D-Glucosamine",0,0.995
"Contaminated","Succinate","Nitrate",2,1
"Contaminated","Succinate","Vitamin-free",2,1
"Contaminated","Succinate","2-Keto-D-gluconate",1,1
"Contaminated","Succinate","Starch formation",2,1
"Contaminated","Succinate","Growth at 19°C",0,1
"Contaminated","Succinate","Growth at 25°C",0,1
"Contaminated","Succinate","Growth at 30°C",0,0.999
"Contaminated","Succinate","Growth at 37°C",0,0.965
"Contaminated","Citrate","D-Glucosamine",0,0.881
"Contaminated","Citrate","Growth at 19°C",0,1
"Contaminated","Citrate","Growth at 25°C",0,0.998
"Contaminated","Citrate","Growth at 30°C",0,0.982
"Contaminated","D-Gluconate","D-Glucosamine",0,0.862
"Contaminated","D-Gluconate","Growth at 19°C",0,1
"Contaminated","D-Gluconate","Growth at 25°C",0,0.999
"Contaminated","D-Gluconate","Growth at 30°C",0,0.982
"Contaminated","D-Glucosamine","Nitrate",2,1
"Contaminated","D-Glucosamine","Vitamin-free",2,1
"Contaminated","D-Glucosamine","2-Keto-D-gluconate",1,0.999
"Contaminated","D-Glucosamine","Starch formation",2,1
"Contaminated","D-Glucosamine","Growth at 19°C",0,1
"Contaminated","D-Glucosamine","Growth at 25°C",0,0.999
"Contaminated","D-Glucosamine","Growth at 30°C",0,0.998
"Contaminated","D-Glucosamine","Growth at 37°C",0,0.823
"Contaminated","Nitrate","Growth at 19°C",0,0.999
"Contaminated","Nitrate","Growth at 25°C",0,0.998
"Contaminated","Nitrate","Growth at 30°C",0,0.975
"Contaminated","Vitamin-free","Growth at 19°C",0,0.999
"Contaminated","Vitamin-free","Growth at 25°C",0,0.997
"Contaminated","Vitamin-free","Growth at 30°C",0,0.967
"Contaminated","2-Keto-D-gluconate","Growth at 19°C",0,1
"Contaminated","2-Keto-D-gluconate","Growth at 25°C",0,0.999
"Contaminated","2-Keto-D-gluconate","Growth at 30°C",0,0.992
"Contaminated","Starch formation","Growth at 19°C",0,0.999
"Contaminated","Starch formation","Growth at 25°C",0,0.998
"Contaminated","Starch formation","Growth at 30°C",0,0.971
"Contaminated","Growth at 19°C","Growth at 25°C",0,1
"Contaminated","Growth at 19°C","Growth at 30°C",0,1
"Contaminated","Growth at 19°C","Growth at 37°C",0,0.999
"Contaminated","Growth at 25°C","Growth at 30°C",0,1
"Contaminated","Growth at 25°C","Growth at 37°C",0,0.998
"Contaminated","Growth at 30°C","Growth at 37°C",0,0.978
"Plant.Pathogen","Glucose_F","Glucose",0,1
"Plant.Pathogen","Glucose_F","Growth at 19°C",0,0.965
"Plant.Pathogen","Galactose_F","Glucose",0,1
"Plant.Pathogen","Galactose_F","Growth at 19°C",0,0.942
"Plant.Pathogen","Sucrose_F","Glucose",0,1
"Plant.Pathogen","Sucrose_F","Growth at 19°C",0,0.932
"Plant.Pathogen","Maltose_F","Glucose",0,1
"Plant.Pathogen","Maltose_F","Growth at 19°C",0,0.928
"Plant.Pathogen","Lactose_F","Glucose",0,1
"Plant.Pathogen","Lactose_F","Growth at 19°C",0,0.921
"Plant.Pathogen","Raffinose_F","Glucose",0,1
"Plant.Pathogen","Raffinose_F","Growth at 19°C",0,0.931
"Plant.Pathogen","Trehalose_F","Glucose",0,1
"Plant.Pathogen","Trehalose_F","Growth at 19°C",0,0.932
"Plant.Pathogen","Glucose","Inulin",12,1
"Plant.Pathogen","Glucose","Sucrose",5,1
"Plant.Pathogen","Glucose","Raffinose",10,1
"Plant.Pathogen","Glucose","Melibiose",18,1
"Plant.Pathogen","Glucose","Galactose",10,1
"Plant.Pathogen","Glucose","Lactose",18,1
"Plant.Pathogen","Glucose","Trehalose",6,1
"Plant.Pathogen","Glucose","Maltose",8,1
"Plant.Pathogen","Glucose","Melezitose",9,1
"Plant.Pathogen","Glucose","Methyl-?-D-glucoside",10,1
"Plant.Pathogen","Glucose","Soluble Starch",11,1
"Plant.Pathogen","Glucose","Cellobiose",6,1
"Plant.Pathogen","Glucose","Salicin",8,1
"Plant.Pathogen","Glucose","L-Sorbose",8,1
"Plant.Pathogen","Glucose","L-Rhamnose",17,1
"Plant.Pathogen","Glucose","D-Xylose",4,1
"Plant.Pathogen","Glucose","L-Arabinose",12,1
"Plant.Pathogen","Glucose","D-Arabinose",12,1
"Plant.Pathogen","Glucose","D-Ribose",15,1
"Plant.Pathogen","Glucose","Methanol",18,1
"Plant.Pathogen","Glucose","Ethanol",8,1
"Plant.Pathogen","Glucose","Glycerol",4,1
"Plant.Pathogen","Glucose","Erythritol",17,1
"Plant.Pathogen","Glucose","Ribitol",8,1
"Plant.Pathogen","Glucose","Galactitol",15,1
"Plant.Pathogen","Glucose","D-Mannitol",4,1
"Plant.Pathogen","Glucose","D-Glucitol",6,1
"Plant.Pathogen","Glucose","myo-Inositol",18,1
"Plant.Pathogen","Glucose","DL-Lactate",8,1
"Plant.Pathogen","Glucose","Succinate",4,1
"Plant.Pathogen","Glucose","Citrate",7,1
"Plant.Pathogen","Glucose","D-Gluconate",12,1
"Plant.Pathogen","Glucose","D-Glucosamine",14,1
"Plant.Pathogen","Glucose","Nitrate",12,1
"Plant.Pathogen","Glucose","Vitamin-free",17,1
"Plant.Pathogen","Glucose","2-Keto-D-gluconate",13,1
"Plant.Pathogen","Glucose","Starch formation",13,1
"Plant.Pathogen","Glucose","Growth at 19°C",0,1
"Plant.Pathogen","Glucose","Growth at 25°C",3,1
"Plant.Pathogen","Glucose","Growth at 30°C",7,1
"Plant.Pathogen","Glucose","Growth at 37°C",0,1
"Plant.Pathogen","Inulin","Growth at 19°C",0,0.936
"Plant.Pathogen","Sucrose","Growth at 19°C",0,0.968
"Plant.Pathogen","Raffinose","Growth at 19°C",0,0.949
"Plant.Pathogen","Melibiose","Growth at 19°C",0,0.921
"Plant.Pathogen","Galactose","Growth at 19°C",0,0.949
"Plant.Pathogen","Lactose","Growth at 19°C",0,0.922
"Plant.Pathogen","Trehalose","Growth at 19°C",0,0.967
"Plant.Pathogen","Maltose","Growth at 19°C",0,0.951
"Plant.Pathogen","Melezitose","Growth at 19°C",0,0.947
"Plant.Pathogen","Methyl-?-D-glucoside","Growth at 19°C",0,0.946
"Plant.Pathogen","Soluble Starch","Growth at 19°C",0,0.94
"Plant.Pathogen","Cellobiose","Growth at 19°C",0,0.961
"Plant.Pathogen","Salicin","Growth at 19°C",0,0.952
"Plant.Pathogen","L-Sorbose","Growth at 19°C",0,0.956
"Plant.Pathogen","L-Rhamnose","Growth at 19°C",0,0.924
"Plant.Pathogen","D-Xylose","Growth at 19°C",0,0.966
"Plant.Pathogen","L-Arabinose","Growth at 19°C",0,0.938
"Plant.Pathogen","D-Arabinose","Growth at 19°C",0,0.939
"Plant.Pathogen","D-Ribose","Growth at 19°C",0,0.931
"Plant.Pathogen","Methanol","Growth at 19°C",0,0.923
"Plant.Pathogen","Ethanol","Growth at 19°C",0,0.975
"Plant.Pathogen","Glycerol","Growth at 19°C",0,0.982
"Plant.Pathogen","Erythritol","Growth at 19°C",0,0.932
"Plant.Pathogen","Ribitol","Growth at 19°C",0,0.954
"Plant.Pathogen","Galactitol","Growth at 19°C",0,0.922
"Plant.Pathogen","D-Mannitol","Growth at 19°C",0,0.975
"Plant.Pathogen","D-Glucitol","Growth at 19°C",0,0.967
"Plant.Pathogen","myo-Inositol","Growth at 19°C",0,0.92
"Plant.Pathogen","DL-Lactate","Growth at 19°C",0,0.954
"Plant.Pathogen","Succinate","Growth at 19°C",0,0.982
"Plant.Pathogen","Citrate","Growth at 19°C",0,0.963
"Plant.Pathogen","D-Gluconate","Growth at 19°C",0,0.945
"Plant.Pathogen","D-Glucosamine","Growth at 19°C",0,0.935
"Plant.Pathogen","Nitrate","Growth at 19°C",0,0.934
"Plant.Pathogen","Vitamin-free","Growth at 19°C",0,0.922
"Plant.Pathogen","2-Keto-D-gluconate","Growth at 19°C",0,0.944
"Plant.Pathogen","Starch formation","Growth at 19°C",0,0.934
"Plant.Pathogen","Growth at 19°C","Growth at 25°C",3,1
"Plant.Pathogen","Growth at 19°C","Growth at 30°C",7,1
"Plant.Pathogen","Growth at 19°C","Growth at 37°C",0,0.946
"Animal","Glucose_F","Glucose",0,1
"Animal","Glucose_F","Growth at 37°C",0,0
"Animal","Galactose_F","Glucose",0,1
"Animal","Galactose_F","Growth at 37°C",0,0
"Animal","Sucrose_F","Glucose",0,1
"Animal","Sucrose_F","Growth at 37°C",0,0
"Animal","Maltose_F","Glucose",0,1
"Animal","Maltose_F","Growth at 37°C",0,0
"Animal","Lactose_F","Glucose",0,1
"Animal","Lactose_F","Growth at 37°C",0,0
"Animal","Raffinose_F","Glucose",0,1
"Animal","Raffinose_F","Growth at 37°C",0,0
"Animal","Trehalose_F","Glucose",0,1
"Animal","Trehalose_F","Growth at 37°C",0,0
"Animal","Glucose","Inulin",30,1
"Animal","Glucose","Sucrose",17,1
"Animal","Glucose","Raffinose",23,1
"Animal","Glucose","Melibiose",27,1
"Animal","Glucose","Galactose",8,1
"Animal","Glucose","Lactose",26,1
"Animal","Glucose","Trehalose",10,1
"Animal","Glucose","Maltose",16,1
"Animal","Glucose","Melezitose",20,1
"Animal","Glucose","Methyl-?-D-glucoside",21,1
"Animal","Glucose","Soluble Starch",25,1
"Animal","Glucose","Cellobiose",11,1
"Animal","Glucose","Salicin",11,1
"Animal","Glucose","L-Sorbose",13,1
"Animal","Glucose","L-Rhamnose",20,1
"Animal","Glucose","D-Xylose",9,1
"Animal","Glucose","L-Arabinose",17,1
"Animal","Glucose","D-Arabinose",22,1
"Animal","Glucose","D-Ribose",17,1
"Animal","Glucose","Methanol",31,1
"Animal","Glucose","Ethanol",4,1
"Animal","Glucose","Glycerol",3,1
"Animal","Glucose","Erythritol",18,1
"Animal","Glucose","Ribitol",10,1
"Animal","Glucose","Galactitol",26,1
"Animal","Glucose","D-Mannitol",7,1
"Animal","Glucose","D-Glucitol",4,1
"Animal","Glucose","myo-Inositol",30,1
"Animal","Glucose","DL-Lactate",16,1
"Animal","Glucose","Succinate",3,1
"Animal","Glucose","Citrate",9,1
"Animal","Glucose","D-Gluconate",8,1
"Animal","Glucose","D-Glucosamine",17,1
"Animal","Glucose","Nitrate",29,1
"Animal","Glucose","Vitamin-free",24,1
"Animal","Glucose","2-Keto-D-gluconate",14,1
"Animal","Glucose","Starch formation",31,1
"Animal","Glucose","Growth at 19°C",1,1
"Animal","Glucose","Growth at 25°C",1,1
"Animal","Glucose","Growth at 30°C",6,1
"Animal","Glucose","Growth at 37°C",0,1
"Animal","Inulin","Growth at 37°C",0,0
"Animal","Sucrose","Growth at 37°C",0,0
"Animal","Raffinose","Growth at 37°C",0,0
"Animal","Melibiose","Growth at 37°C",0,0
"Animal","Galactose","Growth at 37°C",0,0
"Animal","Lactose","Growth at 37°C",0,0
"Animal","Trehalose","Growth at 37°C",0,0
"Animal","Maltose","Growth at 37°C",0,0
"Animal","Melezitose","Growth at 37°C",0,0
"Animal","Methyl-?-D-glucoside","Growth at 37°C",0,0
"Animal","Soluble Starch","Growth at 37°C",0,0
"Animal","Cellobiose","Growth at 37°C",0,0
"Animal","Salicin","Growth at 37°C",0,0
"Animal","L-Sorbose","Growth at 37°C",0,0
"Animal","L-Rhamnose","Growth at 37°C",0,0
"Animal","D-Xylose","Growth at 37°C",0,0
"Animal","L-Arabinose","Growth at 37°C",0,0
"Animal","D-Arabinose","Growth at 37°C",0,0
"Animal","D-Ribose","Growth at 37°C",0,0
"Animal","Methanol","Growth at 37°C",0,0
"Animal","Ethanol","Growth at 37°C",0,0
"Animal","Glycerol","Growth at 37°C",0,0
"Animal","Erythritol","Growth at 37°C",0,0
"Animal","Ribitol","Growth at 37°C",0,0
"Animal","Galactitol","Growth at 37°C",0,0
"Animal","D-Mannitol","Growth at 37°C",0,0
"Animal","D-Glucitol","Growth at 37°C",0,0
"Animal","myo-Inositol","Growth at 37°C",0,0
"Animal","DL-Lactate","Growth at 37°C",0,0
"Animal","Succinate","Growth at 37°C",0,0
"Animal","Citrate","Growth at 37°C",0,0
"Animal","D-Gluconate","Growth at 37°C",0,0
"Animal","D-Glucosamine","Growth at 37°C",0,0
"Animal","Nitrate","Growth at 37°C",0,0
"Animal","Vitamin-free","Growth at 37°C",0,0
"Animal","2-Keto-D-gluconate","Growth at 37°C",0,0
"Animal","Starch formation","Growth at 37°C",0,0
"Animal","Growth at 19°C","Growth at 37°C",0,0.02
"Animal","Growth at 25°C","Growth at 37°C",0,0.172
"Animal","Growth at 30°C","Growth at 37°C",0,0
"Insect","Glucose_F","Glucose",0,1
"Insect","Glucose_F","D-Glucitol",9,0.993
"Insect","Galactose_F","Glucose",0,1
"Insect","Galactose_F","D-Glucitol",9,0.025
"Insect","Sucrose_F","Glucose",0,1
"Insect","Sucrose_F","D-Glucitol",9,0.001
"Insect","Maltose_F","Glucose",0,1
"Insect","Maltose_F","D-Glucitol",9,0
"Insect","Lactose_F","Glucose",0,1
"Insect","Lactose_F","D-Glucitol",9,0
"Insect","Raffinose_F","Glucose",0,1
"Insect","Raffinose_F","D-Glucitol",9,0.003
"Insect","Trehalose_F","Glucose",0,1
"Insect","Trehalose_F","D-Glucitol",9,0.004
"Insect","Glucose","Inulin",129,1
"Insect","Glucose","Sucrose",34,1
"Insect","Glucose","Raffinose",112,1
"Insect","Glucose","Melibiose",125,1
"Insect","Glucose","Galactose",31,1
"Insect","Glucose","Lactose",122,1
"Insect","Glucose","Trehalose",28,1
