"Isolation","Trait_A","Trait_B","Mean_NP","SD_NP","Var_NP"
"Tree","L-Arabinose","Growth at 19°C",NA,13.1486846846847,NA
"Tree","L-Arabinose","Growth at 25°C",NA,13.3486726726727,NA
"Tree","L-Arabinose","Growth at 30°C",NA,16.8467467467467,NA
"Tree","L-Arabinose","Growth at 37°C",NA,16.4701141141141,NA
"Tree","D-Arabinose","D-Ribose",NA,15.9696406406406,NA
"Tree","D-Arabinose","Methanol",NA,6.95573073073073,NA
"Tree","D-Arabinose","Ethanol",NA,18.8711271271271,NA
"Tree","D-Arabinose","Glycerol",NA,17.0345345345345,NA
"Tree","D-Arabinose","Erythritol",NA,12.1524364364364,NA
"Tree","D-Arabinose","Ribitol",NA,19.6067067067067,NA
"Tree","D-Arabinose","Galactitol",NA,4.81082682682683,NA
"Tree","D-Arabinose","D-Mannitol",NA,19.0166166166166,NA
"Tree","D-Arabinose","D-Glucitol",NA,19.3044204204204,NA
"Tree","D-Arabinose","myo-Inositol",NA,4.61985885885886,NA
"Tree","D-Arabinose","DL-Lactate",NA,18.7155115115115,NA
"Tree","D-Arabinose","Succinate",NA,18.2064854854855,NA
"Tree","D-Arabinose","Citrate",NA,18.8488238238238,NA
"Tree","D-Arabinose","D-Gluconate",NA,18.0582942942943,NA
"Tree","D-Arabinose","D-Glucosamine",NA,15.1310950950951,NA
"Tree","D-Arabinose","Nitrate",NA,13.6277237237237,NA
"Tree","D-Arabinose","Vitamin-free",NA,13.4646286286286,NA
"Tree","D-Arabinose","2-Keto-D-gluconate",NA,16.1488198198198,NA
"Tree","D-Arabinose","Starch formation",NA,10.5518708708709,NA
"Tree","D-Arabinose","Growth at 19°C",NA,14.7746586586587,NA
"Tree","D-Arabinose","Growth at 25°C",NA,15.0026016016016,NA
"Tree","D-Arabinose","Growth at 30°C",NA,19.8688598598599,NA
"Tree","D-Arabinose","Growth at 37°C",NA,16.8054614614615,NA
"Tree","D-Ribose","Methanol",NA,5.55610710710711,NA
"Tree","D-Ribose","Ethanol",NA,18.8311101101101,NA
"Tree","D-Ribose","Glycerol",NA,17.5084274274274,NA
"Tree","D-Ribose","Erythritol",NA,11.2106096096096,NA
"Tree","D-Ribose","Ribitol",NA,18.7241231231231,NA
"Tree","D-Ribose","Galactitol",NA,3.804995995996,NA
"Tree","D-Ribose","D-Mannitol",NA,18.4222262262262,NA
"Tree","D-Ribose","D-Glucitol",NA,18.2701061061061,NA
"Tree","D-Ribose","myo-Inositol",NA,4.70926826826827,NA
"Tree","D-Ribose","DL-Lactate",NA,17.5306496496497,NA
"Tree","D-Ribose","Succinate",NA,18.4362122122122,NA
"Tree","D-Ribose","Citrate",NA,18.2527287287287,NA
"Tree","D-Ribose","D-Gluconate",NA,15.9002512512513,NA
"Tree","D-Ribose","D-Glucosamine",NA,13.1800990990991,NA
"Tree","D-Ribose","Nitrate",NA,11.4034474474474,NA
"Tree","D-Ribose","Vitamin-free",NA,12.0392382382382,NA
"Tree","D-Ribose","2-Keto-D-gluconate",NA,15.2082442442442,NA
"Tree","D-Ribose","Starch formation",NA,11.1865855855856,NA
"Tree","D-Ribose","Growth at 19°C",NA,14.7207207207207,NA
"Tree","D-Ribose","Growth at 25°C",NA,15.1736976976977,NA
"Tree","D-Ribose","Growth at 30°C",NA,19.5167957957958,NA
"Tree","D-Ribose","Growth at 37°C",NA,16.3928638638639,NA
"Tree","Methanol","Ethanol",NA,14.5481481481481,NA
"Tree","Methanol","Glycerol",NA,12.7263103103103,NA
"Tree","Methanol","Erythritol",NA,13.8129169169169,NA
"Tree","Methanol","Ribitol",NA,16.942042042042,NA
"Tree","Methanol","Galactitol",NA,6.09461361361361,NA
"Tree","Methanol","D-Mannitol",NA,14.1018768768769,NA
"Tree","Methanol","D-Glucitol",NA,14.4080870870871,NA
"Tree","Methanol","myo-Inositol",NA,6.28732332332332,NA
"Tree","Methanol","DL-Lactate",NA,22.1505255255255,NA
"Tree","Methanol","Succinate",NA,13.5645155155155,NA
"Tree","Methanol","Citrate",NA,18.1716826826827,NA
"Tree","Methanol","D-Gluconate",NA,17.2156156156156,NA
"Tree","Methanol","D-Glucosamine",NA,15.0928168168168,NA
"Tree","Methanol","Nitrate",NA,15.7137127127127,NA
"Tree","Methanol","Vitamin-free",NA,15.036995995996,NA
"Tree","Methanol","2-Keto-D-gluconate",NA,17.4495455455455,NA
"Tree","Methanol","Starch formation",NA,13.005961961962,NA
"Tree","Methanol","Growth at 19°C",NA,8.66518918918919,NA
"Tree","Methanol","Growth at 25°C",NA,8.63849449449449,NA
"Tree","Methanol","Growth at 30°C",NA,17.1632072072072,NA
"Tree","Methanol","Growth at 37°C",NA,20.9618008008008,NA
"Tree","Ethanol","Glycerol",NA,7.79026926926927,NA
"Tree","Ethanol","Erythritol",NA,2.45236836836837,NA
"Tree","Ethanol","Ribitol",NA,5.41901901901902,NA
"Tree","Ethanol","Galactitol",NA,0.865149149149149,NA
"Tree","Ethanol","D-Mannitol",NA,7.07936336336336,NA
"Tree","Ethanol","D-Glucitol",NA,7.52388288288288,NA
"Tree","Ethanol","myo-Inositol",NA,0.947138138138138,NA
"Tree","Ethanol","DL-Lactate",NA,4.51279179179179,NA
"Tree","Ethanol","Succinate",NA,7.79731331331331,NA
"Tree","Ethanol","Citrate",NA,6.42661761761762,NA
"Tree","Ethanol","D-Gluconate",NA,4.5415975975976,NA
"Tree","Ethanol","D-Glucosamine",NA,3.93904304304304,NA
"Tree","Ethanol","Nitrate",NA,4.70122022022022,NA
"Tree","Ethanol","Vitamin-free",NA,3.77921021021021,NA
"Tree","Ethanol","2-Keto-D-gluconate",NA,4.02387987987988,NA
"Tree","Ethanol","Starch formation",NA,4.62105205205205,NA
"Tree","Ethanol","Growth at 19°C",NA,7.77454954954955,NA
"Tree","Ethanol","Growth at 25°C",NA,7.63231131131131,NA
"Tree","Ethanol","Growth at 30°C",NA,7.70680680680681,NA
"Tree","Ethanol","Growth at 37°C",NA,4.18432832832833,NA
"Tree","Glycerol","Erythritol",NA,2.05276876876877,NA
"Tree","Glycerol","Ribitol",NA,4.74662562562563,NA
"Tree","Glycerol","Galactitol",NA,0.602913913913914,NA
"Tree","Glycerol","D-Mannitol",NA,5.71903803803804,NA
"Tree","Glycerol","D-Glucitol",NA,5.48148148148148,NA
"Tree","Glycerol","myo-Inositol",NA,0.990666666666667,NA
"Tree","Glycerol","DL-Lactate",NA,4.02362362362362,NA
"Tree","Glycerol","Succinate",NA,5.38395995995996,NA
"Tree","Glycerol","Citrate",NA,4.29348448448448,NA
"Tree","Glycerol","D-Gluconate",NA,3.83855755755756,NA
"Tree","Glycerol","D-Glucosamine",NA,3.01794194194194,NA
"Tree","Glycerol","Nitrate",NA,2.13961861861862,NA
"Tree","Glycerol","Vitamin-free",NA,2.50017917917918,NA
"Tree","Glycerol","2-Keto-D-gluconate",NA,3.15662762762763,NA
"Tree","Glycerol","Starch formation",NA,2.03547447447447,NA
"Tree","Glycerol","Growth at 19°C",NA,5.30434034034034,NA
"Tree","Glycerol","Growth at 25°C",NA,5.26960560560561,NA
"Tree","Glycerol","Growth at 30°C",NA,5.3977967967968,NA
"Tree","Glycerol","Growth at 37°C",NA,2.98310710710711,NA
"Tree","Erythritol","Ribitol",NA,18.079038038038,NA
"Tree","Erythritol","Galactitol",NA,4.68940540540541,NA
"Tree","Erythritol","D-Mannitol",NA,15.7336336336336,NA
"Tree","Erythritol","D-Glucitol",NA,16.9380890890891,NA
"Tree","Erythritol","myo-Inositol",NA,5.98633733733734,NA
"Tree","Erythritol","DL-Lactate",NA,19.3133093093093,NA
"Tree","Erythritol","Succinate",NA,16.134950950951,NA
"Tree","Erythritol","Citrate",NA,17.4448758758759,NA
"Tree","Erythritol","D-Gluconate",NA,17.4565405405405,NA
"Tree","Erythritol","D-Glucosamine",NA,15.7768808808809,NA
"Tree","Erythritol","Nitrate",NA,13.8373083083083,NA
"Tree","Erythritol","Vitamin-free",NA,14.3222222222222,NA
"Tree","Erythritol","2-Keto-D-gluconate",NA,16.7090730730731,NA
"Tree","Erythritol","Starch formation",NA,12.5679119119119,NA
"Tree","Erythritol","Growth at 19°C",NA,12.2649359359359,NA
"Tree","Erythritol","Growth at 25°C",NA,12.0933693693694,NA
"Tree","Erythritol","Growth at 30°C",NA,19.0727117117117,NA
"Tree","Erythritol","Growth at 37°C",NA,18.3606766766767,NA
"Tree","Ribitol","Galactitol",NA,2.30795195195195,NA
"Tree","Ribitol","D-Mannitol",NA,14.4508508508509,NA
"Tree","Ribitol","D-Glucitol",NA,15.1846236236236,NA
"Tree","Ribitol","myo-Inositol",NA,2.69429429429429,NA
"Tree","Ribitol","DL-Lactate",NA,13.6256646646647,NA
"Tree","Ribitol","Succinate",NA,15.0052762762763,NA
"Tree","Ribitol","Citrate",NA,13.4335895895896,NA
"Tree","Ribitol","D-Gluconate",NA,11.9021011011011,NA
"Tree","Ribitol","D-Glucosamine",NA,9.4032022022022,NA
"Tree","Ribitol","Nitrate",NA,9.15172772772773,NA
"Tree","Ribitol","Vitamin-free",NA,9.11008508508509,NA
"Tree","Ribitol","2-Keto-D-gluconate",NA,10.6953513513514,NA
"Tree","Ribitol","Starch formation",NA,8.78873973973974,NA
"Tree","Ribitol","Growth at 19°C",NA,12.9169129129129,NA
"Tree","Ribitol","Growth at 25°C",NA,12.6592952952953,NA
"Tree","Ribitol","Growth at 30°C",NA,15.2583293293293,NA
"Tree","Ribitol","Growth at 37°C",NA,11.6053803803804,NA
"Tree","Galactitol","D-Mannitol",NA,11.4199389389389,NA
"Tree","Galactitol","D-Glucitol",NA,12.7895735735736,NA
"Tree","Galactitol","myo-Inositol",NA,6.58737137137137,NA
"Tree","Galactitol","DL-Lactate",NA,21.1533573573574,NA
"Tree","Galactitol","Succinate",NA,12.0764764764765,NA
"Tree","Galactitol","Citrate",NA,17.3408918918919,NA
"Tree","Galactitol","D-Gluconate",NA,17.1243403403403,NA
"Tree","Galactitol","D-Glucosamine",NA,16.4087837837838,NA
"Tree","Galactitol","Nitrate",NA,15.4986146146146,NA
"Tree","Galactitol","Vitamin-free",NA,15.277033033033,NA
"Tree","Galactitol","2-Keto-D-gluconate",NA,18.1313703703704,NA
"Tree","Galactitol","Starch formation",NA,13.7797707707708,NA
"Tree","Galactitol","Growth at 19°C",NA,6.47837837837838,NA
"Tree","Galactitol","Growth at 25°C",NA,6.78998098098098,NA
"Tree","Galactitol","Growth at 30°C",NA,15.6202242242242,NA
"Tree","Galactitol","Growth at 37°C",NA,18.7852962962963,NA
"Tree","D-Mannitol","D-Glucitol",NA,6.88287387387387,NA
"Tree","D-Mannitol","myo-Inositol",NA,1.0268018018018,NA
"Tree","D-Mannitol","DL-Lactate",NA,5.84687087087087,NA
"Tree","D-Mannitol","Succinate",NA,7.32939339339339,NA
"Tree","D-Mannitol","Citrate",NA,5.44882382382382,NA
"Tree","D-Mannitol","D-Gluconate",NA,4.37896996996997,NA
"Tree","D-Mannitol","D-Glucosamine",NA,3.04864864864865,NA
"Tree","D-Mannitol","Nitrate",NA,2.9793953953954,NA
"Tree","D-Mannitol","Vitamin-free",NA,4.02548148148148,NA
"Tree","D-Mannitol","2-Keto-D-gluconate",NA,3.7312022022022,NA
"Tree","D-Mannitol","Starch formation",NA,2.2492002002002,NA
"Tree","D-Mannitol","Growth at 19°C",NA,6.59751651651652,NA
"Tree","D-Mannitol","Growth at 25°C",NA,6.62971371371371,NA
"Tree","D-Mannitol","Growth at 30°C",NA,6.53876976976977,NA
"Tree","D-Mannitol","Growth at 37°C",NA,4.14514914914915,NA
"Tree","D-Glucitol","myo-Inositol",NA,0.960816816816817,NA
"Tree","D-Glucitol","DL-Lactate",NA,5.64844744744745,NA
"Tree","D-Glucitol","Succinate",NA,8.6830990990991,NA
"Tree","D-Glucitol","Citrate",NA,6.81645545545546,NA
"Tree","D-Glucitol","D-Gluconate",NA,5.49727227227227,NA
"Tree","D-Glucitol","D-Glucosamine",NA,4.29527027027027,NA
"Tree","D-Glucitol","Nitrate",NA,4.26468068068068,NA
"Tree","D-Glucitol","Vitamin-free",NA,5.0803993993994,NA
"Tree","D-Glucitol","2-Keto-D-gluconate",NA,4.63303303303303,NA
"Tree","D-Glucitol","Starch formation",NA,3.95656056056056,NA
"Tree","D-Glucitol","Growth at 19°C",NA,8.04836736736737,NA
"Tree","D-Glucitol","Growth at 25°C",NA,7.96691091091091,NA
"Tree","D-Glucitol","Growth at 30°C",NA,7.71921921921922,NA
"Tree","D-Glucitol","Growth at 37°C",NA,4.76895995995996,NA
"Tree","myo-Inositol","DL-Lactate",NA,21.1008118118118,NA
"Tree","myo-Inositol","Succinate",NA,11.9612572572573,NA
"Tree","myo-Inositol","Citrate",NA,16.1912472472472,NA
"Tree","myo-Inositol","D-Gluconate",NA,16.082041041041,NA
"Tree","myo-Inositol","D-Glucosamine",NA,15.1843833833834,NA
"Tree","myo-Inositol","Nitrate",NA,14.9559319319319,NA
"Tree","myo-Inositol","Vitamin-free",NA,16.5935495495496,NA
"Tree","myo-Inositol","2-Keto-D-gluconate",NA,17.9983493493494,NA
"Tree","myo-Inositol","Starch formation",NA,13.7985735735736,NA
"Tree","myo-Inositol","Growth at 19°C",NA,6.89773673673674,NA
"Tree","myo-Inositol","Growth at 25°C",NA,6.82049149149149,NA
"Tree","myo-Inositol","Growth at 30°C",NA,14.6688928928929,NA
"Tree","myo-Inositol","Growth at 37°C",NA,18.6225225225225,NA
"Tree","DL-Lactate","Succinate",NA,22.3231941941942,NA
"Tree","DL-Lactate","Citrate",NA,21.5742052052052,NA
"Tree","DL-Lactate","D-Gluconate",NA,19.1524714714715,NA
"Tree","DL-Lactate","D-Glucosamine",NA,15.908027027027,NA
"Tree","DL-Lactate","Nitrate",NA,15.544980980981,NA
"Tree","DL-Lactate","Vitamin-free",NA,13.1024464464464,NA
"Tree","DL-Lactate","2-Keto-D-gluconate",NA,18.6663623623624,NA
"Tree","DL-Lactate","Starch formation",NA,11.2474514514515,NA
"Tree","DL-Lactate","Growth at 19°C",NA,21.0357517517518,NA
"Tree","DL-Lactate","Growth at 25°C",NA,20.8133723723724,NA
"Tree","DL-Lactate","Growth at 30°C",NA,24.1976766766767,NA
"Tree","DL-Lactate","Growth at 37°C",NA,17.0816056056056,NA
"Tree","Succinate","Citrate",NA,5.97762162162162,NA
"Tree","Succinate","D-Gluconate",NA,5.40406006006006,NA
"Tree","Succinate","D-Glucosamine",NA,3.63220820820821,NA
"Tree","Succinate","Nitrate",NA,3.16676676676677,NA
"Tree","Succinate","Vitamin-free",NA,3.53704804804805,NA
"Tree","Succinate","2-Keto-D-gluconate",NA,4.73305205205205,NA
"Tree","Succinate","Starch formation",NA,2.43346446446446,NA
"Tree","Succinate","Growth at 19°C",NA,7.63332932932933,NA
"Tree","Succinate","Growth at 25°C",NA,7.803002002002,NA
"Tree","Succinate","Growth at 30°C",NA,7.49331731731732,NA
"Tree","Succinate","Growth at 37°C",NA,5.30556156156156,NA
"Tree","Citrate","D-Gluconate",NA,14.1293133133133,NA
"Tree","Citrate","D-Glucosamine",NA,10.3854244244244,NA
"Tree","Citrate","Nitrate",NA,9.65756856856857,NA
"Tree","Citrate","Vitamin-free",NA,10.4603793793794,NA
"Tree","Citrate","2-Keto-D-gluconate",NA,12.3225465465465,NA
"Tree","Citrate","Starch formation",NA,7.88592492492493,NA
"Tree","Citrate","Growth at 19°C",NA,14.4400560560561,NA
"Tree","Citrate","Growth at 25°C",NA,14.7758118118118,NA
"Tree","Citrate","Growth at 30°C",NA,16.3220730730731,NA
"Tree","Citrate","Growth at 37°C",NA,13.0128168168168,NA
"Tree","D-Gluconate","D-Glucosamine",NA,12.5953113113113,NA
"Tree","D-Gluconate","Nitrate",NA,10.9937927927928,NA
"Tree","D-Gluconate","Vitamin-free",NA,12.357041041041,NA
"Tree","D-Gluconate","2-Keto-D-gluconate",NA,14.4615725725726,NA
"Tree","D-Gluconate","Starch formation",NA,9.46927327327327,NA
"Tree","D-Gluconate","Growth at 19°C",NA,14.5131371371371,NA
"Tree","D-Gluconate","Growth at 25°C",NA,15.0077827827828,NA
"Tree","D-Gluconate","Growth at 30°C",NA,19.0441281281281,NA
"Tree","D-Gluconate","Growth at 37°C",NA,15.3197837837838,NA
"Tree","D-Glucosamine","Nitrate",NA,12.8450810810811,NA
"Tree","D-Glucosamine","Vitamin-free",NA,12.8521481481481,NA
"Tree","D-Glucosamine","2-Keto-D-gluconate",NA,17.0251811811812,NA
"Tree","D-Glucosamine","Starch formation",NA,11.5232982982983,NA
"Tree","D-Glucosamine","Growth at 19°C",NA,13.1757997997998,NA
"Tree","D-Glucosamine","Growth at 25°C",NA,13.450026026026,NA
"Tree","D-Glucosamine","Growth at 30°C",NA,18.4032192192192,NA
"Tree","D-Glucosamine","Growth at 37°C",NA,17.176951951952,NA
"Tree","Nitrate","Vitamin-free",NA,15.2683683683684,NA
"Tree","Nitrate","2-Keto-D-gluconate",NA,18.0791351351351,NA
"Tree","Nitrate","Starch formation",NA,12.0816816816817,NA
"Tree","Nitrate","Growth at 19°C",NA,15.8741851851852,NA
"Tree","Nitrate","Growth at 25°C",NA,15.001017017017,NA
"Tree","Nitrate","Growth at 30°C",NA,17.5966356356356,NA
"Tree","Nitrate","Growth at 37°C",NA,19.6673433433433,NA
"Tree","Vitamin-free","2-Keto-D-gluconate",NA,18.0868618618619,NA
"Tree","Vitamin-free","Starch formation",NA,12.7255215215215,NA
"Tree","Vitamin-free","Growth at 19°C",NA,16.2677677677678,NA
"Tree","Vitamin-free","Growth at 25°C",NA,16.4892252252252,NA
"Tree","Vitamin-free","Growth at 30°C",NA,19.573009009009,NA
"Tree","Vitamin-free","Growth at 37°C",NA,18.0448838838839,NA
"Tree","2-Keto-D-gluconate","Starch formation",NA,11.9281991991992,NA
"Tree","2-Keto-D-gluconate","Growth at 19°C",NA,17.0603793793794,NA
"Tree","2-Keto-D-gluconate","Growth at 25°C",NA,16.691007007007,NA
"Tree","2-Keto-D-gluconate","Growth at 30°C",NA,21.1342932932933,NA
"Tree","2-Keto-D-gluconate","Growth at 37°C",NA,18.0745185185185,NA
"Tree","Starch formation","Growth at 19°C",NA,14.4281471471471,NA
"Tree","Starch formation","Growth at 25°C",NA,14.3223213213213,NA
"Tree","Starch formation","Growth at 30°C",NA,16.2859249249249,NA
"Tree","Starch formation","Growth at 37°C",NA,18.991950950951,NA
"Tree","Growth at 19°C","Growth at 25°C",NA,0.626625625625626,NA
"Tree","Growth at 19°C","Growth at 30°C",NA,0.605421421421421,NA
"Tree","Growth at 19°C","Growth at 37°C",NA,0.486530530530531,NA
"Tree","Growth at 25°C","Growth at 30°C",NA,0.842618618618619,NA
"Tree","Growth at 25°C","Growth at 37°C",NA,0.401485485485485,NA
"Tree","Growth at 30°C","Growth at 37°C",NA,5.27467367367367,NA
"Stone.Chamber","Glucose_F","Galactose_F",NA,0.0634394394394394,NA
"Stone.Chamber","Glucose_F","Sucrose_F",NA,0.0167277277277277,NA
"Stone.Chamber","Glucose_F","Maltose_F",NA,0.00596996996996997,NA
"Stone.Chamber","Glucose_F","Lactose_F",NA,0.001,NA
"Stone.Chamber","Glucose_F","Raffinose_F",NA,0.00398798798798799,NA
"Stone.Chamber","Glucose_F","Trehalose_F",NA,0.0421061061061061,NA
"Stone.Chamber","Glucose_F","Glucose",NA,0.0702942942942943,NA
"Stone.Chamber","Glucose_F","Inulin",NA,0.0393583583583584,NA
"Stone.Chamber","Glucose_F","Sucrose",NA,0.0668828828828829,NA
"Stone.Chamber","Glucose_F","Raffinose",NA,0.0176936936936937,NA
"Stone.Chamber","Glucose_F","Melibiose",NA,0.00794394394394394,NA
"Stone.Chamber","Glucose_F","Galactose",NA,0.0677387387387387,NA
"Stone.Chamber","Glucose_F","Lactose",NA,0.0291291291291291,NA
"Stone.Chamber","Glucose_F","Trehalose",NA,0.0685925925925926,NA
"Stone.Chamber","Glucose_F","Maltose",NA,0.0685925925925926,NA
"Stone.Chamber","Glucose_F","Melezitose",NA,0.0393583583583584,NA
"Stone.Chamber","Glucose_F","Methyl-?-D-glucoside",NA,0.0402762762762763,NA
"Stone.Chamber","Glucose_F","Soluble Starch",NA,0.0108898898898899,NA
"Stone.Chamber","Glucose_F","Cellobiose",NA,0.0685925925925926,NA
"Stone.Chamber","Glucose_F","Salicin",NA,0.0685925925925926,NA
"Stone.Chamber","Glucose_F","L-Sorbose",NA,0.066025025025025,NA
"Stone.Chamber","Glucose_F","L-Rhamnose",NA,0.0439279279279279,NA
"Stone.Chamber","Glucose_F","D-Xylose",NA,0.0668828828828829,NA
"Stone.Chamber","Glucose_F","L-Arabinose",NA,0.0643033033033033,NA
"Stone.Chamber","Glucose_F","D-Arabinose",NA,0.0634394394394394,NA
"Stone.Chamber","Glucose_F","D-Ribose",NA,0.0634394394394394,NA
"Stone.Chamber","Glucose_F","Methanol",NA,0.00497997997997998,NA
"Stone.Chamber","Glucose_F","Ethanol",NA,0.0702942942942943,NA
"Stone.Chamber","Glucose_F","Glycerol",NA,0.0694444444444444,NA
"Stone.Chamber","Glucose_F","Erythritol",NA,0.0590900900900901,NA
"Stone.Chamber","Glucose_F","Ribitol",NA,0.0685925925925926,NA
"Stone.Chamber","Glucose_F","Galactitol",NA,0.00695795795795796,NA
"Stone.Chamber","Glucose_F","D-Mannitol",NA,0.0702942942942943,NA
"Stone.Chamber","Glucose_F","D-Glucitol",NA,0.0694444444444444,NA
"Stone.Chamber","Glucose_F","myo-Inositol",NA,0.00398798798798799,NA
"Stone.Chamber","Glucose_F","DL-Lactate",NA,0.043018018018018,NA
"Stone.Chamber","Glucose_F","Succinate",NA,0.0694444444444444,NA
"Stone.Chamber","Glucose_F","Citrate",NA,0.0668828828828829,NA
"Stone.Chamber","Glucose_F","D-Gluconate",NA,0.066025025025025,NA
"Stone.Chamber","Glucose_F","D-Glucosamine",NA,0.0634394394394394,NA
"Stone.Chamber","Glucose_F","Nitrate",NA,0.0138178178178178,NA
"Stone.Chamber","Glucose_F","Vitamin-free",NA,0.0128438438438438,NA
"Stone.Chamber","Glucose_F","2-Keto-D-gluconate",NA,0.0651651651651652,NA
"Stone.Chamber","Glucose_F","Starch formation",NA,0.0243993993993994,NA
"Stone.Chamber","Glucose_F","Growth at 19°C",NA,0.0702942942942943,NA
"Stone.Chamber","Glucose_F","Growth at 25°C",NA,0.0702942942942943,NA
"Stone.Chamber","Glucose_F","Growth at 30°C",NA,0.0702942942942943,NA
"Stone.Chamber","Glucose_F","Growth at 37°C",NA,0.0402762762762763,NA
"Stone.Chamber","Galactose_F","Sucrose_F",NA,0.043018018018018,NA
"Stone.Chamber","Galactose_F","Maltose_F",NA,0.0254494494494494,NA
"Stone.Chamber","Galactose_F","Lactose_F",NA,0.00497997997997998,NA
"Stone.Chamber","Galactose_F","Raffinose_F",NA,0.0234474474474474,NA
"Stone.Chamber","Galactose_F","Trehalose_F",NA,0.10355955955956,NA
"Stone.Chamber","Galactose_F","Glucose",NA,0.18077977977978,NA
"Stone.Chamber","Galactose_F","Inulin",NA,0.100331331331331,NA
"Stone.Chamber","Galactose_F","Sucrose",NA,0.176540540540541,NA
"Stone.Chamber","Galactose_F","Raffinose",NA,0.0281871871871872,NA
"Stone.Chamber","Galactose_F","Melibiose",NA,0.0128438438438438,NA
"Stone.Chamber","Galactose_F","Galactose",NA,0.168687687687688,NA
"Stone.Chamber","Galactose_F","Lactose",NA,0.0761871871871872,NA
"Stone.Chamber","Galactose_F","Trehalose",NA,0.179578578578579,NA
"Stone.Chamber","Galactose_F","Maltose",NA,0.173309309309309,NA
"Stone.Chamber","Galactose_F","Melezitose",NA,0.101557557557558,NA
"Stone.Chamber","Galactose_F","Methyl-?-D-glucoside",NA,0.114953953953954,NA
"Stone.Chamber","Galactose_F","Soluble Starch",NA,0.0225815815815816,NA
"Stone.Chamber","Galactose_F","Cellobiose",NA,0.174693693693694,NA
"Stone.Chamber","Galactose_F","Salicin",NA,0.178369369369369,NA
"Stone.Chamber","Galactose_F","L-Sorbose",NA,0.17007007007007,NA
"Stone.Chamber","Galactose_F","L-Rhamnose",NA,0.107707707707708,NA
"Stone.Chamber","Galactose_F","D-Xylose",NA,0.178974974974975,NA
"Stone.Chamber","Galactose_F","L-Arabinose",NA,0.175311311311311,NA
"Stone.Chamber","Galactose_F","D-Arabinose",NA,0.165189189189189,NA
"Stone.Chamber","Galactose_F","D-Ribose",NA,0.165676676676677,NA
"Stone.Chamber","Galactose_F","Methanol",NA,0.0118678678678679,NA
"Stone.Chamber","Galactose_F","Ethanol",NA,0.18018018018018,NA
"Stone.Chamber","Galactose_F","Glycerol",NA,0.18077977977978,NA
"Stone.Chamber","Galactose_F","Erythritol",NA,0.163674674674675,NA
"Stone.Chamber","Galactose_F","Ribitol",NA,0.176540540540541,NA
"Stone.Chamber","Galactose_F","Galactitol",NA,0.0186576576576577,NA
"Stone.Chamber","Galactose_F","D-Mannitol",NA,0.17515015015015,NA
"Stone.Chamber","Galactose_F","D-Glucitol",NA,0.178974974974975,NA
"Stone.Chamber","Galactose_F","myo-Inositol",NA,0.0108898898898899,NA
"Stone.Chamber","Galactose_F","DL-Lactate",NA,0.111711711711712,NA
"Stone.Chamber","Galactose_F","Succinate",NA,0.177761761761762,NA
"Stone.Chamber","Galactose_F","Citrate",NA,0.168068068068068,NA
"Stone.Chamber","Galactose_F","D-Gluconate",NA,0.17145045045045,NA
"Stone.Chamber","Galactose_F","D-Glucosamine",NA,0.163763763763764,NA
"Stone.Chamber","Galactose_F","Nitrate",NA,0.0319429429429429,NA
"Stone.Chamber","Galactose_F","Vitamin-free",NA,0.0319429429429429,NA
"Stone.Chamber","Galactose_F","2-Keto-D-gluconate",NA,0.169573573573574,NA
"Stone.Chamber","Galactose_F","Starch formation",NA,0.0281871871871872,NA
"Stone.Chamber","Galactose_F","Growth at 19°C",NA,0.18077977977978,NA
"Stone.Chamber","Galactose_F","Growth at 25°C",NA,0.179578578578579,NA
"Stone.Chamber","Galactose_F","Growth at 30°C",NA,0.18018018018018,NA
"Stone.Chamber","Galactose_F","Growth at 37°C",NA,0.113424424424424,NA
"Stone.Chamber","Sucrose_F","Maltose_F",NA,0.121737737737738,NA
"Stone.Chamber","Sucrose_F","Lactose_F",NA,0.0234474474474474,NA
"Stone.Chamber","Sucrose_F","Raffinose_F",NA,0.129808808808809,NA
"Stone.Chamber","Sucrose_F","Trehalose_F",NA,0.271227227227227,NA
"Stone.Chamber","Sucrose_F","Glucose",NA,0.220195195195195,NA
"Stone.Chamber","Sucrose_F","Inulin",NA,0.264628628628629,NA
"Stone.Chamber","Sucrose_F","Sucrose",NA,0.263863863863864,NA
"Stone.Chamber","Sucrose_F","Raffinose",NA,0.211567567567568,NA
"Stone.Chamber","Sucrose_F","Melibiose",NA,0.0742982982982983,NA
"Stone.Chamber","Sucrose_F","Galactose",NA,0.260771771771772,NA
"Stone.Chamber","Sucrose_F","Lactose",NA,0.202233233233233,NA
"Stone.Chamber","Sucrose_F","Trehalose",NA,0.246146146146146,NA
"Stone.Chamber","Sucrose_F","Maltose",NA,0.275034034034034,NA
"Stone.Chamber","Sucrose_F","Melezitose",NA,0.269785785785786,NA
"Stone.Chamber","Sucrose_F","Methyl-?-D-glucoside",NA,0.288284284284284,NA
"Stone.Chamber","Sucrose_F","Soluble Starch",NA,0.157268268268268,NA
"Stone.Chamber","Sucrose_F","Cellobiose",NA,0.246221221221221,NA
"Stone.Chamber","Sucrose_F","Salicin",NA,0.254910910910911,NA
"Stone.Chamber","Sucrose_F","L-Sorbose",NA,0.27977977977978,NA
"Stone.Chamber","Sucrose_F","L-Rhamnose",NA,0.253353353353353,NA
"Stone.Chamber","Sucrose_F","D-Xylose",NA,0.257453453453453,NA
