"Isolation","Trait_A","Trait_B","Mean_NN","SD_NN","Var_NN"
"Flower","Inulin","Melezitose",NA,7.53112212212212,NA
"Flower","Inulin","Methyl-?-D-glucoside",NA,6.42618518518519,NA
"Flower","Inulin","Soluble Starch",NA,6.38324724724725,NA
"Flower","Inulin","Cellobiose",NA,6.65296896896897,NA
"Flower","Inulin","Salicin",NA,6.76243343343343,NA
"Flower","Inulin","L-Sorbose",NA,7.42322222222222,NA
"Flower","Inulin","L-Rhamnose",NA,5.82742342342342,NA
"Flower","Inulin","D-Xylose",NA,5.17986386386386,NA
"Flower","Inulin","L-Arabinose",NA,7.16021621621622,NA
"Flower","Inulin","D-Arabinose",NA,7.51545145145145,NA
"Flower","Inulin","D-Ribose",NA,7.33384484484484,NA
"Flower","Inulin","Methanol",NA,4.77004104104104,NA
"Flower","Inulin","Ethanol",NA,3.70390790790791,NA
"Flower","Inulin","Glycerol",NA,2.43153153153153,NA
"Flower","Inulin","Erythritol",NA,6.88741141141141,NA
"Flower","Inulin","Ribitol",NA,6.11107007007007,NA
"Flower","Inulin","Galactitol",NA,4.54244244244244,NA
"Flower","Inulin","D-Mannitol",NA,3.14826426426426,NA
"Flower","Inulin","D-Glucitol",NA,3.06671071071071,NA
"Flower","Inulin","myo-Inositol",NA,4.14394294294294,NA
"Flower","Inulin","DL-Lactate",NA,8.60570570570571,NA
"Flower","Inulin","Succinate",NA,3.75438538538539,NA
"Flower","Inulin","Citrate",NA,6.58602502502502,NA
"Flower","Inulin","D-Gluconate",NA,7.43721221221221,NA
"Flower","Inulin","D-Glucosamine",NA,6.79039039039039,NA
"Flower","Inulin","Nitrate",NA,7.19995895895896,NA
"Flower","Inulin","Vitamin-free",NA,7.1708018018018,NA
"Flower","Inulin","2-Keto-D-gluconate",NA,7.45264364364364,NA
"Flower","Inulin","Starch formation",NA,5.95473873873874,NA
"Flower","Inulin","Growth at 19°C",NA,0.340715715715716,NA
"Flower","Inulin","Growth at 25°C",NA,0.41113013013013,NA
"Flower","Inulin","Growth at 30°C",NA,3.34294294294294,NA
"Flower","Inulin","Growth at 37°C",NA,9.91686786786787,NA
"Flower","Sucrose","Raffinose",NA,4.9927967967968,NA
"Flower","Sucrose","Melibiose",NA,5.51829329329329,NA
"Flower","Sucrose","Galactose",NA,2.09867467467467,NA
"Flower","Sucrose","Lactose",NA,5.51511511511512,NA
"Flower","Sucrose","Trehalose",NA,3.31014914914915,NA
"Flower","Sucrose","Maltose",NA,2.61187587587588,NA
"Flower","Sucrose","Melezitose",NA,3.16988088088088,NA
"Flower","Sucrose","Methyl-?-D-glucoside",NA,4.06517617617618,NA
"Flower","Sucrose","Soluble Starch",NA,5.6459019019019,NA
"Flower","Sucrose","Cellobiose",NA,3.19932332332332,NA
"Flower","Sucrose","Salicin",NA,3.07358458458458,NA
"Flower","Sucrose","L-Sorbose",NA,2.84281781781782,NA
"Flower","Sucrose","L-Rhamnose",NA,5.58734334334334,NA
"Flower","Sucrose","D-Xylose",NA,3.08023923923924,NA
"Flower","Sucrose","L-Arabinose",NA,5.27711311311311,NA
"Flower","Sucrose","D-Arabinose",NA,5.18033133133133,NA
"Flower","Sucrose","D-Ribose",NA,4.61699199199199,NA
"Flower","Sucrose","Methanol",NA,5.41469369369369,NA
"Flower","Sucrose","Ethanol",NA,2.21298798798799,NA
"Flower","Sucrose","Glycerol",NA,1.23754854854855,NA
"Flower","Sucrose","Erythritol",NA,5.45684784784785,NA
"Flower","Sucrose","Ribitol",NA,3.19597097097097,NA
"Flower","Sucrose","Galactitol",NA,5.61999499499499,NA
"Flower","Sucrose","D-Mannitol",NA,1.49283683683684,NA
"Flower","Sucrose","D-Glucitol",NA,1.5863023023023,NA
"Flower","Sucrose","myo-Inositol",NA,5.64061561561562,NA
"Flower","Sucrose","DL-Lactate",NA,4.92640540540541,NA
"Flower","Sucrose","Succinate",NA,2.03076676676677,NA
"Flower","Sucrose","Citrate",NA,3.38677777777778,NA
"Flower","Sucrose","D-Gluconate",NA,3.7074034034034,NA
"Flower","Sucrose","D-Glucosamine",NA,3.86445545545546,NA
"Flower","Sucrose","Nitrate",NA,5.80027627627628,NA
"Flower","Sucrose","Vitamin-free",NA,4.923002002002,NA
"Flower","Sucrose","2-Keto-D-gluconate",NA,3.67977577577578,NA
"Flower","Sucrose","Starch formation",NA,5.52855255255255,NA
"Flower","Sucrose","Growth at 19°C",NA,0.0753513513513513,NA
"Flower","Sucrose","Growth at 25°C",NA,0.11356956956957,NA
"Flower","Sucrose","Growth at 30°C",NA,1.09152252252252,NA
"Flower","Sucrose","Growth at 37°C",NA,4.70408008008008,NA
"Flower","Raffinose","Melibiose",NA,7.22884484484484,NA
"Flower","Raffinose","Galactose",NA,4.6282992992993,NA
"Flower","Raffinose","Lactose",NA,7.19109109109109,NA
"Flower","Raffinose","Trehalose",NA,5.19908308308308,NA
"Flower","Raffinose","Maltose",NA,5.35287187187187,NA
"Flower","Raffinose","Melezitose",NA,6.65008608608609,NA
"Flower","Raffinose","Methyl-?-D-glucoside",NA,6.85096196196196,NA
"Flower","Raffinose","Soluble Starch",NA,7.91628028028028,NA
"Flower","Raffinose","Cellobiose",NA,6.63663663663664,NA
"Flower","Raffinose","Salicin",NA,5.972003003003,NA
"Flower","Raffinose","L-Sorbose",NA,6.16432032032032,NA
"Flower","Raffinose","L-Rhamnose",NA,8.34271771771772,NA
"Flower","Raffinose","D-Xylose",NA,4.5042002002002,NA
"Flower","Raffinose","L-Arabinose",NA,9.02838738738739,NA
"Flower","Raffinose","D-Arabinose",NA,8.26461561561562,NA
"Flower","Raffinose","D-Ribose",NA,7.37901801801802,NA
"Flower","Raffinose","Methanol",NA,7.38913313313313,NA
"Flower","Raffinose","Ethanol",NA,3.86281881881882,NA
"Flower","Raffinose","Glycerol",NA,2.4598958958959,NA
"Flower","Raffinose","Erythritol",NA,8.19062162162162,NA
"Flower","Raffinose","Ribitol",NA,6.21401801801802,NA
"Flower","Raffinose","Galactitol",NA,7.16360760760761,NA
"Flower","Raffinose","D-Mannitol",NA,2.67291191191191,NA
"Flower","Raffinose","D-Glucitol",NA,2.73708808808809,NA
"Flower","Raffinose","myo-Inositol",NA,7.16213713713714,NA
"Flower","Raffinose","DL-Lactate",NA,9.26057157157157,NA
"Flower","Raffinose","Succinate",NA,3.50073973973974,NA
"Flower","Raffinose","Citrate",NA,6.00898398398398,NA
"Flower","Raffinose","D-Gluconate",NA,6.58404004004004,NA
"Flower","Raffinose","D-Glucosamine",NA,7.479998998999,NA
"Flower","Raffinose","Nitrate",NA,8.44418818818819,NA
"Flower","Raffinose","Vitamin-free",NA,8.39884284284284,NA
"Flower","Raffinose","2-Keto-D-gluconate",NA,7.04876776776777,NA
"Flower","Raffinose","Starch formation",NA,7.57947947947948,NA
"Flower","Raffinose","Growth at 19°C",NA,0.146497497497497,NA
"Flower","Raffinose","Growth at 25°C",NA,0.226690690690691,NA
"Flower","Raffinose","Growth at 30°C",NA,2.96706306306306,NA
"Flower","Raffinose","Growth at 37°C",NA,10.0035875875876,NA
"Flower","Melibiose","Galactose",NA,5.41509409409409,NA
"Flower","Melibiose","Lactose",NA,4.15663563563564,NA
"Flower","Melibiose","Trehalose",NA,5.8172962962963,NA
"Flower","Melibiose","Maltose",NA,5.77896996996997,NA
"Flower","Melibiose","Melezitose",NA,7.31882282282282,NA
"Flower","Melibiose","Methyl-?-D-glucoside",NA,6.53453353353353,NA
"Flower","Melibiose","Soluble Starch",NA,6.40067167167167,NA
"Flower","Melibiose","Cellobiose",NA,7.06962562562563,NA
"Flower","Melibiose","Salicin",NA,6.22042442442442,NA
"Flower","Melibiose","L-Sorbose",NA,7.2763003003003,NA
"Flower","Melibiose","L-Rhamnose",NA,5.76812712712713,NA
"Flower","Melibiose","D-Xylose",NA,5.22153253253253,NA
"Flower","Melibiose","L-Arabinose",NA,7.49246746746747,NA
"Flower","Melibiose","D-Arabinose",NA,7.14864864864865,NA
"Flower","Melibiose","D-Ribose",NA,6.85668068068068,NA
"Flower","Melibiose","Methanol",NA,4.57461861861862,NA
"Flower","Melibiose","Ethanol",NA,3.85162762762763,NA
"Flower","Melibiose","Glycerol",NA,2.68534134134134,NA
"Flower","Melibiose","Erythritol",NA,6.02294694694695,NA
"Flower","Melibiose","Ribitol",NA,5.80704604604605,NA
"Flower","Melibiose","Galactitol",NA,4.0686996996997,NA
"Flower","Melibiose","D-Mannitol",NA,2.99097497497497,NA
"Flower","Melibiose","D-Glucitol",NA,2.99282382382382,NA
"Flower","Melibiose","myo-Inositol",NA,4.08648648648649,NA
"Flower","Melibiose","DL-Lactate",NA,8.64216116116116,NA
"Flower","Melibiose","Succinate",NA,3.82066466466466,NA
"Flower","Melibiose","Citrate",NA,6.38876376376376,NA
"Flower","Melibiose","D-Gluconate",NA,7.83187087087087,NA
"Flower","Melibiose","D-Glucosamine",NA,7.3057017017017,NA
"Flower","Melibiose","Nitrate",NA,6.6528038038038,NA
"Flower","Melibiose","Vitamin-free",NA,6.54054054054054,NA
"Flower","Melibiose","2-Keto-D-gluconate",NA,7.79714814814815,NA
"Flower","Melibiose","Starch formation",NA,6.0578968968969,NA
"Flower","Melibiose","Growth at 19°C",NA,0.340411411411411,NA
"Flower","Melibiose","Growth at 25°C",NA,0.41031031031031,NA
"Flower","Melibiose","Growth at 30°C",NA,3.50377477477477,NA
"Flower","Melibiose","Growth at 37°C",NA,10.2652402402402,NA
"Flower","Galactose","Lactose",NA,5.52233833833834,NA
"Flower","Galactose","Trehalose",NA,2.88572472472472,NA
"Flower","Galactose","Maltose",NA,2.40796696696697,NA
"Flower","Galactose","Melezitose",NA,3.32035635635636,NA
"Flower","Galactose","Methyl-?-D-glucoside",NA,3.55853353353353,NA
"Flower","Galactose","Soluble Starch",NA,5.58028428428428,NA
"Flower","Galactose","Cellobiose",NA,3.07887787787788,NA
"Flower","Galactose","Salicin",NA,3.11715615615616,NA
"Flower","Galactose","L-Sorbose",NA,1.96574074074074,NA
"Flower","Galactose","L-Rhamnose",NA,5.37287687687688,NA
"Flower","Galactose","D-Xylose",NA,2.31683583583584,NA
"Flower","Galactose","L-Arabinose",NA,4.98536036036036,NA
"Flower","Galactose","D-Arabinose",NA,4.75537937937938,NA
"Flower","Galactose","D-Ribose",NA,4.11829429429429,NA
"Flower","Galactose","Methanol",NA,5.73892992992993,NA
"Flower","Galactose","Ethanol",NA,1.72476376376376,NA
"Flower","Galactose","Glycerol",NA,1.3031021021021,NA
"Flower","Galactose","Erythritol",NA,5.42189289289289,NA
"Flower","Galactose","Ribitol",NA,2.9364954954955,NA
"Flower","Galactose","Galactitol",NA,5.3558998998999,NA
"Flower","Galactose","D-Mannitol",NA,1.46927327327327,NA
"Flower","Galactose","D-Glucitol",NA,1.49933033033033,NA
"Flower","Galactose","myo-Inositol",NA,5.7411001001001,NA
"Flower","Galactose","DL-Lactate",NA,4.12391491491491,NA
"Flower","Galactose","Succinate",NA,1.69346846846847,NA
"Flower","Galactose","Citrate",NA,2.623998998999,NA
"Flower","Galactose","D-Gluconate",NA,2.94972472472472,NA
"Flower","Galactose","D-Glucosamine",NA,4.09216316316316,NA
"Flower","Galactose","Nitrate",NA,4.93577477477477,NA
"Flower","Galactose","Vitamin-free",NA,5.08185685685686,NA
"Flower","Galactose","2-Keto-D-gluconate",NA,2.91123023023023,NA
"Flower","Galactose","Starch formation",NA,5.51046646646647,NA
"Flower","Galactose","Growth at 19°C",NA,0.0484474474474474,NA
"Flower","Galactose","Growth at 25°C",NA,0.0836196196196196,NA
"Flower","Galactose","Growth at 30°C",NA,0.903502502502503,NA
"Flower","Galactose","Growth at 37°C",NA,3.89348448448448,NA
"Flower","Lactose","Trehalose",NA,5.23283283283283,NA
"Flower","Lactose","Maltose",NA,5.74106506506507,NA
"Flower","Lactose","Melezitose",NA,7.15509109109109,NA
"Flower","Lactose","Methyl-?-D-glucoside",NA,6.35805405405405,NA
"Flower","Lactose","Soluble Starch",NA,6.19723623623624,NA
"Flower","Lactose","Cellobiose",NA,6.89249249249249,NA
"Flower","Lactose","Salicin",NA,6.25656056056056,NA
"Flower","Lactose","L-Sorbose",NA,7.21899399399399,NA
"Flower","Lactose","L-Rhamnose",NA,5.12063163163163,NA
"Flower","Lactose","D-Xylose",NA,5.08906406406406,NA
"Flower","Lactose","L-Arabinose",NA,7.44381881881882,NA
"Flower","Lactose","D-Arabinose",NA,7.22858758758759,NA
"Flower","Lactose","D-Ribose",NA,6.84724724724725,NA
"Flower","Lactose","Methanol",NA,3.91833433433433,NA
"Flower","Lactose","Ethanol",NA,3.8278028028028,NA
"Flower","Lactose","Glycerol",NA,2.46798698698699,NA
"Flower","Lactose","Erythritol",NA,5.81764164164164,NA
"Flower","Lactose","Ribitol",NA,5.97587587587588,NA
"Flower","Lactose","Galactitol",NA,4.07825425425425,NA
"Flower","Lactose","D-Mannitol",NA,3.0379019019019,NA
"Flower","Lactose","D-Glucitol",NA,3.11238338338338,NA
"Flower","Lactose","myo-Inositol",NA,3.63963563563564,NA
"Flower","Lactose","DL-Lactate",NA,8.30782382382382,NA
"Flower","Lactose","Succinate",NA,3.84948048048048,NA
"Flower","Lactose","Citrate",NA,6.49090690690691,NA
"Flower","Lactose","D-Gluconate",NA,7.5267977977978,NA
"Flower","Lactose","D-Glucosamine",NA,6.89326826826827,NA
"Flower","Lactose","Nitrate",NA,6.76604504504505,NA
"Flower","Lactose","Vitamin-free",NA,6.48166566566567,NA
"Flower","Lactose","2-Keto-D-gluconate",NA,7.47971871871872,NA
"Flower","Lactose","Starch formation",NA,5.15392892892893,NA
"Flower","Lactose","Growth at 19°C",NA,0.183747747747748,NA
"Flower","Lactose","Growth at 25°C",NA,0.301325325325325,NA
"Flower","Lactose","Growth at 30°C",NA,3.41544644644645,NA
"Flower","Lactose","Growth at 37°C",NA,9.88138138138138,NA
"Flower","Trehalose","Maltose",NA,3.96516116116116,NA
"Flower","Trehalose","Melezitose",NA,4.6363003003003,NA
"Flower","Trehalose","Methyl-?-D-glucoside",NA,4.51328828828829,NA
"Flower","Trehalose","Soluble Starch",NA,5.61772872872873,NA
"Flower","Trehalose","Cellobiose",NA,4.43883883883884,NA
"Flower","Trehalose","Salicin",NA,4.14252652652653,NA
"Flower","Trehalose","L-Sorbose",NA,3.57454954954955,NA
"Flower","Trehalose","L-Rhamnose",NA,5.64724724724725,NA
"Flower","Trehalose","D-Xylose",NA,4.21625525525526,NA
"Flower","Trehalose","L-Arabinose",NA,5.48292192192192,NA
"Flower","Trehalose","D-Arabinose",NA,5.33345745745746,NA
"Flower","Trehalose","D-Ribose",NA,4.99049049049049,NA
"Flower","Trehalose","Methanol",NA,5.46282182182182,NA
"Flower","Trehalose","Ethanol",NA,2.92344244244244,NA
"Flower","Trehalose","Glycerol",NA,1.42348748748749,NA
"Flower","Trehalose","Erythritol",NA,5.63194794794795,NA
"Flower","Trehalose","Ribitol",NA,4.25407807807808,NA
"Flower","Trehalose","Galactitol",NA,5.28803903903904,NA
"Flower","Trehalose","D-Mannitol",NA,1.81176276276276,NA
"Flower","Trehalose","D-Glucitol",NA,2.08086486486486,NA
"Flower","Trehalose","myo-Inositol",NA,5.28252652652653,NA
"Flower","Trehalose","DL-Lactate",NA,5.49561461461461,NA
"Flower","Trehalose","Succinate",NA,2.74310710710711,NA
"Flower","Trehalose","Citrate",NA,3.99687287287287,NA
"Flower","Trehalose","D-Gluconate",NA,4.2381971971972,NA
"Flower","Trehalose","D-Glucosamine",NA,5.09459459459459,NA
"Flower","Trehalose","Nitrate",NA,6.02615015015015,NA
"Flower","Trehalose","Vitamin-free",NA,5.77160760760761,NA
"Flower","Trehalose","2-Keto-D-gluconate",NA,4.32422422422422,NA
"Flower","Trehalose","Starch formation",NA,5.32612512512513,NA
"Flower","Trehalose","Growth at 19°C",NA,0.0785175175175175,NA
"Flower","Trehalose","Growth at 25°C",NA,0.142693693693694,NA
"Flower","Trehalose","Growth at 30°C",NA,1.41329229229229,NA
"Flower","Trehalose","Growth at 37°C",NA,5.70767167167167,NA
"Flower","Maltose","Melezitose",NA,3.43190790790791,NA
"Flower","Maltose","Methyl-?-D-glucoside",NA,4.17646046046046,NA
"Flower","Maltose","Soluble Starch",NA,6.02625025025025,NA
"Flower","Maltose","Cellobiose",NA,3.63090990990991,NA
"Flower","Maltose","Salicin",NA,3.22112512512513,NA
"Flower","Maltose","L-Sorbose",NA,3.32168568568569,NA
"Flower","Maltose","L-Rhamnose",NA,5.59657157157157,NA
"Flower","Maltose","D-Xylose",NA,3.37811411411411,NA
"Flower","Maltose","L-Arabinose",NA,5.72138538538539,NA
"Flower","Maltose","D-Arabinose",NA,5.43595995995996,NA
"Flower","Maltose","D-Ribose",NA,4.57201101101101,NA
"Flower","Maltose","Methanol",NA,5.76616616616617,NA
"Flower","Maltose","Ethanol",NA,2.38273373373373,NA
"Flower","Maltose","Glycerol",NA,1.40809209209209,NA
"Flower","Maltose","Erythritol",NA,5.8974974974975,NA
"Flower","Maltose","Ribitol",NA,3.4213963963964,NA
"Flower","Maltose","Galactitol",NA,5.84283383383383,NA
"Flower","Maltose","D-Mannitol",NA,1.71622722722723,NA
"Flower","Maltose","D-Glucitol",NA,1.51344944944945,NA
"Flower","Maltose","myo-Inositol",NA,5.930001001001,NA
"Flower","Maltose","DL-Lactate",NA,5.12151251251251,NA
"Flower","Maltose","Succinate",NA,2.03951851851852,NA
"Flower","Maltose","Citrate",NA,3.5038998998999,NA
"Flower","Maltose","D-Gluconate",NA,3.9632022022022,NA
"Flower","Maltose","D-Glucosamine",NA,4.29647247247247,NA
"Flower","Maltose","Nitrate",NA,5.95392892892893,NA
"Flower","Maltose","Vitamin-free",NA,5.47735635635636,NA
"Flower","Maltose","2-Keto-D-gluconate",NA,3.61328428428428,NA
"Flower","Maltose","Starch formation",NA,5.72172172172172,NA
"Flower","Maltose","Growth at 19°C",NA,0.0815125125125125,NA
"Flower","Maltose","Growth at 25°C",NA,0.129745745745746,NA
"Flower","Maltose","Growth at 30°C",NA,1.32887987987988,NA
"Flower","Maltose","Growth at 37°C",NA,5.5441031031031,NA
"Flower","Melezitose","Methyl-?-D-glucoside",NA,5.10838738738739,NA
"Flower","Melezitose","Soluble Starch",NA,7.7078038038038,NA
"Flower","Melezitose","Cellobiose",NA,4.62912512512513,NA
"Flower","Melezitose","Salicin",NA,4.04627727727728,NA
"Flower","Melezitose","L-Sorbose",NA,3.98683083083083,NA
"Flower","Melezitose","L-Rhamnose",NA,7.08928828828829,NA
"Flower","Melezitose","D-Xylose",NA,3.93333233233233,NA
"Flower","Melezitose","L-Arabinose",NA,7.10550550550551,NA
"Flower","Melezitose","D-Arabinose",NA,7.14506106106106,NA
"Flower","Melezitose","D-Ribose",NA,6.16522122122122,NA
"Flower","Melezitose","Methanol",NA,7.17957957957958,NA
"Flower","Melezitose","Ethanol",NA,2.58526426426426,NA
"Flower","Melezitose","Glycerol",NA,1.620996996997,NA
"Flower","Melezitose","Erythritol",NA,7.41652752752753,NA
"Flower","Melezitose","Ribitol",NA,4.43273673673674,NA
"Flower","Melezitose","Galactitol",NA,7.19098198198198,NA
"Flower","Melezitose","D-Mannitol",NA,1.99389389389389,NA
"Flower","Melezitose","D-Glucitol",NA,1.94106006006006,NA
"Flower","Melezitose","myo-Inositol",NA,7.05095095095095,NA
"Flower","Melezitose","DL-Lactate",NA,6.7913953953954,NA
"Flower","Melezitose","Succinate",NA,2.84755855855856,NA
"Flower","Melezitose","Citrate",NA,4.44255355355355,NA
"Flower","Melezitose","D-Gluconate",NA,4.97887887887888,NA
"Flower","Melezitose","D-Glucosamine",NA,5.51627527527528,NA
"Flower","Melezitose","Nitrate",NA,7.97997997997998,NA
"Flower","Melezitose","Vitamin-free",NA,6.69057457457457,NA
"Flower","Melezitose","2-Keto-D-gluconate",NA,3.89386886886887,NA
"Flower","Melezitose","Starch formation",NA,7.36256156156156,NA
"Flower","Melezitose","Growth at 19°C",NA,0.107226226226226,NA
"Flower","Melezitose","Growth at 25°C",NA,0.171771771771772,NA
"Flower","Melezitose","Growth at 30°C",NA,1.67755655655656,NA
"Flower","Melezitose","Growth at 37°C",NA,7.32972572572573,NA
"Flower","Methyl-?-D-glucoside","Soluble Starch",NA,6.97457457457457,NA
"Flower","Methyl-?-D-glucoside","Cellobiose",NA,5.49008108108108,NA
"Flower","Methyl-?-D-glucoside","Salicin",NA,4.91327727727728,NA
"Flower","Methyl-?-D-glucoside","L-Sorbose",NA,5.04181681681682,NA
"Flower","Methyl-?-D-glucoside","L-Rhamnose",NA,6.78998598598599,NA
"Flower","Methyl-?-D-glucoside","D-Xylose",NA,4.08706306306306,NA
"Flower","Methyl-?-D-glucoside","L-Arabinose",NA,6.69525125125125,NA
"Flower","Methyl-?-D-glucoside","D-Arabinose",NA,6.56253753753754,NA
"Flower","Methyl-?-D-glucoside","D-Ribose",NA,6.14525625625626,NA
"Flower","Methyl-?-D-glucoside","Methanol",NA,6.45860960960961,NA
"Flower","Methyl-?-D-glucoside","Ethanol",NA,3.36075175175175,NA
"Flower","Methyl-?-D-glucoside","Glycerol",NA,1.76528428428428,NA
"Flower","Methyl-?-D-glucoside","Erythritol",NA,6.89417317317317,NA
"Flower","Methyl-?-D-glucoside","Ribitol",NA,4.91108708708709,NA
"Flower","Methyl-?-D-glucoside","Galactitol",NA,6.18246646646647,NA
"Flower","Methyl-?-D-glucoside","D-Mannitol",NA,2.34944944944945,NA
"Flower","Methyl-?-D-glucoside","D-Glucitol",NA,2.49537437437437,NA
"Flower","Methyl-?-D-glucoside","myo-Inositol",NA,6.21233133133133,NA
"Flower","Methyl-?-D-glucoside","DL-Lactate",NA,7.17812212212212,NA
"Flower","Methyl-?-D-glucoside","Succinate",NA,2.77355755755756,NA
"Flower","Methyl-?-D-glucoside","Citrate",NA,4.88511611611612,NA
"Flower","Methyl-?-D-glucoside","D-Gluconate",NA,5.5966966966967,NA
"Flower","Methyl-?-D-glucoside","D-Glucosamine",NA,5.7507017017017,NA
"Flower","Methyl-?-D-glucoside","Nitrate",NA,7.7972972972973,NA
"Flower","Methyl-?-D-glucoside","Vitamin-free",NA,7.12072072072072,NA
"Flower","Methyl-?-D-glucoside","2-Keto-D-gluconate",NA,5.42117217217217,NA
"Flower","Methyl-?-D-glucoside","Starch formation",NA,6.52492492492492,NA
"Flower","Methyl-?-D-glucoside","Growth at 19°C",NA,0.128172172172172,NA
"Flower","Methyl-?-D-glucoside","Growth at 25°C",NA,0.205261261261261,NA
"Flower","Methyl-?-D-glucoside","Growth at 30°C",NA,2.12178578578579,NA
"Flower","Methyl-?-D-glucoside","Growth at 37°C",NA,7.34873973973974,NA
"Flower","Soluble Starch","Cellobiose",NA,6.74436036036036,NA
"Flower","Soluble Starch","Salicin",NA,6.56834334334334,NA
"Flower","Soluble Starch","L-Sorbose",NA,7.12703803803804,NA
"Flower","Soluble Starch","L-Rhamnose",NA,7.06975375375375,NA
"Flower","Soluble Starch","D-Xylose",NA,5.68232132132132,NA
"Flower","Soluble Starch","L-Arabinose",NA,8.26652252252252,NA
"Flower","Soluble Starch","D-Arabinose",NA,8.59737237237237,NA
"Flower","Soluble Starch","D-Ribose",NA,8.04448348348348,NA
"Flower","Soluble Starch","Methanol",NA,5.85973873873874,NA
"Flower","Soluble Starch","Ethanol",NA,4.04044044044044,NA
"Flower","Soluble Starch","Glycerol",NA,2.36433933933934,NA
"Flower","Soluble Starch","Erythritol",NA,7.97157157157157,NA
"Flower","Soluble Starch","Ribitol",NA,6.22462462462462,NA
"Flower","Soluble Starch","Galactitol",NA,5.99076576576577,NA
"Flower","Soluble Starch","D-Mannitol",NA,3.07707607607608,NA
"Flower","Soluble Starch","D-Glucitol",NA,3.0833993993994,NA
"Flower","Soluble Starch","myo-Inositol",NA,6.02454854854855,NA
"Flower","Soluble Starch","DL-Lactate",NA,9.39396996996997,NA
"Flower","Soluble Starch","Succinate",NA,3.97211611611612,NA
"Flower","Soluble Starch","Citrate",NA,7.52327927927928,NA
"Flower","Soluble Starch","D-Gluconate",NA,7.56833233233233,NA
"Flower","Soluble Starch","D-Glucosamine",NA,7.86849249249249,NA
"Flower","Soluble Starch","Nitrate",NA,8.17727727727728,NA
"Flower","Soluble Starch","Vitamin-free",NA,7.86698298298298,NA
"Flower","Soluble Starch","2-Keto-D-gluconate",NA,7.87922322322322,NA
"Flower","Soluble Starch","Starch formation",NA,7.29573973973974,NA
"Flower","Soluble Starch","Growth at 19°C",NA,0.170409409409409,NA
"Flower","Soluble Starch","Growth at 25°C",NA,0.26582982982983,NA
"Flower","Soluble Starch","Growth at 30°C",NA,3.2918028028028,NA
"Flower","Soluble Starch","Growth at 37°C",NA,9.83889489489489,NA
"Flower","Cellobiose","Salicin",NA,4.57521121121121,NA
"Flower","Cellobiose","L-Sorbose",NA,3.75414514514515,NA
"Flower","Cellobiose","L-Rhamnose",NA,6.77693293293293,NA
"Flower","Cellobiose","D-Xylose",NA,3.93290790790791,NA
"Flower","Cellobiose","L-Arabinose",NA,6.27267267267267,NA
"Flower","Cellobiose","D-Arabinose",NA,6.67226826826827,NA
"Flower","Cellobiose","D-Ribose",NA,5.57567167167167,NA
"Flower","Cellobiose","Methanol",NA,6.71357757757758,NA
"Flower","Cellobiose","Ethanol",NA,2.5285995995996,NA
"Flower","Cellobiose","Glycerol",NA,1.77888988988989,NA
"Flower","Cellobiose","Erythritol",NA,6.9851041041041,NA
"Flower","Cellobiose","Ribitol",NA,3.90580580580581,NA
"Flower","Cellobiose","Galactitol",NA,6.61124724724725,NA
"Flower","Cellobiose","D-Mannitol",NA,1.78770670670671,NA
"Flower","Cellobiose","D-Glucitol",NA,1.82761861861862,NA
"Flower","Cellobiose","myo-Inositol",NA,6.84314714714715,NA
"Flower","Cellobiose","DL-Lactate",NA,6.10961361361361,NA
"Flower","Cellobiose","Succinate",NA,2.57417417417417,NA
"Flower","Cellobiose","Citrate",NA,4.19513913913914,NA
"Flower","Cellobiose","D-Gluconate",NA,4.2046046046046,NA
"Flower","Cellobiose","D-Glucosamine",NA,5.52415515515515,NA
"Flower","Cellobiose","Nitrate",NA,6.96974474474474,NA
"Flower","Cellobiose","Vitamin-free",NA,6.5322032032032,NA
"Flower","Cellobiose","2-Keto-D-gluconate",NA,4.37948348348348,NA
"Flower","Cellobiose","Starch formation",NA,7.06014414414414,NA
"Flower","Cellobiose","Growth at 19°C",NA,0.0705945945945946,NA
"Flower","Cellobiose","Growth at 25°C",NA,0.123723723723724,NA
"Flower","Cellobiose","Growth at 30°C",NA,1.15265265265265,NA
"Flower","Cellobiose","Growth at 37°C",NA,6.64904904904905,NA
"Flower","Salicin","L-Sorbose",NA,3.43415315315315,NA
"Flower","Salicin","L-Rhamnose",NA,6.65212312312312,NA
"Flower","Salicin","D-Xylose",NA,3.73925025025025,NA
"Flower","Salicin","L-Arabinose",NA,6.04394394394394,NA
"Flower","Salicin","D-Arabinose",NA,6.07251151151151,NA
"Flower","Salicin","D-Ribose",NA,5.26396796796797,NA
"Flower","Salicin","Methanol",NA,6.21173073073073,NA
"Flower","Salicin","Ethanol",NA,2.43821321321321,NA
"Flower","Salicin","Glycerol",NA,1.7844954954955,NA
"Flower","Salicin","Erythritol",NA,6.56246646646647,NA
"Flower","Salicin","Ribitol",NA,3.9581971971972,NA
"Flower","Salicin","Galactitol",NA,6.23120620620621,NA
"Flower","Salicin","D-Mannitol",NA,1.89232332332332,NA
"Flower","Salicin","D-Glucitol",NA,1.89529429429429,NA
"Flower","Salicin","myo-Inositol",NA,6.19616016016016,NA
"Flower","Salicin","DL-Lactate",NA,5.76903303303303,NA
"Flower","Salicin","Succinate",NA,2.62158058058058,NA
"Flower","Salicin","Citrate",NA,4.3243953953954,NA
