"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN","Mean_PN","SD_PN","Var_PN","Difference","Color"
"Pollen","Inulin","myo-Inositol",0,0.749,0.284,0.524994875803202,0.27561961961962,-0.284,3
"Pollen","Inulin","Starch formation",0,0.753,0.281,0.525657032023082,0.276315315315315,-0.281,3
"Pollen","Lactose","DL-Lactate",0,0.808,0.206,0.440179233673918,0.193757757757758,-0.206,3
"Pollen","Lactose","Galactitol",0,0.77,0.251,0.486040363792181,0.236235235235235,-0.251,3
"Pollen","Lactose","Methanol",0,0.777,0.246,0.489615894067711,0.239723723723724,-0.246,3
"Pollen","Lactose","myo-Inositol",0,0.776,0.247,0.490133891126936,0.240231231231231,-0.247,3
"Pollen","Lactose","Starch formation",0,0.79,0.229,0.467736868097628,0.218777777777778,-0.229,3
"Pollen","Melibiose","DL-Lactate",0,0.811,0.201,0.434497166605017,0.188787787787788,-0.201,3
"Pollen","Melibiose","Galactitol",0,0.778,0.24,0.47394580346768,0.224624624624625,-0.24,3
"Pollen","Melibiose","Lactose",0,0.78,0.237,0.470161729676132,0.221052052052052,-0.237,3
"Pollen","Melibiose","Methanol",0,0.779,0.239,0.47339529264992,0.224103103103103,-0.239,3
"Pollen","Melibiose","myo-Inositol",0,0.784,0.233,0.4657552231891,0.216927927927928,-0.233,3
"Pollen","Melibiose","Starch formation",0,0.781,0.236,0.467463926439808,0.218522522522523,-0.236,3
"Pollen","Methanol","DL-Lactate",0,0.814,0.199,0.430795293131883,0.185584584584585,-0.199,3
"Pollen","Methanol","Galactitol",0,0.78,0.235,0.45824118647824,0.209984984984985,-0.235,3
"Pollen","Methanol","myo-Inositol",0,0.786,0.23,0.457503343495224,0.209309309309309,-0.23,3
"Pollen","Methanol","Starch formation",0,0.797,0.217,0.445094494584138,0.198109109109109,-0.217,3
"Pollen","myo-Inositol","DL-Lactate",0,0.843,0.167,0.401587191369785,0.161272272272272,-0.167,3
"Pollen","myo-Inositol","Starch formation",0,0.8,0.217,0.454001230303528,0.206117117117117,-0.217,3
"Feces.Dung","Glucose","Melibiose",29,1,28.147,0.915548594684755,0.838229229229229,0.853000000000002,1
"Feces.Dung","Glucose","myo-Inositol",29,1,28.343,0.798742129218804,0.637988988988989,0.657,1
"Feces.Dung","Glucose","Starch formation",29,1,27.602,1.13617203225871,1.29088688688689,1.398,1
"Feces.Dung","Lactose_F","Glucose",0,1,0,0,0,0,3
"Feces.Dung","Lactose_F","Melibiose",0,0.735,0.31,0.562331055710261,0.316216216216216,-0.31,3
"Feces.Dung","Lactose_F","myo-Inositol",0,0.736,0.309,0.561991845879311,0.315834834834835,-0.309,3
"Feces.Dung","Lactose_F","Starch formation",0,0.746,0.294,0.545767223147252,0.297861861861862,-0.294,3
"Feces.Dung","Melibiose","myo-Inositol",0,0.437,0.827,0.904372096478484,0.817888888888889,-0.827,3
"Feces.Dung","Melibiose","Starch formation",0,0.451,0.792,0.878355000843911,0.771507507507508,-0.792,3
"Feces.Dung","myo-Inositol","Starch formation",0,0.545,0.617,0.782894580338837,0.612923923923924,-0.617,3
"Pine","Glucose","Inulin",38,1,36.156,1.3051311686445,1.70336736736737,1.844,1
"Pine","Lactose_F","Glucose",0,1,0,0,0,0,3
"Pine","Lactose_F","Inulin",0,0.598,0.521,0.730816730167758,0.534093093093093,-0.521,3
"Bromeliad","D-Arabinose","DL-Lactate",0,0.839,0.166,0.385477097364542,0.148592592592593,-0.166,3
"Bromeliad","D-Arabinose","Galactitol",0,0.808,0.201,0.422821212544709,0.178777777777778,-0.201,3
"Bromeliad","D-Arabinose","Growth at 37°C",0,0.841,0.168,0.397409025984481,0.157933933933934,-0.168,3
"Bromeliad","D-Arabinose","Methanol",0,0.81,0.201,0.4275298606902,0.182781781781782,-0.201,3
"Bromeliad","D-Arabinose","myo-Inositol",0,0.812,0.197,0.41996114983099,0.176367367367367,-0.197,3
"Bromeliad","D-Arabinose","Nitrate",0,0.82,0.189,0.414065756191514,0.17145045045045,-0.189,3
"Bromeliad","D-Arabinose","Succinate",0,0.886,0.12,0.34310015697711,0.117717717717718,-0.12,3
"Bromeliad","DL-Lactate","Growth at 37°C",0,0.712,0.314,0.51736995629015,0.267671671671672,-0.314,3
"Bromeliad","DL-Lactate","Nitrate",0,0.673,0.358,0.540488786311176,0.292128128128128,-0.358,3
"Bromeliad","DL-Lactate","Succinate",0,0.755,0.267,0.489847885522589,0.239950950950951,-0.267,3
"Bromeliad","Galactitol","DL-Lactate",0,0.95,0.05,0.218054001448145,0.0475475475475475,-0.05,3
"Bromeliad","Galactitol","Growth at 37°C",0,0.948,0.053,0.228567808851647,0.0522432432432432,-0.053,3
"Bromeliad","Galactitol","myo-Inositol",0,0.938,0.063,0.247168145383041,0.0610920920920921,-0.063,3
"Bromeliad","Galactitol","Nitrate",0,0.94,0.061,0.243594618861621,0.0593383383383383,-0.061,3
"Bromeliad","Galactitol","Succinate",0,0.954,0.047,0.216420511592219,0.0468378378378378,-0.047,3
"Bromeliad","Galactose_F","D-Arabinose",0,0.789,0.222,0.441487158262741,0.194910910910911,-0.222,3
"Bromeliad","Galactose_F","DL-Lactate",0,0.806,0.201,0.41805953376735,0.174773773773774,-0.201,3
"Bromeliad","Galactose_F","Galactitol",0,0.773,0.238,0.451175752406487,0.20355955955956,-0.238,3
"Bromeliad","Galactose_F","Glucose",0,1,0,0,0,0,3
"Bromeliad","Galactose_F","Growth at 37°C",0,0.817,0.192,0.416304346973833,0.173309309309309,-0.192,3
"Bromeliad","Galactose_F","Inulin",0,0.778,0.232,0.445392382483552,0.198374374374374,-0.232,3
"Bromeliad","Galactose_F","L-Arabinose",0,0.785,0.223,0.435270560066334,0.18946046046046,-0.223,3
"Bromeliad","Galactose_F","Lactose",0,0.775,0.235,0.447185615796142,0.199974974974975,-0.235,3
"Bromeliad","Galactose_F","Melibiose",0,0.773,0.238,0.451175752406487,0.20355955955956,-0.238,3
"Bromeliad","Galactose_F","Methanol",0,0.774,0.239,0.456165635583268,0.208087087087087,-0.239,3
"Bromeliad","Galactose_F","myo-Inositol",0,0.774,0.238,0.453388973797954,0.205561561561562,-0.238,3
"Bromeliad","Galactose_F","Nitrate",0,0.785,0.226,0.443983244189599,0.197121121121121,-0.226,3
"Bromeliad","Galactose_F","Raffinose",0,0.789,0.22,0.435648699974865,0.18978978978979,-0.22,3
"Bromeliad","Galactose_F","Soluble Starch",0,0.78,0.23,0.444181603960922,0.197297297297297,-0.23,3
"Bromeliad","Galactose_F","Succinate",0,0.852,0.153,0.373805739296136,0.139730730730731,-0.153,3
"Bromeliad","Galactose_F","Sucrose_F",0,0.787,0.223,0.439845955380363,0.193464464464464,-0.223,3
"Bromeliad","Galactose_F","Trehalose_F",0,0.793,0.217,0.43600584984734,0.190101101101101,-0.217,3
"Bromeliad","Glucose","D-Arabinose",2,1,1.792,0.432345837175429,0.186922922922923,0.208,1
"Bromeliad","Glucose","DL-Lactate",2,1,1.614,0.552548015388083,0.305309309309309,0.386,1
"Bromeliad","Glucose","Galactitol",2,1,1.935,0.250674765059904,0.0628378378378378,0.0649999999999999,1
"Bromeliad","Glucose","Growth at 37°C",2,1,1.615,0.559542749115819,0.313088088088088,0.385,1
"Bromeliad","Glucose","Inulin",2,1,1.897,0.313830351447226,0.0984894894894895,0.103,1
"Bromeliad","Glucose","L-Arabinose",2,1,1.768,0.449864844568208,0.202378378378378,0.232,1
"Bromeliad","Glucose","Lactose",2,1,1.93,0.255274685711618,0.0651651651651652,0.0700000000000001,1
"Bromeliad","Glucose","Melibiose",2,1,1.932,0.255815248649179,0.0654414414414414,0.0680000000000001,1
"Bromeliad","Glucose","Methanol",2,1,1.918,0.292166667094933,0.0853613613613614,0.0820000000000001,1
"Bromeliad","Glucose","myo-Inositol",2,1,1.921,0.277192777387572,0.0768358358358358,0.079,1
"Bromeliad","Glucose","Nitrate",2,1,1.84,0.393134270389335,0.154554554554555,0.16,1
"Bromeliad","Glucose","Raffinose",2,1,1.796,0.436548479065698,0.190574574574575,0.204,1
"Bromeliad","Glucose","Soluble Starch",2,1,1.82,0.402196173231126,0.161761761761762,0.18,1
"Bromeliad","Glucose","Succinate",2,1,1.281,0.672674877999388,0.452491491491491,0.719,1
"Bromeliad","Inulin","D-Arabinose",0,0.911,0.091,0.294628250182846,0.0868058058058058,-0.091,3
"Bromeliad","Inulin","DL-Lactate",0,0.92,0.083,0.28669355275833,0.0821931931931932,-0.083,3
"Bromeliad","Inulin","Galactitol",0,0.903,0.1,0.309993703316851,0.0960960960960961,-0.1,3
"Bromeliad","Inulin","Growth at 37°C",0,0.917,0.086,0.291013210505449,0.0846886886886887,-0.086,3
"Bromeliad","Inulin","L-Arabinose",0,0.911,0.092,0.29937539248513,0.0896256256256256,-0.092,3
"Bromeliad","Inulin","Lactose",0,0.902,0.101,0.311281056114721,0.0968958958958959,-0.101,3
"Bromeliad","Inulin","Melibiose",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Bromeliad","Inulin","Methanol",0,0.905,0.098,0.307393055371279,0.0944904904904905,-0.098,3
"Bromeliad","Inulin","myo-Inositol",0,0.903,0.1,0.309993703316851,0.0960960960960961,-0.1,3
"Bromeliad","Inulin","Nitrate",0,0.908,0.094,0.298752829699157,0.0892532532532533,-0.094,3
"Bromeliad","Inulin","Raffinose",0,0.908,0.094,0.298752829699157,0.0892532532532533,-0.094,3
"Bromeliad","Inulin","Soluble Starch",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Bromeliad","Inulin","Succinate",0,0.937,0.065,0.254636682039018,0.0648398398398398,-0.065,3
"Bromeliad","L-Arabinose","D-Arabinose",0,0.803,0.206,0.426316485425729,0.181745745745746,-0.206,3
"Bromeliad","L-Arabinose","DL-Lactate",0,0.813,0.195,0.416110740246089,0.173148148148148,-0.195,3
"Bromeliad","L-Arabinose","Galactitol",0,0.784,0.228,0.447455267279553,0.200216216216216,-0.228,3
"Bromeliad","L-Arabinose","Growth at 37°C",0,0.823,0.185,0.408585293350045,0.166941941941942,-0.185,3
"Bromeliad","L-Arabinose","Methanol",0,0.785,0.226,0.443983244189599,0.197121121121121,-0.226,3
"Bromeliad","L-Arabinose","myo-Inositol",0,0.788,0.224,0.444996653944748,0.198022022022022,-0.224,3
"Bromeliad","L-Arabinose","Nitrate",0,0.799,0.213,0.437975824473021,0.191822822822823,-0.213,3
"Bromeliad","L-Arabinose","Succinate",0,0.846,0.16,0.382813984262,0.146546546546547,-0.16,3
"Bromeliad","Lactose","D-Arabinose",0,0.938,0.062,0.241276219744537,0.0582142142142142,-0.062,3
"Bromeliad","Lactose","DL-Lactate",0,0.94,0.06,0.237605674293474,0.0564564564564565,-0.06,3
"Bromeliad","Lactose","Galactitol",0,0.931,0.069,0.253580960056751,0.0643033033033033,-0.069,3
"Bromeliad","Lactose","Growth at 37°C",0,0.94,0.06,0.237605674293474,0.0564564564564565,-0.06,3
"Bromeliad","Lactose","L-Arabinose",0,0.937,0.063,0.243084532807191,0.0590900900900901,-0.063,3
"Bromeliad","Lactose","Methanol",0,0.93,0.07,0.255274685711618,0.0651651651651652,-0.07,3
"Bromeliad","Lactose","myo-Inositol",0,0.931,0.069,0.253580960056751,0.0643033033033033,-0.069,3
"Bromeliad","Lactose","Nitrate",0,0.936,0.064,0.244875404979683,0.059963963963964,-0.064,3
"Bromeliad","Lactose","Soluble Starch",0,0.936,0.064,0.244875404979683,0.059963963963964,-0.064,3
"Bromeliad","Lactose","Succinate",0,0.952,0.048,0.213873190797121,0.0457417417417417,-0.048,3
"Bromeliad","Melibiose","D-Arabinose",0,0.934,0.067,0.254117247694004,0.0645755755755756,-0.067,3
"Bromeliad","Melibiose","DL-Lactate",0,0.948,0.052,0.222138122224316,0.0493453453453453,-0.052,3
"Bromeliad","Melibiose","Galactitol",0,0.937,0.063,0.243084532807191,0.0590900900900901,-0.063,3
"Bromeliad","Melibiose","Growth at 37°C",0,0.939,0.062,0.245389926884166,0.0602162162162162,-0.062,3
"Bromeliad","Melibiose","L-Arabinose",0,0.943,0.058,0.238102273598327,0.0566926926926927,-0.058,3
"Bromeliad","Melibiose","Lactose",0,0.935,0.066,0.252403858345525,0.0637077077077077,-0.066,3
"Bromeliad","Melibiose","Methanol",0,0.933,0.068,0.255815248649179,0.0654414414414414,-0.068,3
"Bromeliad","Melibiose","myo-Inositol",0,0.935,0.066,0.252403858345525,0.0637077077077077,-0.066,3
"Bromeliad","Melibiose","Nitrate",0,0.939,0.062,0.245389926884166,0.0602162162162162,-0.062,3
"Bromeliad","Melibiose","Soluble Starch",0,0.94,0.061,0.243594618861621,0.0593383383383383,-0.061,3
"Bromeliad","Melibiose","Succinate",0,0.953,0.047,0.211744742168102,0.0448358358358358,-0.047,3
"Bromeliad","Methanol","DL-Lactate",0,0.937,0.066,0.260214741534202,0.0677117117117117,-0.066,3
"Bromeliad","Methanol","Galactitol",0,0.926,0.078,0.282835634240094,0.079995995995996,-0.078,3
"Bromeliad","Methanol","Growth at 37°C",0,0.938,0.064,0.252918896027893,0.063967967967968,-0.064,3
"Bromeliad","Methanol","myo-Inositol",0,0.927,0.077,0.281336364784487,0.0791501501501501,-0.077,3
"Bromeliad","Methanol","Nitrate",0,0.929,0.076,0.28338014098434,0.0803043043043043,-0.076,3
"Bromeliad","Methanol","Succinate",0,0.951,0.049,0.215976030257169,0.0466456456456456,-0.049,3
"Bromeliad","myo-Inositol","DL-Lactate",0,0.931,0.071,0.264629985128347,0.070029029029029,-0.071,3
"Bromeliad","myo-Inositol","Growth at 37°C",0,0.939,0.063,0.251185377946436,0.0630940940940941,-0.063,3
"Bromeliad","myo-Inositol","Nitrate",0,0.926,0.076,0.272577141921876,0.0742982982982983,-0.076,3
"Bromeliad","myo-Inositol","Succinate",0,0.955,0.045,0.207407854282373,0.043018018018018,-0.045,3
"Bromeliad","Nitrate","Growth at 37°C",0,0.89,0.117,0.34267831625072,0.117428428428428,-0.117,3
"Bromeliad","Raffinose","D-Arabinose",0,0.823,0.187,0.414973737968083,0.172203203203203,-0.187,3
"Bromeliad","Raffinose","DL-Lactate",0,0.845,0.162,0.387176840611504,0.149905905905906,-0.162,3
"Bromeliad","Raffinose","Galactitol",0,0.814,0.198,0.42776042240836,0.182978978978979,-0.198,3
"Bromeliad","Raffinose","Growth at 37°C",0,0.847,0.165,0.402413887604462,0.161936936936937,-0.165,3
"Bromeliad","Raffinose","L-Arabinose",0,0.826,0.185,0.415870109466824,0.172947947947948,-0.185,3
"Bromeliad","Raffinose","Lactose",0,0.815,0.197,0.427051956292643,0.182373373373373,-0.197,3
"Bromeliad","Raffinose","Melibiose",0,0.816,0.197,0.429389538036706,0.184375375375375,-0.197,3
"Bromeliad","Raffinose","Methanol",0,0.816,0.196,0.426339965011217,0.181765765765766,-0.196,3
"Bromeliad","Raffinose","myo-Inositol",0,0.816,0.198,0.432415289950509,0.186982982982983,-0.198,3
"Bromeliad","Raffinose","Nitrate",0,0.819,0.194,0.427254662404691,0.182546546546547,-0.194,3
"Bromeliad","Raffinose","Soluble Starch",0,0.825,0.187,0.419770422025191,0.176207207207207,-0.187,3
"Bromeliad","Raffinose","Succinate",0,0.875,0.134,0.366303396350864,0.134178178178178,-0.134,3
"Bromeliad","Soluble Starch","D-Arabinose",0,0.838,0.166,0.382871506631912,0.146590590590591,-0.166,3
"Bromeliad","Soluble Starch","DL-Lactate",0,0.863,0.144,0.370676950188977,0.137401401401401,-0.144,3
"Bromeliad","Soluble Starch","Galactitol",0,0.831,0.175,0.395640659603549,0.156531531531532,-0.175,3
"Bromeliad","Soluble Starch","Growth at 37°C",0,0.852,0.154,0.377394258602892,0.142426426426426,-0.154,3
"Bromeliad","Soluble Starch","L-Arabinose",0,0.85,0.156,0.379219999219197,0.143807807807808,-0.156,3
"Bromeliad","Soluble Starch","Methanol",0,0.831,0.176,0.398977672537177,0.159183183183183,-0.176,3
"Bromeliad","Soluble Starch","myo-Inositol",0,0.83,0.176,0.396460819225786,0.157181181181181,-0.176,3
"Bromeliad","Soluble Starch","Nitrate",0,0.833,0.174,0.397343531320043,0.157881881881882,-0.174,3
"Bromeliad","Soluble Starch","Succinate",0,0.885,0.116,0.323494433721275,0.104648648648649,-0.116,3
"Bromeliad","Succinate","Growth at 37°C",0,0.503,0.587,0.650272138303537,0.422853853853854,-0.587,3
"Bromeliad","Succinate","Nitrate",0,0.443,0.668,0.666498477282747,0.44422022022022,-0.668,3
"Bromeliad","Sucrose_F","D-Arabinose",0,0.842,0.161,0.37579278894122,0.14122022022022,-0.161,3
"Bromeliad","Sucrose_F","DL-Lactate",0,0.86,0.143,0.358719499999205,0.12867967967968,-0.143,3
"Bromeliad","Sucrose_F","Galactitol",0,0.832,0.172,0.388029079537303,0.150566566566567,-0.172,3
"Bromeliad","Sucrose_F","Glucose",0,1,0,0,0,0,3
"Bromeliad","Sucrose_F","Growth at 37°C",0,0.857,0.147,0.365410077207135,0.133524524524525,-0.147,3
"Bromeliad","Sucrose_F","Inulin",0,0.826,0.178,0.393027315170931,0.15447047047047,-0.178,3
"Bromeliad","Sucrose_F","L-Arabinose",0,0.842,0.162,0.379341402828507,0.1438998998999,-0.162,3
"Bromeliad","Sucrose_F","Lactose",0,0.828,0.176,0.391378559935489,0.153177177177177,-0.176,3
"Bromeliad","Sucrose_F","Melibiose",0,0.83,0.174,0.38971255545065,0.151875875875876,-0.174,3
"Bromeliad","Sucrose_F","Methanol",0,0.828,0.175,0.387976191957091,0.150525525525526,-0.175,3
"Bromeliad","Sucrose_F","myo-Inositol",0,0.832,0.172,0.388029079537303,0.150566566566567,-0.172,3
"Bromeliad","Sucrose_F","Nitrate",0,0.838,0.166,0.382871506631912,0.146590590590591,-0.166,3
"Bromeliad","Sucrose_F","Raffinose",0,0.842,0.16,0.372207655131566,0.138538538538539,-0.16,3
"Bromeliad","Sucrose_F","Soluble Starch",0,0.835,0.169,0.385470605348304,0.148587587587588,-0.169,3
"Bromeliad","Sucrose_F","Succinate",0,0.88,0.122,0.333507462026305,0.111227227227227,-0.122,3
"Bromeliad","Sucrose_F","Trehalose_F",0,0.849,0.154,0.369351350911866,0.13642042042042,-0.154,3
"Bromeliad","Trehalose_F","D-Arabinose",0,0.821,0.185,0.403655717088137,0.162937937937938,-0.185,3
"Bromeliad","Trehalose_F","DL-Lactate",0,0.832,0.175,0.398162697315474,0.158533533533534,-0.175,3
"Bromeliad","Trehalose_F","Galactitol",0,0.803,0.205,0.423266055990974,0.179154154154154,-0.205,3
"Bromeliad","Trehalose_F","Glucose",0,1,0,0,0,0,3
"Bromeliad","Trehalose_F","Growth at 37°C",0,0.836,0.171,0.394860627202707,0.155914914914915,-0.171,3
"Bromeliad","Trehalose_F","Inulin",0,0.801,0.207,0.424654366904817,0.180331331331331,-0.207,3
"Bromeliad","Trehalose_F","L-Arabinose",0,0.82,0.187,0.407672904664018,0.166197197197197,-0.187,3
"Bromeliad","Trehalose_F","Lactose",0,0.804,0.204,0.422566636830882,0.178562562562563,-0.204,3
"Bromeliad","Trehalose_F","Melibiose",0,0.8,0.208,0.425343293019788,0.180916916916917,-0.208,3
"Bromeliad","Trehalose_F","Methanol",0,0.801,0.208,0.427690213728253,0.182918918918919,-0.208,3
"Bromeliad","Trehalose_F","myo-Inositol",0,0.804,0.203,0.419484167719077,0.175966966966967,-0.203,3
"Bromeliad","Trehalose_F","Nitrate",0,0.807,0.199,0.414210780364986,0.171570570570571,-0.199,3
"Bromeliad","Trehalose_F","Raffinose",0,0.815,0.194,0.41777809724606,0.174538538538539,-0.194,3
"Bromeliad","Trehalose_F","Soluble Starch",0,0.813,0.195,0.416110740246089,0.173148148148148,-0.195,3
"Bromeliad","Trehalose_F","Succinate",0,0.866,0.136,0.348748656808346,0.121625625625626,-0.136,3
"Flower","Glucose","myo-Inositol",81,1,79.108,1.31227209756897,1.72205805805806,1.892,1
"Cactus","Glucose","Vitamin-free",45,0.975,42.927,1.52840014623364,2.33600700700701,2.073,1
"Ipomoea","Erythritol","myo-Inositol",0,0.122,1.965,1.33774607626581,1.78956456456456,-1.965,3
"Ipomoea","Erythritol","Starch formation",0,0.131,1.907,1.3168466444826,1.73408508508509,-1.907,3
"Ipomoea","Erythritol","Vitamin-free",0,0.136,1.873,1.32159661683042,1.74661761761762,-1.873,3
"Ipomoea","Glucose","Erythritol",34,1,31.996,1.35492428564102,1.83581981981982,2.004,1
"Ipomoea","Glucose","Lactose",34,1,33.239,0.860592597934481,0.74061961961962,0.761000000000003,1
"Ipomoea","Glucose","Methanol",34,1,33.093,0.909493363460217,0.827178178178178,0.906999999999996,1
"Ipomoea","Glucose","myo-Inositol",34,1,33.276,0.844118792905677,0.712536536536537,0.723999999999997,1
"Ipomoea","Glucose","Soluble Starch",34,1,31.93,1.34048382940523,1.7968968968969,2.07,1
"Ipomoea","Glucose","Starch formation",34,1,32.353,1.22388271042976,1.49788888888889,1.647,1
"Ipomoea","Glucose","Vitamin-free",34,1,31.866,1.36598312943825,1.86590990990991,2.134,1
"Ipomoea","Lactose","Erythritol",0,0.489,0.717,0.837623192499236,0.701612612612613,-0.717,3
"Ipomoea","Lactose","Methanol",0,0.482,0.732,0.846695277471708,0.716892892892893,-0.732,3
"Ipomoea","Lactose","myo-Inositol",0,0.475,0.742,0.848620148332666,0.720156156156156,-0.742,3
"Ipomoea","Lactose","Soluble Starch",0,0.492,0.712,0.830509329114216,0.689745745745746,-0.712,3
"Ipomoea","Lactose","Starch formation",0,0.486,0.72,0.836839471045851,0.7003003003003,-0.72,3
"Ipomoea","Lactose","Vitamin-free",0,0.491,0.71,0.82860520550295,0.686586586586587,-0.71,3
"Ipomoea","Methanol","Erythritol",0,0.409,0.857,0.890698795522001,0.793344344344344,-0.857,3
"Ipomoea","Methanol","myo-Inositol",0,0.387,0.895,0.902657072087617,0.81478978978979,-0.895,3
"Ipomoea","Methanol","Starch formation",0,0.397,0.874,0.890458823818888,0.792916916916917,-0.874,3
"Ipomoea","Methanol","Vitamin-free",0,0.412,0.838,0.881210833190635,0.776532532532533,-0.838,3
"Ipomoea","myo-Inositol","Starch formation",0,0.496,0.694,0.831297212226202,0.691055055055055,-0.694,3
"Ipomoea","myo-Inositol","Vitamin-free",0,0.505,0.677,0.824227123037303,0.67935035035035,-0.677,3
"Ipomoea","Soluble Starch","Erythritol",0,0.139,1.948,1.31416247968926,1.72702302302302,-1.948,3
"Ipomoea","Soluble Starch","Methanol",0,0.122,2.017,1.31317761001147,1.72443543543544,-2.017,3
"Ipomoea","Soluble Starch","myo-Inositol",0,0.126,2.02,1.32338631976885,1.75135135135135,-2.02,3
"Ipomoea","Soluble Starch","Starch formation",0,0.129,1.986,1.30901394855728,1.71351751751752,-1.986,3
"Ipomoea","Soluble Starch","Vitamin-free",0,0.134,1.948,1.30191819673549,1.69499099099099,-1.948,3
"Ipomoea","Vitamin-free","Starch formation",0,0.104,2.041,1.35541733652634,1.83715615615616,-2.041,3
"Oak","Glucose","Galactitol",60,0.941,58.679,1.34973359622586,1.82178078078078,1.321,1
"Hibiscus","Erythritol","myo-Inositol",0,0.354,0.99,0.944877131056093,0.892792792792793,-0.99,3
"Hibiscus","Erythritol","Starch formation",0,0.378,0.952,0.94052144078728,0.884580580580581,-0.952,3
"Hibiscus","Glucose","Erythritol",15,1,13.988,0.960613751087699,0.922778778778779,1.012,1
"Hibiscus","Glucose","L-Rhamnose",15,1,14.182,0.887504176702095,0.787663663663664,0.818,1
"Hibiscus","Glucose","Lactose",15,1,14.619,0.608448197638229,0.370209209209209,0.381,1
"Hibiscus","Glucose","Methanol",15,1,14.561,0.651692952013219,0.424703703703704,0.439,1
"Hibiscus","Glucose","myo-Inositol",15,1,14.627,0.595168232708387,0.354225225225225,0.372999999999999,1
"Hibiscus","Glucose","Starch formation",15,1,14.162,0.895856326962398,0.802558558558559,0.837999999999999,1
"Hibiscus","L-Rhamnose","Erythritol",0,0.458,0.771,0.871388729740245,0.759318318318318,-0.771,3
"Hibiscus","L-Rhamnose","Methanol",0,0.442,0.789,0.870193217760421,0.757236236236236,-0.789,3
"Hibiscus","L-Rhamnose","myo-Inositol",0,0.439,0.796,0.870138575826369,0.757141141141141,-0.796,3
"Hibiscus","L-Rhamnose","Starch formation",0,0.458,0.758,0.854497610392309,0.730166166166166,-0.758,3
"Hibiscus","Lactose","Erythritol",0,0.703,0.354,0.595851524323836,0.355039039039039,-0.354,3
"Hibiscus","Lactose","L-Rhamnose",0,0.696,0.354,0.583973479727483,0.341025025025025,-0.354,3
"Hibiscus","Lactose","Methanol",0,0.692,0.364,0.594859527836495,0.353857857857858,-0.364,3
"Hibiscus","Lactose","myo-Inositol",0,0.686,0.371,0.599765553127819,0.359718718718719,-0.371,3
"Hibiscus","Lactose","Starch formation",0,0.703,0.351,0.590039953856641,0.348147147147147,-0.351,3
"Hibiscus","Methanol","Erythritol",0,0.658,0.41,0.62633241357309,0.392292292292292,-0.41,3
"Hibiscus","Methanol","myo-Inositol",0,0.646,0.431,0.646263612356952,0.417656656656657,-0.431,3
"Hibiscus","Methanol","Starch formation",0,0.658,0.408,0.624440490299857,0.389925925925926,-0.408,3
"Hibiscus","myo-Inositol","Starch formation",0,0.694,0.356,0.579309588734383,0.3355995995996,-0.356,3
"Beetle","Glucose","Raffinose",123,0.998,114.719,3.30983292538974,10.954993993994,8.28100000000001,1
"Ant","Glucose","Methanol",4,1,3.802,0.425413889026883,0.180976976976977,0.198,1
"Ant","Glucose","Nitrate",4,1,3.645,0.566830041808209,0.321296296296296,0.355,1
"Ant","Glucose","Starch formation",4,1,3.708,0.514782479306552,0.265001001001001,0.292,1
"Ant","Lactose_F","Glucose",0,1,0,0,0,0,3
"Ant","Lactose_F","Methanol",0,0.914,0.088,0.290414084266484,0.0843403403403403,-0.088,3
"Ant","Lactose_F","Nitrate",0,0.918,0.083,0.279623298723817,0.0781891891891892,-0.083,3
"Ant","Lactose_F","Starch formation",0,0.921,0.081,0.280209774129165,0.0785175175175175,-0.081,3
"Ant","Lactose_F","Trehalose_F",0,0.927,0.075,0.271013742176386,0.0734484484484484,-0.075,3
"Ant","Methanol","Nitrate",0,0.832,0.177,0.404765160105011,0.163834834834835,-0.177,3
"Ant","Methanol","Starch formation",0,0.821,0.189,0.416476232758188,0.173452452452452,-0.189,3
"Ant","Nitrate","Starch formation",0,0.715,0.322,0.542780444204294,0.294610610610611,-0.322,3
"Ant","Trehalose_F","Glucose",0,1,0,0,0,0,3
"Ant","Trehalose_F","Methanol",0,0.568,0.515,0.65437237350243,0.428203203203203,-0.515,3
"Ant","Trehalose_F","Nitrate",0,0.59,0.483,0.641968163636736,0.412123123123123,-0.483,3
"Ant","Trehalose_F","Starch formation",0,0.581,0.491,0.637436526507013,0.406325325325325,-0.491,3
"Fruit.fly","Glucose","Erythritol",54,1,50.533,1.73894650145855,3.02393493493493,3.467,1
"Bee","Glucose","Methanol",27,1,26.314,0.798775338904527,0.638042042042042,0.686,1
"Water","Galactitol","myo-Inositol",0,0.858,0.146,0.364440416003517,0.132816816816817,-0.146,3
"Water","Galactitol","Starch formation",0,0.855,0.149,0.367333545887023,0.134933933933934,-0.149,3
"Water","Glucose","Galactitol",4,1,3.847,0.371118213954434,0.137728728728729,0.153,1
"Water","Glucose","Inulin",4,1,3.792,0.436951858820771,0.190926926926927,0.208,1
"Water","Glucose","Melibiose",4,1,3.844,0.381850507148818,0.14580980980981,0.156,1
"Water","Glucose","myo-Inositol",4,1,3.88,0.348886402317032,0.121721721721722,0.12,1
"Water","Glucose","Raffinose",4,1,3.573,0.595840604546238,0.355026026026026,0.427,1
"Water","Glucose","Starch formation",4,1,3.727,0.490623798558235,0.240711711711712,0.273,1
