"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP","Mean_NP","SD_NP","Var_NP","Difference","Color"
"Pollen","Lactose","myo-Inositol",0,0.804,0.211,0.445732742433936,0.198677677677678,-0.211,3
"Pollen","Lactose","Starch formation",0,0.647,0.422,0.629533408416354,0.396312312312312,-0.422,3
"Pollen","Melibiose","DL-Lactate",0,0.233,1.233,0.938931622959091,0.881592592592593,-1.233,3
"Pollen","Melibiose","Galactitol",0,0.82,0.201,0.456954929733565,0.208807807807808,-0.201,3
"Pollen","Melibiose","Lactose",0,0.778,0.244,0.484457117502363,0.234698698698699,-0.244,3
"Pollen","Melibiose","Methanol",0,0.785,0.23,0.455310122122611,0.207307307307307,-0.23,3
"Pollen","Melibiose","myo-Inositol",0,0.811,0.204,0.438835477800709,0.192576576576577,-0.204,3
"Pollen","Melibiose","Starch formation",0,0.637,0.436,0.637424748743183,0.40631031031031,-0.436,3
"Pollen","Methanol","DL-Lactate",0,0.237,1.24,0.954626267872046,0.911311311311311,-1.24,3
"Pollen","Methanol","Galactitol",0,0.816,0.205,0.459549982250229,0.211186186186186,-0.205,3
"Pollen","Methanol","myo-Inositol",0,0.806,0.21,0.447325496814233,0.2001001001001,-0.21,3
"Pollen","Methanol","Starch formation",0,0.638,0.426,0.622021632188874,0.386910910910911,-0.426,3
"Pollen","myo-Inositol","DL-Lactate",0,0.244,1.228,0.957566150682517,0.916932932932933,-1.228,3
"Pollen","myo-Inositol","Starch formation",0,0.628,0.446,0.638350602327194,0.407491491491491,-0.446,3
"Feces.Dung","Glucose","Melibiose",0,1,0,0,0,0,3
"Feces.Dung","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Feces.Dung","Glucose","Starch formation",0,1,0,0,0,0,3
"Feces.Dung","Lactose_F","Glucose",29,1,28.678,0.571526589619978,0.326642642642643,0.321999999999999,1
"Feces.Dung","Lactose_F","Melibiose",0,0.43,0.841,0.909145502956235,0.826545545545545,-0.841,3
"Feces.Dung","Lactose_F","myo-Inositol",0,0.523,0.644,0.787327050141099,0.619883883883884,-0.644,3
"Feces.Dung","Lactose_F","Starch formation",0,0.227,1.37,1.12443957790731,1.26436436436436,-1.37,3
"Feces.Dung","Melibiose","myo-Inositol",0,0.53,0.631,0.783232055301909,0.613452452452453,-0.631,3
"Feces.Dung","Melibiose","Starch formation",0,0.235,1.337,1.11025387351887,1.23266366366366,-1.337,3
"Feces.Dung","myo-Inositol","Starch formation",0,0.226,1.358,1.10863206929308,1.22906506506506,-1.358,3
"Pine","Glucose","Inulin",0,1,0,0,0,0,3
"Pine","Lactose_F","Glucose",38,1,37.452,0.740435172209049,0.548244244244244,0.548000000000002,1
"Pine","Lactose_F","Inulin",0,0.151,1.817,1.29351620947872,1.67318418418418,-1.817,3
"Bromeliad","D-Arabinose","DL-Lactate",0,0.683,0.344,0.529097291567386,0.279943943943944,-0.344,3
"Bromeliad","D-Arabinose","Galactitol",0,0.943,0.058,0.238102273598327,0.0566926926926927,-0.058,3
"Bromeliad","D-Arabinose","Growth at 37°C",0,0.689,0.345,0.542465915306454,0.294269269269269,-0.345,3
"Bromeliad","D-Arabinose","Methanol",0,0.929,0.075,0.27830280712284,0.0774524524524525,-0.075,3
"Bromeliad","D-Arabinose","myo-Inositol",0,0.933,0.068,0.255815248649179,0.0654414414414414,-0.068,3
"Bromeliad","D-Arabinose","Nitrate",0,0.868,0.141,0.373173228217484,0.139258258258258,-0.141,3
"Bromeliad","D-Arabinose","Succinate",0,0.473,0.631,0.664289304655946,0.44128028028028,-0.631,3
"Bromeliad","DL-Lactate","Growth at 37°C",0,0.711,0.313,0.513122104663495,0.263294294294294,-0.313,3
"Bromeliad","DL-Lactate","Nitrate",0,0.874,0.132,0.355953231060912,0.126702702702703,-0.132,3
"Bromeliad","DL-Lactate","Succinate",0,0.476,0.6,0.626412318199756,0.392392392392392,-0.6,3
"Bromeliad","Galactitol","DL-Lactate",0,0.66,0.371,0.543741349038911,0.295654654654655,-0.371,3
"Bromeliad","Galactitol","Growth at 37°C",0,0.664,0.373,0.555138882784461,0.308179179179179,-0.373,3
"Bromeliad","Galactitol","myo-Inositol",0,0.925,0.077,0.274127974030645,0.0751461461461461,-0.077,3
"Bromeliad","Galactitol","Nitrate",0,0.854,0.156,0.389635490960225,0.151815815815816,-0.156,3
"Bromeliad","Galactitol","Succinate",0,0.419,0.701,0.670856951256413,0.450049049049049,-0.701,3
"Bromeliad","Galactose_F","D-Arabinose",0,0.826,0.184,0.412691548634467,0.170314314314314,-0.184,3
"Bromeliad","Galactose_F","DL-Lactate",0,0.689,0.341,0.533857662681734,0.285004004004004,-0.341,3
"Bromeliad","Galactose_F","Galactitol",0,0.944,0.057,0.236234643536478,0.0558068068068068,-0.057,3
"Bromeliad","Galactose_F","Glucose",2,1,1.754,0.460104005302818,0.211695695695696,0.246,1
"Bromeliad","Galactose_F","Growth at 37°C",0,0.698,0.331,0.528884409600736,0.279718718718719,-0.331,3
"Bromeliad","Galactose_F","Inulin",0,0.914,0.089,0.29523916773722,0.0871661661661662,-0.089,3
"Bromeliad","Galactose_F","L-Arabinose",0,0.802,0.209,0.433020214893608,0.187506506506507,-0.209,3
"Bromeliad","Galactose_F","Lactose",0,0.941,0.059,0.235742602375079,0.0555745745745746,-0.059,3
"Bromeliad","Galactose_F","Melibiose",0,0.941,0.06,0.241781840630057,0.0584584584584585,-0.06,3
"Bromeliad","Galactose_F","Methanol",0,0.929,0.075,0.27830280712284,0.0774524524524525,-0.075,3
"Bromeliad","Galactose_F","myo-Inositol",0,0.931,0.071,0.264629985128347,0.070029029029029,-0.071,3
"Bromeliad","Galactose_F","Nitrate",0,0.868,0.14,0.369508506717419,0.136536536536537,-0.14,3
"Bromeliad","Galactose_F","Raffinose",0,0.834,0.178,0.412900092621068,0.170486486486486,-0.178,3
"Bromeliad","Galactose_F","Soluble Starch",0,0.842,0.164,0.386333085889952,0.149253253253253,-0.164,3
"Bromeliad","Galactose_F","Succinate",0,0.465,0.626,0.645399520096305,0.416540540540541,-0.626,3
"Bromeliad","Galactose_F","Sucrose_F",0,0.846,0.158,0.375735514926626,0.141177177177177,-0.158,3
"Bromeliad","Galactose_F","Trehalose_F",0,0.824,0.185,0.41102791139282,0.168943943943944,-0.185,3
"Bromeliad","Glucose","D-Arabinose",0,1,0,0,0,0,3
"Bromeliad","Glucose","DL-Lactate",0,1,0,0,0,0,3
"Bromeliad","Glucose","Galactitol",0,1,0,0,0,0,3
"Bromeliad","Glucose","Growth at 37°C",0,1,0,0,0,0,3
"Bromeliad","Glucose","Inulin",0,1,0,0,0,0,3
"Bromeliad","Glucose","L-Arabinose",0,1,0,0,0,0,3
"Bromeliad","Glucose","Lactose",0,1,0,0,0,0,3
"Bromeliad","Glucose","Melibiose",0,1,0,0,0,0,3
"Bromeliad","Glucose","Methanol",0,1,0,0,0,0,3
"Bromeliad","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Bromeliad","Glucose","Nitrate",0,1,0,0,0,0,3
"Bromeliad","Glucose","Raffinose",0,1,0,0,0,0,3
"Bromeliad","Glucose","Soluble Starch",0,1,0,0,0,0,3
"Bromeliad","Glucose","Succinate",0,1,0,0,0,0,3
"Bromeliad","Inulin","D-Arabinose",0,0.814,0.196,0.421618028269382,0.177761761761762,-0.196,3
"Bromeliad","Inulin","DL-Lactate",0,0.666,0.366,0.544371509486252,0.29634034034034,-0.366,3
"Bromeliad","Inulin","Galactitol",0,0.939,0.062,0.245389926884166,0.0602162162162162,-0.062,3
"Bromeliad","Inulin","Growth at 37°C",0,0.664,0.368,0.544860415953364,0.296872872872873,-0.368,3
"Bromeliad","Inulin","L-Arabinose",0,0.79,0.221,0.440855252155799,0.194353353353353,-0.221,3
"Bromeliad","Inulin","Lactose",0,0.932,0.068,0.251871871076227,0.0634394394394394,-0.068,3
"Bromeliad","Inulin","Melibiose",0,0.94,0.061,0.243594618861621,0.0593383383383383,-0.061,3
"Bromeliad","Inulin","Methanol",0,0.928,0.077,0.284872168089745,0.0811521521521522,-0.077,3
"Bromeliad","Inulin","myo-Inositol",0,0.925,0.076,0.26887970599563,0.0722962962962963,-0.076,3
"Bromeliad","Inulin","Nitrate",0,0.858,0.151,0.382551101613033,0.146345345345345,-0.151,3
"Bromeliad","Inulin","Raffinose",0,0.817,0.195,0.425624430873224,0.181156156156156,-0.195,3
"Bromeliad","Inulin","Soluble Starch",0,0.832,0.174,0.394816260911174,0.15587987987988,-0.174,3
"Bromeliad","Inulin","Succinate",0,0.434,0.681,0.669093929644177,0.447686686686687,-0.681,3
"Bromeliad","L-Arabinose","D-Arabinose",0,0.827,0.182,0.408708995549453,0.167043043043043,-0.182,3
"Bromeliad","L-Arabinose","DL-Lactate",0,0.678,0.349,0.530547340470651,0.28148048048048,-0.349,3
"Bromeliad","L-Arabinose","Galactitol",0,0.94,0.061,0.243594618861621,0.0593383383383383,-0.061,3
"Bromeliad","L-Arabinose","Growth at 37°C",0,0.69,0.338,0.529184311970826,0.280036036036036,-0.338,3
"Bromeliad","L-Arabinose","Methanol",0,0.928,0.076,0.27982548544102,0.0783023023023023,-0.076,3
"Bromeliad","L-Arabinose","myo-Inositol",0,0.93,0.071,0.260819913018594,0.068027027027027,-0.071,3
"Bromeliad","L-Arabinose","Nitrate",0,0.866,0.141,0.367769294876903,0.135254254254254,-0.141,3
"Bromeliad","L-Arabinose","Succinate",0,0.464,0.647,0.671447571923409,0.450841841841842,-0.647,3
"Bromeliad","Lactose","D-Arabinose",0,0.809,0.2,0.42211157077031,0.178178178178178,-0.2,3
"Bromeliad","Lactose","DL-Lactate",0,0.656,0.376,0.546738441051041,0.298922922922923,-0.376,3
"Bromeliad","Lactose","Galactitol",0,0.937,0.064,0.248929640593413,0.061965965965966,-0.064,3
"Bromeliad","Lactose","Growth at 37°C",0,0.663,0.375,0.557391860082012,0.310685685685686,-0.375,3
"Bromeliad","Lactose","L-Arabinose",0,0.787,0.225,0.445615948517974,0.198573573573574,-0.225,3
"Bromeliad","Lactose","Methanol",0,0.923,0.082,0.292166667094933,0.0853613613613614,-0.082,3
"Bromeliad","Lactose","myo-Inositol",0,0.924,0.078,0.275666450610139,0.075991991991992,-0.078,3
"Bromeliad","Lactose","Nitrate",0,0.856,0.154,0.387858781561581,0.150434434434434,-0.154,3
"Bromeliad","Lactose","Soluble Starch",0,0.833,0.174,0.397343531320043,0.157881881881882,-0.174,3
"Bromeliad","Lactose","Succinate",0,0.414,0.697,0.658501803053435,0.433624624624625,-0.697,3
"Bromeliad","Melibiose","D-Arabinose",0,0.803,0.207,0.429342911127382,0.184335335335335,-0.207,3
"Bromeliad","Melibiose","DL-Lactate",0,0.663,0.37,0.54717401199198,0.299399399399399,-0.37,3
"Bromeliad","Melibiose","Galactitol",0,0.941,0.06,0.241781840630057,0.0584584584584585,-0.06,3
"Bromeliad","Melibiose","Growth at 37°C",0,0.658,0.379,0.556478812416671,0.309668668668669,-0.379,3
"Bromeliad","Melibiose","L-Arabinose",0,0.79,0.222,0.443748704688716,0.196912912912913,-0.222,3
"Bromeliad","Melibiose","Lactose",0,0.932,0.068,0.251871871076227,0.0634394394394394,-0.068,3
"Bromeliad","Melibiose","Methanol",0,0.923,0.082,0.292166667094933,0.0853613613613614,-0.082,3
"Bromeliad","Melibiose","myo-Inositol",0,0.925,0.077,0.274127974030645,0.0751461461461461,-0.077,3
"Bromeliad","Melibiose","Nitrate",0,0.856,0.154,0.387858781561581,0.150434434434434,-0.154,3
"Bromeliad","Melibiose","Soluble Starch",0,0.834,0.173,0.396520148577885,0.157228228228228,-0.173,3
"Bromeliad","Melibiose","Succinate",0,0.418,0.698,0.665762149148808,0.443239239239239,-0.698,3
"Bromeliad","Methanol","DL-Lactate",0,0.662,0.37,0.545341541969248,0.297397397397397,-0.37,3
"Bromeliad","Methanol","Galactitol",0,0.94,0.061,0.243594618861621,0.0593383383383383,-0.061,3
"Bromeliad","Methanol","Growth at 37°C",0,0.669,0.367,0.551919935874412,0.304615615615616,-0.367,3
"Bromeliad","Methanol","myo-Inositol",0,0.928,0.074,0.269437556024762,0.0725965965965966,-0.074,3
"Bromeliad","Methanol","Nitrate",0,0.856,0.154,0.387858781561581,0.150434434434434,-0.154,3
"Bromeliad","Methanol","Succinate",0,0.429,0.686,0.667719888763132,0.44584984984985,-0.686,3
"Bromeliad","myo-Inositol","DL-Lactate",0,0.655,0.378,0.549014951906974,0.301417417417417,-0.378,3
"Bromeliad","myo-Inositol","Growth at 37°C",0,0.667,0.369,0.552398537420352,0.305144144144144,-0.369,3
"Bromeliad","myo-Inositol","Nitrate",0,0.853,0.157,0.390516969546143,0.152503503503504,-0.157,3
"Bromeliad","myo-Inositol","Succinate",0,0.428,0.685,0.664994148257876,0.442217217217217,-0.685,3
"Bromeliad","Nitrate","Growth at 37°C",0,0.692,0.342,0.541598863855279,0.293329329329329,-0.342,3
"Bromeliad","Raffinose","D-Arabinose",0,0.817,0.191,0.413146087588506,0.17068968968969,-0.191,3
"Bromeliad","Raffinose","DL-Lactate",0,0.684,0.344,0.530985824618648,0.281945945945946,-0.344,3
"Bromeliad","Raffinose","Galactitol",0,0.942,0.059,0.239951196239103,0.0575765765765766,-0.059,3
"Bromeliad","Raffinose","Growth at 37°C",0,0.683,0.346,0.533449687007658,0.284568568568569,-0.346,3
"Bromeliad","Raffinose","L-Arabinose",0,0.798,0.213,0.435684313259981,0.189820820820821,-0.213,3
"Bromeliad","Raffinose","Lactose",0,0.937,0.063,0.243084532807191,0.0590900900900901,-0.063,3
"Bromeliad","Raffinose","Melibiose",0,0.939,0.061,0.239450070654273,0.0573363363363363,-0.061,3
"Bromeliad","Raffinose","Methanol",0,0.931,0.074,0.280361556927127,0.0786026026026026,-0.074,3
"Bromeliad","Raffinose","myo-Inositol",0,0.929,0.073,0.267848357737625,0.0717427427427427,-0.073,3
"Bromeliad","Raffinose","Nitrate",0,0.86,0.15,0.384249460178733,0.147647647647648,-0.15,3
"Bromeliad","Raffinose","Soluble Starch",0,0.843,0.163,0.385460217894895,0.14857957957958,-0.163,3
"Bromeliad","Raffinose","Succinate",0,0.455,0.649,0.66048106349481,0.436235235235235,-0.649,3
"Bromeliad","Soluble Starch","D-Arabinose",0,0.817,0.194,0.422542947571655,0.178542542542543,-0.194,3
"Bromeliad","Soluble Starch","DL-Lactate",0,0.677,0.35,0.530831217791288,0.281781781781782,-0.35,3
"Bromeliad","Soluble Starch","Galactitol",0,0.941,0.06,0.241781840630057,0.0584584584584585,-0.06,3
"Bromeliad","Soluble Starch","Growth at 37°C",0,0.674,0.359,0.544440460854459,0.296415415415415,-0.359,3
"Bromeliad","Soluble Starch","L-Arabinose",0,0.801,0.208,0.427690213728253,0.182918918918919,-0.208,3
"Bromeliad","Soluble Starch","Methanol",0,0.926,0.078,0.282835634240094,0.079995995995996,-0.078,3
"Bromeliad","Soluble Starch","myo-Inositol",0,0.927,0.075,0.271013742176386,0.0734484484484484,-0.075,3
"Bromeliad","Soluble Starch","Nitrate",0,0.855,0.154,0.38526929858533,0.148432432432432,-0.154,3
"Bromeliad","Soluble Starch","Succinate",0,0.447,0.655,0.656052898328637,0.430405405405405,-0.655,3
"Bromeliad","Succinate","Growth at 37°C",0,0.763,0.253,0.470332023375203,0.221212212212212,-0.253,3
"Bromeliad","Succinate","Nitrate",0,0.895,0.109,0.324382835896452,0.105224224224224,-0.109,3
"Bromeliad","Sucrose_F","D-Arabinose",0,0.819,0.188,0.408439497138588,0.166822822822823,-0.188,3
"Bromeliad","Sucrose_F","DL-Lactate",0,0.679,0.348,0.530261423429215,0.281177177177177,-0.348,3
"Bromeliad","Sucrose_F","Galactitol",0,0.945,0.056,0.23434785878885,0.0549189189189189,-0.056,3
"Bromeliad","Sucrose_F","Glucose",2,1,1.819,0.395468577001252,0.156395395395395,0.181,1
"Bromeliad","Sucrose_F","Growth at 37°C",0,0.68,0.351,0.538599191504303,0.290089089089089,-0.351,3
"Bromeliad","Sucrose_F","Inulin",0,0.902,0.1,0.306747606501003,0.0940940940940941,-0.1,3
"Bromeliad","Sucrose_F","L-Arabinose",0,0.798,0.213,0.435684313259981,0.189820820820821,-0.213,3
"Bromeliad","Sucrose_F","Lactose",0,0.935,0.065,0.246649216167082,0.0608358358358358,-0.065,3
"Bromeliad","Sucrose_F","Melibiose",0,0.939,0.061,0.239450070654273,0.0573363363363363,-0.061,3
"Bromeliad","Sucrose_F","Methanol",0,0.928,0.076,0.27982548544102,0.0783023023023023,-0.076,3
"Bromeliad","Sucrose_F","myo-Inositol",0,0.932,0.07,0.263000321614193,0.0691691691691692,-0.07,3
"Bromeliad","Sucrose_F","Nitrate",0,0.861,0.145,0.368932393686311,0.136111111111111,-0.145,3
"Bromeliad","Sucrose_F","Raffinose",0,0.828,0.183,0.414346090463857,0.171682682682683,-0.183,3
"Bromeliad","Sucrose_F","Soluble Starch",0,0.838,0.168,0.389779332350919,0.151927927927928,-0.168,3
"Bromeliad","Sucrose_F","Succinate",0,0.454,0.66,0.672943424704375,0.452852852852853,-0.66,3
"Bromeliad","Sucrose_F","Trehalose_F",0,0.818,0.187,0.402732160614462,0.162193193193193,-0.187,3
"Bromeliad","Trehalose_F","D-Arabinose",0,0.829,0.179,0.403883797796002,0.163122122122122,-0.179,3
"Bromeliad","Trehalose_F","DL-Lactate",0,0.679,0.347,0.528081309903948,0.27886986986987,-0.347,3
"Bromeliad","Trehalose_F","Galactitol",0,0.944,0.056,0.230036772966665,0.0529169169169169,-0.056,3
"Bromeliad","Trehalose_F","Glucose",2,1,1.786,0.431729533840795,0.18639039039039,0.214,1
"Bromeliad","Trehalose_F","Growth at 37°C",0,0.688,0.342,0.534154772815259,0.285321321321321,-0.342,3
"Bromeliad","Trehalose_F","Inulin",0,0.906,0.096,0.301454598364123,0.0908748748748749,-0.096,3
"Bromeliad","Trehalose_F","L-Arabinose",0,0.805,0.205,0.427969809867657,0.183158158158158,-0.205,3
"Bromeliad","Trehalose_F","Lactose",0,0.94,0.06,0.237605674293474,0.0564564564564565,-0.06,3
"Bromeliad","Trehalose_F","Melibiose",0,0.939,0.062,0.245389926884166,0.0602162162162162,-0.062,3
"Bromeliad","Trehalose_F","Methanol",0,0.929,0.076,0.28338014098434,0.0803043043043043,-0.076,3
"Bromeliad","Trehalose_F","myo-Inositol",0,0.933,0.068,0.255815248649179,0.0654414414414414,-0.068,3
"Bromeliad","Trehalose_F","Nitrate",0,0.862,0.145,0.371635726368057,0.138113113113113,-0.145,3
"Bromeliad","Trehalose_F","Raffinose",0,0.826,0.184,0.412691548634467,0.170314314314314,-0.184,3
"Bromeliad","Trehalose_F","Soluble Starch",0,0.843,0.161,0.378447119452933,0.143222222222222,-0.161,3
"Bromeliad","Trehalose_F","Succinate",0,0.449,0.641,0.640725783412475,0.41052952952953,-0.641,3
"Flower","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Cactus","Glucose","Vitamin-free",0,1,0,0,0,0,3
"Ipomoea","Erythritol","myo-Inositol",0,0.501,0.685,0.824897239330727,0.680455455455455,-0.685,3
"Ipomoea","Erythritol","Starch formation",0,0.199,1.55,1.17936037363093,1.39089089089089,-1.55,3
"Ipomoea","Erythritol","Vitamin-free",0,0.11,2.003,1.34044313112783,1.79678778778779,-2.003,3
"Ipomoea","Glucose","Erythritol",0,1,0,0,0,0,3
"Ipomoea","Glucose","Lactose",0,1,0,0,0,0,3
"Ipomoea","Glucose","Methanol",0,1,0,0,0,0,3
"Ipomoea","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Ipomoea","Glucose","Soluble Starch",0,1,0,0,0,0,3
"Ipomoea","Glucose","Starch formation",0,1,0,0,0,0,3
"Ipomoea","Glucose","Vitamin-free",0,1,0,0,0,0,3
"Ipomoea","Lactose","Erythritol",0,0.121,1.96,1.32897184551298,1.76616616616617,-1.96,3
"Ipomoea","Lactose","Methanol",0,0.394,0.878,0.889892076550807,0.791907907907908,-0.878,3
"Ipomoea","Lactose","myo-Inositol",0,0.488,0.705,0.828650506342488,0.686661661661662,-0.705,3
"Ipomoea","Lactose","Soluble Starch",0,0.127,2.021,1.32978469209392,1.76832732732733,-2.021,3
"Ipomoea","Lactose","Starch formation",0,0.184,1.606,1.20673949973481,1.45622022022022,-1.606,3
"Ipomoea","Lactose","Vitamin-free",0,0.097,2.083,1.37039738360411,1.87798898898899,-2.083,3
"Ipomoea","Methanol","Erythritol",0,0.123,1.954,1.33479049504619,1.78166566566567,-1.954,3
"Ipomoea","Methanol","myo-Inositol",0,0.486,0.712,0.84009628124505,0.705761761761762,-0.712,3
"Ipomoea","Methanol","Starch formation",0,0.184,1.614,1.2159286502433,1.47848248248248,-1.614,3
"Ipomoea","Methanol","Vitamin-free",0,0.095,2.065,1.35003614677445,1.8225975975976,-2.065,3
"Ipomoea","myo-Inositol","Starch formation",0,0.185,1.617,1.20820973790595,1.45977077077077,-1.617,3
"Ipomoea","myo-Inositol","Vitamin-free",0,0.095,2.087,1.35767237368751,1.84327427427427,-2.087,3
"Ipomoea","Soluble Starch","Erythritol",0,0.143,1.882,1.3273423966098,1.76183783783784,-1.882,3
"Ipomoea","Soluble Starch","Methanol",0,0.407,0.854,0.889649074340819,0.791475475475475,-0.854,3
"Ipomoea","Soluble Starch","myo-Inositol",0,0.505,0.674,0.819997802677785,0.672396396396396,-0.674,3
"Ipomoea","Soluble Starch","Starch formation",0,0.198,1.563,1.20061337343563,1.44147247247247,-1.563,3
"Ipomoea","Soluble Starch","Vitamin-free",0,0.107,2.012,1.33927205960912,1.79364964964965,-2.012,3
"Ipomoea","Vitamin-free","Starch formation",0,0.197,1.554,1.19268877185396,1.42250650650651,-1.554,3
"Oak","Glucose","Galactitol",0,1,0,0,0,0,3
"Hibiscus","Erythritol","myo-Inositol",0,0.699,0.351,0.576308191101889,0.332131131131131,-0.351,3
"Hibiscus","Erythritol","Starch formation",0,0.453,0.778,0.864559693406686,0.747463463463463,-0.778,3
"Hibiscus","Glucose","Erythritol",0,1,0,0,0,0,3
"Hibiscus","Glucose","L-Rhamnose",0,1,0,0,0,0,3
"Hibiscus","Glucose","Lactose",0,1,0,0,0,0,3
"Hibiscus","Glucose","Methanol",0,1,0,0,0,0,3
"Hibiscus","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Hibiscus","Glucose","Starch formation",0,1,0,0,0,0,3
"Hibiscus","L-Rhamnose","Erythritol",0,0.366,0.965,0.933083943515076,0.870645645645646,-0.965,3
"Hibiscus","L-Rhamnose","Methanol",0,0.659,0.41,0.627928574197969,0.394294294294294,-0.41,3
"Hibiscus","L-Rhamnose","myo-Inositol",0,0.699,0.351,0.578042501147738,0.334133133133133,-0.351,3
"Hibiscus","L-Rhamnose","Starch formation",0,0.444,0.778,0.854075784368955,0.729445445445445,-0.778,3
"Hibiscus","Lactose","Erythritol",0,0.36,0.985,0.942158512492809,0.887662662662663,-0.985,3
"Hibiscus","Lactose","L-Rhamnose",0,0.445,0.791,0.872972554597841,0.762081081081081,-0.791,3
"Hibiscus","Lactose","Methanol",0,0.651,0.422,0.639002601187448,0.408324324324324,-0.422,3
"Hibiscus","Lactose","myo-Inositol",0,0.689,0.363,0.584442103695971,0.341572572572573,-0.363,3
"Hibiscus","Lactose","Starch formation",0,0.433,0.808,0.874013672604668,0.7638998998999,-0.808,3
"Hibiscus","Methanol","Erythritol",0,0.362,0.983,0.951638910835731,0.905616616616617,-0.983,3
"Hibiscus","Methanol","myo-Inositol",0,0.69,0.365,0.590019595541642,0.348123123123123,-0.365,3
"Hibiscus","Methanol","Starch formation",0,0.437,0.807,0.880071318431368,0.774525525525526,-0.807,3
"Hibiscus","myo-Inositol","Starch formation",0,0.428,0.821,0.881893835298068,0.777736736736737,-0.821,3
"Beetle","Glucose","Raffinose",0,1,0,0,0,0,3
"Ant","Glucose","Methanol",0,1,0,0,0,0,3
"Ant","Glucose","Nitrate",0,1,0,0,0,0,3
"Ant","Glucose","Starch formation",0,1,0,0,0,0,3
"Ant","Lactose_F","Glucose",4,1,3.906,0.298752829699157,0.0892532532532533,0.0939999999999999,1
"Ant","Lactose_F","Methanol",0,0.819,0.192,0.421085874036773,0.177313313313313,-0.192,3
"Ant","Lactose_F","Nitrate",0,0.699,0.344,0.563898911137433,0.317981981981982,-0.344,3
"Ant","Lactose_F","Starch formation",0,0.748,0.279,0.505385411754647,0.255414414414414,-0.279,3
"Ant","Lactose_F","Trehalose_F",0,0.557,0.528,0.660039128879229,0.435651651651652,-0.528,3
"Ant","Methanol","Nitrate",0,0.707,0.334,0.555655246310833,0.308752752752753,-0.334,3
"Ant","Methanol","Starch formation",0,0.745,0.283,0.50908758595174,0.25917017017017,-0.283,3
"Ant","Nitrate","Starch formation",0,0.768,0.259,0.496150345324041,0.246165165165165,-0.259,3
"Ant","Trehalose_F","Glucose",4,1,3.453,0.669506713363831,0.448239239239239,0.547,1
"Ant","Trehalose_F","Methanol",0,0.843,0.166,0.39572793760436,0.156600600600601,-0.166,3
"Ant","Trehalose_F","Nitrate",0,0.741,0.291,0.524016787511234,0.274593593593594,-0.291,3
"Ant","Trehalose_F","Starch formation",0,0.786,0.236,0.473844413841219,0.224528528528529,-0.236,3
"Fruit.fly","Glucose","Erythritol",0,1,0,0,0,0,3
"Bee","Glucose","Methanol",0,1,0,0,0,0,3
"Water","Galactitol","myo-Inositol",0,0.894,0.113,0.338149885916505,0.114345345345345,-0.113,3
"Water","Galactitol","Starch formation",0,0.75,0.269,0.486698958161897,0.236875875875876,-0.269,3
"Water","Glucose","Galactitol",0,1,0,0,0,0,3
"Water","Glucose","Inulin",0,1,0,0,0,0,3
"Water","Glucose","Melibiose",0,1,0,0,0,0,3
"Water","Glucose","myo-Inositol",0,1,0,0,0,0,3
"Water","Glucose","Raffinose",0,1,0,0,0,0,3
"Water","Glucose","Starch formation",0,1,0,0,0,0,3
"Water","Inulin","Galactitol",0,0.856,0.148,0.366374439924826,0.13423023023023,-0.148,3
"Water","Inulin","Melibiose",0,0.864,0.142,0.366019084160881,0.13396996996997,-0.142,3
"Water","Inulin","myo-Inositol",0,0.893,0.115,0.343355344931301,0.117892892892893,-0.115,3
"Water","Inulin","Raffinose",0,0.646,0.405,0.58593371495274,0.343318318318318,-0.405,3
"Water","Inulin","Starch formation",0,0.764,0.256,0.48238645990191,0.232696696696697,-0.256,3
"Water","Lactose_F","Galactitol",0,0.86,0.144,0.362485027822385,0.131395395395395,-0.144,3
"Water","Lactose_F","Glucose",4,1,3.936,0.252918896027893,0.063967967967968,0.0640000000000001,1
"Water","Lactose_F","Inulin",0,0.808,0.205,0.434930068130687,0.189164164164164,-0.205,3
"Water","Lactose_F","Melibiose",0,0.852,0.155,0.380946348086079,0.14512012012012,-0.155,3
"Water","Lactose_F","myo-Inositol",0,0.889,0.118,0.343793825125167,0.118194194194194,-0.118,3
"Water","Lactose_F","Raffinose",0,0.636,0.419,0.594804835885514,0.353792792792793,-0.419,3
"Water","Lactose_F","Raffinose_F",0,0.788,0.23,0.468315405810357,0.219319319319319,-0.23,3
"Water","Lactose_F","Starch formation",0,0.751,0.265,0.478543628109292,0.229004004004004,-0.265,3
"Water","Melibiose","Galactitol",0,0.857,0.147,0.365410077207135,0.133524524524525,-0.147,3
"Water","Melibiose","myo-Inositol",0,0.895,0.113,0.341097269627517,0.116347347347347,-0.113,3
"Water","Melibiose","Starch formation",0,0.754,0.264,0.482220423184809,0.232536536536537,-0.264,3
"Water","myo-Inositol","Starch formation",0,0.754,0.262,0.47705721206537,0.227583583583584,-0.262,3
"Water","Raffinose","Galactitol",0,0.87,0.134,0.35237503908218,0.124168168168168,-0.134,3
"Water","Raffinose","Melibiose",0,0.87,0.135,0.356232932085036,0.126901901901902,-0.135,3
