"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP","Mean_PP","SD_PP","Var_PP","Difference","Color"
"Bromeliad","D-Xylose","D-Glucosamine",1,0.869,0.971,0.538933622489309,0.290449449449449,0.029,3
"Bromeliad","D-Xylose","D-Mannitol",2,1,1.858,0.366019084160881,0.13396996996997,0.142,1
"Bromeliad","D-Xylose","D-Ribose",1,0.898,0.943,0.507945872125179,0.258009009009009,0.0570000000000001,3
"Bromeliad","D-Xylose","DL-Lactate",0,0.67,0.362,0.543370270857038,0.295251251251251,-0.362,3
"Bromeliad","D-Xylose","Erythritol",2,1,1.579,0.584894093918806,0.342101101101101,0.421,1
"Bromeliad","D-Xylose","Ethanol",2,1,1.843,0.374821946384535,0.140491491491491,0.157,1
"Bromeliad","D-Xylose","Galactitol",0,0.941,0.06,0.241781840630057,0.0584584584584585,-0.06,3
"Bromeliad","D-Xylose","Glycerol",2,1,1.875,0.339838918445917,0.11549049049049,0.125,1
"Bromeliad","D-Xylose","Growth at 19°C",2,1,1.901,0.305437869774349,0.0932922922922923,0.099,1
"Bromeliad","D-Xylose","Growth at 25°C",2,1,1.898,0.309340737200408,0.0956916916916917,0.102,1
"Bromeliad","D-Xylose","Growth at 30°C",2,1,1.866,0.35237503908218,0.124168168168168,0.134,1
"Bromeliad","D-Xylose","Growth at 37°C",0,0.674,0.36,0.546533346373941,0.298698698698699,-0.36,3
"Bromeliad","D-Xylose","L-Arabinose",0,0.795,0.216,0.437647729955881,0.191535535535536,-0.216,3
"Bromeliad","D-Xylose","Methanol",0,0.931,0.074,0.280361556927127,0.0786026026026026,-0.074,3
"Bromeliad","D-Xylose","myo-Inositol",0,0.929,0.073,0.267848357737625,0.0717427427427427,-0.073,3
"Bromeliad","D-Xylose","Nitrate",0,0.859,0.15,0.38163548792748,0.145645645645646,-0.15,3
"Bromeliad","D-Xylose","Ribitol",2,1,1.757,0.464937809999539,0.216167167167167,0.243,1
"Bromeliad","D-Xylose","Starch formation",1,0.955,0.785,0.50895386238247,0.259034034034034,0.215,3
"Bromeliad","D-Xylose","Succinate",0,0.437,0.672,0.66246121007562,0.438854854854855,-0.672,3
"Bromeliad","D-Xylose","Vitamin-free",2,1,1.52,0.596620445472627,0.355955955955956,0.48,1
"Bromeliad","DL-Lactate","D-Gluconate",0,0.686,0.342,0.530393549468051,0.281317317317317,-0.342,3
"Bromeliad","DL-Lactate","Growth at 19°C",0,0.65,0.384,0.552131188078385,0.304848848848849,-0.384,3
"Bromeliad","DL-Lactate","Growth at 25°C",0,0.648,0.385,0.550525274695066,0.303078078078078,-0.385,3
"Bromeliad","DL-Lactate","Growth at 30°C",0,0.657,0.374,0.544445057301855,0.29642042042042,-0.374,3
"Bromeliad","DL-Lactate","Vitamin-free",0,0.736,0.284,0.493545932601605,0.243587587587588,-0.284,3
"Bromeliad","Erythritol","2-Keto-D-gluconate",1,0.896,0.868,0.568241936941387,0.322898898898899,0.132,3
"Bromeliad","Erythritol","Citrate",1,0.803,0.993,0.633523758317202,0.401352352352352,0.00700000000000001,3
"Bromeliad","Erythritol","D-Glucitol",2,1,1.613,0.565288024418128,0.319550550550551,0.387,1
"Bromeliad","Erythritol","D-Gluconate",2,1,1.491,0.629535793514011,0.396315315315315,0.509,1
"Bromeliad","Erythritol","D-Glucosamine",1,0.911,0.833,0.563407870399792,0.317428428428428,0.167,3
"Bromeliad","Erythritol","D-Mannitol",2,1,1.619,0.558704887352125,0.312151151151151,0.381,1
"Bromeliad","Erythritol","DL-Lactate",0,0.708,0.312,0.504887027869513,0.254910910910911,-0.312,3
"Bromeliad","Erythritol","Galactitol",0,0.95,0.051,0.224609548883055,0.0504494494494495,-0.051,3
"Bromeliad","Erythritol","Growth at 19°C",2,1,1.657,0.545571854707195,0.297648648648649,0.343,1
"Bromeliad","Erythritol","Growth at 25°C",2,1,1.655,0.544308066513139,0.296271271271271,0.345,1
"Bromeliad","Erythritol","Growth at 30°C",2,1,1.627,0.565854390449691,0.320191191191191,0.373,1
"Bromeliad","Erythritol","Growth at 37°C",0,0.712,0.313,0.515069215053954,0.265296296296296,-0.313,3
"Bromeliad","Erythritol","myo-Inositol",0,0.941,0.06,0.241781840630057,0.0584584584584585,-0.06,3
"Bromeliad","Erythritol","Nitrate",0,0.867,0.14,0.366789496216201,0.134534534534535,-0.14,3
"Bromeliad","Erythritol","Ribitol",2,1,1.53,0.609484594941883,0.371471471471471,0.47,1
"Bromeliad","Erythritol","Starch formation",1,0.968,0.679,0.531263815106244,0.282241241241241,0.321,3
"Bromeliad","Erythritol","Succinate",0,0.501,0.566,0.616460886045517,0.380024024024024,-0.566,3
"Bromeliad","Erythritol","Vitamin-free",2,1,1.324,0.671919247734038,0.451475475475475,0.676,1
"Bromeliad","Ethanol","2-Keto-D-gluconate",1,0.851,1.016,0.53106122624988,0.282026026026026,-0.016,3
"Bromeliad","Ethanol","Citrate",1,0.745,1.173,0.55441715195183,0.307378378378378,-0.173,3
"Bromeliad","Ethanol","D-Glucitol",2,1,1.88,0.334233020079871,0.111711711711712,0.12,1
"Bromeliad","Ethanol","D-Gluconate",2,1,1.743,0.482891482824231,0.233184184184184,0.257,1
"Bromeliad","Ethanol","D-Glucosamine",1,0.865,0.99,0.529320489099166,0.28018018018018,0.01,3
"Bromeliad","Ethanol","D-Mannitol",2,1,1.888,0.327968845416091,0.107563563563564,0.112,1
"Bromeliad","Ethanol","DL-Lactate",0,0.663,0.369,0.545101950222283,0.297136136136136,-0.369,3
"Bromeliad","Ethanol","Erythritol",2,1,1.606,0.575408633142652,0.331095095095095,0.394,1
"Bromeliad","Ethanol","Galactitol",0,0.937,0.064,0.248929640593413,0.061965965965966,-0.064,3
"Bromeliad","Ethanol","Glycerol",2,1,1.907,0.297387692145185,0.0884394394394394,0.093,1
"Bromeliad","Ethanol","Growth at 19°C",2,1,1.933,0.254117247694004,0.0645755755755756,0.0669999999999999,1
"Bromeliad","Ethanol","Growth at 25°C",2,1,1.929,0.260819913018594,0.068027027027027,0.071,1
"Bromeliad","Ethanol","Growth at 30°C",2,1,1.901,0.305437869774349,0.0932922922922923,0.099,1
"Bromeliad","Ethanol","Growth at 37°C",0,0.665,0.371,0.552869482486296,0.305664664664665,-0.371,3
"Bromeliad","Ethanol","myo-Inositol",0,0.927,0.075,0.271013742176386,0.0734484484484484,-0.075,3
"Bromeliad","Ethanol","Nitrate",0,0.859,0.15,0.38163548792748,0.145645645645646,-0.15,3
"Bromeliad","Ethanol","Ribitol",2,1,1.788,0.437318244814057,0.191247247247247,0.212,1
"Bromeliad","Ethanol","Starch formation",1,0.953,0.804,0.501832477860726,0.251835835835836,0.196,3
"Bromeliad","Ethanol","Succinate",0,0.422,0.694,0.666939883954175,0.444808808808809,-0.694,3
"Bromeliad","Ethanol","Vitamin-free",2,1,1.542,0.585302125896172,0.342578578578579,0.458,1
"Bromeliad","Galactitol","D-Glucitol",0,0.938,0.063,0.247168145383041,0.0610920920920921,-0.063,3
"Bromeliad","Galactitol","D-Gluconate",0,0.946,0.055,0.23244145290595,0.054029029029029,-0.055,3
"Bromeliad","Galactitol","D-Mannitol",0,0.936,0.065,0.250674765059904,0.0628378378378378,-0.065,3
"Bromeliad","Galactitol","Growth at 19°C",0,0.936,0.065,0.250674765059904,0.0628378378378378,-0.065,3
"Bromeliad","Galactitol","Growth at 25°C",0,0.936,0.065,0.250674765059904,0.0628378378378378,-0.065,3
"Bromeliad","Galactitol","Growth at 30°C",0,0.937,0.064,0.248929640593413,0.061965965965966,-0.064,3
"Bromeliad","Galactitol","Vitamin-free",0,0.949,0.051,0.220107808692576,0.0484474474474474,-0.051,3
"Bromeliad","Galactose","Cellobiose",1,0.8,1.101,0.537669125102128,0.289088088088088,-0.101,3
"Bromeliad","Galactose","D-Glucitol",1,0.776,1.159,0.513792743217519,0.263982982982983,-0.159,3
"Bromeliad","Galactose","D-Gluconate",1,0.81,1.068,0.554692422594435,0.307683683683684,-0.0680000000000001,3
"Bromeliad","Galactose","D-Mannitol",1,0.785,1.154,0.502530134953653,0.252536536536537,-0.154,3
"Bromeliad","Galactose","D-Xylose",1,0.789,1.127,0.528346619323101,0.27915015015015,-0.127,3
"Bromeliad","Galactose","Erythritol",1,0.853,0.973,0.566208081531509,0.320591591591592,0.027,3
"Bromeliad","Galactose","Ethanol",1,0.781,1.151,0.514260112650654,0.264463463463463,-0.151,3
"Bromeliad","Galactose","Glycerol",1,0.77,1.173,0.50727539692787,0.257328328328328,-0.173,3
"Bromeliad","Galactose","Growth at 19°C",1,0.763,1.187,0.502278093572956,0.252283283283283,-0.187,3
"Bromeliad","Galactose","Growth at 25°C",1,0.767,1.183,0.499760703497945,0.249760760760761,-0.183,3
"Bromeliad","Galactose","Growth at 30°C",1,0.769,1.169,0.514493638156687,0.264703703703704,-0.169,3
"Bromeliad","Galactose","L-Sorbose",1,0.813,1.058,0.55941840240463,0.312948948948949,-0.0580000000000001,3
"Bromeliad","Galactose","Maltose",1,0.82,1.075,0.528823840853128,0.279654654654655,-0.075,3
"Bromeliad","Galactose","Melezitose",1,0.837,1.037,0.536580766445201,0.287918918918919,-0.0369999999999999,3
"Bromeliad","Galactose","Methyl-?-D-glucoside",1,0.817,1.048,0.562149457005886,0.316012012012012,-0.048,3
"Bromeliad","Galactose","Ribitol",1,0.8,1.099,0.539898592784321,0.29149049049049,-0.099,3
"Bromeliad","Galactose","Salicin",1,0.804,1.104,0.526746107210544,0.277461461461461,-0.104,3
"Bromeliad","Galactose","Trehalose",1,0.784,1.144,0.517234503423284,0.267531531531532,-0.144,3
"Bromeliad","Galactose","Vitamin-free",1,0.864,0.928,0.582370290412513,0.339155155155155,0.072,3
"Bromeliad","Galactose_F","Cellobiose",0,0.793,0.219,0.441853181763167,0.195234234234234,-0.219,3
"Bromeliad","Galactose_F","D-Glucitol",0,0.776,0.237,0.455014327288755,0.207038038038038,-0.237,3
"Bromeliad","Galactose_F","D-Gluconate",0,0.797,0.215,0.439281194644123,0.192967967967968,-0.215,3
"Bromeliad","Galactose_F","D-Mannitol",0,0.771,0.241,0.455111114043731,0.207126126126126,-0.241,3
"Bromeliad","Galactose_F","D-Xylose",0,0.783,0.227,0.442342250600897,0.195666666666667,-0.227,3
"Bromeliad","Galactose_F","Erythritol",0,0.812,0.194,0.410527139824558,0.168532532532533,-0.194,3
"Bromeliad","Galactose_F","Ethanol",0,0.775,0.236,0.450007229393603,0.202506506506507,-0.236,3
"Bromeliad","Galactose_F","Glucose",0,0.767,0.246,0.460104005302818,0.211695695695696,-0.246,3
"Bromeliad","Galactose_F","Glycerol",0,0.769,0.244,0.458993109615683,0.210674674674675,-0.244,3
"Bromeliad","Galactose_F","Growth at 19°C",0,0.768,0.245,0.459549982250229,0.211186186186186,-0.245,3
"Bromeliad","Galactose_F","Growth at 25°C",0,0.767,0.246,0.460104005302818,0.211695695695696,-0.246,3
"Bromeliad","Galactose_F","Growth at 30°C",0,0.772,0.241,0.457305289853647,0.209128128128128,-0.241,3
"Bromeliad","Galactose_F","L-Sorbose",0,0.8,0.21,0.431376965177889,0.186086086086086,-0.21,3
"Bromeliad","Galactose_F","Maltose",0,0.795,0.215,0.43469985503099,0.188963963963964,-0.215,3
"Bromeliad","Galactose_F","Maltose_F",0,0.836,0.168,0.384608793352315,0.147923923923924,-0.168,3
"Bromeliad","Galactose_F","Melezitose",0,0.798,0.209,0.42367263128328,0.179498498498498,-0.209,3
"Bromeliad","Galactose_F","Methyl-?-D-glucoside",0,0.808,0.203,0.428923040853455,0.183974974974975,-0.203,3
"Bromeliad","Galactose_F","Ribitol",0,0.785,0.226,0.443983244189599,0.197121121121121,-0.226,3
"Bromeliad","Galactose_F","Salicin",0,0.788,0.222,0.439213967115014,0.192908908908909,-0.222,3
"Bromeliad","Galactose_F","Sucrose",0,0.783,0.224,0.433603519372262,0.188012012012012,-0.224,3
"Bromeliad","Galactose_F","Trehalose",0,0.782,0.229,0.445822563087332,0.198757757757758,-0.229,3
"Bromeliad","Galactose_F","Vitamin-free",0,0.82,0.186,0.404434874321648,0.163567567567568,-0.186,3
"Bromeliad","Glucose","2-Keto-D-gluconate",1,0.842,1.058,0.504867201242951,0.254890890890891,-0.0580000000000001,3
"Bromeliad","Glucose","Cellobiose",2,1,1.863,0.352640546953063,0.124355355355355,0.137,1
"Bromeliad","Glucose","Citrate",1,0.723,1.219,0.536028288737009,0.287326326326326,-0.219,3
"Bromeliad","Glucose","D-Arabinose",0,0.803,0.208,0.432345837175429,0.186922922922923,-0.208,3
"Bromeliad","Glucose","D-Glucitol",2,1,1.941,0.235742602375079,0.0555745745745746,0.0589999999999999,1
"Bromeliad","Glucose","D-Gluconate",2,1,1.801,0.42846538084492,0.183582582582583,0.199,1
"Bromeliad","Glucose","D-Glucosamine",1,0.856,1.027,0.510422894795611,0.260531531531532,-0.0269999999999999,3
"Bromeliad","Glucose","D-Mannitol",2,1,1.95,0.222597281091997,0.0495495495495495,0.05,1
"Bromeliad","Glucose","D-Ribose",1,0.884,0.989,0.493074154790253,0.243122122122122,0.011,3
"Bromeliad","Glucose","D-Xylose",2,1,1.905,0.300108422182826,0.0900650650650651,0.095,1
"Bromeliad","Glucose","DL-Lactate",0,0.648,0.386,0.552548015388083,0.305309309309309,-0.386,3
"Bromeliad","Glucose","Erythritol",2,1,1.661,0.542561861333225,0.294373373373373,0.339,1
"Bromeliad","Glucose","Ethanol",2,1,1.937,0.247168145383041,0.0610920920920921,0.0629999999999999,1
"Bromeliad","Glucose","Galactitol",0,0.936,0.065,0.250674765059904,0.0628378378378378,-0.065,3
"Bromeliad","Glucose","Galactose",1,0.763,1.189,0.49952830603333,0.249528528528529,-0.189,3
"Bromeliad","Glucose","Glycerol",2,1,1.969,0.173404351355637,0.0300690690690691,0.0309999999999999,1
"Bromeliad","Glucose","Growth at 19°C",2,1,1.996,0.0631505185092568,0.00398798798798799,0.004,1
"Bromeliad","Glucose","Growth at 25°C",2,1,1.992,0.0891288053546324,0.00794394394394394,0.00800000000000001,1
"Bromeliad","Glucose","Growth at 30°C",2,1,1.96,0.196057232558349,0.0384384384384384,0.04,1
"Bromeliad","Glucose","Growth at 37°C",0,0.653,0.385,0.559542749115819,0.313088088088088,-0.385,3
"Bromeliad","Glucose","Inulin",0,0.9,0.103,0.313830351447226,0.0984894894894895,-0.103,3
"Bromeliad","Glucose","L-Arabinose",0,0.78,0.232,0.449864844568208,0.202378378378378,-0.232,3
"Bromeliad","Glucose","L-Rhamnose",1,0.96,0.863,0.445454183311179,0.198429429429429,0.137,3
"Bromeliad","Glucose","L-Sorbose",2,1,1.787,0.458083879699822,0.209840840840841,0.213,1
"Bromeliad","Glucose","Lactose",0,0.93,0.07,0.255274685711618,0.0651651651651652,-0.07,3
"Bromeliad","Glucose","Maltose",2,1,1.815,0.406127984679633,0.16493993993994,0.185,1
"Bromeliad","Glucose","Melezitose",2,1,1.767,0.45707758632416,0.20891991991992,0.233,1
"Bromeliad","Glucose","Melibiose",0,0.933,0.068,0.255815248649179,0.0654414414414414,-0.068,3
"Bromeliad","Glucose","Methanol",0,0.923,0.082,0.292166667094933,0.0853613613613614,-0.082,3
"Bromeliad","Glucose","Methyl-?-D-glucoside",2,1,1.767,0.450459669575328,0.202913913913914,0.233,1
"Bromeliad","Glucose","myo-Inositol",0,0.923,0.079,0.277192777387572,0.0768358358358358,-0.079,3
"Bromeliad","Glucose","Nitrate",0,0.85,0.16,0.393134270389335,0.154554554554555,-0.16,3
"Bromeliad","Glucose","Raffinose",0,0.81,0.204,0.436548479065698,0.190574574574575,-0.204,3
"Bromeliad","Glucose","Ribitol",2,1,1.845,0.383565016812172,0.147122122122122,0.155,1
"Bromeliad","Glucose","Salicin",2,1,1.854,0.361683307348867,0.130814814814815,0.146,1
"Bromeliad","Glucose","Soluble Starch",0,0.827,0.18,0.402196173231126,0.161761761761762,-0.18,3
"Bromeliad","Glucose","Starch formation",1,0.951,0.825,0.492562298209696,0.242617617617618,0.175,3
"Bromeliad","Glucose","Succinate",0,0.406,0.719,0.672674877999388,0.452491491491491,-0.719,3
"Bromeliad","Glucose","Sucrose",2,1,1.855,0.366209105715722,0.134109109109109,0.145,1
"Bromeliad","Glucose","Trehalose",2,1,1.914,0.28050433629925,0.0786826826826827,0.0860000000000001,1
"Bromeliad","Glucose","Vitamin-free",2,1,1.592,0.56908686495109,0.32385985985986,0.408,1
"Bromeliad","Glucose_F","2-Keto-D-gluconate",1,0.863,0.989,0.534007644293754,0.285164164164164,0.011,3
"Bromeliad","Glucose_F","Cellobiose",2,1,1.753,0.469266673876604,0.220211211211211,0.247,1
"Bromeliad","Glucose_F","Citrate",1,0.762,1.142,0.560490990248862,0.31415015015015,-0.142,3
"Bromeliad","Glucose_F","D-Arabinose",0,0.821,0.188,0.413312021149672,0.170826826826827,-0.188,3
"Bromeliad","Glucose_F","D-Glucitol",2,1,1.829,0.402393987182862,0.161920920920921,0.171,1
"Bromeliad","Glucose_F","D-Gluconate",2,1,1.693,0.512848919287166,0.263014014014014,0.307,1
"Bromeliad","Glucose_F","D-Glucosamine",1,0.87,0.969,0.538822168557799,0.290329329329329,0.031,3
"Bromeliad","Glucose_F","D-Mannitol",2,1,1.835,0.397407766573494,0.157932932932933,0.165,1
"Bromeliad","Glucose_F","D-Ribose",1,0.895,0.929,0.525580855088192,0.276235235235235,0.071,3
"Bromeliad","Glucose_F","D-Xylose",2,1,1.79,0.445082125116363,0.198098098098098,0.21,1
"Bromeliad","Glucose_F","DL-Lactate",0,0.665,0.366,0.542529573699295,0.294338338338338,-0.366,3
"Bromeliad","Glucose_F","Erythritol",2,1,1.558,0.597488906167297,0.356992992992993,0.442,1
"Bromeliad","Glucose_F","Ethanol",2,1,1.825,0.410540550425343,0.168543543543544,0.175,1
"Bromeliad","Glucose_F","Galactitol",0,0.939,0.062,0.245389926884166,0.0602162162162162,-0.062,3
"Bromeliad","Glucose_F","Galactose",1,0.796,1.109,0.536102981157917,0.287406406406406,-0.109,3
"Bromeliad","Glucose_F","Galactose_F",0,0.786,0.226,0.446232140396815,0.199123123123123,-0.226,3
"Bromeliad","Glucose_F","Glucose",2,1,1.883,0.339744648856206,0.115426426426426,0.117,1
"Bromeliad","Glucose_F","Glycerol",2,1,1.854,0.375266338518158,0.140824824824825,0.146,1
"Bromeliad","Glucose_F","Growth at 19°C",2,1,1.879,0.34420557444277,0.118477477477477,0.121,1
"Bromeliad","Glucose_F","Growth at 25°C",2,1,1.876,0.347483445281563,0.120744744744745,0.124,1
"Bromeliad","Glucose_F","Growth at 30°C",2,1,1.845,0.386165928227911,0.149124124124124,0.155,1
"Bromeliad","Glucose_F","Growth at 37°C",0,0.681,0.352,0.542577543205015,0.29439039039039,-0.352,3
"Bromeliad","Glucose_F","Inulin",0,0.914,0.088,0.290414084266484,0.0843403403403403,-0.088,3
"Bromeliad","Glucose_F","L-Arabinose",0,0.8,0.211,0.434358915722548,0.188667667667668,-0.211,3
"Bromeliad","Glucose_F","L-Rhamnose",1,0.964,0.812,0.474216069825645,0.224880880880881,0.188,3
"Bromeliad","Glucose_F","L-Sorbose",2,1,1.682,0.535876070713335,0.287163163163163,0.318,1
"Bromeliad","Glucose_F","Lactose",0,0.939,0.061,0.239450070654273,0.0573363363363363,-0.061,3
"Bromeliad","Glucose_F","Lactose_F",1,0.992,0.696,0.477296356378102,0.227811811811812,0.304,3
"Bromeliad","Glucose_F","Maltose",2,1,1.71,0.512017736179287,0.262162162162162,0.29,1
"Bromeliad","Glucose_F","Maltose_F",2,1,1.483,0.622976002025037,0.388099099099099,0.517,1
"Bromeliad","Glucose_F","Melezitose",2,1,1.659,0.543151925352395,0.295014014014014,0.341,1
"Bromeliad","Glucose_F","Melibiose",0,0.938,0.063,0.247168145383041,0.0610920920920921,-0.063,3
"Bromeliad","Glucose_F","Methanol",0,0.93,0.074,0.276768135088924,0.0766006006006006,-0.074,3
"Bromeliad","Glucose_F","Methyl-?-D-glucoside",2,1,1.667,0.519982097173914,0.270381381381381,0.333,1
"Bromeliad","Glucose_F","myo-Inositol",0,0.929,0.072,0.262459301387634,0.0688848848848849,-0.072,3
"Bromeliad","Glucose_F","Nitrate",0,0.863,0.146,0.377924366542866,0.142826826826827,-0.146,3
"Bromeliad","Glucose_F","Raffinose",0,0.821,0.191,0.422726504607527,0.178697697697698,-0.191,3
"Bromeliad","Glucose_F","Raffinose_F",1,0.962,0.821,0.472421614854975,0.223182182182182,0.179,3
"Bromeliad","Glucose_F","Ribitol",2,1,1.739,0.484885671178386,0.235114114114114,0.261,1
"Bromeliad","Glucose_F","Salicin",2,1,1.746,0.464434817492939,0.2156996996997,0.254,1
"Bromeliad","Glucose_F","Soluble Starch",0,0.834,0.173,0.396520148577885,0.157228228228228,-0.173,3
"Bromeliad","Glucose_F","Starch formation",1,0.959,0.771,0.508741405645164,0.258817817817818,0.229,3
"Bromeliad","Glucose_F","Succinate",0,0.44,0.661,0.653073889774737,0.426505505505505,-0.661,3
"Bromeliad","Glucose_F","Sucrose",2,1,1.743,0.482891482824231,0.233184184184184,0.257,1
"Bromeliad","Glucose_F","Sucrose_F",0,0.831,0.173,0.388873015549064,0.151222222222222,-0.173,3
"Bromeliad","Glucose_F","Trehalose",2,1,1.802,0.42776042240836,0.182978978978979,0.198,1
"Bromeliad","Glucose_F","Trehalose_F",0,0.807,0.202,0.42352730180636,0.179375375375375,-0.202,3
"Bromeliad","Glucose_F","Vitamin-free",2,1,1.494,0.611831952694805,0.374338338338338,0.506,1
"Bromeliad","Glycerol","2-Keto-D-gluconate",1,0.847,1.037,0.517589508103573,0.267898898898899,-0.0369999999999999,3
"Bromeliad","Glycerol","Citrate",1,0.731,1.199,0.547447439211016,0.299698698698699,-0.199,3
"Bromeliad","Glycerol","D-Glucitol",2,1,1.911,0.288378505027962,0.0831621621621622,0.089,1
"Bromeliad","Glycerol","D-Gluconate",2,1,1.777,0.446621171095225,0.19947047047047,0.223,1
"Bromeliad","Glycerol","D-Glucosamine",1,0.861,1.007,0.520789998197183,0.271222222222222,-0.0069999999999999,3
"Bromeliad","Glycerol","D-Mannitol",2,1,1.919,0.276614380529132,0.0765155155155155,0.081,1
"Bromeliad","Glycerol","DL-Lactate",0,0.658,0.375,0.548339015277662,0.300675675675676,-0.375,3
"Bromeliad","Glycerol","Erythritol",2,1,1.632,0.564707796028083,0.318894894894895,0.368,1
"Bromeliad","Glycerol","Galactitol",0,0.936,0.065,0.250674765059904,0.0628378378378378,-0.065,3
"Bromeliad","Glycerol","Growth at 19°C",2,1,1.965,0.18387171834953,0.0338088088088088,0.0349999999999999,1
"Bromeliad","Glycerol","Growth at 25°C",2,1,1.961,0.193691808077979,0.0375165165165165,0.0389999999999999,1
"Bromeliad","Glycerol","Growth at 30°C",2,1,1.93,0.259166292498016,0.0671671671671672,0.0700000000000001,1
"Bromeliad","Glycerol","Growth at 37°C",0,0.659,0.379,0.558274726877969,0.311670670670671,-0.379,3
"Bromeliad","Glycerol","myo-Inositol",0,0.925,0.077,0.274127974030645,0.0751461461461461,-0.077,3
"Bromeliad","Glycerol","Nitrate",0,0.851,0.158,0.388827966055925,0.151187187187187,-0.158,3
"Bromeliad","Glycerol","Ribitol",2,1,1.817,0.41675494560315,0.173684684684685,0.183,1
"Bromeliad","Glycerol","Starch formation",1,0.951,0.812,0.500906085915221,0.250906906906907,0.188,3
"Bromeliad","Glycerol","Succinate",0,0.418,0.704,0.672931524627013,0.452836836836837,-0.704,3
"Bromeliad","Glycerol","Vitamin-free",2,1,1.565,0.578021720274514,0.334109109109109,0.435,1
"Bromeliad","Growth at 19°C","Growth at 25°C",2,1,1.988,0.108939744206914,0.0118678678678679,0.012,1
"Bromeliad","Growth at 19°C","Growth at 30°C",2,1,1.956,0.205197724417465,0.0421061061061061,0.044,1
"Bromeliad","Growth at 19°C","Growth at 37°C",0,0.655,0.383,0.559127555772047,0.312623623623624,-0.383,3
"Bromeliad","Growth at 25°C","Growth at 30°C",2,1,1.952,0.213873190797121,0.0457417417417417,0.048,1
"Bromeliad","Growth at 25°C","Growth at 37°C",0,0.654,0.384,0.559336085781042,0.312856856856857,-0.384,3
"Bromeliad","Growth at 30°C","Growth at 37°C",0,0.659,0.377,0.554236572393214,0.307178178178178,-0.377,3
"Bromeliad","Inulin","Cellobiose",0,0.91,0.092,0.296012877462491,0.0876236236236236,-0.092,3
"Bromeliad","Inulin","D-Glucitol",0,0.907,0.096,0.304757078468863,0.0928768768768769,-0.096,3
"Bromeliad","Inulin","D-Gluconate",0,0.913,0.09,0.29662769255076,0.087987987987988,-0.09,3
"Bromeliad","Inulin","D-Mannitol",0,0.902,0.101,0.311281056114721,0.0968958958958959,-0.101,3
"Bromeliad","Inulin","D-Xylose",0,0.903,0.1,0.309993703316851,0.0960960960960961,-0.1,3
"Bromeliad","Inulin","Erythritol",0,0.918,0.083,0.279623298723817,0.0781891891891892,-0.083,3
"Bromeliad","Inulin","Ethanol",0,0.906,0.097,0.306079539800825,0.0936846846846847,-0.097,3
"Bromeliad","Inulin","Glycerol",0,0.901,0.102,0.312559904168295,0.0976936936936937,-0.102,3
"Bromeliad","Inulin","Growth at 19°C",0,0.9,0.103,0.313830351447226,0.0984894894894895,-0.103,3
"Bromeliad","Inulin","Growth at 25°C",0,0.9,0.103,0.313830351447226,0.0984894894894895,-0.103,3
"Bromeliad","Inulin","Growth at 30°C",0,0.903,0.099,0.305437869774349,0.0932922922922923,-0.099,3
"Bromeliad","Inulin","L-Sorbose",0,0.918,0.085,0.289583940954706,0.0838588588588589,-0.085,3
"Bromeliad","Inulin","Maltose",0,0.91,0.093,0.300734835763071,0.0904414414414414,-0.093,3
"Bromeliad","Inulin","Melezitose",0,0.922,0.08,0.278707153976495,0.0776776776776777,-0.08,3
"Bromeliad","Inulin","Methyl-?-D-glucoside",0,0.912,0.089,0.288378505027962,0.0831621621621622,-0.089,3
"Bromeliad","Inulin","Ribitol",0,0.915,0.088,0.2938406750985,0.0863423423423423,-0.088,3
"Bromeliad","Inulin","Salicin",0,0.916,0.086,0.287552928496106,0.0826866866866867,-0.086,3
"Bromeliad","Inulin","Sucrose",0,0.906,0.095,0.296754213218723,0.0880630630630631,-0.095,3
"Bromeliad","Inulin","Trehalose",0,0.904,0.099,0.308697739373476,0.0952942942942943,-0.099,3
"Bromeliad","Inulin","Vitamin-free",0,0.93,0.071,0.260819913018594,0.068027027027027,-0.071,3
"Bromeliad","L-Arabinose","D-Glucitol",0,0.789,0.223,0.444374243705087,0.197468468468468,-0.223,3
"Bromeliad","L-Arabinose","D-Gluconate",0,0.809,0.2,0.42211157077031,0.178178178178178,-0.2,3
"Bromeliad","L-Arabinose","D-Mannitol",0,0.781,0.231,0.449267003952929,0.201840840840841,-0.231,3
"Bromeliad","L-Arabinose","Erythritol",0,0.82,0.185,0.401168214014939,0.160935935935936,-0.185,3
"Bromeliad","L-Arabinose","Ethanol",0,0.784,0.226,0.441722898567778,0.195119119119119,-0.226,3
"Bromeliad","L-Arabinose","Glycerol",0,0.784,0.227,0.444599447445303,0.197668668668669,-0.227,3
"Bromeliad","L-Arabinose","Growth at 19°C",0,0.78,0.232,0.449864844568208,0.202378378378378,-0.232,3
"Bromeliad","L-Arabinose","Growth at 25°C",0,0.781,0.231,0.449267003952929,0.201840840840841,-0.231,3
"Bromeliad","L-Arabinose","Growth at 30°C",0,0.783,0.229,0.448062227553004,0.20075975975976,-0.229,3
"Bromeliad","L-Arabinose","Ribitol",0,0.8,0.21,0.431376965177889,0.186086086086086,-0.21,3
"Bromeliad","L-Arabinose","Vitamin-free",0,0.842,0.166,0.393190282940205,0.154598598598599,-0.166,3
