"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN"
"Contaminated","Lactose_F","Citrate",6,1
"Contaminated","Lactose_F","D-Gluconate",4,1
"Contaminated","Lactose_F","D-Glucosamine",13,1
"Contaminated","Lactose_F","Nitrate",22,1
"Contaminated","Lactose_F","Vitamin-free",17,1
"Contaminated","Lactose_F","2-Keto-D-gluconate",10,1
"Contaminated","Lactose_F","Starch formation",23,1
"Contaminated","Lactose_F","Growth at 19°C",0,0.999
"Contaminated","Lactose_F","Growth at 25°C",0,0.997
"Contaminated","Lactose_F","Growth at 30°C",3,1
"Contaminated","Lactose_F","Growth at 37°C",0,0.046
"Contaminated","Raffinose_F","Trehalose_F",18,1
"Contaminated","Raffinose_F","Glucose",0,1
"Contaminated","Raffinose_F","Inulin",22,1
"Contaminated","Raffinose_F","Sucrose",14,1
"Contaminated","Raffinose_F","Raffinose",16,1
"Contaminated","Raffinose_F","Melibiose",19,1
"Contaminated","Raffinose_F","Galactose",6,1
"Contaminated","Raffinose_F","Lactose",19,1
"Contaminated","Raffinose_F","Trehalose",8,1
"Contaminated","Raffinose_F","Maltose",13,1
"Contaminated","Raffinose_F","Melezitose",15,1
"Contaminated","Raffinose_F","Methyl-?-D-glucoside",17,1
"Contaminated","Raffinose_F","Soluble Starch",18,1
"Contaminated","Raffinose_F","Cellobiose",8,1
"Contaminated","Raffinose_F","Salicin",8,1
"Contaminated","Raffinose_F","L-Sorbose",7,1
"Contaminated","Raffinose_F","L-Rhamnose",15,1
"Contaminated","Raffinose_F","D-Xylose",8,1
"Contaminated","Raffinose_F","L-Arabinose",12,1
"Contaminated","Raffinose_F","D-Arabinose",17,1
"Contaminated","Raffinose_F","D-Ribose",12,1
"Contaminated","Raffinose_F","Methanol",23,1
"Contaminated","Raffinose_F","Ethanol",4,1
"Contaminated","Raffinose_F","Glycerol",2,1
"Contaminated","Raffinose_F","Erythritol",13,1
"Contaminated","Raffinose_F","Ribitol",8,1
"Contaminated","Raffinose_F","Galactitol",19,1
"Contaminated","Raffinose_F","D-Mannitol",6,1
"Contaminated","Raffinose_F","D-Glucitol",3,1
"Contaminated","Raffinose_F","myo-Inositol",22,1
"Contaminated","Raffinose_F","DL-Lactate",13,1
"Contaminated","Raffinose_F","Succinate",2,1
"Contaminated","Raffinose_F","Citrate",6,1
"Contaminated","Raffinose_F","D-Gluconate",4,1
"Contaminated","Raffinose_F","D-Glucosamine",13,1
"Contaminated","Raffinose_F","Nitrate",22,1
"Contaminated","Raffinose_F","Vitamin-free",17,1
"Contaminated","Raffinose_F","2-Keto-D-gluconate",10,1
"Contaminated","Raffinose_F","Starch formation",23,1
"Contaminated","Raffinose_F","Growth at 19°C",0,0.999
"Contaminated","Raffinose_F","Growth at 25°C",0,0.997
"Contaminated","Raffinose_F","Growth at 30°C",3,1
"Contaminated","Raffinose_F","Growth at 37°C",0,0.064
"Contaminated","Trehalose_F","Glucose",0,1
"Contaminated","Trehalose_F","Inulin",22,1
"Contaminated","Trehalose_F","Sucrose",14,1
"Contaminated","Trehalose_F","Raffinose",16,1
"Contaminated","Trehalose_F","Melibiose",19,1
"Contaminated","Trehalose_F","Galactose",6,1
"Contaminated","Trehalose_F","Lactose",19,1
"Contaminated","Trehalose_F","Trehalose",8,1
"Contaminated","Trehalose_F","Maltose",13,1
"Contaminated","Trehalose_F","Melezitose",15,1
"Contaminated","Trehalose_F","Methyl-?-D-glucoside",17,1
"Contaminated","Trehalose_F","Soluble Starch",18,1
"Contaminated","Trehalose_F","Cellobiose",8,1
"Contaminated","Trehalose_F","Salicin",8,1
"Contaminated","Trehalose_F","L-Sorbose",7,1
"Contaminated","Trehalose_F","L-Rhamnose",15,1
"Contaminated","Trehalose_F","D-Xylose",8,1
"Contaminated","Trehalose_F","L-Arabinose",12,1
"Contaminated","Trehalose_F","D-Arabinose",17,1
"Contaminated","Trehalose_F","D-Ribose",12,1
"Contaminated","Trehalose_F","Methanol",23,1
"Contaminated","Trehalose_F","Ethanol",4,1
"Contaminated","Trehalose_F","Glycerol",2,1
"Contaminated","Trehalose_F","Erythritol",13,1
"Contaminated","Trehalose_F","Ribitol",8,1
"Contaminated","Trehalose_F","Galactitol",19,1
"Contaminated","Trehalose_F","D-Mannitol",6,1
"Contaminated","Trehalose_F","D-Glucitol",3,1
"Contaminated","Trehalose_F","myo-Inositol",22,1
"Contaminated","Trehalose_F","DL-Lactate",13,1
"Contaminated","Trehalose_F","Succinate",2,1
"Contaminated","Trehalose_F","Citrate",6,1
"Contaminated","Trehalose_F","D-Gluconate",4,1
"Contaminated","Trehalose_F","D-Glucosamine",13,1
"Contaminated","Trehalose_F","Nitrate",22,1
"Contaminated","Trehalose_F","Vitamin-free",17,1
"Contaminated","Trehalose_F","2-Keto-D-gluconate",10,1
"Contaminated","Trehalose_F","Starch formation",23,1
"Contaminated","Trehalose_F","Growth at 19°C",0,1
"Contaminated","Trehalose_F","Growth at 25°C",0,0.999
"Contaminated","Trehalose_F","Growth at 30°C",3,1
"Contaminated","Trehalose_F","Growth at 37°C",0,0.794
"Contaminated","Glucose","Inulin",22,1
"Contaminated","Glucose","Sucrose",14,1
"Contaminated","Glucose","Raffinose",16,1
"Contaminated","Glucose","Melibiose",19,1
"Contaminated","Glucose","Galactose",6,1
"Contaminated","Glucose","Lactose",19,1
"Contaminated","Glucose","Trehalose",8,1
"Contaminated","Glucose","Maltose",13,1
"Contaminated","Glucose","Melezitose",15,1
"Contaminated","Glucose","Methyl-?-D-glucoside",17,1
"Contaminated","Glucose","Soluble Starch",18,1
"Contaminated","Glucose","Cellobiose",8,1
"Contaminated","Glucose","Salicin",8,1
"Contaminated","Glucose","L-Sorbose",7,1
"Contaminated","Glucose","L-Rhamnose",15,1
"Contaminated","Glucose","D-Xylose",8,1
"Contaminated","Glucose","L-Arabinose",12,1
"Contaminated","Glucose","D-Arabinose",17,1
"Contaminated","Glucose","D-Ribose",12,1
"Contaminated","Glucose","Methanol",23,1
"Contaminated","Glucose","Ethanol",4,1
"Contaminated","Glucose","Glycerol",2,1
"Contaminated","Glucose","Erythritol",13,1
"Contaminated","Glucose","Ribitol",8,1
"Contaminated","Glucose","Galactitol",19,1
"Contaminated","Glucose","D-Mannitol",6,1
"Contaminated","Glucose","D-Glucitol",3,1
"Contaminated","Glucose","myo-Inositol",22,1
"Contaminated","Glucose","DL-Lactate",13,1
"Contaminated","Glucose","Succinate",2,1
"Contaminated","Glucose","Citrate",6,1
"Contaminated","Glucose","D-Gluconate",4,1
"Contaminated","Glucose","D-Glucosamine",13,1
"Contaminated","Glucose","Nitrate",22,1
"Contaminated","Glucose","Vitamin-free",17,1
"Contaminated","Glucose","2-Keto-D-gluconate",10,1
"Contaminated","Glucose","Starch formation",23,1
"Contaminated","Glucose","Growth at 19°C",0,1
"Contaminated","Glucose","Growth at 25°C",0,1
"Contaminated","Glucose","Growth at 30°C",3,1
"Contaminated","Glucose","Growth at 37°C",0,1
"Contaminated","Inulin","Sucrose",14,1
"Contaminated","Inulin","Raffinose",16,1
"Contaminated","Inulin","Melibiose",19,1
"Contaminated","Inulin","Galactose",6,1
"Contaminated","Inulin","Lactose",19,1
"Contaminated","Inulin","Trehalose",8,1
"Contaminated","Inulin","Maltose",13,1
"Contaminated","Inulin","Melezitose",15,1
"Contaminated","Inulin","Methyl-?-D-glucoside",17,1
"Contaminated","Inulin","Soluble Starch",18,1
"Contaminated","Inulin","Cellobiose",8,1
"Contaminated","Inulin","Salicin",8,1
"Contaminated","Inulin","L-Sorbose",7,1
"Contaminated","Inulin","L-Rhamnose",15,1
"Contaminated","Inulin","D-Xylose",8,1
"Contaminated","Inulin","L-Arabinose",12,1
"Contaminated","Inulin","D-Arabinose",17,1
"Contaminated","Inulin","D-Ribose",12,1
"Contaminated","Inulin","Methanol",23,1
"Contaminated","Inulin","Ethanol",4,1
"Contaminated","Inulin","Glycerol",2,1
"Contaminated","Inulin","Erythritol",13,1
"Contaminated","Inulin","Ribitol",8,1
"Contaminated","Inulin","Galactitol",19,1
"Contaminated","Inulin","D-Mannitol",6,1
"Contaminated","Inulin","D-Glucitol",3,1
"Contaminated","Inulin","myo-Inositol",22,1
"Contaminated","Inulin","DL-Lactate",13,1
"Contaminated","Inulin","Succinate",2,1
"Contaminated","Inulin","Citrate",6,1
"Contaminated","Inulin","D-Gluconate",4,1
"Contaminated","Inulin","D-Glucosamine",13,1
"Contaminated","Inulin","Nitrate",22,1
"Contaminated","Inulin","Vitamin-free",17,1
"Contaminated","Inulin","2-Keto-D-gluconate",10,1
"Contaminated","Inulin","Starch formation",23,1
"Contaminated","Inulin","Growth at 19°C",0,0.999
"Contaminated","Inulin","Growth at 25°C",0,0.997
"Contaminated","Inulin","Growth at 30°C",3,1
"Contaminated","Inulin","Growth at 37°C",0,0.069
"Contaminated","Sucrose","Raffinose",16,1
"Contaminated","Sucrose","Melibiose",19,1
"Contaminated","Sucrose","Galactose",6,1
"Contaminated","Sucrose","Lactose",19,1
"Contaminated","Sucrose","Trehalose",8,1
"Contaminated","Sucrose","Maltose",13,1
"Contaminated","Sucrose","Melezitose",15,1
"Contaminated","Sucrose","Methyl-?-D-glucoside",17,1
"Contaminated","Sucrose","Soluble Starch",18,1
"Contaminated","Sucrose","Cellobiose",8,1
"Contaminated","Sucrose","Salicin",8,1
"Contaminated","Sucrose","L-Sorbose",7,1
"Contaminated","Sucrose","L-Rhamnose",15,1
"Contaminated","Sucrose","D-Xylose",8,1
"Contaminated","Sucrose","L-Arabinose",12,1
"Contaminated","Sucrose","D-Arabinose",17,1
"Contaminated","Sucrose","D-Ribose",12,1
"Contaminated","Sucrose","Methanol",23,1
"Contaminated","Sucrose","Ethanol",4,1
"Contaminated","Sucrose","Glycerol",2,1
"Contaminated","Sucrose","Erythritol",13,1
"Contaminated","Sucrose","Ribitol",8,1
"Contaminated","Sucrose","Galactitol",19,1
"Contaminated","Sucrose","D-Mannitol",6,1
"Contaminated","Sucrose","D-Glucitol",3,1
"Contaminated","Sucrose","myo-Inositol",22,1
"Contaminated","Sucrose","DL-Lactate",13,1
"Contaminated","Sucrose","Succinate",2,1
"Contaminated","Sucrose","Citrate",6,1
"Contaminated","Sucrose","D-Gluconate",4,1
"Contaminated","Sucrose","D-Glucosamine",13,1
"Contaminated","Sucrose","Nitrate",22,1
"Contaminated","Sucrose","Vitamin-free",17,1
"Contaminated","Sucrose","2-Keto-D-gluconate",10,1
"Contaminated","Sucrose","Starch formation",23,1
"Contaminated","Sucrose","Growth at 19°C",0,1
"Contaminated","Sucrose","Growth at 25°C",0,0.998
"Contaminated","Sucrose","Growth at 30°C",3,1
"Contaminated","Sucrose","Growth at 37°C",0,0.33
"Contaminated","Raffinose","Melibiose",19,1
"Contaminated","Raffinose","Galactose",6,1
"Contaminated","Raffinose","Lactose",19,1
"Contaminated","Raffinose","Trehalose",8,1
"Contaminated","Raffinose","Maltose",13,1
"Contaminated","Raffinose","Melezitose",15,1
"Contaminated","Raffinose","Methyl-?-D-glucoside",17,1
"Contaminated","Raffinose","Soluble Starch",18,1
"Contaminated","Raffinose","Cellobiose",8,1
"Contaminated","Raffinose","Salicin",8,1
"Contaminated","Raffinose","L-Sorbose",7,1
"Contaminated","Raffinose","L-Rhamnose",15,1
"Contaminated","Raffinose","D-Xylose",8,1
"Contaminated","Raffinose","L-Arabinose",12,1
"Contaminated","Raffinose","D-Arabinose",17,1
"Contaminated","Raffinose","D-Ribose",12,1
"Contaminated","Raffinose","Methanol",23,1
"Contaminated","Raffinose","Ethanol",4,1
"Contaminated","Raffinose","Glycerol",2,1
"Contaminated","Raffinose","Erythritol",13,1
"Contaminated","Raffinose","Ribitol",8,1
"Contaminated","Raffinose","Galactitol",19,1
"Contaminated","Raffinose","D-Mannitol",6,1
"Contaminated","Raffinose","D-Glucitol",3,1
"Contaminated","Raffinose","myo-Inositol",22,1
"Contaminated","Raffinose","DL-Lactate",13,1
"Contaminated","Raffinose","Succinate",2,1
"Contaminated","Raffinose","Citrate",6,1
"Contaminated","Raffinose","D-Gluconate",4,1
"Contaminated","Raffinose","D-Glucosamine",13,1
"Contaminated","Raffinose","Nitrate",22,1
"Contaminated","Raffinose","Vitamin-free",17,1
"Contaminated","Raffinose","2-Keto-D-gluconate",10,1
"Contaminated","Raffinose","Starch formation",23,1
"Contaminated","Raffinose","Growth at 19°C",0,1
"Contaminated","Raffinose","Growth at 25°C",0,0.999
"Contaminated","Raffinose","Growth at 30°C",3,1
"Contaminated","Raffinose","Growth at 37°C",0,0.222
"Contaminated","Melibiose","Galactose",6,1
"Contaminated","Melibiose","Lactose",19,1
"Contaminated","Melibiose","Trehalose",8,1
"Contaminated","Melibiose","Maltose",13,1
"Contaminated","Melibiose","Melezitose",15,1
"Contaminated","Melibiose","Methyl-?-D-glucoside",17,1
"Contaminated","Melibiose","Soluble Starch",18,1
"Contaminated","Melibiose","Cellobiose",8,1
"Contaminated","Melibiose","Salicin",8,1
"Contaminated","Melibiose","L-Sorbose",7,1
"Contaminated","Melibiose","L-Rhamnose",15,1
"Contaminated","Melibiose","D-Xylose",8,1
"Contaminated","Melibiose","L-Arabinose",12,1
"Contaminated","Melibiose","D-Arabinose",17,1
"Contaminated","Melibiose","D-Ribose",12,1
"Contaminated","Melibiose","Methanol",23,1
"Contaminated","Melibiose","Ethanol",4,1
"Contaminated","Melibiose","Glycerol",2,1
"Contaminated","Melibiose","Erythritol",13,1
"Contaminated","Melibiose","Ribitol",8,1
"Contaminated","Melibiose","Galactitol",19,1
"Contaminated","Melibiose","D-Mannitol",6,1
"Contaminated","Melibiose","D-Glucitol",3,1
"Contaminated","Melibiose","myo-Inositol",22,1
"Contaminated","Melibiose","DL-Lactate",13,1
"Contaminated","Melibiose","Succinate",2,1
"Contaminated","Melibiose","Citrate",6,1
"Contaminated","Melibiose","D-Gluconate",4,1
"Contaminated","Melibiose","D-Glucosamine",13,1
"Contaminated","Melibiose","Nitrate",22,1
"Contaminated","Melibiose","Vitamin-free",17,1
"Contaminated","Melibiose","2-Keto-D-gluconate",10,1
"Contaminated","Melibiose","Starch formation",23,1
"Contaminated","Melibiose","Growth at 19°C",0,0.999
"Contaminated","Melibiose","Growth at 25°C",0,0.998
"Contaminated","Melibiose","Growth at 30°C",3,1
"Contaminated","Melibiose","Growth at 37°C",0,0.063
"Contaminated","Galactose","Lactose",19,1
"Contaminated","Galactose","Trehalose",8,1
"Contaminated","Galactose","Maltose",13,1
"Contaminated","Galactose","Melezitose",15,1
"Contaminated","Galactose","Methyl-?-D-glucoside",17,1
"Contaminated","Galactose","Soluble Starch",18,1
"Contaminated","Galactose","Cellobiose",8,1
"Contaminated","Galactose","Salicin",8,1
"Contaminated","Galactose","L-Sorbose",7,1
"Contaminated","Galactose","L-Rhamnose",15,1
"Contaminated","Galactose","D-Xylose",8,1
"Contaminated","Galactose","L-Arabinose",12,1
"Contaminated","Galactose","D-Arabinose",17,1
"Contaminated","Galactose","D-Ribose",12,1
"Contaminated","Galactose","Methanol",23,1
"Contaminated","Galactose","Ethanol",4,1
"Contaminated","Galactose","Glycerol",2,1
"Contaminated","Galactose","Erythritol",13,1
"Contaminated","Galactose","Ribitol",8,1
"Contaminated","Galactose","Galactitol",19,1
"Contaminated","Galactose","D-Mannitol",6,1
"Contaminated","Galactose","D-Glucitol",3,1
"Contaminated","Galactose","myo-Inositol",22,1
"Contaminated","Galactose","DL-Lactate",13,1
"Contaminated","Galactose","Succinate",2,1
"Contaminated","Galactose","Citrate",6,1
"Contaminated","Galactose","D-Gluconate",4,1
"Contaminated","Galactose","D-Glucosamine",13,1
"Contaminated","Galactose","Nitrate",22,1
"Contaminated","Galactose","Vitamin-free",17,1
"Contaminated","Galactose","2-Keto-D-gluconate",10,1
"Contaminated","Galactose","Starch formation",23,1
"Contaminated","Galactose","Growth at 19°C",0,1
"Contaminated","Galactose","Growth at 25°C",0,1
"Contaminated","Galactose","Growth at 30°C",3,1
"Contaminated","Galactose","Growth at 37°C",0,0.915
"Contaminated","Lactose","Trehalose",8,1
"Contaminated","Lactose","Maltose",13,1
"Contaminated","Lactose","Melezitose",15,1
"Contaminated","Lactose","Methyl-?-D-glucoside",17,1
"Contaminated","Lactose","Soluble Starch",18,1
"Contaminated","Lactose","Cellobiose",8,1
"Contaminated","Lactose","Salicin",8,1
"Contaminated","Lactose","L-Sorbose",7,1
"Contaminated","Lactose","L-Rhamnose",15,1
"Contaminated","Lactose","D-Xylose",8,1
"Contaminated","Lactose","L-Arabinose",12,1
"Contaminated","Lactose","D-Arabinose",17,1
"Contaminated","Lactose","D-Ribose",12,1
"Contaminated","Lactose","Methanol",23,1
"Contaminated","Lactose","Ethanol",4,1
"Contaminated","Lactose","Glycerol",2,1
"Contaminated","Lactose","Erythritol",13,1
"Contaminated","Lactose","Ribitol",8,1
"Contaminated","Lactose","Galactitol",19,1
"Contaminated","Lactose","D-Mannitol",6,1
"Contaminated","Lactose","D-Glucitol",3,1
"Contaminated","Lactose","myo-Inositol",22,1
"Contaminated","Lactose","DL-Lactate",13,1
"Contaminated","Lactose","Succinate",2,1
"Contaminated","Lactose","Citrate",6,1
"Contaminated","Lactose","D-Gluconate",4,1
"Contaminated","Lactose","D-Glucosamine",13,1
"Contaminated","Lactose","Nitrate",22,1
"Contaminated","Lactose","Vitamin-free",17,1
"Contaminated","Lactose","2-Keto-D-gluconate",10,1
"Contaminated","Lactose","Starch formation",23,1
"Contaminated","Lactose","Growth at 19°C",0,1
"Contaminated","Lactose","Growth at 25°C",0,0.997
"Contaminated","Lactose","Growth at 30°C",3,1
"Contaminated","Lactose","Growth at 37°C",0,0.055
"Contaminated","Trehalose","Maltose",13,1
"Contaminated","Trehalose","Melezitose",15,1
"Contaminated","Trehalose","Methyl-?-D-glucoside",17,1
"Contaminated","Trehalose","Soluble Starch",18,1
"Contaminated","Trehalose","Cellobiose",8,1
"Contaminated","Trehalose","Salicin",8,1
"Contaminated","Trehalose","L-Sorbose",7,1
"Contaminated","Trehalose","L-Rhamnose",15,1
"Contaminated","Trehalose","D-Xylose",8,1
"Contaminated","Trehalose","L-Arabinose",12,1
"Contaminated","Trehalose","D-Arabinose",17,1
"Contaminated","Trehalose","D-Ribose",12,1
"Contaminated","Trehalose","Methanol",23,1
"Contaminated","Trehalose","Ethanol",4,1
"Contaminated","Trehalose","Glycerol",2,1
"Contaminated","Trehalose","Erythritol",13,1
"Contaminated","Trehalose","Ribitol",8,1
"Contaminated","Trehalose","Galactitol",19,1
"Contaminated","Trehalose","D-Mannitol",6,1
"Contaminated","Trehalose","D-Glucitol",3,1
"Contaminated","Trehalose","myo-Inositol",22,1
"Contaminated","Trehalose","DL-Lactate",13,1
"Contaminated","Trehalose","Succinate",2,1
"Contaminated","Trehalose","Citrate",6,1
"Contaminated","Trehalose","D-Gluconate",4,1
"Contaminated","Trehalose","D-Glucosamine",13,1
"Contaminated","Trehalose","Nitrate",22,1
"Contaminated","Trehalose","Vitamin-free",17,1
"Contaminated","Trehalose","2-Keto-D-gluconate",10,1
"Contaminated","Trehalose","Starch formation",23,1
"Contaminated","Trehalose","Growth at 19°C",0,1
"Contaminated","Trehalose","Growth at 25°C",0,1
"Contaminated","Trehalose","Growth at 30°C",3,1
"Contaminated","Trehalose","Growth at 37°C",0,0.94
"Contaminated","Maltose","Melezitose",15,1
"Contaminated","Maltose","Methyl-?-D-glucoside",17,1
"Contaminated","Maltose","Soluble Starch",18,1
"Contaminated","Maltose","Cellobiose",8,1
"Contaminated","Maltose","Salicin",8,1
"Contaminated","Maltose","L-Sorbose",7,1
"Contaminated","Maltose","L-Rhamnose",15,1
"Contaminated","Maltose","D-Xylose",8,1
"Contaminated","Maltose","L-Arabinose",12,1
"Contaminated","Maltose","D-Arabinose",17,1
"Contaminated","Maltose","D-Ribose",12,1
"Contaminated","Maltose","Methanol",23,1
"Contaminated","Maltose","Ethanol",4,1
"Contaminated","Maltose","Glycerol",2,1
"Contaminated","Maltose","Erythritol",13,1
"Contaminated","Maltose","Ribitol",8,1
"Contaminated","Maltose","Galactitol",19,1
"Contaminated","Maltose","D-Mannitol",6,1
"Contaminated","Maltose","D-Glucitol",3,1
"Contaminated","Maltose","myo-Inositol",22,1
"Contaminated","Maltose","DL-Lactate",13,1
"Contaminated","Maltose","Succinate",2,1
"Contaminated","Maltose","Citrate",6,1
"Contaminated","Maltose","D-Gluconate",4,1
"Contaminated","Maltose","D-Glucosamine",13,1
"Contaminated","Maltose","Nitrate",22,1
"Contaminated","Maltose","Vitamin-free",17,1
"Contaminated","Maltose","2-Keto-D-gluconate",10,1
"Contaminated","Maltose","Starch formation",23,1
"Contaminated","Maltose","Growth at 19°C",0,1
"Contaminated","Maltose","Growth at 25°C",0,1
"Contaminated","Maltose","Growth at 30°C",3,1
"Contaminated","Maltose","Growth at 37°C",0,0.886
"Contaminated","Melezitose","Methyl-?-D-glucoside",17,1
"Contaminated","Melezitose","Soluble Starch",18,1
"Contaminated","Melezitose","Cellobiose",8,1
"Contaminated","Melezitose","Salicin",8,1
"Contaminated","Melezitose","L-Sorbose",7,1
"Contaminated","Melezitose","L-Rhamnose",15,1
"Contaminated","Melezitose","D-Xylose",8,1
"Contaminated","Melezitose","L-Arabinose",12,1
"Contaminated","Melezitose","D-Arabinose",17,1
"Contaminated","Melezitose","D-Ribose",12,1
"Contaminated","Melezitose","Methanol",23,1
"Contaminated","Melezitose","Ethanol",4,1
"Contaminated","Melezitose","Glycerol",2,1
"Contaminated","Melezitose","Erythritol",13,1
"Contaminated","Melezitose","Ribitol",8,1
"Contaminated","Melezitose","Galactitol",19,1
"Contaminated","Melezitose","D-Mannitol",6,1
"Contaminated","Melezitose","D-Glucitol",3,1
"Contaminated","Melezitose","myo-Inositol",22,1
"Contaminated","Melezitose","DL-Lactate",13,1
"Contaminated","Melezitose","Succinate",2,1
"Contaminated","Melezitose","Citrate",6,1
"Contaminated","Melezitose","D-Gluconate",4,1
"Contaminated","Melezitose","D-Glucosamine",13,1
"Contaminated","Melezitose","Nitrate",22,1
"Contaminated","Melezitose","Vitamin-free",17,1
"Contaminated","Melezitose","2-Keto-D-gluconate",10,1
"Contaminated","Melezitose","Starch formation",23,1
"Contaminated","Melezitose","Growth at 19°C",0,0.999
"Contaminated","Melezitose","Growth at 25°C",0,0.999
"Contaminated","Melezitose","Growth at 30°C",3,1
"Contaminated","Melezitose","Growth at 37°C",0,0.263
"Contaminated","Methyl-?-D-glucoside","Soluble Starch",18,1
"Contaminated","Methyl-?-D-glucoside","Cellobiose",8,1
"Contaminated","Methyl-?-D-glucoside","Salicin",8,1
"Contaminated","Methyl-?-D-glucoside","L-Sorbose",7,1
"Contaminated","Methyl-?-D-glucoside","L-Rhamnose",15,1
"Contaminated","Methyl-?-D-glucoside","D-Xylose",8,1
"Contaminated","Methyl-?-D-glucoside","L-Arabinose",12,1
"Contaminated","Methyl-?-D-glucoside","D-Arabinose",17,1
"Contaminated","Methyl-?-D-glucoside","D-Ribose",12,1
"Contaminated","Methyl-?-D-glucoside","Methanol",23,1
"Contaminated","Methyl-?-D-glucoside","Ethanol",4,1
"Contaminated","Methyl-?-D-glucoside","Glycerol",2,1
"Contaminated","Methyl-?-D-glucoside","Erythritol",13,1
"Contaminated","Methyl-?-D-glucoside","Ribitol",8,1
"Contaminated","Methyl-?-D-glucoside","Galactitol",19,1
"Contaminated","Methyl-?-D-glucoside","D-Mannitol",6,1
"Contaminated","Methyl-?-D-glucoside","D-Glucitol",3,1
"Contaminated","Methyl-?-D-glucoside","myo-Inositol",22,1
"Contaminated","Methyl-?-D-glucoside","DL-Lactate",13,1
"Contaminated","Methyl-?-D-glucoside","Succinate",2,1
"Contaminated","Methyl-?-D-glucoside","Citrate",6,1
"Contaminated","Methyl-?-D-glucoside","D-Gluconate",4,1
"Contaminated","Methyl-?-D-glucoside","D-Glucosamine",13,1
"Contaminated","Methyl-?-D-glucoside","Nitrate",22,1
"Contaminated","Methyl-?-D-glucoside","Vitamin-free",17,1
"Contaminated","Methyl-?-D-glucoside","2-Keto-D-gluconate",10,1
"Contaminated","Methyl-?-D-glucoside","Starch formation",23,1
"Contaminated","Methyl-?-D-glucoside","Growth at 19°C",0,0.999
"Contaminated","Methyl-?-D-glucoside","Growth at 25°C",0,0.997
"Contaminated","Methyl-?-D-glucoside","Growth at 30°C",3,1
"Contaminated","Methyl-?-D-glucoside","Growth at 37°C",0,0.116
"Contaminated","Soluble Starch","Cellobiose",8,1
"Contaminated","Soluble Starch","Salicin",8,1
"Contaminated","Soluble Starch","L-Sorbose",7,1
"Contaminated","Soluble Starch","L-Rhamnose",15,1
"Contaminated","Soluble Starch","D-Xylose",8,1
"Contaminated","Soluble Starch","L-Arabinose",12,1
"Contaminated","Soluble Starch","D-Arabinose",17,1
"Contaminated","Soluble Starch","D-Ribose",12,1
"Contaminated","Soluble Starch","Methanol",23,1
"Contaminated","Soluble Starch","Ethanol",4,1
"Contaminated","Soluble Starch","Glycerol",2,1
"Contaminated","Soluble Starch","Erythritol",13,1
"Contaminated","Soluble Starch","Ribitol",8,1
"Contaminated","Soluble Starch","Galactitol",19,1
"Contaminated","Soluble Starch","D-Mannitol",6,1
"Contaminated","Soluble Starch","D-Glucitol",3,1
"Contaminated","Soluble Starch","myo-Inositol",22,1
"Contaminated","Soluble Starch","DL-Lactate",13,1
"Contaminated","Soluble Starch","Succinate",2,1
"Contaminated","Soluble Starch","Citrate",6,1
"Contaminated","Soluble Starch","D-Gluconate",4,1
"Contaminated","Soluble Starch","D-Glucosamine",13,1
"Contaminated","Soluble Starch","Nitrate",22,1
"Contaminated","Soluble Starch","Vitamin-free",17,1
"Contaminated","Soluble Starch","2-Keto-D-gluconate",10,1
"Contaminated","Soluble Starch","Starch formation",23,1
"Contaminated","Soluble Starch","Growth at 19°C",0,1
"Contaminated","Soluble Starch","Growth at 25°C",0,0.999
"Contaminated","Soluble Starch","Growth at 30°C",3,1
"Contaminated","Soluble Starch","Growth at 37°C",0,0.762
"Contaminated","Cellobiose","Salicin",8,1
"Contaminated","Cellobiose","L-Sorbose",7,1
"Contaminated","Cellobiose","L-Rhamnose",15,1
"Contaminated","Cellobiose","D-Xylose",8,1
"Contaminated","Cellobiose","L-Arabinose",12,1
"Contaminated","Cellobiose","D-Arabinose",17,1
"Contaminated","Cellobiose","D-Ribose",12,1
"Contaminated","Cellobiose","Methanol",23,1
"Contaminated","Cellobiose","Ethanol",4,1
"Contaminated","Cellobiose","Glycerol",2,1
"Contaminated","Cellobiose","Erythritol",13,1
"Contaminated","Cellobiose","Ribitol",8,1
"Contaminated","Cellobiose","Galactitol",19,1
"Contaminated","Cellobiose","D-Mannitol",6,1
"Contaminated","Cellobiose","D-Glucitol",3,1
"Contaminated","Cellobiose","myo-Inositol",22,1
"Contaminated","Cellobiose","DL-Lactate",13,1
"Contaminated","Cellobiose","Succinate",2,1
"Contaminated","Cellobiose","Citrate",6,1
"Contaminated","Cellobiose","D-Gluconate",4,1
"Contaminated","Cellobiose","D-Glucosamine",13,1
"Contaminated","Cellobiose","Nitrate",22,1
"Contaminated","Cellobiose","Vitamin-free",17,1
"Contaminated","Cellobiose","2-Keto-D-gluconate",10,1
"Contaminated","Cellobiose","Starch formation",23,1
"Contaminated","Cellobiose","Growth at 19°C",0,1
"Contaminated","Cellobiose","Growth at 25°C",0,1
"Contaminated","Cellobiose","Growth at 30°C",3,1
"Contaminated","Cellobiose","Growth at 37°C",0,0.923
"Contaminated","Salicin","L-Sorbose",7,1
"Contaminated","Salicin","L-Rhamnose",15,1
"Contaminated","Salicin","D-Xylose",8,1
"Contaminated","Salicin","L-Arabinose",12,1
"Contaminated","Salicin","D-Arabinose",17,1
"Contaminated","Salicin","D-Ribose",12,1
