"Isolation","Trait_A","Trait_B","Observed_PN","Percent_PN"
"Feces.Dung","Ethanol","myo-Inositol",72,1
"Feces.Dung","Ethanol","Starch formation",76,1
"Feces.Dung","Glycerol","myo-Inositol",71,1
"Feces.Dung","Glycerol","Starch formation",77,1
"Feces.Dung","Erythritol","myo-Inositol",21,1
"Feces.Dung","Erythritol","Starch formation",28,1
"Feces.Dung","Ribitol","myo-Inositol",46,1
"Feces.Dung","Ribitol","Starch formation",53,1
"Feces.Dung","Galactitol","myo-Inositol",10,1
"Feces.Dung","Galactitol","Starch formation",17,1
"Feces.Dung","D-Mannitol","myo-Inositol",60,1
"Feces.Dung","D-Mannitol","Starch formation",65,1
"Feces.Dung","D-Glucitol","myo-Inositol",62,1
"Feces.Dung","D-Glucitol","Starch formation",68,1
"Feces.Dung","myo-Inositol","DL-Lactate",2,0.998
"Feces.Dung","myo-Inositol","Succinate",1,0.999
"Feces.Dung","myo-Inositol","Citrate",2,1
"Feces.Dung","myo-Inositol","D-Gluconate",2,0.999
"Feces.Dung","myo-Inositol","D-Glucosamine",2,0.997
"Feces.Dung","myo-Inositol","Nitrate",8,1
"Feces.Dung","myo-Inositol","Vitamin-free",8,1
"Feces.Dung","myo-Inositol","2-Keto-D-gluconate",3,1
"Feces.Dung","myo-Inositol","Starch formation",9,1
"Feces.Dung","myo-Inositol","Growth at 19°C",0,0.976
"Feces.Dung","myo-Inositol","Growth at 25°C",0,0.98
"Feces.Dung","myo-Inositol","Growth at 30°C",0,0.962
"Feces.Dung","myo-Inositol","Growth at 37°C",2,0.996
"Feces.Dung","DL-Lactate","Starch formation",49,1
"Feces.Dung","Succinate","Starch formation",76,1
"Feces.Dung","Citrate","Starch formation",64,1
"Feces.Dung","D-Gluconate","Starch formation",60,1
"Feces.Dung","D-Glucosamine","Starch formation",38,1
"Feces.Dung","Nitrate","Starch formation",11,1
"Feces.Dung","Vitamin-free","Starch formation",18,1
"Feces.Dung","2-Keto-D-gluconate","Starch formation",45,1
"Feces.Dung","Starch formation","Growth at 19°C",1,0.997
"Feces.Dung","Starch formation","Growth at 25°C",0,0.956
"Feces.Dung","Starch formation","Growth at 30°C",0,0.89
"Feces.Dung","Starch formation","Growth at 37°C",1,0.881
"Pine","Glucose_F","Lactose_F",67,1
"Pine","Glucose_F","Glucose",0,1
"Pine","Glucose_F","Inulin",57,1
"Pine","Galactose_F","Lactose_F",30,1
"Pine","Galactose_F","Glucose",0,1
"Pine","Galactose_F","Inulin",24,1
"Pine","Sucrose_F","Lactose_F",29,1
"Pine","Sucrose_F","Glucose",0,1
"Pine","Sucrose_F","Inulin",20,1
"Pine","Maltose_F","Lactose_F",21,1
"Pine","Maltose_F","Glucose",0,1
"Pine","Maltose_F","Inulin",16,1
"Pine","Lactose_F","Raffinose_F",0,0.615
"Pine","Lactose_F","Trehalose_F",0,0.76
"Pine","Lactose_F","Glucose",0,1
"Pine","Lactose_F","Inulin",1,0.9
"Pine","Lactose_F","Sucrose",0,0.81
"Pine","Lactose_F","Raffinose",0,0.711
"Pine","Lactose_F","Melibiose",0,0.661
"Pine","Lactose_F","Galactose",0,0.859
"Pine","Lactose_F","Lactose",0,0.701
"Pine","Lactose_F","Trehalose",0,0.931
"Pine","Lactose_F","Maltose",0,0.827
"Pine","Lactose_F","Melezitose",0,0.802
"Pine","Lactose_F","Methyl-?-D-glucoside",0,0.823
"Pine","Lactose_F","Soluble Starch",0,0.686
"Pine","Lactose_F","Cellobiose",0,0.902
"Pine","Lactose_F","Salicin",0,0.909
"Pine","Lactose_F","L-Sorbose",0,0.79
"Pine","Lactose_F","L-Rhamnose",1,0.964
"Pine","Lactose_F","D-Xylose",0,0.95
"Pine","Lactose_F","L-Arabinose",0,0.84
"Pine","Lactose_F","D-Arabinose",1,0.99
"Pine","Lactose_F","D-Ribose",0,0.822
"Pine","Lactose_F","Methanol",1,0.92
"Pine","Lactose_F","Ethanol",0,0.979
"Pine","Lactose_F","Glycerol",0,0.958
"Pine","Lactose_F","Erythritol",0,0.767
"Pine","Lactose_F","Ribitol",0,0.872
"Pine","Lactose_F","Galactitol",1,0.931
"Pine","Lactose_F","D-Mannitol",0,0.981
"Pine","Lactose_F","D-Glucitol",0,0.968
"Pine","Lactose_F","myo-Inositol",1,0.931
"Pine","Lactose_F","DL-Lactate",1,0.967
"Pine","Lactose_F","Succinate",0,0.951
"Pine","Lactose_F","Citrate",0,0.867
"Pine","Lactose_F","D-Gluconate",0,0.902
"Pine","Lactose_F","D-Glucosamine",0,0.801
"Pine","Lactose_F","Nitrate",1,0.952
"Pine","Lactose_F","Vitamin-free",0,0.66
"Pine","Lactose_F","2-Keto-D-gluconate",0,0.843
"Pine","Lactose_F","Starch formation",1,0.917
"Pine","Lactose_F","Growth at 19°C",0,0.988
"Pine","Lactose_F","Growth at 25°C",0,0.987
"Pine","Lactose_F","Growth at 30°C",0,0.97
"Pine","Lactose_F","Growth at 37°C",1,0.975
"Pine","Raffinose_F","Glucose",0,1
"Pine","Raffinose_F","Inulin",10,1
"Pine","Trehalose_F","Glucose",0,1
"Pine","Trehalose_F","Inulin",24,1
"Pine","Glucose","Inulin",79,1
"Pine","Glucose","Sucrose",41,1
"Pine","Glucose","Raffinose",58,1
"Pine","Glucose","Melibiose",76,1
"Pine","Glucose","Galactose",28,1
"Pine","Glucose","Lactose",77,1
"Pine","Glucose","Trehalose",32,1
"Pine","Glucose","Maltose",41,1
"Pine","Glucose","Melezitose",46,1
"Pine","Glucose","Methyl-?-D-glucoside",46,1
"Pine","Glucose","Soluble Starch",60,1
"Pine","Glucose","Cellobiose",37,1
"Pine","Glucose","Salicin",37,1
"Pine","Glucose","L-Sorbose",38,1
"Pine","Glucose","L-Rhamnose",62,1
"Pine","Glucose","D-Xylose",28,1
"Pine","Glucose","L-Arabinose",49,1
"Pine","Glucose","D-Arabinose",61,1
"Pine","Glucose","D-Ribose",48,1
"Pine","Glucose","Methanol",85,1
"Pine","Glucose","Ethanol",11,1
"Pine","Glucose","Glycerol",10,1
"Pine","Glucose","Erythritol",62,1
"Pine","Glucose","Ribitol",35,1
"Pine","Glucose","Galactitol",73,1
"Pine","Glucose","D-Mannitol",23,1
"Pine","Glucose","D-Glucitol",20,1
"Pine","Glucose","myo-Inositol",81,1
"Pine","Glucose","DL-Lactate",40,1
"Pine","Glucose","Succinate",11,1
"Pine","Glucose","Citrate",24,1
"Pine","Glucose","D-Gluconate",27,1
"Pine","Glucose","D-Glucosamine",52,1
"Pine","Glucose","Nitrate",79,1
"Pine","Glucose","Vitamin-free",71,1
"Pine","Glucose","2-Keto-D-gluconate",44,1
"Pine","Glucose","Starch formation",84,1
"Pine","Glucose","Growth at 19°C",5,1
"Pine","Glucose","Growth at 25°C",0,0.478
"Pine","Glucose","Growth at 30°C",3,0.594
"Pine","Glucose","Growth at 37°C",24,0.998
"Pine","Inulin","Sucrose",0,0.481
"Pine","Inulin","Raffinose",0,0.311
"Pine","Inulin","Melibiose",5,0.997
"Pine","Inulin","Galactose",2,0.982
"Pine","Inulin","Lactose",7,1
"Pine","Inulin","Trehalose",0,0.813
"Pine","Inulin","Maltose",0,0.549
"Pine","Inulin","Melezitose",0,0.447
"Pine","Inulin","Methyl-?-D-glucoside",0,0.498
"Pine","Inulin","Soluble Starch",6,0.998
"Pine","Inulin","Cellobiose",1,0.95
"Pine","Inulin","Salicin",1,0.949
"Pine","Inulin","L-Sorbose",2,0.967
"Pine","Inulin","L-Rhamnose",6,1
"Pine","Inulin","D-Xylose",0,0.841
"Pine","Inulin","L-Arabinose",3,0.998
"Pine","Inulin","D-Arabinose",4,1
"Pine","Inulin","D-Ribose",3,0.996
"Pine","Inulin","Methanol",11,1
"Pine","Inulin","Ethanol",0,0.902
"Pine","Inulin","Glycerol",0,0.889
"Pine","Inulin","Erythritol",7,1
"Pine","Inulin","Ribitol",2,0.989
"Pine","Inulin","Galactitol",6,1
"Pine","Inulin","D-Mannitol",0,0.916
"Pine","Inulin","D-Glucitol",0,0.919
"Pine","Inulin","myo-Inositol",10,1
"Pine","Inulin","DL-Lactate",4,0.995
"Pine","Inulin","Succinate",0,0.858
"Pine","Inulin","Citrate",1,0.89
"Pine","Inulin","D-Gluconate",3,1
"Pine","Inulin","D-Glucosamine",3,0.994
"Pine","Inulin","Nitrate",10,1
"Pine","Inulin","Vitamin-free",7,1
"Pine","Inulin","2-Keto-D-gluconate",2,0.978
"Pine","Inulin","Starch formation",11,1
"Pine","Inulin","Growth at 19°C",0,0.958
"Pine","Inulin","Growth at 25°C",0,0.955
"Pine","Inulin","Growth at 30°C",1,0.993
"Pine","Inulin","Growth at 37°C",2,0.965
"Bromeliad","Glucose_F","Galactose_F",37,1
"Bromeliad","Glucose_F","Sucrose_F",38,1
"Bromeliad","Glucose_F","Trehalose_F",37,1
"Bromeliad","Glucose_F","Glucose",0,1
"Bromeliad","Glucose_F","Inulin",57,1
"Bromeliad","Glucose_F","Raffinose",41,1
"Bromeliad","Glucose_F","Melibiose",57,1
"Bromeliad","Glucose_F","Lactose",56,1
"Bromeliad","Glucose_F","Soluble Starch",42,1
"Bromeliad","Glucose_F","L-Arabinose",35,1
"Bromeliad","Glucose_F","D-Arabinose",45,1
"Bromeliad","Glucose_F","Methanol",65,1
"Bromeliad","Glucose_F","Galactitol",55,1
"Bromeliad","Glucose_F","myo-Inositol",64,1
"Bromeliad","Glucose_F","DL-Lactate",35,1
"Bromeliad","Glucose_F","Succinate",9,1
"Bromeliad","Glucose_F","Nitrate",57,1
"Bromeliad","Glucose_F","Growth at 37°C",14,1
"Bromeliad","Galactose_F","Sucrose_F",12,1
"Bromeliad","Galactose_F","Maltose_F",12,1
"Bromeliad","Galactose_F","Lactose_F",30,1
"Bromeliad","Galactose_F","Raffinose_F",18,1
"Bromeliad","Galactose_F","Trehalose_F",10,1
"Bromeliad","Galactose_F","Glucose",0,1
"Bromeliad","Galactose_F","Inulin",24,1
"Bromeliad","Galactose_F","Sucrose",7,1
"Bromeliad","Galactose_F","Raffinose",16,1
"Bromeliad","Galactose_F","Melibiose",24,1
"Bromeliad","Galactose_F","Galactose",1,0.999
"Bromeliad","Galactose_F","Lactose",22,1
"Bromeliad","Galactose_F","Trehalose",2,1
"Bromeliad","Galactose_F","Maltose",6,1
"Bromeliad","Galactose_F","Melezitose",8,1
"Bromeliad","Galactose_F","Methyl-?-D-glucoside",7,1
"Bromeliad","Galactose_F","Soluble Starch",14,1
"Bromeliad","Galactose_F","Cellobiose",9,1
"Bromeliad","Galactose_F","Salicin",9,1
"Bromeliad","Galactose_F","L-Sorbose",8,1
"Bromeliad","Galactose_F","L-Rhamnose",18,1
"Bromeliad","Galactose_F","D-Xylose",3,1
"Bromeliad","Galactose_F","L-Arabinose",10,1
"Bromeliad","Galactose_F","D-Arabinose",15,1
"Bromeliad","Galactose_F","D-Ribose",6,1
"Bromeliad","Galactose_F","Methanol",29,1
"Bromeliad","Galactose_F","Ethanol",1,1
"Bromeliad","Galactose_F","Glycerol",1,1
"Bromeliad","Galactose_F","Erythritol",17,1
"Bromeliad","Galactose_F","Ribitol",3,1
"Bromeliad","Galactose_F","Galactitol",21,1
"Bromeliad","Galactose_F","D-Mannitol",2,1
"Bromeliad","Galactose_F","D-Glucitol",2,1
"Bromeliad","Galactose_F","myo-Inositol",27,1
"Bromeliad","Galactose_F","DL-Lactate",17,1
"Bromeliad","Galactose_F","Succinate",0,0.852
"Bromeliad","Galactose_F","Citrate",7,1
"Bromeliad","Galactose_F","D-Gluconate",9,1
"Bromeliad","Galactose_F","D-Glucosamine",8,1
"Bromeliad","Galactose_F","Nitrate",27,1
"Bromeliad","Galactose_F","Vitamin-free",20,1
"Bromeliad","Galactose_F","2-Keto-D-gluconate",9,1
"Bromeliad","Galactose_F","Starch formation",30,1
"Bromeliad","Galactose_F","Growth at 19°C",0,0.999
"Bromeliad","Galactose_F","Growth at 25°C",0,1
"Bromeliad","Galactose_F","Growth at 30°C",0,0.995
"Bromeliad","Galactose_F","Growth at 37°C",4,1
"Bromeliad","Sucrose_F","Maltose_F",10,1
"Bromeliad","Sucrose_F","Lactose_F",29,1
"Bromeliad","Sucrose_F","Raffinose_F",10,1
"Bromeliad","Sucrose_F","Trehalose_F",9,1
"Bromeliad","Sucrose_F","Glucose",0,1
"Bromeliad","Sucrose_F","Inulin",20,1
"Bromeliad","Sucrose_F","Sucrose",1,1
"Bromeliad","Sucrose_F","Raffinose",6,1
"Bromeliad","Sucrose_F","Melibiose",21,1
"Bromeliad","Sucrose_F","Galactose",7,1
"Bromeliad","Sucrose_F","Lactose",22,1
"Bromeliad","Sucrose_F","Trehalose",1,1
"Bromeliad","Sucrose_F","Maltose",2,1
"Bromeliad","Sucrose_F","Melezitose",2,1
"Bromeliad","Sucrose_F","Methyl-?-D-glucoside",3,1
"Bromeliad","Sucrose_F","Soluble Starch",13,1
"Bromeliad","Sucrose_F","Cellobiose",4,1
"Bromeliad","Sucrose_F","Salicin",5,1
"Bromeliad","Sucrose_F","L-Sorbose",10,1
"Bromeliad","Sucrose_F","L-Rhamnose",16,1
"Bromeliad","Sucrose_F","D-Xylose",3,1
"Bromeliad","Sucrose_F","L-Arabinose",10,1
"Bromeliad","Sucrose_F","D-Arabinose",17,1
"Bromeliad","Sucrose_F","D-Ribose",10,1
"Bromeliad","Sucrose_F","Methanol",29,1
"Bromeliad","Sucrose_F","Ethanol",2,1
"Bromeliad","Sucrose_F","Glycerol",1,1
"Bromeliad","Sucrose_F","Erythritol",20,1
"Bromeliad","Sucrose_F","Ribitol",7,1
"Bromeliad","Sucrose_F","Galactitol",22,1
"Bromeliad","Sucrose_F","D-Mannitol",1,1
"Bromeliad","Sucrose_F","D-Glucitol",1,1
"Bromeliad","Sucrose_F","myo-Inositol",26,1
"Bromeliad","Sucrose_F","DL-Lactate",10,1
"Bromeliad","Sucrose_F","Succinate",0,0.88
"Bromeliad","Sucrose_F","Citrate",2,1
"Bromeliad","Sucrose_F","D-Gluconate",4,1
"Bromeliad","Sucrose_F","D-Glucosamine",10,1
"Bromeliad","Sucrose_F","Nitrate",24,1
"Bromeliad","Sucrose_F","Vitamin-free",19,1
"Bromeliad","Sucrose_F","2-Keto-D-gluconate",7,1
"Bromeliad","Sucrose_F","Starch formation",30,1
"Bromeliad","Sucrose_F","Growth at 19°C",0,1
"Bromeliad","Sucrose_F","Growth at 25°C",0,1
"Bromeliad","Sucrose_F","Growth at 30°C",1,1
"Bromeliad","Sucrose_F","Growth at 37°C",5,1
"Bromeliad","Maltose_F","Trehalose_F",5,1
"Bromeliad","Maltose_F","Glucose",0,1
"Bromeliad","Maltose_F","Inulin",16,1
"Bromeliad","Maltose_F","Raffinose",8,1
"Bromeliad","Maltose_F","Melibiose",16,1
"Bromeliad","Maltose_F","Lactose",16,1
"Bromeliad","Maltose_F","Soluble Starch",5,1
"Bromeliad","Maltose_F","L-Arabinose",7,1
"Bromeliad","Maltose_F","D-Arabinose",13,1
"Bromeliad","Maltose_F","Methanol",22,1
"Bromeliad","Maltose_F","Galactitol",16,1
"Bromeliad","Maltose_F","myo-Inositol",18,1
"Bromeliad","Maltose_F","DL-Lactate",9,1
"Bromeliad","Maltose_F","Succinate",0,0.219
"Bromeliad","Maltose_F","Nitrate",19,1
"Bromeliad","Maltose_F","Growth at 37°C",3,1
"Bromeliad","Lactose_F","Trehalose_F",0,0.337
"Bromeliad","Lactose_F","Glucose",0,1
"Bromeliad","Lactose_F","Inulin",1,0.993
"Bromeliad","Lactose_F","Raffinose",0,0.327
"Bromeliad","Lactose_F","Melibiose",0,0.296
"Bromeliad","Lactose_F","Lactose",0,0.295
"Bromeliad","Lactose_F","Soluble Starch",0,0.337
"Bromeliad","Lactose_F","L-Arabinose",0,0.349
"Bromeliad","Lactose_F","D-Arabinose",1,0.995
"Bromeliad","Lactose_F","Methanol",1,0.992
"Bromeliad","Lactose_F","Galactitol",1,0.992
"Bromeliad","Lactose_F","myo-Inositol",1,0.992
"Bromeliad","Lactose_F","DL-Lactate",1,0.994
"Bromeliad","Lactose_F","Succinate",0,0.526
"Bromeliad","Lactose_F","Nitrate",1,0.992
"Bromeliad","Lactose_F","Growth at 37°C",1,0.993
"Bromeliad","Raffinose_F","Trehalose_F",7,1
"Bromeliad","Raffinose_F","Glucose",0,1
"Bromeliad","Raffinose_F","Inulin",10,1
"Bromeliad","Raffinose_F","Raffinose",0,0.254
"Bromeliad","Raffinose_F","Melibiose",12,1
"Bromeliad","Raffinose_F","Lactose",13,1
"Bromeliad","Raffinose_F","Soluble Starch",9,1
"Bromeliad","Raffinose_F","L-Arabinose",6,1
"Bromeliad","Raffinose_F","D-Arabinose",10,1
"Bromeliad","Raffinose_F","Methanol",19,1
"Bromeliad","Raffinose_F","Galactitol",13,1
"Bromeliad","Raffinose_F","myo-Inositol",17,1
"Bromeliad","Raffinose_F","DL-Lactate",7,1
"Bromeliad","Raffinose_F","Succinate",0,0.463
"Bromeliad","Raffinose_F","Nitrate",15,1
"Bromeliad","Raffinose_F","Growth at 37°C",3,1
"Bromeliad","Trehalose_F","Glucose",0,1
"Bromeliad","Trehalose_F","Inulin",24,1
"Bromeliad","Trehalose_F","Sucrose",6,1
"Bromeliad","Trehalose_F","Raffinose",15,1
"Bromeliad","Trehalose_F","Melibiose",22,1
"Bromeliad","Trehalose_F","Galactose",5,1
"Bromeliad","Trehalose_F","Lactose",23,1
"Bromeliad","Trehalose_F","Trehalose",1,1
"Bromeliad","Trehalose_F","Maltose",5,1
"Bromeliad","Trehalose_F","Melezitose",6,1
"Bromeliad","Trehalose_F","Methyl-?-D-glucoside",6,1
"Bromeliad","Trehalose_F","Soluble Starch",15,1
"Bromeliad","Trehalose_F","Cellobiose",9,1
"Bromeliad","Trehalose_F","Salicin",9,1
"Bromeliad","Trehalose_F","L-Sorbose",9,1
"Bromeliad","Trehalose_F","L-Rhamnose",15,1
"Bromeliad","Trehalose_F","D-Xylose",4,1
"Bromeliad","Trehalose_F","L-Arabinose",9,1
"Bromeliad","Trehalose_F","D-Arabinose",16,1
"Bromeliad","Trehalose_F","D-Ribose",9,1
"Bromeliad","Trehalose_F","Methanol",29,1
"Bromeliad","Trehalose_F","Ethanol",2,1
"Bromeliad","Trehalose_F","Glycerol",0,0.998
"Bromeliad","Trehalose_F","Erythritol",18,1
"Bromeliad","Trehalose_F","Ribitol",4,1
"Bromeliad","Trehalose_F","Galactitol",21,1
"Bromeliad","Trehalose_F","D-Mannitol",3,1
"Bromeliad","Trehalose_F","D-Glucitol",3,1
"Bromeliad","Trehalose_F","myo-Inositol",28,1
"Bromeliad","Trehalose_F","DL-Lactate",18,1
"Bromeliad","Trehalose_F","Succinate",3,1
"Bromeliad","Trehalose_F","Citrate",6,1
"Bromeliad","Trehalose_F","D-Gluconate",4,1
"Bromeliad","Trehalose_F","D-Glucosamine",9,1
"Bromeliad","Trehalose_F","Nitrate",27,1
"Bromeliad","Trehalose_F","Vitamin-free",22,1
"Bromeliad","Trehalose_F","2-Keto-D-gluconate",8,1
"Bromeliad","Trehalose_F","Starch formation",31,1
"Bromeliad","Trehalose_F","Growth at 19°C",0,1
"Bromeliad","Trehalose_F","Growth at 25°C",0,0.998
"Bromeliad","Trehalose_F","Growth at 30°C",1,1
"Bromeliad","Trehalose_F","Growth at 37°C",6,1
"Bromeliad","Glucose","Inulin",79,1
"Bromeliad","Glucose","Sucrose",41,1
"Bromeliad","Glucose","Raffinose",58,1
"Bromeliad","Glucose","Melibiose",76,1
"Bromeliad","Glucose","Galactose",28,1
"Bromeliad","Glucose","Lactose",77,1
"Bromeliad","Glucose","Trehalose",32,1
"Bromeliad","Glucose","Maltose",41,1
"Bromeliad","Glucose","Melezitose",46,1
"Bromeliad","Glucose","Methyl-?-D-glucoside",46,1
"Bromeliad","Glucose","Soluble Starch",60,1
"Bromeliad","Glucose","Cellobiose",37,1
"Bromeliad","Glucose","Salicin",37,1
"Bromeliad","Glucose","L-Sorbose",38,1
"Bromeliad","Glucose","L-Rhamnose",62,1
"Bromeliad","Glucose","D-Xylose",28,1
"Bromeliad","Glucose","L-Arabinose",49,1
"Bromeliad","Glucose","D-Arabinose",61,1
"Bromeliad","Glucose","D-Ribose",48,1
"Bromeliad","Glucose","Methanol",85,1
"Bromeliad","Glucose","Ethanol",11,1
"Bromeliad","Glucose","Glycerol",10,1
"Bromeliad","Glucose","Erythritol",62,1
"Bromeliad","Glucose","Ribitol",35,1
"Bromeliad","Glucose","Galactitol",73,1
"Bromeliad","Glucose","D-Mannitol",23,1
"Bromeliad","Glucose","D-Glucitol",20,1
"Bromeliad","Glucose","myo-Inositol",81,1
"Bromeliad","Glucose","DL-Lactate",40,1
"Bromeliad","Glucose","Succinate",11,1
"Bromeliad","Glucose","Citrate",24,1
"Bromeliad","Glucose","D-Gluconate",27,1
"Bromeliad","Glucose","D-Glucosamine",52,1
"Bromeliad","Glucose","Nitrate",79,1
"Bromeliad","Glucose","Vitamin-free",71,1
"Bromeliad","Glucose","2-Keto-D-gluconate",44,1
"Bromeliad","Glucose","Starch formation",84,1
"Bromeliad","Glucose","Growth at 19°C",5,1
"Bromeliad","Glucose","Growth at 25°C",0,0.992
"Bromeliad","Glucose","Growth at 30°C",3,1
"Bromeliad","Glucose","Growth at 37°C",24,1
"Bromeliad","Inulin","Sucrose",0,0.992
"Bromeliad","Inulin","Raffinose",0,0.908
"Bromeliad","Inulin","Melibiose",5,1
"Bromeliad","Inulin","Galactose",2,1
"Bromeliad","Inulin","Lactose",7,1
"Bromeliad","Inulin","Trehalose",0,0.996
"Bromeliad","Inulin","Maltose",0,0.99
"Bromeliad","Inulin","Melezitose",0,0.977
"Bromeliad","Inulin","Methyl-?-D-glucoside",0,0.986
"Bromeliad","Inulin","Soluble Starch",6,1
"Bromeliad","Inulin","Cellobiose",1,1
"Bromeliad","Inulin","Salicin",1,1
"Bromeliad","Inulin","L-Sorbose",2,1
"Bromeliad","Inulin","L-Rhamnose",6,1
"Bromeliad","Inulin","D-Xylose",0,0.997
"Bromeliad","Inulin","L-Arabinose",3,1
"Bromeliad","Inulin","D-Arabinose",4,1
"Bromeliad","Inulin","D-Ribose",3,1
"Bromeliad","Inulin","Methanol",11,1
"Bromeliad","Inulin","Ethanol",0,0.994
"Bromeliad","Inulin","Glycerol",0,0.999
"Bromeliad","Inulin","Erythritol",7,1
"Bromeliad","Inulin","Ribitol",2,1
"Bromeliad","Inulin","Galactitol",6,1
"Bromeliad","Inulin","D-Mannitol",0,0.998
"Bromeliad","Inulin","D-Glucitol",0,0.993
"Bromeliad","Inulin","myo-Inositol",10,1
"Bromeliad","Inulin","DL-Lactate",4,1
"Bromeliad","Inulin","Succinate",0,0.937
"Bromeliad","Inulin","Citrate",1,0.999
"Bromeliad","Inulin","D-Gluconate",3,1
"Bromeliad","Inulin","D-Glucosamine",3,1
"Bromeliad","Inulin","Nitrate",10,1
"Bromeliad","Inulin","Vitamin-free",7,1
"Bromeliad","Inulin","2-Keto-D-gluconate",2,1
"Bromeliad","Inulin","Starch formation",11,1
"Bromeliad","Inulin","Growth at 19°C",0,1
"Bromeliad","Inulin","Growth at 25°C",0,1
"Bromeliad","Inulin","Growth at 30°C",1,1
"Bromeliad","Inulin","Growth at 37°C",2,1
"Bromeliad","Sucrose","Raffinose",19,1
"Bromeliad","Sucrose","Melibiose",35,1
"Bromeliad","Sucrose","Lactose",38,1
"Bromeliad","Sucrose","Soluble Starch",23,1
"Bromeliad","Sucrose","L-Arabinose",15,1
"Bromeliad","Sucrose","D-Arabinose",27,1
"Bromeliad","Sucrose","Methanol",47,1
"Bromeliad","Sucrose","Galactitol",33,1
"Bromeliad","Sucrose","myo-Inositol",42,1
"Bromeliad","Sucrose","DL-Lactate",23,1
"Bromeliad","Sucrose","Succinate",2,1
"Bromeliad","Sucrose","Nitrate",40,1
"Bromeliad","Sucrose","Growth at 37°C",10,1
"Bromeliad","Raffinose","Melibiose",18,1
"Bromeliad","Raffinose","Galactose",6,1
"Bromeliad","Raffinose","Lactose",22,1
"Bromeliad","Raffinose","Trehalose",2,1
"Bromeliad","Raffinose","Maltose",3,1
"Bromeliad","Raffinose","Melezitose",6,1
"Bromeliad","Raffinose","Methyl-?-D-glucoside",6,1
"Bromeliad","Raffinose","Soluble Starch",15,1
"Bromeliad","Raffinose","Cellobiose",4,1
"Bromeliad","Raffinose","Salicin",5,1
"Bromeliad","Raffinose","L-Sorbose",10,1
"Bromeliad","Raffinose","L-Rhamnose",15,1
"Bromeliad","Raffinose","D-Xylose",3,1
"Bromeliad","Raffinose","L-Arabinose",10,1
"Bromeliad","Raffinose","D-Arabinose",15,1
"Bromeliad","Raffinose","D-Ribose",9,1
"Bromeliad","Raffinose","Methanol",31,1
"Bromeliad","Raffinose","Ethanol",4,1
"Bromeliad","Raffinose","Glycerol",1,1
"Bromeliad","Raffinose","Erythritol",16,1
"Bromeliad","Raffinose","Ribitol",7,1
"Bromeliad","Raffinose","Galactitol",19,1
"Bromeliad","Raffinose","D-Mannitol",3,1
"Bromeliad","Raffinose","D-Glucitol",2,1
"Bromeliad","Raffinose","myo-Inositol",24,1
"Bromeliad","Raffinose","DL-Lactate",13,1
"Bromeliad","Raffinose","Succinate",1,0.991
"Bromeliad","Raffinose","Citrate",3,1
"Bromeliad","Raffinose","D-Gluconate",4,1
"Bromeliad","Raffinose","D-Glucosamine",11,1
"Bromeliad","Raffinose","Nitrate",26,1
"Bromeliad","Raffinose","Vitamin-free",23,1
"Bromeliad","Raffinose","2-Keto-D-gluconate",7,1
"Bromeliad","Raffinose","Starch formation",32,1
"Bromeliad","Raffinose","Growth at 19°C",0,0.999
"Bromeliad","Raffinose","Growth at 25°C",0,0.998
"Bromeliad","Raffinose","Growth at 30°C",2,1
"Bromeliad","Raffinose","Growth at 37°C",8,1
"Bromeliad","Melibiose","Galactose",0,0.978
"Bromeliad","Melibiose","Lactose",7,1
"Bromeliad","Melibiose","Trehalose",0,0.995
"Bromeliad","Melibiose","Maltose",0,0.995
"Bromeliad","Melibiose","Melezitose",2,1
"Bromeliad","Melibiose","Methyl-?-D-glucoside",1,1
"Bromeliad","Melibiose","Soluble Starch",4,1
"Bromeliad","Melibiose","Cellobiose",1,1
"Bromeliad","Melibiose","Salicin",1,1
"Bromeliad","Melibiose","L-Sorbose",2,1
"Bromeliad","Melibiose","L-Rhamnose",5,1
"Bromeliad","Melibiose","D-Xylose",0,0.994
"Bromeliad","Melibiose","L-Arabinose",1,0.999
"Bromeliad","Melibiose","D-Arabinose",4,1
"Bromeliad","Melibiose","D-Ribose",1,1
"Bromeliad","Melibiose","Methanol",14,1
"Bromeliad","Melibiose","Ethanol",1,1
"Bromeliad","Melibiose","Glycerol",0,0.999
"Bromeliad","Melibiose","Erythritol",3,1
"Bromeliad","Melibiose","Ribitol",0,0.996
"Bromeliad","Melibiose","Galactitol",6,1
"Bromeliad","Melibiose","D-Mannitol",1,1
"Bromeliad","Melibiose","D-Glucitol",0,0.997
"Bromeliad","Melibiose","myo-Inositol",10,1
"Bromeliad","Melibiose","DL-Lactate",6,1
"Bromeliad","Melibiose","Succinate",0,0.953
"Bromeliad","Melibiose","Citrate",0,0.972
"Bromeliad","Melibiose","D-Gluconate",2,1
"Bromeliad","Melibiose","D-Glucosamine",1,1
"Bromeliad","Melibiose","Nitrate",13,1
"Bromeliad","Melibiose","Vitamin-free",12,1
"Bromeliad","Melibiose","2-Keto-D-gluconate",2,1
"Bromeliad","Melibiose","Starch formation",14,1
"Bromeliad","Melibiose","Growth at 19°C",0,1
"Bromeliad","Melibiose","Growth at 25°C",0,0.999
"Bromeliad","Melibiose","Growth at 30°C",2,1
"Bromeliad","Melibiose","Growth at 37°C",5,1
