"Isolation","Trait","Observed_PP","Percent_PP"
"Bromeliad","Glucose",2,1
"Bromeliad","Inulin",0,0.9
"Bromeliad","Sucrose",2,1
"Bromeliad","Raffinose",0,0.81
"Bromeliad","Melibiose",0,0.933
"Bromeliad","Galactose",1,0.763
"Bromeliad","Lactose",0,0.93
"Bromeliad","Trehalose",2,1
"Bromeliad","Maltose",2,1
"Bromeliad","Melezitose",2,1
"Bromeliad","Methyl-?-D-glucoside",2,1
"Bromeliad","Soluble Starch",0,0.827
"Bromeliad","Cellobiose",2,1
"Bromeliad","Salicin",2,1
"Bromeliad","L-Sorbose",2,1
"Bromeliad","L-Rhamnose",1,0.96
"Bromeliad","D-Xylose",2,1
"Bromeliad","L-Arabinose",0,0.78
"Bromeliad","D-Arabinose",0,0.803
"Bromeliad","D-Ribose",1,0.884
"Bromeliad","Methanol",0,0.923
"Bromeliad","Ethanol",2,1
"Bromeliad","Glycerol",2,1
"Bromeliad","Erythritol",2,1
"Bromeliad","Ribitol",2,1
"Bromeliad","Galactitol",0,0.936
"Bromeliad","D-Mannitol",2,1
"Bromeliad","D-Glucitol",2,1
"Bromeliad","myo-Inositol",0,0.923
"Bromeliad","DL-Lactate",0,0.648
"Bromeliad","Succinate",0,0.406
"Bromeliad","Citrate",1,0.723
"Bromeliad","D-Gluconate",2,1
"Bromeliad","D-Glucosamine",1,0.856
"Bromeliad","Nitrate",0,0.85
"Bromeliad","Vitamin-free",2,1
"Bromeliad","2-Keto-D-gluconate",1,0.842
"Bromeliad","Starch formation",1,0.951
"Bromeliad","Growth at 19°C",2,1
"Bromeliad","Growth at 25°C",2,1
"Bromeliad","Growth at 30°C",2,1
"Bromeliad","Growth at 37°C",0,0.653
"Flower","Glucose_F",74,0.994
"Flower","Galactose_F",18,0.264
"Flower","Sucrose_F",22,0.684
"Flower","Maltose_F",22,0.893
"Flower","Lactose_F",12,0.995
"Flower","Raffinose_F",17,0.833
"Flower","Trehalose_F",26,0.599
"Flower","Glucose",81,1
"Flower","Inulin",6,0.231
"Flower","Sucrose",65,0.961
"Flower","Raffinose",18,0.317
"Flower","Melibiose",4,0.338
"Flower","Galactose",72,0.996
"Flower","Lactose",4,0.322
"Flower","Trehalose",52,0.278
"Flower","Maltose",62,0.955
"Flower","Melezitose",54,0.967
"Flower","Methyl-?-D-glucoside",39,0.611
"Flower","Soluble Starch",7,0.082
"Flower","Cellobiose",56,0.617
"Flower","Salicin",57,0.725
"Flower","L-Sorbose",73,1
"Flower","L-Rhamnose",3,0.03
"Flower","D-Xylose",58,0.539
"Flower","L-Arabinose",10,0.046
"Flower","D-Arabinose",15,0.208
"Flower","D-Ribose",33,0.525
"Flower","Methanol",1,0.133
"Flower","Ethanol",65,0.436
"Flower","Glycerol",69,0.348
"Flower","Erythritol",3,0.017
"Flower","Ribitol",54,0.709
"Flower","Galactitol",5,0.37
"Flower","D-Mannitol",71,0.771
"Flower","D-Glucitol",73,0.921
"Flower","myo-Inositol",0,0.14
"Flower","DL-Lactate",22,0.033
"Flower","Succinate",66,0.481
"Flower","Citrate",53,0.634
"Flower","D-Gluconate",55,0.884
"Flower","D-Glucosamine",36,0.721
"Flower","Nitrate",9,0.364
"Flower","Vitamin-free",10,0.183
"Flower","2-Keto-D-gluconate",57,0.991
"Flower","Starch formation",3,0.078
"Flower","Growth at 19°C",80,0.566
"Flower","Growth at 25°C",80,0.616
"Flower","Growth at 30°C",75,0.71
"Flower","Growth at 37°C",30,0.342
"Cactus","Glucose_F",29,0.61
"Cactus","Galactose_F",11,0.486
"Cactus","Sucrose_F",11,0.645
"Cactus","Maltose_F",9,0.631
"Cactus","Lactose_F",1,0.729
"Cactus","Raffinose_F",6,0.644
"Cactus","Trehalose_F",12,0.616
"Cactus","Glucose",47,1
"Cactus","Inulin",3,0.459
"Cactus","Sucrose",18,0.316
"Cactus","Raffinose",8,0.435
"Cactus","Melibiose",2,0.492
"Cactus","Galactose",27,0.694
"Cactus","Lactose",2,0.529
"Cactus","Trehalose",18,0.114
"Cactus","Maltose",16,0.249
"Cactus","Melezitose",15,0.414
"Cactus","Methyl-?-D-glucoside",14,0.356
"Cactus","Soluble Starch",6,0.358
"Cactus","Cellobiose",23,0.447
"Cactus","Salicin",25,0.548
"Cactus","L-Sorbose",24,0.8
"Cactus","L-Rhamnose",8,0.674
"Cactus","D-Xylose",28,0.539
"Cactus","L-Arabinose",10,0.394
"Cactus","D-Arabinose",13,0.711
"Cactus","D-Ribose",14,0.502
"Cactus","Methanol",2,0.535
"Cactus","Ethanol",45,0.963
"Cactus","Glycerol",43,0.842
"Cactus","Erythritol",4,0.24
"Cactus","Ribitol",22,0.525
"Cactus","Galactitol",3,0.532
"Cactus","D-Mannitol",29,0.317
"Cactus","D-Glucitol",26,0.299
"Cactus","myo-Inositol",2,0.602
"Cactus","DL-Lactate",32,0.986
"Cactus","Succinate",43,0.909
"Cactus","Citrate",30,0.84
"Cactus","D-Gluconate",21,0.551
"Cactus","D-Glucosamine",18,0.783
"Cactus","Nitrate",3,0.297
"Cactus","Vitamin-free",2,0.146
"Cactus","2-Keto-D-gluconate",21,0.817
"Cactus","Starch formation",4,0.517
"Cactus","Growth at 19°C",47,1
"Cactus","Growth at 25°C",47,1
"Cactus","Growth at 30°C",47,1
"Cactus","Growth at 37°C",40,1
"Ipomoea","Glucose_F",29,0.896
"Ipomoea","Galactose_F",5,0.283
"Ipomoea","Sucrose_F",7,0.609
"Ipomoea","Maltose_F",6,0.723
"Ipomoea","Lactose_F",4,0.945
"Ipomoea","Raffinose_F",4,0.676
"Ipomoea","Trehalose_F",13,0.771
"Ipomoea","Glucose",34,1
"Ipomoea","Inulin",3,0.574
"Ipomoea","Sucrose",26,0.857
"Ipomoea","Raffinose",5,0.35
"Ipomoea","Melibiose",1,0.527
"Ipomoea","Galactose",33,0.999
"Ipomoea","Lactose",0,0.468
"Ipomoea","Trehalose",25,0.622
"Ipomoea","Maltose",25,0.846
"Ipomoea","Melezitose",23,0.882
"Ipomoea","Methyl-?-D-glucoside",16,0.628
"Ipomoea","Soluble Starch",0,0.121
"Ipomoea","Cellobiose",24,0.654
"Ipomoea","Salicin",24,0.739
"Ipomoea","L-Sorbose",34,1
"Ipomoea","L-Rhamnose",1,0.213
"Ipomoea","D-Xylose",26,0.688
"Ipomoea","L-Arabinose",1,0.086
"Ipomoea","D-Arabinose",4,0.285
"Ipomoea","D-Ribose",9,0.358
"Ipomoea","Methanol",0,0.382
"Ipomoea","Ethanol",28,0.551
"Ipomoea","Glycerol",31,0.713
"Ipomoea","Erythritol",0,0.119
"Ipomoea","Ribitol",25,0.821
"Ipomoea","Galactitol",1,0.533
"Ipomoea","D-Mannitol",34,1
"Ipomoea","D-Glucitol",34,1
"Ipomoea","myo-Inositol",0,0.479
"Ipomoea","DL-Lactate",6,0.076
"Ipomoea","Succinate",32,0.823
"Ipomoea","Citrate",25,0.816
"Ipomoea","D-Gluconate",22,0.774
"Ipomoea","D-Glucosamine",16,0.782
"Ipomoea","Nitrate",3,0.474
"Ipomoea","Vitamin-free",0,0.088
"Ipomoea","2-Keto-D-gluconate",26,0.979
"Ipomoea","Starch formation",0,0.178
"Ipomoea","Growth at 19°C",34,1
"Ipomoea","Growth at 25°C",34,1
"Ipomoea","Growth at 30°C",33,0.893
"Ipomoea","Growth at 37°C",13,0.525
"Oak","Glucose_F",47,0.517
"Oak","Galactose_F",19,0.492
"Oak","Sucrose_F",17,0.662
"Oak","Maltose_F",12,0.464
"Oak","Lactose_F",1,0.547
"Oak","Raffinose_F",13,0.775
"Oak","Trehalose_F",15,0.334
"Oak","Glucose",63,1
"Oak","Inulin",6,0.35
"Oak","Sucrose",37,0.489
"Oak","Raffinose",21,0.704
"Oak","Melibiose",8,0.586
"Oak","Galactose",33,0.211
"Oak","Lactose",9,0.696
"Oak","Trehalose",45,0.599
"Oak","Maltose",32,0.41
"Oak","Melezitose",30,0.624
"Oak","Methyl-?-D-glucoside",28,0.519
"Oak","Soluble Starch",15,0.546
"Oak","Cellobiose",39,0.496
"Oak","Salicin",40,0.624
"Oak","L-Sorbose",37,0.734
"Oak","L-Rhamnose",15,0.666
"Oak","D-Xylose",43,0.544
"Oak","L-Arabinose",21,0.478
"Oak","D-Arabinose",23,0.774
"Oak","D-Ribose",23,0.422
"Oak","Methanol",8,0.82
"Oak","Ethanol",57,0.808
"Oak","Glycerol",59,0.841
"Oak","Erythritol",14,0.381
"Oak","Ribitol",39,0.596
"Oak","Galactitol",3,0.292
"Oak","D-Mannitol",52,0.641
"Oak","D-Glucitol",54,0.744
"Oak","myo-Inositol",8,0.785
"Oak","DL-Lactate",50,0.997
"Oak","Succinate",57,0.824
"Oak","Citrate",36,0.397
"Oak","D-Gluconate",31,0.362
"Oak","D-Glucosamine",23,0.491
"Oak","Nitrate",14,0.663
"Oak","Vitamin-free",15,0.719
"Oak","2-Keto-D-gluconate",22,0.266
"Oak","Starch formation",8,0.515
"Oak","Growth at 19°C",63,1
"Oak","Growth at 25°C",63,1
"Oak","Growth at 30°C",56,0.609
"Oak","Growth at 37°C",27,0.59
"Hibiscus","Glucose_F",12,0.811
"Hibiscus","Galactose_F",2,0.406
"Hibiscus","Sucrose_F",4,0.751
"Hibiscus","Maltose_F",3,0.743
"Hibiscus","Lactose_F",3,0.955
"Hibiscus","Raffinose_F",3,0.807
"Hibiscus","Trehalose_F",4,0.647
"Hibiscus","Glucose",15,1
"Hibiscus","Inulin",2,0.744
"Hibiscus","Sucrose",12,0.895
"Hibiscus","Raffinose",5,0.759
"Hibiscus","Melibiose",2,0.806
"Hibiscus","Galactose",14,0.981
"Hibiscus","Lactose",0,0.68
"Hibiscus","Trehalose",11,0.718
"Hibiscus","Maltose",12,0.934
"Hibiscus","Melezitose",9,0.776
"Hibiscus","Methyl-?-D-glucoside",9,0.787
"Hibiscus","Soluble Starch",1,0.543
"Hibiscus","Cellobiose",8,0.434
"Hibiscus","Salicin",8,0.473
"Hibiscus","L-Sorbose",14,0.99
"Hibiscus","L-Rhamnose",0,0.431
"Hibiscus","D-Xylose",12,0.761
"Hibiscus","L-Arabinose",2,0.432
"Hibiscus","D-Arabinose",1,0.384
"Hibiscus","D-Ribose",7,0.729
"Hibiscus","Methanol",0,0.641
"Hibiscus","Ethanol",12,0.579
"Hibiscus","Glycerol",15,1
"Hibiscus","Erythritol",0,0.35
"Hibiscus","Ribitol",11,0.781
"Hibiscus","Galactitol",2,0.808
"Hibiscus","D-Mannitol",13,0.84
"Hibiscus","D-Glucitol",14,0.937
"Hibiscus","myo-Inositol",0,0.684
"Hibiscus","DL-Lactate",4,0.336
"Hibiscus","Succinate",12,0.574
"Hibiscus","Citrate",9,0.588
"Hibiscus","D-Gluconate",9,0.679
"Hibiscus","D-Glucosamine",6,0.704
"Hibiscus","Nitrate",2,0.675
"Hibiscus","Vitamin-free",3,0.656
"Hibiscus","2-Keto-D-gluconate",13,0.991
"Hibiscus","Starch formation",0,0.422
"Hibiscus","Growth at 19°C",15,1
"Hibiscus","Growth at 25°C",15,1
"Hibiscus","Growth at 30°C",15,1
"Hibiscus","Growth at 37°C",6,0.604
"Beetle","Glucose_F",122,0.811
"Beetle","Galactose_F",63,0.647
"Beetle","Sucrose_F",37,0.213
"Beetle","Maltose_F",38,0.611
"Beetle","Lactose_F",6,0.544
"Beetle","Raffinose_F",15,0.068
"Beetle","Trehalose_F",86,0.991
"Beetle","Glucose",147,1
"Beetle","Inulin",7,0.03
"Beetle","Sucrose",112,0.794
"Beetle","Raffinose",24,0.006
"Beetle","Melibiose",14,0.229
"Beetle","Galactose",120,0.858
"Beetle","Lactose",15,0.323
"Beetle","Trehalose",124,0.855
"Beetle","Maltose",113,0.917
"Beetle","Melezitose",98,0.926
"Beetle","Methyl-?-D-glucoside",95,0.895
"Beetle","Soluble Starch",29,0.114
"Beetle","Cellobiose",115,0.833
"Beetle","Salicin",117,0.904
"Beetle","L-Sorbose",81,0.219
"Beetle","L-Rhamnose",38,0.54
"Beetle","D-Xylose",126,0.924
"Beetle","L-Arabinose",49,0.192
"Beetle","D-Arabinose",53,0.571
"Beetle","D-Ribose",83,0.844
"Beetle","Methanol",7,0.148
"Beetle","Ethanol",133,0.673
"Beetle","Glycerol",141,0.863
"Beetle","Erythritol",51,0.68
"Beetle","Ribitol",125,0.991
"Beetle","Galactitol",11,0.308
"Beetle","D-Mannitol",144,0.993
"Beetle","D-Glucitol",146,0.999
"Beetle","myo-Inositol",7,0.327
"Beetle","DL-Lactate",51,0.005
"Beetle","Succinate",141,0.939
"Beetle","Citrate",117,0.894
"Beetle","D-Gluconate",103,0.804
"Beetle","D-Glucosamine",84,0.924
"Beetle","Nitrate",11,0.017
"Beetle","Vitamin-free",20,0.042
"Beetle","2-Keto-D-gluconate",101,0.968
"Beetle","Starch formation",8,0.027
"Beetle","Growth at 19°C",147,1
"Beetle","Growth at 25°C",147,1
"Beetle","Growth at 30°C",138,0.686
"Beetle","Growth at 37°C",45,0.008
"Ant","Glucose_F",3,0.932
"Ant","Galactose_F",1,0.707
"Ant","Sucrose_F",2,0.894
"Ant","Maltose_F",2,0.904
"Ant","Lactose_F",0,0.908
"Ant","Raffinose_F",1,0.824
"Ant","Trehalose_F",0,0.544
"Ant","Glucose",4,1
"Ant","Inulin",2,0.925
"Ant","Sucrose",2,0.712
"Ant","Raffinose",2,0.858
"Ant","Melibiose",2,0.957
"Ant","Galactose",4,1
"Ant","Lactose",1,0.901
"Ant","Trehalose",2,0.64
"Ant","Maltose",3,0.976
"Ant","Melezitose",2,0.796
"Ant","Methyl-?-D-glucoside",3,0.971
"Ant","Soluble Starch",3,0.987
"Ant","Cellobiose",3,0.959
"Ant","Salicin",3,0.956
"Ant","L-Sorbose",3,0.964
"Ant","L-Rhamnose",2,0.863
"Ant","D-Xylose",3,0.965
"Ant","L-Arabinose",3,0.986
"Ant","D-Arabinose",2,0.86
"Ant","D-Ribose",3,0.983
"Ant","Methanol",0,0.813
"Ant","Ethanol",3,0.667
"Ant","Glycerol",4,1
"Ant","Erythritol",3,0.992
"Ant","Ribitol",3,0.964
"Ant","Galactitol",3,0.996
"Ant","D-Mannitol",4,1
"Ant","D-Glucitol",4,1
"Ant","myo-Inositol",1,0.904
"Ant","DL-Lactate",2,0.697
"Ant","Succinate",3,0.628
"Ant","Citrate",3,0.765
"Ant","D-Gluconate",4,1
"Ant","D-Glucosamine",2,0.841
"Ant","Nitrate",0,0.688
"Ant","Vitamin-free",2,0.898
"Ant","2-Keto-D-gluconate",2,0.796
"Ant","Starch formation",0,0.737
"Ant","Growth at 19°C",4,1
"Ant","Growth at 25°C",4,1
"Ant","Growth at 30°C",4,1
"Ant","Growth at 37°C",3,0.973
"Fruit.fly","Glucose_F",42,0.862
"Fruit.fly","Galactose_F",19,0.784
"Fruit.fly","Sucrose_F",20,0.922
"Fruit.fly","Maltose_F",13,0.774
"Fruit.fly","Lactose_F",4,0.87
"Fruit.fly","Raffinose_F",17,0.963
"Fruit.fly","Trehalose_F",20,0.789
"Fruit.fly","Glucose",54,1
"Fruit.fly","Inulin",9,0.724
"Fruit.fly","Sucrose",36,0.847
"Fruit.fly","Raffinose",18,0.809
"Fruit.fly","Melibiose",6,0.7
"Fruit.fly","Galactose",37,0.807
"Fruit.fly","Lactose",4,0.6
"Fruit.fly","Trehalose",33,0.443
"Fruit.fly","Maltose",32,0.771
"Fruit.fly","Melezitose",29,0.851
"Fruit.fly","Methyl-?-D-glucoside",25,0.694
"Fruit.fly","Soluble Starch",4,0.172
"Fruit.fly","Cellobiose",33,0.515
"Fruit.fly","Salicin",32,0.515
"Fruit.fly","L-Sorbose",37,0.948
"Fruit.fly","L-Rhamnose",5,0.324
"Fruit.fly","D-Xylose",34,0.437
"Fruit.fly","L-Arabinose",10,0.226
"Fruit.fly","D-Arabinose",7,0.268
"Fruit.fly","D-Ribose",8,0.085
"Fruit.fly","Methanol",1,0.341
"Fruit.fly","Ethanol",47,0.831
"Fruit.fly","Glycerol",45,0.604
"Fruit.fly","Erythritol",0,0.025
"Fruit.fly","Ribitol",31,0.583
"Fruit.fly","Galactitol",3,0.428
"Fruit.fly","D-Mannitol",46,0.729
"Fruit.fly","D-Glucitol",44,0.702
"Fruit.fly","myo-Inositol",3,0.584
"Fruit.fly","DL-Lactate",27,0.76
"Fruit.fly","Succinate",41,0.349
"Fruit.fly","Citrate",21,0.102
"Fruit.fly","D-Gluconate",29,0.628
"Fruit.fly","D-Glucosamine",15,0.382
"Fruit.fly","Nitrate",3,0.246
"Fruit.fly","Vitamin-free",4,0.23
"Fruit.fly","2-Keto-D-gluconate",27,0.804
"Fruit.fly","Starch formation",2,0.193
"Fruit.fly","Growth at 19°C",54,1
"Fruit.fly","Growth at 25°C",54,1
"Fruit.fly","Growth at 30°C",52,0.942
"Fruit.fly","Growth at 37°C",29,0.91
"Bee","Glucose_F",24,0.941
"Bee","Galactose_F",7,0.625
"Bee","Sucrose_F",12,0.949
"Bee","Maltose_F",11,0.966
"Bee","Lactose_F",6,0.995
"Bee","Raffinose_F",10,0.964
"Bee","Trehalose_F",8,0.745
"Bee","Glucose",27,1
"Bee","Inulin",1,0.529
"Bee","Sucrose",15,0.549
"Bee","Raffinose",11,0.861
"Bee","Melibiose",2,0.647
"Bee","Galactose",23,0.947
"Bee","Lactose",1,0.532
"Bee","Trehalose",9,0.108
"Bee","Maltose",13,0.515
"Bee","Melezitose",9,0.431
"Bee","Methyl-?-D-glucoside",10,0.583
"Bee","Soluble Starch",4,0.435
"Bee","Cellobiose",11,0.258
"Bee","Salicin",13,0.385
"Bee","L-Sorbose",21,0.967
"Bee","L-Rhamnose",2,0.333
"Bee","D-Xylose",8,0.06
"Bee","L-Arabinose",3,0.23
"Bee","D-Arabinose",2,0.212
"Bee","D-Ribose",13,0.81
"Bee","Methanol",0,0.491
"Bee","Ethanol",17,0.226
"Bee","Glycerol",25,0.847
"Bee","Erythritol",4,0.46
"Bee","Ribitol",11,0.315
"Bee","Galactitol",1,0.587
"Bee","D-Mannitol",26,0.948
"Bee","D-Glucitol",25,0.875
"Bee","myo-Inositol",1,0.586
"Bee","DL-Lactate",4,0.108
"Bee","Succinate",20,0.464
"Bee","Citrate",17,0.684
"Bee","D-Gluconate",19,0.885
"Bee","D-Glucosamine",6,0.36
"Bee","Nitrate",8,0.906
"Bee","Vitamin-free",3,0.436
"Bee","2-Keto-D-gluconate",15,0.856
"Bee","Starch formation",1,0.434
"Bee","Growth at 19°C",27,1
"Bee","Growth at 25°C",27,1
"Bee","Growth at 30°C",26,0.889
"Bee","Growth at 37°C",15,0.87
"Water","Glucose_F",4,1
"Water","Galactose_F",2,0.864
"Water","Sucrose_F",2,0.87
"Water","Maltose_F",2,0.935
"Water","Lactose_F",0,0.938
"Water","Raffinose_F",0,0.786
"Water","Trehalose_F",2,0.898
"Water","Glucose",4,1
"Water","Inulin",0,0.805
"Water","Sucrose",2,0.653
"Water","Raffinose",0,0.628
"Water","Melibiose",0,0.851
"Water","Galactose",2,0.567
"Water","Lactose",1,0.928
"Water","Trehalose",3,0.905
"Water","Maltose",3,0.943
"Water","Melezitose",3,0.959
"Water","Methyl-?-D-glucoside",3,0.958
"Water","Soluble Starch",2,0.917
"Water","Cellobiose",3,0.932
"Water","Salicin",3,0.94
"Water","L-Sorbose",2,0.654
"Water","L-Rhamnose",1,0.825
"Water","D-Xylose",3,0.926
"Water","L-Arabinose",1,0.763
"Water","D-Arabinose",1,0.784
"Water","D-Ribose",2,0.848
"Water","Methanol",1,0.919
"Water","Ethanol",4,1
"Water","Glycerol",4,1
"Water","Erythritol",1,0.81
"Water","Ribitol",2,0.764
"Water","Galactitol",0,0.851
"Water","D-Mannitol",4,1
"Water","D-Glucitol",4,1
"Water","myo-Inositol",0,0.888
"Water","DL-Lactate",3,0.843
"Water","Succinate",4,1
"Water","Citrate",2,0.659
"Water","D-Gluconate",3,0.949
"Water","D-Glucosamine",2,0.87
"Water","Nitrate",2,0.92
"Water","Vitamin-free",2,0.9
"Water","2-Keto-D-gluconate",3,0.965
"Water","Starch formation",0,0.747
"Water","Growth at 19°C",4,1
"Water","Growth at 25°C",4,1
"Water","Growth at 30°C",4,1
"Water","Growth at 37°C",2,0.819
"Tree.exudate","Glucose_F",43,0.906
"Tree.exudate","Galactose_F",16,0.583
"Tree.exudate","Sucrose_F",19,0.883
"Tree.exudate","Maltose_F",10,0.591
"Tree.exudate","Lactose_F",1,0.623
"Tree.exudate","Raffinose_F",10,0.802
"Tree.exudate","Trehalose_F",13,0.423
"Tree.exudate","Glucose",51,1
"Tree.exudate","Inulin",6,0.486
"Tree.exudate","Sucrose",32,0.627
"Tree.exudate","Raffinose",14,0.575
"Tree.exudate","Melibiose",5,0.517
"Tree.exudate","Galactose",24,0.159
"Tree.exudate","Lactose",3,0.469
"Tree.exudate","Trehalose",34,0.516
"Tree.exudate","Maltose",26,0.451
"Tree.exudate","Melezitose",24,0.643
"Tree.exudate","Methyl-?-D-glucoside",26,0.698
"Tree.exudate","Soluble Starch",7,0.245
"Tree.exudate","Cellobiose",32,0.586
"Tree.exudate","Salicin",32,0.643
"Tree.exudate","L-Sorbose",29,0.692
"Tree.exudate","L-Rhamnose",16,0.857
"Tree.exudate","D-Xylose",35,0.625
"Tree.exudate","L-Arabinose",15,0.413
"Tree.exudate","D-Arabinose",14,0.532
"Tree.exudate","D-Ribose",21,0.603
"Tree.exudate","Methanol",10,0.928
"Tree.exudate","Ethanol",48,0.936
"Tree.exudate","Glycerol",44,0.535
"Tree.exudate","Erythritol",15,0.63
"Tree.exudate","Ribitol",30,0.595
"Tree.exudate","Galactitol",4,0.446
"Tree.exudate","D-Mannitol",43,0.728
"Tree.exudate","D-Glucitol",44,0.816
"Tree.exudate","myo-Inositol",1,0.45
"Tree.exudate","DL-Lactate",34,0.947
"Tree.exudate","Succinate",44,0.729
"Tree.exudate","Citrate",27,0.338
"Tree.exudate","D-Gluconate",23,0.298
"Tree.exudate","D-Glucosamine",19,0.551
"Tree.exudate","Nitrate",7,0.436
"Tree.exudate","Vitamin-free",6,0.339
"Tree.exudate","2-Keto-D-gluconate",20,0.472
"Tree.exudate","Starch formation",2,0.208
"Tree.exudate","Growth at 19°C",51,1
"Tree.exudate","Growth at 25°C",51,1
"Tree.exudate","Growth at 30°C",48,0.886
"Tree.exudate","Growth at 37°C",27,0.856
"Tree.flux","Glucose_F",41,0.806
"Tree.flux","Galactose_F",16,0.561
"Tree.flux","Sucrose_F",14,0.63
"Tree.flux","Maltose_F",8,0.496
"Tree.flux","Lactose_F",1,0.704
"Tree.flux","Raffinose_F",10,0.678
"Tree.flux","Trehalose_F",12,0.365
"Tree.flux","Glucose",53,1
"Tree.flux","Inulin",9,0.702
"Tree.flux","Sucrose",32,0.615
"Tree.flux","Raffinose",13,0.431
"Tree.flux","Melibiose",7,0.622
"Tree.flux","Galactose",28,0.294
"Tree.flux","Lactose",4,0.514
"Tree.flux","Trehalose",33,0.404
"Tree.flux","Maltose",30,0.645
"Tree.flux","Melezitose",26,0.737
"Tree.flux","Methyl-?-D-glucoside",24,0.582
"Tree.flux","Soluble Starch",8,0.331
"Tree.flux","Cellobiose",29,0.342
"Tree.flux","Salicin",29,0.443
"Tree.flux","L-Sorbose",35,0.88
"Tree.flux","L-Rhamnose",18,0.896
"Tree.flux","D-Xylose",37,0.645
"Tree.flux","L-Arabinose",12,0.261
"Tree.flux","D-Arabinose",15,0.572
"Tree.flux","D-Ribose",22,0.624
"Tree.flux","Methanol",7,0.795
"Tree.flux","Ethanol",51,0.969
"Tree.flux","Glycerol",49,0.72
"Tree.flux","Erythritol",8,0.27
"Tree.flux","Ribitol",30,0.525
"Tree.flux","Galactitol",5,0.54
"Tree.flux","D-Mannitol",43,0.661
"Tree.flux","D-Glucitol",45,0.808
"Tree.flux","myo-Inositol",3,0.592
"Tree.flux","DL-Lactate",37,0.969
"Tree.flux","Succinate",50,0.939
"Tree.flux","Citrate",28,0.38
"Tree.flux","D-Gluconate",25,0.395
"Tree.flux","D-Glucosamine",16,0.404
"Tree.flux","Nitrate",7,0.459
"Tree.flux","Vitamin-free",10,0.645
"Tree.flux","2-Keto-D-gluconate",25,0.722
"Tree.flux","Starch formation",4,0.372
"Tree.flux","Growth at 19°C",53,1
"Tree.flux","Growth at 25°C",53,1
"Tree.flux","Growth at 30°C",49,0.89
"Tree.flux","Growth at 37°C",19,0.427
"Honey","Glucose_F",5,1
"Honey","Galactose_F",1,0.79
"Honey","Sucrose_F",2,0.893
"Honey","Maltose_F",3,0.96
"Honey","Lactose_F",0,0.954
"Honey","Raffinose_F",2,0.939
"Honey","Trehalose_F",0,0.65
"Honey","Glucose",5,1
"Honey","Inulin",0,0.853
"Honey","Sucrose",4,0.953
"Honey","Raffinose",3,0.965
"Honey","Melibiose",1,0.938
"Honey","Galactose",3,0.862
"Honey","Lactose",1,0.929
"Honey","Trehalose",2,0.575
"Honey","Maltose",4,0.939
"Honey","Melezitose",2,0.859
"Honey","Methyl-?-D-glucoside",2,0.872
"Honey","Soluble Starch",1,0.85
"Honey","Cellobiose",1,0.562
"Honey","Salicin",1,0.582
"Honey","L-Sorbose",3,0.905
"Honey","L-Rhamnose",1,0.861
"Honey","D-Xylose",1,0.52
"Honey","L-Arabinose",1,0.792
"Honey","D-Arabinose",1,0.796
"Honey","D-Ribose",2,0.87
"Honey","Methanol",0,0.863
"Honey","Ethanol",2,0.524
"Honey","Glycerol",5,1
"Honey","Erythritol",1,0.836
"Honey","Ribitol",1,0.606
"Honey","Galactitol",1,0.928
"Honey","D-Mannitol",4,0.87
"Honey","D-Glucitol",4,0.889
"Honey","myo-Inositol",1,0.929
"Honey","DL-Lactate",1,0.64
"Honey","Succinate",2,0.552
"Honey","Citrate",2,0.692
"Honey","D-Gluconate",3,0.841
"Honey","D-Glucosamine",1,0.769
"Honey","Nitrate",1,0.869
"Honey","Vitamin-free",1,0.861
"Honey","2-Keto-D-gluconate",4,0.961
"Honey","Starch formation",1,0.895
"Honey","Growth at 19°C",5,1
"Honey","Growth at 25°C",5,1
"Honey","Growth at 30°C",5,1
"Honey","Growth at 37°C",2,0.757
"Nematode","Glucose_F",0,0.556
"Nematode","Galactose_F",0,0.845
"Nematode","Sucrose_F",0,0.865
"Nematode","Maltose_F",0,0.909
"Nematode","Lactose_F",0,0.978
"Nematode","Raffinose_F",0,0.917
"Nematode","Trehalose_F",0,0.828
"Nematode","Glucose",5,1
"Nematode","Inulin",0,0.928
"Nematode","Sucrose",1,0.735
"Nematode","Raffinose",0,0.839
"Nematode","Melibiose",0,0.943
"Nematode","Galactose",0,0.622
"Nematode","Lactose",0,0.946
"Nematode","Trehalose",4,0.915
"Nematode","Maltose",0,0.698
"Nematode","Melezitose",0,0.789
"Nematode","Methyl-?-D-glucoside",0,0.773
"Nematode","Soluble Starch",1,0.943
"Nematode","Cellobiose",0,0.625
"Nematode","Salicin",0,0.628
"Nematode","L-Sorbose",5,1
"Nematode","L-Rhamnose",0,0.896
"Nematode","D-Xylose",1,0.685
"Nematode","L-Arabinose",0,0.839
"Nematode","D-Arabinose",0,0.842
"Nematode","D-Ribose",0,0.787
"Nematode","Methanol",0,0.948
"Nematode","Ethanol",5,1
"Nematode","Glycerol",5,1
"Nematode","Erythritol",0,0.865
"Nematode","Ribitol",0,0.705
"Nematode","Galactitol",0,0.956
"Nematode","D-Mannitol",4,0.922
"Nematode","D-Glucitol",4,0.934
"Nematode","myo-Inositol",0,0.957
"Nematode","DL-Lactate",4,0.99
"Nematode","Succinate",5,1
"Nematode","Citrate",0,0.66
"Nematode","D-Gluconate",0,0.688
"Nematode","D-Glucosamine",0,0.802
"Nematode","Nitrate",0,0.905
