"Isolation","Trait_A","Trait_B","Mean_PP","SD_PP","Var_PP"
"Rotting.Decaying","Salicin","Erythritol",NA,6.30076476476476,NA
"Rotting.Decaying","Salicin","Ribitol",NA,8.14361461461461,NA
"Rotting.Decaying","Salicin","Galactitol",NA,2.72286686686687,NA
"Rotting.Decaying","Salicin","D-Mannitol",NA,7.11578678678679,NA
"Rotting.Decaying","Salicin","D-Glucitol",NA,7.42704304304304,NA
"Rotting.Decaying","Salicin","myo-Inositol",NA,3.11298398398398,NA
"Rotting.Decaying","Salicin","DL-Lactate",NA,11.2223863863864,NA
"Rotting.Decaying","Salicin","Succinate",NA,8.27268868868869,NA
"Rotting.Decaying","Salicin","Citrate",NA,9.22762762762763,NA
"Rotting.Decaying","Salicin","D-Gluconate",NA,8.14055655655656,NA
"Rotting.Decaying","Salicin","D-Glucosamine",NA,7.36496496496497,NA
"Rotting.Decaying","Salicin","Nitrate",NA,5.0112952952953,NA
"Rotting.Decaying","Salicin","Vitamin-free",NA,5.56392792792793,NA
"Rotting.Decaying","Salicin","2-Keto-D-gluconate",NA,8.1821981981982,NA
"Rotting.Decaying","Salicin","Starch formation",NA,4.74240640640641,NA
"Rotting.Decaying","Salicin","Growth at 19°C",NA,6.87037037037037,NA
"Rotting.Decaying","Salicin","Growth at 25°C",NA,7.21183583583584,NA
"Rotting.Decaying","Salicin","Growth at 30°C",NA,7.61351351351351,NA
"Rotting.Decaying","Salicin","Growth at 37°C",NA,8.93837437437437,NA
"Rotting.Decaying","L-Sorbose","L-Rhamnose",NA,5.31499399399399,NA
"Rotting.Decaying","L-Sorbose","D-Xylose",NA,9.63191591591592,NA
"Rotting.Decaying","L-Sorbose","L-Arabinose",NA,7.14017117117117,NA
"Rotting.Decaying","L-Sorbose","D-Arabinose",NA,7.32766366366366,NA
"Rotting.Decaying","L-Sorbose","D-Ribose",NA,6.91442542542543,NA
"Rotting.Decaying","L-Sorbose","Methanol",NA,3.36443543543544,NA
"Rotting.Decaying","L-Sorbose","Ethanol",NA,9.88895995995996,NA
"Rotting.Decaying","L-Sorbose","Glycerol",NA,9.67064564564565,NA
"Rotting.Decaying","L-Sorbose","Erythritol",NA,6.35113513513514,NA
"Rotting.Decaying","L-Sorbose","Ribitol",NA,8.1283043043043,NA
"Rotting.Decaying","L-Sorbose","Galactitol",NA,2.8992992992993,NA
"Rotting.Decaying","L-Sorbose","D-Mannitol",NA,8.20034434434434,NA
"Rotting.Decaying","L-Sorbose","D-Glucitol",NA,8.12855955955956,NA
"Rotting.Decaying","L-Sorbose","myo-Inositol",NA,3.31746146146146,NA
"Rotting.Decaying","L-Sorbose","DL-Lactate",NA,9.91098998998999,NA
"Rotting.Decaying","L-Sorbose","Succinate",NA,9.26857957957958,NA
"Rotting.Decaying","L-Sorbose","Citrate",NA,9.84788688688689,NA
"Rotting.Decaying","L-Sorbose","D-Gluconate",NA,8.60684284284284,NA
"Rotting.Decaying","L-Sorbose","D-Glucosamine",NA,7.66148548548549,NA
"Rotting.Decaying","L-Sorbose","Nitrate",NA,4.53278878878879,NA
"Rotting.Decaying","L-Sorbose","Vitamin-free",NA,5.19304904904905,NA
"Rotting.Decaying","L-Sorbose","2-Keto-D-gluconate",NA,8.23126726726727,NA
"Rotting.Decaying","L-Sorbose","Starch formation",NA,4.58446346346346,NA
"Rotting.Decaying","L-Sorbose","Growth at 19°C",NA,8.96956856856857,NA
"Rotting.Decaying","L-Sorbose","Growth at 25°C",NA,9.11427827827828,NA
"Rotting.Decaying","L-Sorbose","Growth at 30°C",NA,9.21112712712713,NA
"Rotting.Decaying","L-Sorbose","Growth at 37°C",NA,8.84221721721722,NA
"Rotting.Decaying","L-Rhamnose","D-Xylose",NA,6.38661061061061,NA
"Rotting.Decaying","L-Rhamnose","L-Arabinose",NA,4.54757857857858,NA
"Rotting.Decaying","L-Rhamnose","D-Arabinose",NA,4.6920960960961,NA
"Rotting.Decaying","L-Rhamnose","D-Ribose",NA,4.48384284284284,NA
"Rotting.Decaying","L-Rhamnose","Methanol",NA,2.89320920920921,NA
"Rotting.Decaying","L-Rhamnose","Ethanol",NA,6.55301701701702,NA
"Rotting.Decaying","L-Rhamnose","Glycerol",NA,6.39282382382382,NA
"Rotting.Decaying","L-Rhamnose","Erythritol",NA,3.67327227227227,NA
"Rotting.Decaying","L-Rhamnose","Ribitol",NA,5.10228628628629,NA
"Rotting.Decaying","L-Rhamnose","Galactitol",NA,2.06684184184184,NA
"Rotting.Decaying","L-Rhamnose","D-Mannitol",NA,6.35675675675676,NA
"Rotting.Decaying","L-Rhamnose","D-Glucitol",NA,6.07064664664665,NA
"Rotting.Decaying","L-Rhamnose","myo-Inositol",NA,1.7948988988989,NA
"Rotting.Decaying","L-Rhamnose","DL-Lactate",NA,6.12516416416416,NA
"Rotting.Decaying","L-Rhamnose","Succinate",NA,6.54345445445445,NA
"Rotting.Decaying","L-Rhamnose","Citrate",NA,6.1905015015015,NA
"Rotting.Decaying","L-Rhamnose","D-Gluconate",NA,5.44831231231231,NA
"Rotting.Decaying","L-Rhamnose","D-Glucosamine",NA,5.06545645645646,NA
"Rotting.Decaying","L-Rhamnose","Nitrate",NA,3.09756856856857,NA
"Rotting.Decaying","L-Rhamnose","Vitamin-free",NA,3.1995995995996,NA
"Rotting.Decaying","L-Rhamnose","2-Keto-D-gluconate",NA,4.32072072072072,NA
"Rotting.Decaying","L-Rhamnose","Starch formation",NA,1.80902502502503,NA
"Rotting.Decaying","L-Rhamnose","Growth at 19°C",NA,6.32067167167167,NA
"Rotting.Decaying","L-Rhamnose","Growth at 25°C",NA,6.37860960960961,NA
"Rotting.Decaying","L-Rhamnose","Growth at 30°C",NA,6.61333233233233,NA
"Rotting.Decaying","L-Rhamnose","Growth at 37°C",NA,6.07274374374374,NA
"Rotting.Decaying","D-Xylose","L-Arabinose",NA,7.42446346346346,NA
"Rotting.Decaying","D-Xylose","D-Arabinose",NA,7.83915015015015,NA
"Rotting.Decaying","D-Xylose","D-Ribose",NA,6.99537037037037,NA
"Rotting.Decaying","D-Xylose","Methanol",NA,4.57955455455455,NA
"Rotting.Decaying","D-Xylose","Ethanol",NA,7.81195595595596,NA
"Rotting.Decaying","D-Xylose","Glycerol",NA,7.92755855855856,NA
"Rotting.Decaying","D-Xylose","Erythritol",NA,6.35297697697698,NA
"Rotting.Decaying","D-Xylose","Ribitol",NA,7.64274274274274,NA
"Rotting.Decaying","D-Xylose","Galactitol",NA,2.95395295295295,NA
"Rotting.Decaying","D-Xylose","D-Mannitol",NA,6.5632022022022,NA
"Rotting.Decaying","D-Xylose","D-Glucitol",NA,6.42353953953954,NA
"Rotting.Decaying","D-Xylose","myo-Inositol",NA,3.3190950950951,NA
"Rotting.Decaying","D-Xylose","DL-Lactate",NA,12.3808118118118,NA
"Rotting.Decaying","D-Xylose","Succinate",NA,7.80245845845846,NA
"Rotting.Decaying","D-Xylose","Citrate",NA,9.5667977977978,NA
"Rotting.Decaying","D-Xylose","D-Gluconate",NA,8.28738738738739,NA
"Rotting.Decaying","D-Xylose","D-Glucosamine",NA,7.86117217217217,NA
"Rotting.Decaying","D-Xylose","Nitrate",NA,5.72552952952953,NA
"Rotting.Decaying","D-Xylose","Vitamin-free",NA,6.66462862862863,NA
"Rotting.Decaying","D-Xylose","2-Keto-D-gluconate",NA,8.09210810810811,NA
"Rotting.Decaying","D-Xylose","Starch formation",NA,5.17877877877878,NA
"Rotting.Decaying","D-Xylose","Growth at 19°C",NA,6.64193793793794,NA
"Rotting.Decaying","D-Xylose","Growth at 25°C",NA,6.84243343343343,NA
"Rotting.Decaying","D-Xylose","Growth at 30°C",NA,8.15138238238238,NA
"Rotting.Decaying","D-Xylose","Growth at 37°C",NA,9.75535535535536,NA
"Rotting.Decaying","L-Arabinose","D-Arabinose",NA,5.95893393393393,NA
"Rotting.Decaying","L-Arabinose","D-Ribose",NA,6.46402302302302,NA
"Rotting.Decaying","L-Arabinose","Methanol",NA,3.54142542542543,NA
"Rotting.Decaying","L-Arabinose","Ethanol",NA,7.19238338338338,NA
"Rotting.Decaying","L-Arabinose","Glycerol",NA,7.23215615615616,NA
"Rotting.Decaying","L-Arabinose","Erythritol",NA,5.80287387387387,NA
"Rotting.Decaying","L-Arabinose","Ribitol",NA,6.73857757757758,NA
"Rotting.Decaying","L-Arabinose","Galactitol",NA,2.58102502502503,NA
"Rotting.Decaying","L-Arabinose","D-Mannitol",NA,6.8447957957958,NA
"Rotting.Decaying","L-Arabinose","D-Glucitol",NA,6.68133733733734,NA
"Rotting.Decaying","L-Arabinose","myo-Inositol",NA,2.61316416416416,NA
"Rotting.Decaying","L-Arabinose","DL-Lactate",NA,7.22510910910911,NA
"Rotting.Decaying","L-Arabinose","Succinate",NA,7.12903303303303,NA
"Rotting.Decaying","L-Arabinose","Citrate",NA,7.04001501501502,NA
"Rotting.Decaying","L-Arabinose","D-Gluconate",NA,6.19193593593594,NA
"Rotting.Decaying","L-Arabinose","D-Glucosamine",NA,5.95557157157157,NA
"Rotting.Decaying","L-Arabinose","Nitrate",NA,4.01517417417417,NA
"Rotting.Decaying","L-Arabinose","Vitamin-free",NA,4.16411511511512,NA
"Rotting.Decaying","L-Arabinose","2-Keto-D-gluconate",NA,6.62731131131131,NA
"Rotting.Decaying","L-Arabinose","Starch formation",NA,3.21896996996997,NA
"Rotting.Decaying","L-Arabinose","Growth at 19°C",NA,7.27334934934935,NA
"Rotting.Decaying","L-Arabinose","Growth at 25°C",NA,7.19778878878879,NA
"Rotting.Decaying","L-Arabinose","Growth at 30°C",NA,7.23377777777778,NA
"Rotting.Decaying","L-Arabinose","Growth at 37°C",NA,7.06938538538539,NA
"Rotting.Decaying","D-Arabinose","D-Ribose",NA,6.08864764764765,NA
"Rotting.Decaying","D-Arabinose","Methanol",NA,3.21437337337337,NA
"Rotting.Decaying","D-Arabinose","Ethanol",NA,7.67003403403403,NA
"Rotting.Decaying","D-Arabinose","Glycerol",NA,7.65333233233233,NA
"Rotting.Decaying","D-Arabinose","Erythritol",NA,5.25043443443443,NA
"Rotting.Decaying","D-Arabinose","Ribitol",NA,7.1133973973974,NA
"Rotting.Decaying","D-Arabinose","Galactitol",NA,2.55322422422422,NA
"Rotting.Decaying","D-Arabinose","D-Mannitol",NA,7.17142742742743,NA
"Rotting.Decaying","D-Arabinose","D-Glucitol",NA,7.15963063063063,NA
"Rotting.Decaying","D-Arabinose","myo-Inositol",NA,2.82668268268268,NA
"Rotting.Decaying","D-Arabinose","DL-Lactate",NA,7.10708208208208,NA
"Rotting.Decaying","D-Arabinose","Succinate",NA,7.59215115115115,NA
"Rotting.Decaying","D-Arabinose","Citrate",NA,7.47737737737738,NA
"Rotting.Decaying","D-Arabinose","D-Gluconate",NA,6.72231831831832,NA
"Rotting.Decaying","D-Arabinose","D-Glucosamine",NA,5.79014114114114,NA
"Rotting.Decaying","D-Arabinose","Nitrate",NA,4.00003103103103,NA
"Rotting.Decaying","D-Arabinose","Vitamin-free",NA,4.09761361361361,NA
"Rotting.Decaying","D-Arabinose","2-Keto-D-gluconate",NA,6.15038138138138,NA
"Rotting.Decaying","D-Arabinose","Starch formation",NA,3.06967367367367,NA
"Rotting.Decaying","D-Arabinose","Growth at 19°C",NA,7.73951451451451,NA
"Rotting.Decaying","D-Arabinose","Growth at 25°C",NA,7.73054654654655,NA
"Rotting.Decaying","D-Arabinose","Growth at 30°C",NA,7.68345845845846,NA
"Rotting.Decaying","D-Arabinose","Growth at 37°C",NA,6.63282382382382,NA
"Rotting.Decaying","D-Ribose","Methanol",NA,3.46684184184184,NA
"Rotting.Decaying","D-Ribose","Ethanol",NA,6.85310910910911,NA
"Rotting.Decaying","D-Ribose","Glycerol",NA,7.08035935935936,NA
"Rotting.Decaying","D-Ribose","Erythritol",NA,5.85913013013013,NA
"Rotting.Decaying","D-Ribose","Ribitol",NA,7.12944044044044,NA
"Rotting.Decaying","D-Ribose","Galactitol",NA,2.50485585585586,NA
"Rotting.Decaying","D-Ribose","D-Mannitol",NA,6.98696196196196,NA
"Rotting.Decaying","D-Ribose","D-Glucitol",NA,7.15342442442442,NA
"Rotting.Decaying","D-Ribose","myo-Inositol",NA,2.79562662662663,NA
"Rotting.Decaying","D-Ribose","DL-Lactate",NA,7.43979079079079,NA
"Rotting.Decaying","D-Ribose","Succinate",NA,6.75838938938939,NA
"Rotting.Decaying","D-Ribose","Citrate",NA,7.62726626626627,NA
"Rotting.Decaying","D-Ribose","D-Gluconate",NA,6.82913313313313,NA
"Rotting.Decaying","D-Ribose","D-Glucosamine",NA,6.36612512512512,NA
"Rotting.Decaying","D-Ribose","Nitrate",NA,4.30838738738739,NA
"Rotting.Decaying","D-Ribose","Vitamin-free",NA,4.51859459459459,NA
"Rotting.Decaying","D-Ribose","2-Keto-D-gluconate",NA,6.31306406406406,NA
"Rotting.Decaying","D-Ribose","Starch formation",NA,3.02287887887888,NA
"Rotting.Decaying","D-Ribose","Growth at 19°C",NA,7.0383023023023,NA
"Rotting.Decaying","D-Ribose","Growth at 25°C",NA,6.9358948948949,NA
"Rotting.Decaying","D-Ribose","Growth at 30°C",NA,7.03758158158158,NA
"Rotting.Decaying","D-Ribose","Growth at 37°C",NA,6.81838238238238,NA
"Rotting.Decaying","Methanol","Ethanol",NA,4.48007607607608,NA
"Rotting.Decaying","Methanol","Glycerol",NA,4.67031431431431,NA
"Rotting.Decaying","Methanol","Erythritol",NA,2.71755655655656,NA
"Rotting.Decaying","Methanol","Ribitol",NA,3.99777277277277,NA
"Rotting.Decaying","Methanol","Galactitol",NA,1.22321921921922,NA
"Rotting.Decaying","Methanol","D-Mannitol",NA,4.44211811811812,NA
"Rotting.Decaying","Methanol","D-Glucitol",NA,4.32642242242242,NA
"Rotting.Decaying","Methanol","myo-Inositol",NA,0.948612612612613,NA
"Rotting.Decaying","Methanol","DL-Lactate",NA,3.40780780780781,NA
"Rotting.Decaying","Methanol","Succinate",NA,4.60011611611612,NA
"Rotting.Decaying","Methanol","Citrate",NA,4.01928328328328,NA
"Rotting.Decaying","Methanol","D-Gluconate",NA,3.11294894894895,NA
"Rotting.Decaying","Methanol","D-Glucosamine",NA,2.99204804804805,NA
"Rotting.Decaying","Methanol","Nitrate",NA,1.71549049049049,NA
"Rotting.Decaying","Methanol","Vitamin-free",NA,2.27537537537538,NA
"Rotting.Decaying","Methanol","2-Keto-D-gluconate",NA,2.68737137137137,NA
"Rotting.Decaying","Methanol","Starch formation",NA,0.816912912912913,NA
"Rotting.Decaying","Methanol","Growth at 19°C",NA,4.5107017017017,NA
"Rotting.Decaying","Methanol","Growth at 25°C",NA,4.56007907907908,NA
"Rotting.Decaying","Methanol","Growth at 30°C",NA,4.51451451451451,NA
"Rotting.Decaying","Methanol","Growth at 37°C",NA,3.63326426426426,NA
"Rotting.Decaying","Ethanol","Glycerol",NA,5.7340980980981,NA
"Rotting.Decaying","Ethanol","Erythritol",NA,6.65079479479479,NA
"Rotting.Decaying","Ethanol","Ribitol",NA,7.5451041041041,NA
"Rotting.Decaying","Ethanol","Galactitol",NA,3.1732972972973,NA
"Rotting.Decaying","Ethanol","D-Mannitol",NA,5.56146146146146,NA
"Rotting.Decaying","Ethanol","D-Glucitol",NA,6.22397997997998,NA
"Rotting.Decaying","Ethanol","myo-Inositol",NA,3.23947847847848,NA
"Rotting.Decaying","Ethanol","DL-Lactate",NA,13.5192782782783,NA
"Rotting.Decaying","Ethanol","Succinate",NA,6.70303903903904,NA
"Rotting.Decaying","Ethanol","Citrate",NA,8.98938938938939,NA
"Rotting.Decaying","Ethanol","D-Gluconate",NA,8.51525125125125,NA
"Rotting.Decaying","Ethanol","D-Glucosamine",NA,7.84344344344344,NA
"Rotting.Decaying","Ethanol","Nitrate",NA,5.6027027027027,NA
"Rotting.Decaying","Ethanol","Vitamin-free",NA,6.69805405405405,NA
"Rotting.Decaying","Ethanol","2-Keto-D-gluconate",NA,8.80878378378378,NA
"Rotting.Decaying","Ethanol","Starch formation",NA,5.92071671671672,NA
"Rotting.Decaying","Ethanol","Growth at 19°C",NA,4.20636236236236,NA
"Rotting.Decaying","Ethanol","Growth at 25°C",NA,4.24215315315315,NA
"Rotting.Decaying","Ethanol","Growth at 30°C",NA,6.73825725725726,NA
"Rotting.Decaying","Ethanol","Growth at 37°C",NA,11.1682472472472,NA
"Rotting.Decaying","Glycerol","Erythritol",NA,6.35813313313313,NA
"Rotting.Decaying","Glycerol","Ribitol",NA,7.70714614614615,NA
"Rotting.Decaying","Glycerol","Galactitol",NA,3.02262262262262,NA
"Rotting.Decaying","Glycerol","D-Mannitol",NA,5.58301401401401,NA
"Rotting.Decaying","Glycerol","D-Glucitol",NA,6.17094594594595,NA
"Rotting.Decaying","Glycerol","myo-Inositol",NA,3.17100700700701,NA
"Rotting.Decaying","Glycerol","DL-Lactate",NA,13.5400910910911,NA
"Rotting.Decaying","Glycerol","Succinate",NA,6.47038638638639,NA
"Rotting.Decaying","Glycerol","Citrate",NA,9.03830930930931,NA
"Rotting.Decaying","Glycerol","D-Gluconate",NA,8.91666066066066,NA
"Rotting.Decaying","Glycerol","D-Glucosamine",NA,7.47308908908909,NA
"Rotting.Decaying","Glycerol","Nitrate",NA,5.63778178178178,NA
"Rotting.Decaying","Glycerol","Vitamin-free",NA,6.48798798798799,NA
"Rotting.Decaying","Glycerol","2-Keto-D-gluconate",NA,8.54947347347347,NA
"Rotting.Decaying","Glycerol","Starch formation",NA,6.13986386386386,NA
"Rotting.Decaying","Glycerol","Growth at 19°C",NA,3.80604504504505,NA
"Rotting.Decaying","Glycerol","Growth at 25°C",NA,3.80391491491491,NA
"Rotting.Decaying","Glycerol","Growth at 30°C",NA,6.20796396396396,NA
"Rotting.Decaying","Glycerol","Growth at 37°C",NA,11.2212052052052,NA
"Rotting.Decaying","Erythritol","Ribitol",NA,6.16355455455455,NA
"Rotting.Decaying","Erythritol","Galactitol",NA,2.18865265265265,NA
"Rotting.Decaying","Erythritol","D-Mannitol",NA,6.36815915915916,NA
"Rotting.Decaying","Erythritol","D-Glucitol",NA,6.31543143143143,NA
"Rotting.Decaying","Erythritol","myo-Inositol",NA,2.07750850850851,NA
"Rotting.Decaying","Erythritol","DL-Lactate",NA,5.842001001001,NA
"Rotting.Decaying","Erythritol","Succinate",NA,6.42371971971972,NA
"Rotting.Decaying","Erythritol","Citrate",NA,6.39229229229229,NA
"Rotting.Decaying","Erythritol","D-Gluconate",NA,6.02442342342342,NA
"Rotting.Decaying","Erythritol","D-Glucosamine",NA,4.95935935935936,NA
"Rotting.Decaying","Erythritol","Nitrate",NA,3.3193953953954,NA
"Rotting.Decaying","Erythritol","Vitamin-free",NA,3.44331431431431,NA
"Rotting.Decaying","Erythritol","2-Keto-D-gluconate",NA,5.57185585585586,NA
"Rotting.Decaying","Erythritol","Starch formation",NA,2.18761861861862,NA
"Rotting.Decaying","Erythritol","Growth at 19°C",NA,6.51491491491491,NA
"Rotting.Decaying","Erythritol","Growth at 25°C",NA,6.67955055055055,NA
"Rotting.Decaying","Erythritol","Growth at 30°C",NA,6.33633633633634,NA
"Rotting.Decaying","Erythritol","Growth at 37°C",NA,5.63466566566567,NA
"Rotting.Decaying","Ribitol","Galactitol",NA,3.01687287287287,NA
"Rotting.Decaying","Ribitol","D-Mannitol",NA,6.90897297297297,NA
"Rotting.Decaying","Ribitol","D-Glucitol",NA,7.18914014014014,NA
"Rotting.Decaying","Ribitol","myo-Inositol",NA,3.11985585585586,NA
"Rotting.Decaying","Ribitol","DL-Lactate",NA,9.6243993993994,NA
"Rotting.Decaying","Ribitol","Succinate",NA,7.35703303303303,NA
"Rotting.Decaying","Ribitol","Citrate",NA,8.16031631631632,NA
"Rotting.Decaying","Ribitol","D-Gluconate",NA,7.64234634634635,NA
"Rotting.Decaying","Ribitol","D-Glucosamine",NA,6.74126526526527,NA
"Rotting.Decaying","Ribitol","Nitrate",NA,5.00527627627628,NA
"Rotting.Decaying","Ribitol","Vitamin-free",NA,5.70962062062062,NA
"Rotting.Decaying","Ribitol","2-Keto-D-gluconate",NA,6.95335335335335,NA
"Rotting.Decaying","Ribitol","Starch formation",NA,4.46474874874875,NA
"Rotting.Decaying","Ribitol","Growth at 19°C",NA,7.12898498498499,NA
"Rotting.Decaying","Ribitol","Growth at 25°C",NA,6.85533433433433,NA
"Rotting.Decaying","Ribitol","Growth at 30°C",NA,8.11459059059059,NA
"Rotting.Decaying","Ribitol","Growth at 37°C",NA,8.70474874874875,NA
"Rotting.Decaying","Galactitol","D-Mannitol",NA,2.95558658658659,NA
"Rotting.Decaying","Galactitol","D-Glucitol",NA,2.97718118118118,NA
"Rotting.Decaying","Galactitol","myo-Inositol",NA,1.60315415415415,NA
"Rotting.Decaying","Galactitol","DL-Lactate",NA,2.93691191191191,NA
"Rotting.Decaying","Galactitol","Succinate",NA,3.16916816816817,NA
"Rotting.Decaying","Galactitol","Citrate",NA,2.81378878878879,NA
"Rotting.Decaying","Galactitol","D-Gluconate",NA,2.88007607607608,NA
"Rotting.Decaying","Galactitol","D-Glucosamine",NA,2.70548048048048,NA
"Rotting.Decaying","Galactitol","Nitrate",NA,1.51151051051051,NA
"Rotting.Decaying","Galactitol","Vitamin-free",NA,2.02592592592593,NA
"Rotting.Decaying","Galactitol","2-Keto-D-gluconate",NA,2.55746846846847,NA
"Rotting.Decaying","Galactitol","Starch formation",NA,1.06544044044044,NA
"Rotting.Decaying","Galactitol","Growth at 19°C",NA,3.14626226226226,NA
"Rotting.Decaying","Galactitol","Growth at 25°C",NA,3.15175575575576,NA
"Rotting.Decaying","Galactitol","Growth at 30°C",NA,3.12463563563564,NA
"Rotting.Decaying","Galactitol","Growth at 37°C",NA,2.83042142142142,NA
"Rotting.Decaying","D-Mannitol","D-Glucitol",NA,4.98714614614615,NA
"Rotting.Decaying","D-Mannitol","myo-Inositol",NA,3.25722122122122,NA
"Rotting.Decaying","D-Mannitol","DL-Lactate",NA,12.3491241241241,NA
"Rotting.Decaying","D-Mannitol","Succinate",NA,5.94682582582583,NA
"Rotting.Decaying","D-Mannitol","Citrate",NA,7.64332232232232,NA
"Rotting.Decaying","D-Mannitol","D-Gluconate",NA,8.06380780780781,NA
"Rotting.Decaying","D-Mannitol","D-Glucosamine",NA,6.57957857857858,NA
"Rotting.Decaying","D-Mannitol","Nitrate",NA,5.44772672672673,NA
"Rotting.Decaying","D-Mannitol","Vitamin-free",NA,6.1864974974975,NA
"Rotting.Decaying","D-Mannitol","2-Keto-D-gluconate",NA,7.94184184184184,NA
"Rotting.Decaying","D-Mannitol","Starch formation",NA,5.57755255255255,NA
"Rotting.Decaying","D-Mannitol","Growth at 19°C",NA,4.35886986986987,NA
"Rotting.Decaying","D-Mannitol","Growth at 25°C",NA,4.43753753753754,NA
"Rotting.Decaying","D-Mannitol","Growth at 30°C",NA,6.05205205205205,NA
"Rotting.Decaying","D-Mannitol","Growth at 37°C",NA,10.1680680680681,NA
"Rotting.Decaying","D-Glucitol","myo-Inositol",NA,3.14727127127127,NA
"Rotting.Decaying","D-Glucitol","DL-Lactate",NA,11.0407917917918,NA
"Rotting.Decaying","D-Glucitol","Succinate",NA,6.17597497497497,NA
"Rotting.Decaying","D-Glucitol","Citrate",NA,7.68027127127127,NA
"Rotting.Decaying","D-Glucitol","D-Gluconate",NA,8.45241141141141,NA
"Rotting.Decaying","D-Glucitol","D-Glucosamine",NA,6.38748748748749,NA
"Rotting.Decaying","D-Glucitol","Nitrate",NA,5.36696296296296,NA
"Rotting.Decaying","D-Glucitol","Vitamin-free",NA,6.10889289289289,NA
"Rotting.Decaying","D-Glucitol","2-Keto-D-gluconate",NA,7.63928328328328,NA
"Rotting.Decaying","D-Glucitol","Starch formation",NA,5.21496596596597,NA
"Rotting.Decaying","D-Glucitol","Growth at 19°C",NA,4.82149249249249,NA
"Rotting.Decaying","D-Glucitol","Growth at 25°C",NA,4.94386286286286,NA
"Rotting.Decaying","D-Glucitol","Growth at 30°C",NA,6.66656656656657,NA
"Rotting.Decaying","D-Glucitol","Growth at 37°C",NA,9.32892892892893,NA
"Rotting.Decaying","myo-Inositol","DL-Lactate",NA,2.78237337337337,NA
"Rotting.Decaying","myo-Inositol","Succinate",NA,3.20143743743744,NA
"Rotting.Decaying","myo-Inositol","Citrate",NA,2.88598598598599,NA
"Rotting.Decaying","myo-Inositol","D-Gluconate",NA,2.80933333333333,NA
"Rotting.Decaying","myo-Inositol","D-Glucosamine",NA,2.82845945945946,NA
"Rotting.Decaying","myo-Inositol","Nitrate",NA,1.52192192192192,NA
"Rotting.Decaying","myo-Inositol","Vitamin-free",NA,1.65765765765766,NA
"Rotting.Decaying","myo-Inositol","2-Keto-D-gluconate",NA,2.61011011011011,NA
"Rotting.Decaying","myo-Inositol","Starch formation",NA,0.950229229229229,NA
"Rotting.Decaying","myo-Inositol","Growth at 19°C",NA,3.30161261261261,NA
"Rotting.Decaying","myo-Inositol","Growth at 25°C",NA,3.26566566566567,NA
"Rotting.Decaying","myo-Inositol","Growth at 30°C",NA,3.18641741741742,NA
"Rotting.Decaying","myo-Inositol","Growth at 37°C",NA,2.4250960960961,NA
"Rotting.Decaying","DL-Lactate","Succinate",NA,14.199958958959,NA
"Rotting.Decaying","DL-Lactate","Citrate",NA,13.0482322322322,NA
"Rotting.Decaying","DL-Lactate","D-Gluconate",NA,9.12512512512513,NA
"Rotting.Decaying","DL-Lactate","D-Glucosamine",NA,8.25965065065065,NA
"Rotting.Decaying","DL-Lactate","Nitrate",NA,4.25135535535536,NA
"Rotting.Decaying","DL-Lactate","Vitamin-free",NA,5.09759359359359,NA
"Rotting.Decaying","DL-Lactate","2-Keto-D-gluconate",NA,8.68866366366366,NA
"Rotting.Decaying","DL-Lactate","Starch formation",NA,3.30200600600601,NA
"Rotting.Decaying","DL-Lactate","Growth at 19°C",NA,13.3873463463463,NA
"Rotting.Decaying","DL-Lactate","Growth at 25°C",NA,13.603978978979,NA
"Rotting.Decaying","DL-Lactate","Growth at 30°C",NA,14.1761271271271,NA
"Rotting.Decaying","DL-Lactate","Growth at 37°C",NA,11.3008008008008,NA
"Rotting.Decaying","Succinate","Citrate",NA,8.99483383383383,NA
"Rotting.Decaying","Succinate","D-Gluconate",NA,8.90278178178178,NA
"Rotting.Decaying","Succinate","D-Glucosamine",NA,7.7275025025025,NA
"Rotting.Decaying","Succinate","Nitrate",NA,5.56856756756757,NA
"Rotting.Decaying","Succinate","Vitamin-free",NA,6.79469469469469,NA
"Rotting.Decaying","Succinate","2-Keto-D-gluconate",NA,8.88502902902903,NA
"Rotting.Decaying","Succinate","Starch formation",NA,5.93455855855856,NA
"Rotting.Decaying","Succinate","Growth at 19°C",NA,4.57272372372372,NA
"Rotting.Decaying","Succinate","Growth at 25°C",NA,4.6042042042042,NA
"Rotting.Decaying","Succinate","Growth at 30°C",NA,7.43283183183183,NA
"Rotting.Decaying","Succinate","Growth at 37°C",NA,11.8092132132132,NA
"Rotting.Decaying","Citrate","D-Gluconate",NA,8.58174574574575,NA
"Rotting.Decaying","Citrate","D-Glucosamine",NA,8.08052452452452,NA
"Rotting.Decaying","Citrate","Nitrate",NA,5.37148248248248,NA
"Rotting.Decaying","Citrate","Vitamin-free",NA,5.68424324324324,NA
"Rotting.Decaying","Citrate","2-Keto-D-gluconate",NA,8.06085685685686,NA
"Rotting.Decaying","Citrate","Starch formation",NA,4.96143243243243,NA
"Rotting.Decaying","Citrate","Growth at 19°C",NA,7.82204604604605,NA
"Rotting.Decaying","Citrate","Growth at 25°C",NA,7.93632732732733,NA
"Rotting.Decaying","Citrate","Growth at 30°C",NA,9.36922522522523,NA
"Rotting.Decaying","Citrate","Growth at 37°C",NA,10.5631071071071,NA
