"Isolation","Trait_A","Trait_B","Observed_PP","Percent_PP"
"Spoiled","Soluble Starch","Succinate",28,1
"Spoiled","Soluble Starch","Citrate",28,1
"Spoiled","Soluble Starch","D-Gluconate",26,1
"Spoiled","Soluble Starch","D-Glucosamine",21,1
"Spoiled","Soluble Starch","Nitrate",4,1
"Spoiled","Soluble Starch","Vitamin-free",9,1
"Spoiled","Soluble Starch","2-Keto-D-gluconate",22,1
"Spoiled","Soluble Starch","Starch formation",0,0.655
"Spoiled","Soluble Starch","Growth at 19°C",30,1
"Spoiled","Soluble Starch","Growth at 25°C",30,1
"Spoiled","Soluble Starch","Growth at 30°C",28,1
"Spoiled","Soluble Starch","Growth at 37°C",24,1
"Spoiled","Cellobiose","Salicin",51,1
"Spoiled","Cellobiose","L-Sorbose",33,1
"Spoiled","Cellobiose","L-Rhamnose",25,1
"Spoiled","Cellobiose","D-Xylose",43,1
"Spoiled","Cellobiose","L-Arabinose",33,1
"Spoiled","Cellobiose","D-Arabinose",24,1
"Spoiled","Cellobiose","D-Ribose",34,1
"Spoiled","Cellobiose","Methanol",3,1
"Spoiled","Cellobiose","Ethanol",47,1
"Spoiled","Cellobiose","Glycerol",48,1
"Spoiled","Cellobiose","Erythritol",24,1
"Spoiled","Cellobiose","Ribitol",36,1
"Spoiled","Cellobiose","Galactitol",16,1
"Spoiled","Cellobiose","D-Mannitol",45,1
"Spoiled","Cellobiose","D-Glucitol",47,1
"Spoiled","Cellobiose","myo-Inositol",7,1
"Spoiled","Cellobiose","DL-Lactate",28,1
"Spoiled","Cellobiose","Succinate",48,1
"Spoiled","Cellobiose","Citrate",46,1
"Spoiled","Cellobiose","D-Gluconate",45,1
"Spoiled","Cellobiose","D-Glucosamine",27,1
"Spoiled","Cellobiose","Nitrate",10,1
"Spoiled","Cellobiose","Vitamin-free",10,1
"Spoiled","Cellobiose","2-Keto-D-gluconate",31,1
"Spoiled","Cellobiose","Starch formation",3,0.997
"Spoiled","Cellobiose","Growth at 19°C",53,1
"Spoiled","Cellobiose","Growth at 25°C",53,1
"Spoiled","Cellobiose","Growth at 30°C",50,1
"Spoiled","Cellobiose","Growth at 37°C",37,1
"Spoiled","Salicin","L-Sorbose",34,1
"Spoiled","Salicin","L-Rhamnose",24,1
"Spoiled","Salicin","D-Xylose",43,1
"Spoiled","Salicin","L-Arabinose",32,1
"Spoiled","Salicin","D-Arabinose",24,1
"Spoiled","Salicin","D-Ribose",35,1
"Spoiled","Salicin","Methanol",2,0.963
"Spoiled","Salicin","Ethanol",48,1
"Spoiled","Salicin","Glycerol",49,1
"Spoiled","Salicin","Erythritol",24,1
"Spoiled","Salicin","Ribitol",37,1
"Spoiled","Salicin","Galactitol",15,1
"Spoiled","Salicin","D-Mannitol",46,1
"Spoiled","Salicin","D-Glucitol",48,1
"Spoiled","Salicin","myo-Inositol",7,1
"Spoiled","Salicin","DL-Lactate",29,1
"Spoiled","Salicin","Succinate",48,1
"Spoiled","Salicin","Citrate",46,1
"Spoiled","Salicin","D-Gluconate",46,1
"Spoiled","Salicin","D-Glucosamine",28,1
"Spoiled","Salicin","Nitrate",10,1
"Spoiled","Salicin","Vitamin-free",11,1
"Spoiled","Salicin","2-Keto-D-gluconate",32,1
"Spoiled","Salicin","Starch formation",3,0.998
"Spoiled","Salicin","Growth at 19°C",53,1
"Spoiled","Salicin","Growth at 25°C",53,1
"Spoiled","Salicin","Growth at 30°C",50,1
"Spoiled","Salicin","Growth at 37°C",37,1
"Spoiled","L-Sorbose","L-Rhamnose",17,1
"Spoiled","L-Sorbose","D-Xylose",43,1
"Spoiled","L-Sorbose","L-Arabinose",31,1
"Spoiled","L-Sorbose","D-Arabinose",24,1
"Spoiled","L-Sorbose","D-Ribose",34,1
"Spoiled","L-Sorbose","Methanol",2,0.968
"Spoiled","L-Sorbose","Ethanol",48,1
"Spoiled","L-Sorbose","Glycerol",52,1
"Spoiled","L-Sorbose","Erythritol",23,1
"Spoiled","L-Sorbose","Ribitol",42,1
"Spoiled","L-Sorbose","Galactitol",15,1
"Spoiled","L-Sorbose","D-Mannitol",47,1
"Spoiled","L-Sorbose","D-Glucitol",49,1
"Spoiled","L-Sorbose","myo-Inositol",9,1
"Spoiled","L-Sorbose","DL-Lactate",28,1
"Spoiled","L-Sorbose","Succinate",51,1
"Spoiled","L-Sorbose","Citrate",44,1
"Spoiled","L-Sorbose","D-Gluconate",38,1
"Spoiled","L-Sorbose","D-Glucosamine",27,1
"Spoiled","L-Sorbose","Nitrate",4,0.998
"Spoiled","L-Sorbose","Vitamin-free",14,1
"Spoiled","L-Sorbose","2-Keto-D-gluconate",34,1
"Spoiled","L-Sorbose","Starch formation",2,0.976
"Spoiled","L-Sorbose","Growth at 19°C",52,1
"Spoiled","L-Sorbose","Growth at 25°C",52,1
"Spoiled","L-Sorbose","Growth at 30°C",50,1
"Spoiled","L-Sorbose","Growth at 37°C",35,1
"Spoiled","L-Rhamnose","D-Xylose",26,1
"Spoiled","L-Rhamnose","L-Arabinose",22,1
"Spoiled","L-Rhamnose","D-Arabinose",19,1
"Spoiled","L-Rhamnose","D-Ribose",21,1
"Spoiled","L-Rhamnose","Methanol",2,1
"Spoiled","L-Rhamnose","Ethanol",25,1
"Spoiled","L-Rhamnose","Glycerol",27,1
"Spoiled","L-Rhamnose","Erythritol",15,1
"Spoiled","L-Rhamnose","Ribitol",23,1
"Spoiled","L-Rhamnose","Galactitol",16,1
"Spoiled","L-Rhamnose","D-Mannitol",25,1
"Spoiled","L-Rhamnose","D-Glucitol",26,1
"Spoiled","L-Rhamnose","myo-Inositol",8,1
"Spoiled","L-Rhamnose","DL-Lactate",15,1
"Spoiled","L-Rhamnose","Succinate",26,1
"Spoiled","L-Rhamnose","Citrate",25,1
"Spoiled","L-Rhamnose","D-Gluconate",24,1
"Spoiled","L-Rhamnose","D-Glucosamine",18,1
"Spoiled","L-Rhamnose","Nitrate",7,1
"Spoiled","L-Rhamnose","Vitamin-free",4,1
"Spoiled","L-Rhamnose","2-Keto-D-gluconate",16,1
"Spoiled","L-Rhamnose","Starch formation",0,0.791
"Spoiled","L-Rhamnose","Growth at 19°C",28,1
"Spoiled","L-Rhamnose","Growth at 25°C",28,1
"Spoiled","L-Rhamnose","Growth at 30°C",26,1
"Spoiled","L-Rhamnose","Growth at 37°C",19,1
"Spoiled","D-Xylose","L-Arabinose",41,1
"Spoiled","D-Xylose","D-Arabinose",28,1
"Spoiled","D-Xylose","D-Ribose",37,1
"Spoiled","D-Xylose","Methanol",3,0.999
"Spoiled","D-Xylose","Ethanol",59,1
"Spoiled","D-Xylose","Glycerol",61,1
"Spoiled","D-Xylose","Erythritol",24,1
"Spoiled","D-Xylose","Ribitol",49,1
"Spoiled","D-Xylose","Galactitol",17,1
"Spoiled","D-Xylose","D-Mannitol",56,1
"Spoiled","D-Xylose","D-Glucitol",59,1
"Spoiled","D-Xylose","myo-Inositol",9,1
"Spoiled","D-Xylose","DL-Lactate",35,1
"Spoiled","D-Xylose","Succinate",60,1
"Spoiled","D-Xylose","Citrate",53,1
"Spoiled","D-Xylose","D-Gluconate",48,1
"Spoiled","D-Xylose","D-Glucosamine",33,1
"Spoiled","D-Xylose","Nitrate",10,1
"Spoiled","D-Xylose","Vitamin-free",16,1
"Spoiled","D-Xylose","2-Keto-D-gluconate",38,1
"Spoiled","D-Xylose","Starch formation",2,0.972
"Spoiled","D-Xylose","Growth at 19°C",62,1
"Spoiled","D-Xylose","Growth at 25°C",62,1
"Spoiled","D-Xylose","Growth at 30°C",60,1
"Spoiled","D-Xylose","Growth at 37°C",46,1
"Spoiled","L-Arabinose","D-Arabinose",25,1
"Spoiled","L-Arabinose","D-Ribose",32,1
"Spoiled","L-Arabinose","Methanol",3,0.999
"Spoiled","L-Arabinose","Ethanol",38,1
"Spoiled","L-Arabinose","Glycerol",40,1
"Spoiled","L-Arabinose","Erythritol",24,1
"Spoiled","L-Arabinose","Ribitol",38,1
"Spoiled","L-Arabinose","Galactitol",17,1
"Spoiled","L-Arabinose","D-Mannitol",38,1
"Spoiled","L-Arabinose","D-Glucitol",39,1
"Spoiled","L-Arabinose","myo-Inositol",8,1
"Spoiled","L-Arabinose","DL-Lactate",19,1
"Spoiled","L-Arabinose","Succinate",39,1
"Spoiled","L-Arabinose","Citrate",36,1
"Spoiled","L-Arabinose","D-Gluconate",34,1
"Spoiled","L-Arabinose","D-Glucosamine",25,1
"Spoiled","L-Arabinose","Nitrate",6,1
"Spoiled","L-Arabinose","Vitamin-free",10,1
"Spoiled","L-Arabinose","2-Keto-D-gluconate",24,1
"Spoiled","L-Arabinose","Starch formation",2,0.981
"Spoiled","L-Arabinose","Growth at 19°C",41,1
"Spoiled","L-Arabinose","Growth at 25°C",41,1
"Spoiled","L-Arabinose","Growth at 30°C",39,1
"Spoiled","L-Arabinose","Growth at 37°C",29,1
"Spoiled","D-Arabinose","D-Ribose",24,1
"Spoiled","D-Arabinose","Methanol",2,0.985
"Spoiled","D-Arabinose","Ethanol",27,1
"Spoiled","D-Arabinose","Glycerol",29,1
"Spoiled","D-Arabinose","Erythritol",17,1
"Spoiled","D-Arabinose","Ribitol",25,1
"Spoiled","D-Arabinose","Galactitol",16,1
"Spoiled","D-Arabinose","D-Mannitol",27,1
"Spoiled","D-Arabinose","D-Glucitol",28,1
"Spoiled","D-Arabinose","myo-Inositol",8,1
"Spoiled","D-Arabinose","DL-Lactate",16,1
"Spoiled","D-Arabinose","Succinate",28,1
"Spoiled","D-Arabinose","Citrate",25,1
"Spoiled","D-Arabinose","D-Gluconate",24,1
"Spoiled","D-Arabinose","D-Glucosamine",20,1
"Spoiled","D-Arabinose","Nitrate",5,1
"Spoiled","D-Arabinose","Vitamin-free",4,1
"Spoiled","D-Arabinose","2-Keto-D-gluconate",18,1
"Spoiled","D-Arabinose","Starch formation",1,0.909
"Spoiled","D-Arabinose","Growth at 19°C",29,1
"Spoiled","D-Arabinose","Growth at 25°C",29,1
"Spoiled","D-Arabinose","Growth at 30°C",29,1
"Spoiled","D-Arabinose","Growth at 37°C",22,1
"Spoiled","D-Ribose","Methanol",2,0.984
"Spoiled","D-Ribose","Ethanol",40,1
"Spoiled","D-Ribose","Glycerol",42,1
"Spoiled","D-Ribose","Erythritol",27,1
"Spoiled","D-Ribose","Ribitol",38,1
"Spoiled","D-Ribose","Galactitol",17,1
"Spoiled","D-Ribose","D-Mannitol",39,1
"Spoiled","D-Ribose","D-Glucitol",40,1
"Spoiled","D-Ribose","myo-Inositol",8,1
"Spoiled","D-Ribose","DL-Lactate",19,1
"Spoiled","D-Ribose","Succinate",41,1
"Spoiled","D-Ribose","Citrate",37,1
"Spoiled","D-Ribose","D-Gluconate",37,1
"Spoiled","D-Ribose","D-Glucosamine",28,1
"Spoiled","D-Ribose","Nitrate",7,1
"Spoiled","D-Ribose","Vitamin-free",10,1
"Spoiled","D-Ribose","2-Keto-D-gluconate",29,1
"Spoiled","D-Ribose","Starch formation",1,0.893
"Spoiled","D-Ribose","Growth at 19°C",42,1
"Spoiled","D-Ribose","Growth at 25°C",42,1
"Spoiled","D-Ribose","Growth at 30°C",40,1
"Spoiled","D-Ribose","Growth at 37°C",30,1
"Spoiled","Methanol","Ethanol",2,0.946
"Spoiled","Methanol","Glycerol",3,0.996
"Spoiled","Methanol","Erythritol",3,1
"Spoiled","Methanol","Ribitol",4,1
"Spoiled","Methanol","Galactitol",1,0.862
"Spoiled","Methanol","D-Mannitol",3,0.999
"Spoiled","Methanol","D-Glucitol",2,0.963
"Spoiled","Methanol","myo-Inositol",0,0.909
"Spoiled","Methanol","DL-Lactate",1,0.923
"Spoiled","Methanol","Succinate",4,1
"Spoiled","Methanol","Citrate",2,0.977
"Spoiled","Methanol","D-Gluconate",2,0.977
"Spoiled","Methanol","D-Glucosamine",1,0.956
"Spoiled","Methanol","Nitrate",2,0.997
"Spoiled","Methanol","Vitamin-free",1,0.996
"Spoiled","Methanol","2-Keto-D-gluconate",1,0.94
"Spoiled","Methanol","Starch formation",1,0.998
"Spoiled","Methanol","Growth at 19°C",5,1
"Spoiled","Methanol","Growth at 25°C",5,1
"Spoiled","Methanol","Growth at 30°C",5,1
"Spoiled","Methanol","Growth at 37°C",4,1
"Spoiled","Ethanol","Glycerol",74,1
"Spoiled","Ethanol","Erythritol",25,1
"Spoiled","Ethanol","Ribitol",50,1
"Spoiled","Ethanol","Galactitol",15,1
"Spoiled","Ethanol","D-Mannitol",63,1
"Spoiled","Ethanol","D-Glucitol",65,1
"Spoiled","Ethanol","myo-Inositol",7,1
"Spoiled","Ethanol","DL-Lactate",47,1
"Spoiled","Ethanol","Succinate",74,1
"Spoiled","Ethanol","Citrate",62,1
"Spoiled","Ethanol","D-Gluconate",56,1
"Spoiled","Ethanol","D-Glucosamine",35,1
"Spoiled","Ethanol","Nitrate",11,1
"Spoiled","Ethanol","Vitamin-free",17,1
"Spoiled","Ethanol","2-Keto-D-gluconate",41,1
"Spoiled","Ethanol","Starch formation",3,0.992
"Spoiled","Ethanol","Growth at 19°C",75,1
"Spoiled","Ethanol","Growth at 25°C",79,1
"Spoiled","Ethanol","Growth at 30°C",76,1
"Spoiled","Ethanol","Growth at 37°C",59,1
"Spoiled","Glycerol","Erythritol",28,1
"Spoiled","Glycerol","Ribitol",54,1
"Spoiled","Glycerol","Galactitol",17,1
"Spoiled","Glycerol","D-Mannitol",67,1
"Spoiled","Glycerol","D-Glucitol",69,1
"Spoiled","Glycerol","myo-Inositol",9,1
"Spoiled","Glycerol","DL-Lactate",48,1
"Spoiled","Glycerol","Succinate",76,1
"Spoiled","Glycerol","Citrate",66,1
"Spoiled","Glycerol","D-Gluconate",60,1
"Spoiled","Glycerol","D-Glucosamine",38,1
"Spoiled","Glycerol","Nitrate",11,1
"Spoiled","Glycerol","Vitamin-free",18,1
"Spoiled","Glycerol","2-Keto-D-gluconate",43,1
"Spoiled","Glycerol","Starch formation",3,0.992
"Spoiled","Glycerol","Growth at 19°C",80,1
"Spoiled","Glycerol","Growth at 25°C",80,1
"Spoiled","Glycerol","Growth at 30°C",78,1
"Spoiled","Glycerol","Growth at 37°C",58,1
"Spoiled","Erythritol","Ribitol",27,1
"Spoiled","Erythritol","Galactitol",13,1
"Spoiled","Erythritol","D-Mannitol",26,1
"Spoiled","Erythritol","D-Glucitol",26,1
"Spoiled","Erythritol","myo-Inositol",7,1
"Spoiled","Erythritol","DL-Lactate",13,1
"Spoiled","Erythritol","Succinate",27,1
"Spoiled","Erythritol","Citrate",25,1
"Spoiled","Erythritol","D-Gluconate",25,1
"Spoiled","Erythritol","D-Glucosamine",18,1
"Spoiled","Erythritol","Nitrate",5,1
"Spoiled","Erythritol","Vitamin-free",6,1
"Spoiled","Erythritol","2-Keto-D-gluconate",16,1
"Spoiled","Erythritol","Starch formation",0,0.603
"Spoiled","Erythritol","Growth at 19°C",28,1
"Spoiled","Erythritol","Growth at 25°C",28,1
"Spoiled","Erythritol","Growth at 30°C",26,1
"Spoiled","Erythritol","Growth at 37°C",17,1
"Spoiled","Ribitol","Galactitol",17,1
"Spoiled","Ribitol","D-Mannitol",52,1
"Spoiled","Ribitol","D-Glucitol",52,1
"Spoiled","Ribitol","myo-Inositol",9,1
"Spoiled","Ribitol","DL-Lactate",28,1
"Spoiled","Ribitol","Succinate",53,1
"Spoiled","Ribitol","Citrate",48,1
"Spoiled","Ribitol","D-Gluconate",45,1
"Spoiled","Ribitol","D-Glucosamine",33,1
"Spoiled","Ribitol","Nitrate",6,1
"Spoiled","Ribitol","Vitamin-free",15,1
"Spoiled","Ribitol","2-Keto-D-gluconate",35,1
"Spoiled","Ribitol","Starch formation",2,0.976
"Spoiled","Ribitol","Growth at 19°C",55,1
"Spoiled","Ribitol","Growth at 25°C",55,1
"Spoiled","Ribitol","Growth at 30°C",53,1
"Spoiled","Ribitol","Growth at 37°C",39,1
"Spoiled","Galactitol","D-Mannitol",15,1
"Spoiled","Galactitol","D-Glucitol",16,1
"Spoiled","Galactitol","myo-Inositol",7,1
"Spoiled","Galactitol","DL-Lactate",9,1
"Spoiled","Galactitol","Succinate",16,1
"Spoiled","Galactitol","Citrate",16,1
"Spoiled","Galactitol","D-Gluconate",14,1
"Spoiled","Galactitol","D-Glucosamine",14,1
"Spoiled","Galactitol","Nitrate",2,0.954
"Spoiled","Galactitol","Vitamin-free",3,0.998
"Spoiled","Galactitol","2-Keto-D-gluconate",12,1
"Spoiled","Galactitol","Starch formation",0,0.616
"Spoiled","Galactitol","Growth at 19°C",17,1
"Spoiled","Galactitol","Growth at 25°C",17,1
"Spoiled","Galactitol","Growth at 30°C",17,1
"Spoiled","Galactitol","Growth at 37°C",12,1
"Spoiled","D-Mannitol","D-Glucitol",66,1
"Spoiled","D-Mannitol","myo-Inositol",7,1
"Spoiled","D-Mannitol","DL-Lactate",39,1
"Spoiled","D-Mannitol","Succinate",66,1
"Spoiled","D-Mannitol","Citrate",58,1
"Spoiled","D-Mannitol","D-Gluconate",54,1
"Spoiled","D-Mannitol","D-Glucosamine",32,1
"Spoiled","D-Mannitol","Nitrate",11,1
"Spoiled","D-Mannitol","Vitamin-free",15,1
"Spoiled","D-Mannitol","2-Keto-D-gluconate",39,1
"Spoiled","D-Mannitol","Starch formation",2,0.97
"Spoiled","D-Mannitol","Growth at 19°C",67,1
"Spoiled","D-Mannitol","Growth at 25°C",67,1
"Spoiled","D-Mannitol","Growth at 30°C",65,1
"Spoiled","D-Mannitol","Growth at 37°C",49,1
"Spoiled","D-Glucitol","myo-Inositol",8,1
"Spoiled","D-Glucitol","DL-Lactate",41,1
"Spoiled","D-Glucitol","Succinate",68,1
"Spoiled","D-Glucitol","Citrate",60,1
"Spoiled","D-Glucitol","D-Gluconate",55,1
"Spoiled","D-Glucitol","D-Glucosamine",33,1
"Spoiled","D-Glucitol","Nitrate",11,1
"Spoiled","D-Glucitol","Vitamin-free",17,1
"Spoiled","D-Glucitol","2-Keto-D-gluconate",42,1
"Spoiled","D-Glucitol","Starch formation",2,0.97
"Spoiled","D-Glucitol","Growth at 19°C",70,1
"Spoiled","D-Glucitol","Growth at 25°C",70,1
"Spoiled","D-Glucitol","Growth at 30°C",68,1
"Spoiled","D-Glucitol","Growth at 37°C",49,1
"Spoiled","myo-Inositol","DL-Lactate",7,1
"Spoiled","myo-Inositol","Succinate",8,1
"Spoiled","myo-Inositol","Citrate",7,1
"Spoiled","myo-Inositol","D-Gluconate",7,1
"Spoiled","myo-Inositol","D-Glucosamine",7,1
"Spoiled","myo-Inositol","Nitrate",1,0.996
"Spoiled","myo-Inositol","Vitamin-free",1,0.996
"Spoiled","myo-Inositol","2-Keto-D-gluconate",6,1
"Spoiled","myo-Inositol","Starch formation",0,0.902
"Spoiled","myo-Inositol","Growth at 19°C",9,1
"Spoiled","myo-Inositol","Growth at 25°C",9,1
"Spoiled","myo-Inositol","Growth at 30°C",9,1
"Spoiled","myo-Inositol","Growth at 37°C",7,1
"Spoiled","DL-Lactate","Succinate",47,1
"Spoiled","DL-Lactate","Citrate",43,1
"Spoiled","DL-Lactate","D-Gluconate",33,1
"Spoiled","DL-Lactate","D-Glucosamine",19,1
"Spoiled","DL-Lactate","Nitrate",7,1
"Spoiled","DL-Lactate","Vitamin-free",12,1
"Spoiled","DL-Lactate","2-Keto-D-gluconate",22,1
"Spoiled","DL-Lactate","Starch formation",1,0.896
"Spoiled","DL-Lactate","Growth at 19°C",48,1
"Spoiled","DL-Lactate","Growth at 25°C",50,1
"Spoiled","DL-Lactate","Growth at 30°C",50,1
"Spoiled","DL-Lactate","Growth at 37°C",39,1
"Spoiled","Succinate","Citrate",65,1
"Spoiled","Succinate","D-Gluconate",56,1
"Spoiled","Succinate","D-Glucosamine",37,1
"Spoiled","Succinate","Nitrate",11,1
"Spoiled","Succinate","Vitamin-free",18,1
"Spoiled","Succinate","2-Keto-D-gluconate",42,1
"Spoiled","Succinate","Starch formation",3,0.996
"Spoiled","Succinate","Growth at 19°C",77,1
"Spoiled","Succinate","Growth at 25°C",79,1
"Spoiled","Succinate","Growth at 30°C",77,1
"Spoiled","Succinate","Growth at 37°C",57,1
"Spoiled","Citrate","D-Gluconate",51,1
"Spoiled","Citrate","D-Glucosamine",33,1
"Spoiled","Citrate","Nitrate",10,1
"Spoiled","Citrate","Vitamin-free",17,1
"Spoiled","Citrate","2-Keto-D-gluconate",37,1
"Spoiled","Citrate","Starch formation",2,0.986
"Spoiled","Citrate","Growth at 19°C",66,1
"Spoiled","Citrate","Growth at 25°C",66,1
"Spoiled","Citrate","Growth at 30°C",64,1
"Spoiled","Citrate","Growth at 37°C",48,1
"Spoiled","D-Gluconate","D-Glucosamine",28,1
"Spoiled","D-Gluconate","Nitrate",10,1
"Spoiled","D-Gluconate","Vitamin-free",12,1
"Spoiled","D-Gluconate","2-Keto-D-gluconate",40,1
"Spoiled","D-Gluconate","Starch formation",3,1
"Spoiled","D-Gluconate","Growth at 19°C",63,1
"Spoiled","D-Gluconate","Growth at 25°C",63,1
"Spoiled","D-Gluconate","Growth at 30°C",60,1
"Spoiled","D-Gluconate","Growth at 37°C",43,1
"Spoiled","D-Glucosamine","Nitrate",3,0.995
"Spoiled","D-Glucosamine","Vitamin-free",9,1
"Spoiled","D-Glucosamine","2-Keto-D-gluconate",30,1
"Spoiled","D-Glucosamine","Starch formation",0,0.658
"Spoiled","D-Glucosamine","Growth at 19°C",38,1
"Spoiled","D-Glucosamine","Growth at 25°C",38,1
"Spoiled","D-Glucosamine","Growth at 30°C",36,1
"Spoiled","D-Glucosamine","Growth at 37°C",27,1
"Spoiled","Nitrate","Vitamin-free",2,1
"Spoiled","Nitrate","2-Keto-D-gluconate",4,1
"Spoiled","Nitrate","Starch formation",0,0.823
"Spoiled","Nitrate","Growth at 19°C",11,1
"Spoiled","Nitrate","Growth at 25°C",11,1
"Spoiled","Nitrate","Growth at 30°C",11,1
"Spoiled","Nitrate","Growth at 37°C",9,1
"Spoiled","Vitamin-free","2-Keto-D-gluconate",13,1
"Spoiled","Vitamin-free","Starch formation",1,0.996
"Spoiled","Vitamin-free","Growth at 19°C",19,1
"Spoiled","Vitamin-free","Growth at 25°C",19,1
"Spoiled","Vitamin-free","Growth at 30°C",19,1
"Spoiled","Vitamin-free","Growth at 37°C",12,1
"Spoiled","2-Keto-D-gluconate","Starch formation",1,0.925
"Spoiled","2-Keto-D-gluconate","Growth at 19°C",46,1
"Spoiled","2-Keto-D-gluconate","Growth at 25°C",46,1
"Spoiled","2-Keto-D-gluconate","Growth at 30°C",44,1
"Spoiled","2-Keto-D-gluconate","Growth at 37°C",32,1
"Spoiled","Starch formation","Growth at 19°C",5,1
"Spoiled","Starch formation","Growth at 25°C",6,1
"Spoiled","Starch formation","Growth at 30°C",6,1
"Spoiled","Starch formation","Growth at 37°C",5,1
"Spoiled","Growth at 19°C","Growth at 25°C",85,1
"Spoiled","Growth at 19°C","Growth at 30°C",82,1
"Spoiled","Growth at 19°C","Growth at 37°C",61,1
"Spoiled","Growth at 25°C","Growth at 30°C",87,1
"Spoiled","Growth at 25°C","Growth at 37°C",66,1
"Spoiled","Growth at 30°C","Growth at 37°C",66,1
"Contaminated","Glucose_F","Galactose_F",31,1
"Contaminated","Glucose_F","Sucrose_F",30,1
"Contaminated","Glucose_F","Maltose_F",22,1
"Contaminated","Glucose_F","Lactose_F",1,1
"Contaminated","Glucose_F","Raffinose_F",20,1
"Contaminated","Glucose_F","Trehalose_F",31,1
"Contaminated","Glucose_F","Glucose",68,1
"Contaminated","Glucose_F","Inulin",11,1
"Contaminated","Glucose_F","Sucrose",44,1
"Contaminated","Glucose_F","Raffinose",27,1
"Contaminated","Glucose_F","Melibiose",11,1
"Contaminated","Glucose_F","Galactose",44,1
"Contaminated","Glucose_F","Lactose",12,1
"Contaminated","Glucose_F","Trehalose",50,1
"Contaminated","Glucose_F","Maltose",43,1
"Contaminated","Glucose_F","Melezitose",41,1
"Contaminated","Glucose_F","Methyl-?-D-glucoside",40,1
"Contaminated","Glucose_F","Soluble Starch",26,1
"Contaminated","Glucose_F","Cellobiose",43,1
"Contaminated","Glucose_F","Salicin",42,1
"Contaminated","Glucose_F","L-Sorbose",34,1
"Contaminated","Glucose_F","L-Rhamnose",23,1
"Contaminated","Glucose_F","D-Xylose",48,1
"Contaminated","Glucose_F","L-Arabinose",33,1
"Contaminated","Glucose_F","D-Arabinose",23,1
"Contaminated","Glucose_F","D-Ribose",35,1
"Contaminated","Glucose_F","Methanol",3,1
"Contaminated","Glucose_F","Ethanol",62,1
"Contaminated","Glucose_F","Glycerol",59,1
"Contaminated","Glucose_F","Erythritol",20,1
"Contaminated","Glucose_F","Ribitol",41,1
"Contaminated","Glucose_F","Galactitol",13,1
"Contaminated","Glucose_F","D-Mannitol",51,1
"Contaminated","Glucose_F","D-Glucitol",52,1
"Contaminated","Glucose_F","myo-Inositol",4,1
"Contaminated","Glucose_F","DL-Lactate",33,1
"Contaminated","Glucose_F","Succinate",59,1
"Contaminated","Glucose_F","Citrate",49,1
"Contaminated","Glucose_F","D-Gluconate",50,1
"Contaminated","Glucose_F","D-Glucosamine",33,1
"Contaminated","Glucose_F","Nitrate",11,1
"Contaminated","Glucose_F","Vitamin-free",14,1
"Contaminated","Glucose_F","2-Keto-D-gluconate",37,1
"Contaminated","Glucose_F","Starch formation",3,1
"Contaminated","Glucose_F","Growth at 19°C",63,1
"Contaminated","Glucose_F","Growth at 25°C",68,1
"Contaminated","Glucose_F","Growth at 30°C",65,1
"Contaminated","Glucose_F","Growth at 37°C",54,1
"Contaminated","Galactose_F","Sucrose_F",19,1
"Contaminated","Galactose_F","Maltose_F",19,1
"Contaminated","Galactose_F","Lactose_F",1,1
"Contaminated","Galactose_F","Raffinose_F",13,1
"Contaminated","Galactose_F","Trehalose_F",21,1
"Contaminated","Galactose_F","Glucose",31,1
"Contaminated","Galactose_F","Inulin",7,1
"Contaminated","Galactose_F","Sucrose",24,1
"Contaminated","Galactose_F","Raffinose",15,1
"Contaminated","Galactose_F","Melibiose",7,1
"Contaminated","Galactose_F","Galactose",30,1
"Contaminated","Galactose_F","Lactose",9,1
"Contaminated","Galactose_F","Trehalose",29,1
"Contaminated","Galactose_F","Maltose",25,1
"Contaminated","Galactose_F","Melezitose",23,1
"Contaminated","Galactose_F","Methyl-?-D-glucoside",24,1
"Contaminated","Galactose_F","Soluble Starch",17,1
"Contaminated","Galactose_F","Cellobiose",22,1
"Contaminated","Galactose_F","Salicin",22,1
"Contaminated","Galactose_F","L-Sorbose",23,1
"Contaminated","Galactose_F","L-Rhamnose",13,1
"Contaminated","Galactose_F","D-Xylose",28,1
"Contaminated","Galactose_F","L-Arabinose",21,1
"Contaminated","Galactose_F","D-Arabinose",16,1
"Contaminated","Galactose_F","D-Ribose",25,1
"Contaminated","Galactose_F","Methanol",2,1
"Contaminated","Galactose_F","Ethanol",30,1
"Contaminated","Galactose_F","Glycerol",30,1
"Contaminated","Galactose_F","Erythritol",14,1
"Contaminated","Galactose_F","Ribitol",28,1
"Contaminated","Galactose_F","Galactitol",10,1
"Contaminated","Galactose_F","D-Mannitol",29,1
"Contaminated","Galactose_F","D-Glucitol",29,1
"Contaminated","Galactose_F","myo-Inositol",4,1
"Contaminated","Galactose_F","DL-Lactate",14,1
"Contaminated","Galactose_F","Succinate",31,1
"Contaminated","Galactose_F","Citrate",24,1
"Contaminated","Galactose_F","D-Gluconate",22,1
"Contaminated","Galactose_F","D-Glucosamine",23,1
"Contaminated","Galactose_F","Nitrate",4,1
"Contaminated","Galactose_F","Vitamin-free",11,1
"Contaminated","Galactose_F","2-Keto-D-gluconate",22,1
"Contaminated","Galactose_F","Starch formation",1,0.998
"Contaminated","Galactose_F","Growth at 19°C",31,1
