"Isolation","Trait_A","Trait_B","Observed_NN","Percent_NN"
"Stone.Chamber","D-Xylose","Growth at 30°C",0,1
"Stone.Chamber","L-Arabinose","D-Arabinose",0,0.98
"Stone.Chamber","L-Arabinose","D-Ribose",0,0.991
"Stone.Chamber","L-Arabinose","Ethanol",0,0.997
"Stone.Chamber","L-Arabinose","Glycerol",0,1
"Stone.Chamber","L-Arabinose","Erythritol",0,0.985
"Stone.Chamber","L-Arabinose","Ribitol",0,0.997
"Stone.Chamber","L-Arabinose","D-Mannitol",0,0.999
"Stone.Chamber","L-Arabinose","D-Glucitol",0,0.996
"Stone.Chamber","L-Arabinose","Succinate",0,0.997
"Stone.Chamber","L-Arabinose","Citrate",0,0.989
"Stone.Chamber","L-Arabinose","D-Gluconate",0,0.995
"Stone.Chamber","L-Arabinose","D-Glucosamine",0,0.983
"Stone.Chamber","L-Arabinose","2-Keto-D-gluconate",0,0.99
"Stone.Chamber","L-Arabinose","Growth at 19°C",0,1
"Stone.Chamber","L-Arabinose","Growth at 25°C",0,0.999
"Stone.Chamber","L-Arabinose","Growth at 30°C",0,1
"Stone.Chamber","D-Arabinose","D-Ribose",0,0.986
"Stone.Chamber","D-Arabinose","Ethanol",0,0.997
"Stone.Chamber","D-Arabinose","Glycerol",0,0.999
"Stone.Chamber","D-Arabinose","Erythritol",0,0.985
"Stone.Chamber","D-Arabinose","Ribitol",0,0.993
"Stone.Chamber","D-Arabinose","D-Mannitol",0,0.998
"Stone.Chamber","D-Arabinose","D-Glucitol",0,0.998
"Stone.Chamber","D-Arabinose","Succinate",0,0.996
"Stone.Chamber","D-Arabinose","Citrate",0,0.989
"Stone.Chamber","D-Arabinose","D-Gluconate",0,0.993
"Stone.Chamber","D-Arabinose","D-Glucosamine",0,0.984
"Stone.Chamber","D-Arabinose","2-Keto-D-gluconate",0,0.988
"Stone.Chamber","D-Arabinose","Growth at 19°C",0,1
"Stone.Chamber","D-Arabinose","Growth at 25°C",0,0.999
"Stone.Chamber","D-Arabinose","Growth at 30°C",0,0.996
"Stone.Chamber","D-Ribose","Ethanol",0,0.997
"Stone.Chamber","D-Ribose","Glycerol",0,0.999
"Stone.Chamber","D-Ribose","Erythritol",0,0.984
"Stone.Chamber","D-Ribose","Ribitol",0,0.988
"Stone.Chamber","D-Ribose","D-Mannitol",0,0.999
"Stone.Chamber","D-Ribose","D-Glucitol",0,0.997
"Stone.Chamber","D-Ribose","Succinate",0,0.998
"Stone.Chamber","D-Ribose","Citrate",0,0.994
"Stone.Chamber","D-Ribose","D-Gluconate",0,0.995
"Stone.Chamber","D-Ribose","D-Glucosamine",0,0.989
"Stone.Chamber","D-Ribose","2-Keto-D-gluconate",0,0.987
"Stone.Chamber","D-Ribose","Growth at 19°C",0,1
"Stone.Chamber","D-Ribose","Growth at 25°C",0,0.999
"Stone.Chamber","D-Ribose","Growth at 30°C",0,0.999
"Stone.Chamber","Ethanol","Glycerol",0,1
"Stone.Chamber","Ethanol","Erythritol",0,0.997
"Stone.Chamber","Ethanol","Ribitol",0,1
"Stone.Chamber","Ethanol","D-Mannitol",0,1
"Stone.Chamber","Ethanol","D-Glucitol",0,1
"Stone.Chamber","Ethanol","Succinate",0,1
"Stone.Chamber","Ethanol","Citrate",0,0.998
"Stone.Chamber","Ethanol","D-Gluconate",0,1
"Stone.Chamber","Ethanol","D-Glucosamine",0,0.997
"Stone.Chamber","Ethanol","2-Keto-D-gluconate",0,0.995
"Stone.Chamber","Ethanol","Growth at 19°C",0,1
"Stone.Chamber","Ethanol","Growth at 25°C",0,0.999
"Stone.Chamber","Ethanol","Growth at 30°C",0,1
"Stone.Chamber","Glycerol","Erythritol",0,0.996
"Stone.Chamber","Glycerol","Ribitol",0,0.999
"Stone.Chamber","Glycerol","D-Mannitol",0,1
"Stone.Chamber","Glycerol","D-Glucitol",0,1
"Stone.Chamber","Glycerol","Succinate",0,1
"Stone.Chamber","Glycerol","Citrate",0,1
"Stone.Chamber","Glycerol","D-Gluconate",0,1
"Stone.Chamber","Glycerol","D-Glucosamine",0,0.999
"Stone.Chamber","Glycerol","2-Keto-D-gluconate",0,0.999
"Stone.Chamber","Glycerol","Growth at 19°C",0,1
"Stone.Chamber","Glycerol","Growth at 25°C",0,1
"Stone.Chamber","Glycerol","Growth at 30°C",0,1
"Stone.Chamber","Erythritol","Ribitol",0,0.995
"Stone.Chamber","Erythritol","D-Mannitol",0,0.998
"Stone.Chamber","Erythritol","D-Glucitol",0,0.995
"Stone.Chamber","Erythritol","Succinate",0,0.997
"Stone.Chamber","Erythritol","Citrate",0,0.986
"Stone.Chamber","Erythritol","D-Gluconate",0,0.994
"Stone.Chamber","Erythritol","D-Glucosamine",0,0.975
"Stone.Chamber","Erythritol","2-Keto-D-gluconate",0,0.985
"Stone.Chamber","Erythritol","Growth at 19°C",0,1
"Stone.Chamber","Erythritol","Growth at 25°C",0,1
"Stone.Chamber","Erythritol","Growth at 30°C",0,0.998
"Stone.Chamber","Ribitol","D-Mannitol",0,0.999
"Stone.Chamber","Ribitol","D-Glucitol",0,0.999
"Stone.Chamber","Ribitol","Succinate",0,0.999
"Stone.Chamber","Ribitol","Citrate",0,0.995
"Stone.Chamber","Ribitol","D-Gluconate",0,0.995
"Stone.Chamber","Ribitol","D-Glucosamine",0,0.993
"Stone.Chamber","Ribitol","2-Keto-D-gluconate",0,0.995
"Stone.Chamber","Ribitol","Growth at 19°C",0,1
"Stone.Chamber","Ribitol","Growth at 25°C",0,1
"Stone.Chamber","Ribitol","Growth at 30°C",0,0.998
"Stone.Chamber","D-Mannitol","D-Glucitol",0,1
"Stone.Chamber","D-Mannitol","Succinate",0,1
"Stone.Chamber","D-Mannitol","Citrate",0,0.999
"Stone.Chamber","D-Mannitol","D-Gluconate",0,0.998
"Stone.Chamber","D-Mannitol","D-Glucosamine",0,0.998
"Stone.Chamber","D-Mannitol","2-Keto-D-gluconate",0,1
"Stone.Chamber","D-Mannitol","Growth at 19°C",0,1
"Stone.Chamber","D-Mannitol","Growth at 25°C",0,1
"Stone.Chamber","D-Mannitol","Growth at 30°C",0,1
"Stone.Chamber","D-Glucitol","Succinate",0,0.999
"Stone.Chamber","D-Glucitol","Citrate",0,0.997
"Stone.Chamber","D-Glucitol","D-Gluconate",0,0.999
"Stone.Chamber","D-Glucitol","D-Glucosamine",0,0.996
"Stone.Chamber","D-Glucitol","2-Keto-D-gluconate",0,0.996
"Stone.Chamber","D-Glucitol","Growth at 19°C",0,1
"Stone.Chamber","D-Glucitol","Growth at 25°C",0,1
"Stone.Chamber","D-Glucitol","Growth at 30°C",0,1
"Stone.Chamber","Succinate","Citrate",0,0.999
"Stone.Chamber","Succinate","D-Gluconate",0,0.999
"Stone.Chamber","Succinate","D-Glucosamine",0,0.999
"Stone.Chamber","Succinate","2-Keto-D-gluconate",0,0.998
"Stone.Chamber","Succinate","Growth at 19°C",0,1
"Stone.Chamber","Succinate","Growth at 25°C",0,1
"Stone.Chamber","Succinate","Growth at 30°C",0,1
"Stone.Chamber","Citrate","D-Gluconate",0,0.998
"Stone.Chamber","Citrate","D-Glucosamine",0,0.994
"Stone.Chamber","Citrate","2-Keto-D-gluconate",0,0.995
"Stone.Chamber","Citrate","Growth at 19°C",0,1
"Stone.Chamber","Citrate","Growth at 25°C",0,1
"Stone.Chamber","Citrate","Growth at 30°C",0,0.998
"Stone.Chamber","D-Gluconate","D-Glucosamine",0,0.991
"Stone.Chamber","D-Gluconate","2-Keto-D-gluconate",0,0.994
"Stone.Chamber","D-Gluconate","Growth at 19°C",0,1
"Stone.Chamber","D-Gluconate","Growth at 25°C",0,1
"Stone.Chamber","D-Gluconate","Growth at 30°C",0,1
"Stone.Chamber","D-Glucosamine","2-Keto-D-gluconate",0,0.987
"Stone.Chamber","D-Glucosamine","Growth at 19°C",0,1
"Stone.Chamber","D-Glucosamine","Growth at 25°C",0,1
"Stone.Chamber","D-Glucosamine","Growth at 30°C",0,0.998
"Stone.Chamber","2-Keto-D-gluconate","Growth at 19°C",0,1
"Stone.Chamber","2-Keto-D-gluconate","Growth at 25°C",0,1
"Stone.Chamber","2-Keto-D-gluconate","Growth at 30°C",0,0.999
"Stone.Chamber","Growth at 19°C","Growth at 25°C",0,1
"Stone.Chamber","Growth at 19°C","Growth at 30°C",0,1
"Stone.Chamber","Growth at 25°C","Growth at 30°C",0,1
"Lichen","Glucose","Ethanol",0,1
"Lichen","Glucose","Glycerol",0,1
"Lichen","Glucose","Ribitol",0,1
"Lichen","Glucose","D-Glucitol",0,1
"Lichen","Glucose","Succinate",0,1
"Lichen","Glucose","Growth at 19°C",0,1
"Lichen","Glucose","Growth at 25°C",0,1
"Lichen","Glucose","Growth at 30°C",0,1
"Lichen","Ethanol","Glycerol",0,0.992
"Lichen","Ethanol","Ribitol",0,0.98
"Lichen","Ethanol","D-Glucitol",0,0.994
"Lichen","Ethanol","Succinate",0,0.992
"Lichen","Ethanol","Growth at 19°C",0,1
"Lichen","Ethanol","Growth at 25°C",0,1
"Lichen","Ethanol","Growth at 30°C",0,0.993
"Lichen","Glycerol","Ribitol",0,0.984
"Lichen","Glycerol","D-Glucitol",0,0.994
"Lichen","Glycerol","Succinate",0,0.992
"Lichen","Glycerol","Growth at 19°C",0,1
"Lichen","Glycerol","Growth at 25°C",0,0.999
"Lichen","Glycerol","Growth at 30°C",0,0.998
"Lichen","Ribitol","D-Glucitol",0,0.982
"Lichen","Ribitol","Succinate",0,0.984
"Lichen","Ribitol","Growth at 19°C",0,0.999
"Lichen","Ribitol","Growth at 25°C",0,1
"Lichen","Ribitol","Growth at 30°C",0,0.981
"Lichen","D-Glucitol","Succinate",0,0.993
"Lichen","D-Glucitol","Growth at 19°C",0,0.999
"Lichen","D-Glucitol","Growth at 25°C",0,1
"Lichen","D-Glucitol","Growth at 30°C",0,0.99
"Lichen","Succinate","Growth at 19°C",0,1
"Lichen","Succinate","Growth at 25°C",0,1
"Lichen","Succinate","Growth at 30°C",0,0.991
"Lichen","Growth at 19°C","Growth at 25°C",0,1
"Lichen","Growth at 19°C","Growth at 30°C",0,1
"Lichen","Growth at 25°C","Growth at 30°C",0,1
"Pollen","Glucose_F","Glucose",0,1
"Pollen","Glucose_F","Glycerol",0,0.984
"Pollen","Glucose_F","D-Mannitol",0,0.973
"Pollen","Glucose_F","D-Glucitol",0,0.972
"Pollen","Glucose_F","Growth at 19°C",0,0.998
"Pollen","Glucose_F","Growth at 25°C",0,1
"Pollen","Glucose_F","Growth at 30°C",0,0.978
"Pollen","Glucose","Glycerol",0,1
"Pollen","Glucose","D-Mannitol",0,1
"Pollen","Glucose","D-Glucitol",0,1
"Pollen","Glucose","Growth at 19°C",0,1
"Pollen","Glucose","Growth at 25°C",0,1
"Pollen","Glucose","Growth at 30°C",0,1
"Pollen","Glycerol","D-Mannitol",0,0.993
"Pollen","Glycerol","D-Glucitol",0,0.99
"Pollen","Glycerol","Growth at 19°C",0,1
"Pollen","Glycerol","Growth at 25°C",0,0.999
"Pollen","Glycerol","Growth at 30°C",0,0.994
"Pollen","D-Mannitol","D-Glucitol",0,0.988
"Pollen","D-Mannitol","Growth at 19°C",0,0.999
"Pollen","D-Mannitol","Growth at 25°C",0,1
"Pollen","D-Mannitol","Growth at 30°C",0,0.987
"Pollen","D-Glucitol","Growth at 19°C",0,0.999
"Pollen","D-Glucitol","Growth at 25°C",0,1
"Pollen","D-Glucitol","Growth at 30°C",0,0.994
"Pollen","Growth at 19°C","Growth at 25°C",0,1
"Pollen","Growth at 19°C","Growth at 30°C",0,0.999
"Pollen","Growth at 25°C","Growth at 30°C",0,1
"Feces.Dung","Glucose","Growth at 37°C",0,1
"Pine","Glucose","L-Arabinose",8,1
"Bromeliad","Glucose_F","Maltose_F",0,0.981
"Bromeliad","Glucose_F","Glucose",0,1
"Bromeliad","Glucose_F","Sucrose",0,0.995
"Bromeliad","Glucose_F","Trehalose",0,0.995
"Bromeliad","Glucose_F","Maltose",0,0.988
"Bromeliad","Glucose_F","Melezitose",0,0.991
"Bromeliad","Glucose_F","Methyl-?-D-glucoside",0,0.983
"Bromeliad","Glucose_F","Cellobiose",0,0.993
"Bromeliad","Glucose_F","Salicin",0,0.991
"Bromeliad","Glucose_F","L-Sorbose",0,0.988
"Bromeliad","Glucose_F","D-Xylose",0,0.998
"Bromeliad","Glucose_F","Ethanol",0,0.995
"Bromeliad","Glucose_F","Glycerol",0,0.998
"Bromeliad","Glucose_F","Erythritol",0,0.986
"Bromeliad","Glucose_F","Ribitol",0,0.989
"Bromeliad","Glucose_F","D-Mannitol",0,0.998
"Bromeliad","Glucose_F","D-Glucitol",0,0.995
"Bromeliad","Glucose_F","D-Gluconate",0,0.991
"Bromeliad","Glucose_F","Vitamin-free",0,0.981
"Bromeliad","Glucose_F","Growth at 19°C",0,1
"Bromeliad","Glucose_F","Growth at 25°C",0,0.999
"Bromeliad","Glucose_F","Growth at 30°C",0,0.998
"Bromeliad","Maltose_F","Glucose",0,1
"Bromeliad","Maltose_F","Sucrose",0,0.976
"Bromeliad","Maltose_F","Trehalose",0,0.987
"Bromeliad","Maltose_F","Maltose",0,0.959
"Bromeliad","Maltose_F","Melezitose",0,0.944
"Bromeliad","Maltose_F","Methyl-?-D-glucoside",0,0.959
"Bromeliad","Maltose_F","Cellobiose",0,0.975
"Bromeliad","Maltose_F","Salicin",0,0.968
"Bromeliad","Maltose_F","L-Sorbose",0,0.953
"Bromeliad","Maltose_F","D-Xylose",0,0.979
"Bromeliad","Maltose_F","Ethanol",0,0.981
"Bromeliad","Maltose_F","Glycerol",0,0.997
"Bromeliad","Maltose_F","Erythritol",0,0.93
"Bromeliad","Maltose_F","Ribitol",0,0.968
"Bromeliad","Maltose_F","D-Mannitol",0,0.99
"Bromeliad","Maltose_F","D-Glucitol",0,0.991
"Bromeliad","Maltose_F","D-Gluconate",0,0.962
"Bromeliad","Maltose_F","Vitamin-free",0,0.92
"Bromeliad","Maltose_F","Growth at 19°C",0,0.999
"Bromeliad","Maltose_F","Growth at 25°C",0,1
"Bromeliad","Maltose_F","Growth at 30°C",0,0.993
"Bromeliad","Glucose","Sucrose",0,1
"Bromeliad","Glucose","Trehalose",0,1
"Bromeliad","Glucose","Maltose",0,1
"Bromeliad","Glucose","Melezitose",0,1
"Bromeliad","Glucose","Methyl-?-D-glucoside",0,1
"Bromeliad","Glucose","Cellobiose",0,1
"Bromeliad","Glucose","Salicin",0,1
"Bromeliad","Glucose","L-Sorbose",0,1
"Bromeliad","Glucose","D-Xylose",0,1
"Bromeliad","Glucose","Ethanol",0,1
"Bromeliad","Glucose","Glycerol",0,1
"Bromeliad","Glucose","Erythritol",0,1
"Bromeliad","Glucose","Ribitol",0,1
"Bromeliad","Glucose","D-Mannitol",0,1
"Bromeliad","Glucose","D-Glucitol",0,1
"Bromeliad","Glucose","D-Gluconate",0,1
"Bromeliad","Glucose","Vitamin-free",0,1
"Bromeliad","Glucose","Growth at 19°C",0,1
"Bromeliad","Glucose","Growth at 25°C",0,1
"Bromeliad","Glucose","Growth at 30°C",0,1
"Bromeliad","Sucrose","Trehalose",0,0.995
"Bromeliad","Sucrose","Maltose",0,0.987
"Bromeliad","Sucrose","Melezitose",0,0.983
"Bromeliad","Sucrose","Methyl-?-D-glucoside",0,0.983
"Bromeliad","Sucrose","Cellobiose",0,0.995
"Bromeliad","Sucrose","Salicin",0,0.992
"Bromeliad","Sucrose","L-Sorbose",0,0.987
"Bromeliad","Sucrose","D-Xylose",0,0.993
"Bromeliad","Sucrose","Ethanol",0,0.996
"Bromeliad","Sucrose","Glycerol",0,1
"Bromeliad","Sucrose","Erythritol",0,0.976
"Bromeliad","Sucrose","Ribitol",0,0.99
"Bromeliad","Sucrose","D-Mannitol",0,0.993
"Bromeliad","Sucrose","D-Glucitol",0,0.997
"Bromeliad","Sucrose","D-Gluconate",0,0.987
"Bromeliad","Sucrose","Vitamin-free",0,0.968
"Bromeliad","Sucrose","Growth at 19°C",0,0.999
"Bromeliad","Sucrose","Growth at 25°C",0,1
"Bromeliad","Sucrose","Growth at 30°C",0,0.999
"Bromeliad","Trehalose","Maltose",0,0.984
"Bromeliad","Trehalose","Melezitose",0,0.992
"Bromeliad","Trehalose","Methyl-?-D-glucoside",0,0.99
"Bromeliad","Trehalose","Cellobiose",0,0.994
"Bromeliad","Trehalose","Salicin",0,0.99
"Bromeliad","Trehalose","L-Sorbose",0,0.996
"Bromeliad","Trehalose","D-Xylose",0,0.999
"Bromeliad","Trehalose","Ethanol",0,0.999
"Bromeliad","Trehalose","Glycerol",0,0.997
"Bromeliad","Trehalose","Erythritol",0,0.984
"Bromeliad","Trehalose","Ribitol",0,0.992
"Bromeliad","Trehalose","D-Mannitol",0,0.999
"Bromeliad","Trehalose","D-Glucitol",0,0.997
"Bromeliad","Trehalose","D-Gluconate",0,0.995
"Bromeliad","Trehalose","Vitamin-free",0,0.989
"Bromeliad","Trehalose","Growth at 19°C",0,1
"Bromeliad","Trehalose","Growth at 25°C",0,1
"Bromeliad","Trehalose","Growth at 30°C",0,0.997
"Bromeliad","Maltose","Melezitose",0,0.983
"Bromeliad","Maltose","Methyl-?-D-glucoside",0,0.991
"Bromeliad","Maltose","Cellobiose",0,0.987
"Bromeliad","Maltose","Salicin",0,0.985
"Bromeliad","Maltose","L-Sorbose",0,0.989
"Bromeliad","Maltose","D-Xylose",0,0.99
"Bromeliad","Maltose","Ethanol",0,0.994
"Bromeliad","Maltose","Glycerol",0,0.996
"Bromeliad","Maltose","Erythritol",0,0.972
"Bromeliad","Maltose","Ribitol",0,0.989
"Bromeliad","Maltose","D-Mannitol",0,0.996
"Bromeliad","Maltose","D-Glucitol",0,0.995
"Bromeliad","Maltose","D-Gluconate",0,0.985
"Bromeliad","Maltose","Vitamin-free",0,0.971
"Bromeliad","Maltose","Growth at 19°C",0,1
"Bromeliad","Maltose","Growth at 25°C",0,1
"Bromeliad","Maltose","Growth at 30°C",0,0.995
"Bromeliad","Melezitose","Methyl-?-D-glucoside",0,0.978
"Bromeliad","Melezitose","Cellobiose",0,0.981
"Bromeliad","Melezitose","Salicin",0,0.98
"Bromeliad","Melezitose","L-Sorbose",0,0.972
"Bromeliad","Melezitose","D-Xylose",0,0.989
"Bromeliad","Melezitose","Ethanol",0,0.993
"Bromeliad","Melezitose","Glycerol",0,0.996
"Bromeliad","Melezitose","Erythritol",0,0.958
"Bromeliad","Melezitose","Ribitol",0,0.98
"Bromeliad","Melezitose","D-Mannitol",0,0.992
"Bromeliad","Melezitose","D-Glucitol",0,0.996
"Bromeliad","Melezitose","D-Gluconate",0,0.98
"Bromeliad","Melezitose","Vitamin-free",0,0.95
"Bromeliad","Melezitose","Growth at 19°C",0,0.998
"Bromeliad","Melezitose","Growth at 25°C",0,1
"Bromeliad","Melezitose","Growth at 30°C",0,0.994
"Bromeliad","Methyl-?-D-glucoside","Cellobiose",0,0.986
"Bromeliad","Methyl-?-D-glucoside","Salicin",0,0.984
"Bromeliad","Methyl-?-D-glucoside","L-Sorbose",0,0.979
"Bromeliad","Methyl-?-D-glucoside","D-Xylose",0,0.987
"Bromeliad","Methyl-?-D-glucoside","Ethanol",0,0.992
"Bromeliad","Methyl-?-D-glucoside","Glycerol",0,0.998
"Bromeliad","Methyl-?-D-glucoside","Erythritol",0,0.96
"Bromeliad","Methyl-?-D-glucoside","Ribitol",0,0.985
"Bromeliad","Methyl-?-D-glucoside","D-Mannitol",0,0.99
"Bromeliad","Methyl-?-D-glucoside","D-Glucitol",0,0.996
"Bromeliad","Methyl-?-D-glucoside","D-Gluconate",0,0.975
"Bromeliad","Methyl-?-D-glucoside","Vitamin-free",0,0.953
"Bromeliad","Methyl-?-D-glucoside","Growth at 19°C",0,0.999
"Bromeliad","Methyl-?-D-glucoside","Growth at 25°C",0,0.999
"Bromeliad","Methyl-?-D-glucoside","Growth at 30°C",0,0.996
"Bromeliad","Cellobiose","Salicin",0,0.99
"Bromeliad","Cellobiose","L-Sorbose",0,0.981
"Bromeliad","Cellobiose","D-Xylose",0,0.989
"Bromeliad","Cellobiose","Ethanol",0,0.998
"Bromeliad","Cellobiose","Glycerol",0,0.998
"Bromeliad","Cellobiose","Erythritol",0,0.978
"Bromeliad","Cellobiose","Ribitol",0,0.99
"Bromeliad","Cellobiose","D-Mannitol",0,0.997
"Bromeliad","Cellobiose","D-Glucitol",0,0.997
"Bromeliad","Cellobiose","D-Gluconate",0,0.979
"Bromeliad","Cellobiose","Vitamin-free",0,0.974
"Bromeliad","Cellobiose","Growth at 19°C",0,1
"Bromeliad","Cellobiose","Growth at 25°C",0,0.999
"Bromeliad","Cellobiose","Growth at 30°C",0,0.997
"Bromeliad","Salicin","L-Sorbose",0,0.988
"Bromeliad","Salicin","D-Xylose",0,0.996
"Bromeliad","Salicin","Ethanol",0,0.998
"Bromeliad","Salicin","Glycerol",0,0.999
"Bromeliad","Salicin","Erythritol",0,0.978
"Bromeliad","Salicin","Ribitol",0,0.992
"Bromeliad","Salicin","D-Mannitol",0,0.996
"Bromeliad","Salicin","D-Glucitol",0,0.992
"Bromeliad","Salicin","D-Gluconate",0,0.984
"Bromeliad","Salicin","Vitamin-free",0,0.973
"Bromeliad","Salicin","Growth at 19°C",0,0.999
"Bromeliad","Salicin","Growth at 25°C",0,1
"Bromeliad","Salicin","Growth at 30°C",0,0.997
"Bromeliad","L-Sorbose","D-Xylose",0,0.992
"Bromeliad","L-Sorbose","Ethanol",0,0.991
"Bromeliad","L-Sorbose","Glycerol",0,0.996
"Bromeliad","L-Sorbose","Erythritol",0,0.969
"Bromeliad","L-Sorbose","Ribitol",0,0.983
"Bromeliad","L-Sorbose","D-Mannitol",0,0.996
"Bromeliad","L-Sorbose","D-Glucitol",0,0.997
"Bromeliad","L-Sorbose","D-Gluconate",0,0.977
"Bromeliad","L-Sorbose","Vitamin-free",0,0.96
"Bromeliad","L-Sorbose","Growth at 19°C",0,0.999
"Bromeliad","L-Sorbose","Growth at 25°C",0,0.999
"Bromeliad","L-Sorbose","Growth at 30°C",0,0.996
"Bromeliad","D-Xylose","Ethanol",0,0.999
"Bromeliad","D-Xylose","Glycerol",0,0.999
"Bromeliad","D-Xylose","Erythritol",0,0.987
"Bromeliad","D-Xylose","Ribitol",0,0.993
"Bromeliad","D-Xylose","D-Mannitol",0,0.997
"Bromeliad","D-Xylose","D-Glucitol",0,0.998
"Bromeliad","D-Xylose","D-Gluconate",0,0.997
"Bromeliad","D-Xylose","Vitamin-free",0,0.977
"Bromeliad","D-Xylose","Growth at 19°C",0,1
"Bromeliad","D-Xylose","Growth at 25°C",0,0.999
"Bromeliad","D-Xylose","Growth at 30°C",0,0.999
"Bromeliad","Ethanol","Glycerol",0,0.999
"Bromeliad","Ethanol","Erythritol",0,0.992
"Bromeliad","Ethanol","Ribitol",0,0.994
"Bromeliad","Ethanol","D-Mannitol",0,0.999
"Bromeliad","Ethanol","D-Glucitol",0,0.998
"Bromeliad","Ethanol","D-Gluconate",0,0.995
"Bromeliad","Ethanol","Vitamin-free",0,0.987
"Bromeliad","Ethanol","Growth at 19°C",0,1
"Bromeliad","Ethanol","Growth at 25°C",0,1
"Bromeliad","Ethanol","Growth at 30°C",0,0.996
"Bromeliad","Glycerol","Erythritol",0,0.998
"Bromeliad","Glycerol","Ribitol",0,0.997
"Bromeliad","Glycerol","D-Mannitol",0,1
"Bromeliad","Glycerol","D-Glucitol",0,0.999
"Bromeliad","Glycerol","D-Gluconate",0,0.993
"Bromeliad","Glycerol","Vitamin-free",0,0.996
"Bromeliad","Glycerol","Growth at 19°C",0,1
"Bromeliad","Glycerol","Growth at 25°C",0,1
"Bromeliad","Glycerol","Growth at 30°C",0,0.999
"Bromeliad","Erythritol","Ribitol",0,0.976
"Bromeliad","Erythritol","D-Mannitol",0,0.992
"Bromeliad","Erythritol","D-Glucitol",0,0.989
"Bromeliad","Erythritol","D-Gluconate",0,0.971
"Bromeliad","Erythritol","Vitamin-free",0,0.929
"Bromeliad","Erythritol","Growth at 19°C",0,1
"Bromeliad","Erythritol","Growth at 25°C",0,0.998
"Bromeliad","Erythritol","Growth at 30°C",0,0.994
"Bromeliad","Ribitol","D-Mannitol",0,0.999
"Bromeliad","Ribitol","D-Glucitol",0,0.995
"Bromeliad","Ribitol","D-Gluconate",0,0.986
"Bromeliad","Ribitol","Vitamin-free",0,0.969
"Bromeliad","Ribitol","Growth at 19°C",0,1
"Bromeliad","Ribitol","Growth at 25°C",0,0.999
"Bromeliad","Ribitol","Growth at 30°C",0,0.998
"Bromeliad","D-Mannitol","D-Glucitol",0,0.999
"Bromeliad","D-Mannitol","D-Gluconate",0,0.996
"Bromeliad","D-Mannitol","Vitamin-free",0,0.993
"Bromeliad","D-Mannitol","Growth at 19°C",0,1
"Bromeliad","D-Mannitol","Growth at 25°C",0,1
"Bromeliad","D-Mannitol","Growth at 30°C",0,1
"Bromeliad","D-Glucitol","D-Gluconate",0,0.994
"Bromeliad","D-Glucitol","Vitamin-free",0,0.991
"Bromeliad","D-Glucitol","Growth at 19°C",0,1
"Bromeliad","D-Glucitol","Growth at 25°C",0,1
"Bromeliad","D-Glucitol","Growth at 30°C",0,0.998
"Bromeliad","D-Gluconate","Vitamin-free",0,0.973
"Bromeliad","D-Gluconate","Growth at 19°C",0,1
"Bromeliad","D-Gluconate","Growth at 25°C",0,1
"Bromeliad","D-Gluconate","Growth at 30°C",0,0.995
"Bromeliad","Vitamin-free","Growth at 19°C",0,1
"Bromeliad","Vitamin-free","Growth at 25°C",0,0.997
"Bromeliad","Vitamin-free","Growth at 30°C",0,0.994
"Bromeliad","Growth at 19°C","Growth at 25°C",0,1
"Bromeliad","Growth at 19°C","Growth at 30°C",0,1
"Bromeliad","Growth at 25°C","Growth at 30°C",0,1
"Flower","Glucose","L-Sorbose",7,1
"Cactus","Glucose","Growth at 19°C",0,1
"Cactus","Glucose","Growth at 25°C",0,1
"Cactus","Glucose","Growth at 30°C",0,1
"Cactus","Glucose","Growth at 37°C",0,1
"Cactus","Growth at 19°C","Growth at 25°C",0,1
"Cactus","Growth at 19°C","Growth at 30°C",0,0.991
"Cactus","Growth at 19°C","Growth at 37°C",0,0.942
"Cactus","Growth at 25°C","Growth at 30°C",0,0.989
"Cactus","Growth at 25°C","Growth at 37°C",0,0.942
"Cactus","Growth at 30°C","Growth at 37°C",0,0.443
"Ipomoea","Glucose","L-Sorbose",0,1
"Ipomoea","Glucose","D-Mannitol",0,1
"Ipomoea","Glucose","D-Glucitol",0,1
"Ipomoea","Glucose","Growth at 19°C",0,1
"Ipomoea","Glucose","Growth at 25°C",0,1
"Ipomoea","L-Sorbose","D-Mannitol",0,0.858
"Ipomoea","L-Sorbose","D-Glucitol",0,0.847
"Ipomoea","L-Sorbose","Growth at 19°C",0,0.991
"Ipomoea","L-Sorbose","Growth at 25°C",0,0.981
"Ipomoea","D-Mannitol","D-Glucitol",0,0.952
"Ipomoea","D-Mannitol","Growth at 19°C",0,0.998
"Ipomoea","D-Mannitol","Growth at 25°C",0,0.998
"Ipomoea","D-Glucitol","Growth at 19°C",0,0.999
"Ipomoea","D-Glucitol","Growth at 25°C",0,0.997
"Ipomoea","Growth at 19°C","Growth at 25°C",0,1
"Oak","Glucose","Growth at 19°C",0,1
"Oak","Glucose","Growth at 25°C",0,1
"Oak","Growth at 19°C","Growth at 25°C",0,1
"Hibiscus","Glucose","Glycerol",0,1
"Hibiscus","Glucose","Growth at 19°C",0,1
"Hibiscus","Glucose","Growth at 25°C",0,1
"Hibiscus","Glucose","Growth at 30°C",0,1
"Hibiscus","Glycerol","Growth at 19°C",0,1
"Hibiscus","Glycerol","Growth at 25°C",0,0.999
"Hibiscus","Glycerol","Growth at 30°C",0,0.992
