"Isolation","Trait_A","Trait_B","Observed_NP","Percent_NP"
"Water","Galactitol","Starch formation",6,1
"Water","myo-Inositol","Starch formation",6,1
"Tree.exudate","Glucose","Starch formation",0,0.006
"Tree.flux","Glucose","L-Arabinose",0,0
"Honey","Lactose_F","Trehalose_F",30,1
"Honey","Lactose_F","Glucose",89,1
"Honey","Lactose_F","Inulin",11,1
"Honey","Lactose_F","Methanol",5,1
"Honey","Trehalose_F","Glucose",59,1
"Honey","Trehalose_F","Inulin",4,1
"Honey","Trehalose_F","Methanol",3,1
"Honey","Glucose","Inulin",0,0.853
"Honey","Glucose","Methanol",0,0.863
"Honey","Inulin","Methanol",5,1
"Nematode","Glucose_F","Galactose_F",0,0.978
"Nematode","Glucose_F","Sucrose_F",0,0.991
"Nematode","Glucose_F","Maltose_F",0,0.99
"Nematode","Glucose_F","Lactose_F",0,0.998
"Nematode","Glucose_F","Raffinose_F",0,0.983
"Nematode","Glucose_F","Trehalose_F",0,0.983
"Nematode","Glucose_F","Glucose",22,1
"Nematode","Glucose_F","Inulin",0,0.995
"Nematode","Glucose_F","Raffinose",5,1
"Nematode","Glucose_F","Melibiose",3,1
"Nematode","Glucose_F","Galactose",18,1
"Nematode","Glucose_F","Lactose",1,1
"Nematode","Glucose_F","Maltose",6,1
"Nematode","Glucose_F","Melezitose",3,1
"Nematode","Glucose_F","Methyl-?-D-glucoside",4,1
"Nematode","Glucose_F","Cellobiose",10,1
"Nematode","Glucose_F","Salicin",11,1
"Nematode","Glucose_F","L-Rhamnose",5,1
"Nematode","Glucose_F","L-Arabinose",8,1
"Nematode","Glucose_F","D-Arabinose",6,1
"Nematode","Glucose_F","D-Ribose",7,1
"Nematode","Glucose_F","Methanol",2,1
"Nematode","Glucose_F","Erythritol",8,1
"Nematode","Glucose_F","Ribitol",14,1
"Nematode","Glucose_F","Galactitol",4,1
"Nematode","Glucose_F","myo-Inositol",5,1
"Nematode","Glucose_F","Citrate",17,1
"Nematode","Glucose_F","D-Gluconate",13,1
"Nematode","Glucose_F","D-Glucosamine",5,1
"Nematode","Glucose_F","Nitrate",0,0.991
"Nematode","Galactose_F","Sucrose_F",11,1
"Nematode","Galactose_F","Maltose_F",3,1
"Nematode","Galactose_F","Lactose_F",0,0.999
"Nematode","Galactose_F","Raffinose_F",7,1
"Nematode","Galactose_F","Trehalose_F",10,1
"Nematode","Galactose_F","Glucose",59,1
"Nematode","Galactose_F","Inulin",4,1
"Nematode","Galactose_F","Raffinose",17,1
"Nematode","Galactose_F","Melibiose",7,1
"Nematode","Galactose_F","Galactose",32,1
"Nematode","Galactose_F","Lactose",4,1
"Nematode","Galactose_F","Maltose",24,1
"Nematode","Galactose_F","Melezitose",21,1
"Nematode","Galactose_F","Methyl-?-D-glucoside",20,1
"Nematode","Galactose_F","Cellobiose",31,1
"Nematode","Galactose_F","Salicin",31,1
"Nematode","Galactose_F","L-Rhamnose",15,1
"Nematode","Galactose_F","L-Arabinose",20,1
"Nematode","Galactose_F","D-Arabinose",13,1
"Nematode","Galactose_F","D-Ribose",17,1
"Nematode","Galactose_F","Methanol",3,1
"Nematode","Galactose_F","Erythritol",14,1
"Nematode","Galactose_F","Ribitol",27,1
"Nematode","Galactose_F","Galactitol",7,1
"Nematode","Galactose_F","myo-Inositol",5,1
"Nematode","Galactose_F","Citrate",42,1
"Nematode","Galactose_F","D-Gluconate",41,1
"Nematode","Galactose_F","D-Glucosamine",15,1
"Nematode","Galactose_F","Nitrate",7,1
"Nematode","Sucrose_F","Maltose_F",2,1
"Nematode","Sucrose_F","Lactose_F",0,1
"Nematode","Sucrose_F","Raffinose_F",0,0.999
"Nematode","Sucrose_F","Trehalose_F",10,1
"Nematode","Sucrose_F","Glucose",60,1
"Nematode","Sucrose_F","Inulin",1,1
"Nematode","Sucrose_F","Raffinose",8,1
"Nematode","Sucrose_F","Melibiose",5,1
"Nematode","Sucrose_F","Galactose",39,1
"Nematode","Sucrose_F","Lactose",5,1
"Nematode","Sucrose_F","Maltose",21,1
"Nematode","Sucrose_F","Melezitose",16,1
"Nematode","Sucrose_F","Methyl-?-D-glucoside",17,1
"Nematode","Sucrose_F","Cellobiose",27,1
"Nematode","Sucrose_F","Salicin",28,1
"Nematode","Sucrose_F","L-Rhamnose",14,1
"Nematode","Sucrose_F","L-Arabinose",21,1
"Nematode","Sucrose_F","D-Arabinose",16,1
"Nematode","Sucrose_F","D-Ribose",22,1
"Nematode","Sucrose_F","Methanol",4,1
"Nematode","Sucrose_F","Erythritol",18,1
"Nematode","Sucrose_F","Ribitol",32,1
"Nematode","Sucrose_F","Galactitol",9,1
"Nematode","Sucrose_F","myo-Inositol",5,1
"Nematode","Sucrose_F","Citrate",38,1
"Nematode","Sucrose_F","D-Gluconate",37,1
"Nematode","Sucrose_F","D-Glucosamine",18,1
"Nematode","Sucrose_F","Nitrate",5,1
"Nematode","Maltose_F","Lactose_F",0,1
"Nematode","Maltose_F","Raffinose_F",8,1
"Nematode","Maltose_F","Trehalose_F",14,1
"Nematode","Maltose_F","Glucose",68,1
"Nematode","Maltose_F","Inulin",5,1
"Nematode","Maltose_F","Raffinose",18,1
"Nematode","Maltose_F","Melibiose",8,1
"Nematode","Maltose_F","Galactose",42,1
"Nematode","Maltose_F","Lactose",7,1
"Nematode","Maltose_F","Maltose",27,1
"Nematode","Maltose_F","Melezitose",23,1
"Nematode","Maltose_F","Methyl-?-D-glucoside",23,1
"Nematode","Maltose_F","Cellobiose",36,1
"Nematode","Maltose_F","Salicin",35,1
"Nematode","Maltose_F","L-Rhamnose",18,1
"Nematode","Maltose_F","L-Arabinose",26,1
"Nematode","Maltose_F","D-Arabinose",20,1
"Nematode","Maltose_F","D-Ribose",25,1
"Nematode","Maltose_F","Methanol",5,1
"Nematode","Maltose_F","Erythritol",20,1
"Nematode","Maltose_F","Ribitol",35,1
"Nematode","Maltose_F","Galactitol",11,1
"Nematode","Maltose_F","myo-Inositol",5,1
"Nematode","Maltose_F","Citrate",46,1
"Nematode","Maltose_F","D-Gluconate",45,1
"Nematode","Maltose_F","D-Glucosamine",20,1
"Nematode","Maltose_F","Nitrate",8,1
"Nematode","Lactose_F","Raffinose_F",19,1
"Nematode","Lactose_F","Trehalose_F",30,1
"Nematode","Lactose_F","Glucose",89,1
"Nematode","Lactose_F","Inulin",11,1
"Nematode","Lactose_F","Raffinose",31,1
"Nematode","Lactose_F","Melibiose",13,1
"Nematode","Lactose_F","Galactose",61,1
"Nematode","Lactose_F","Lactose",12,1
"Nematode","Lactose_F","Maltose",48,1
"Nematode","Lactose_F","Melezitose",43,1
"Nematode","Lactose_F","Methyl-?-D-glucoside",43,1
"Nematode","Lactose_F","Cellobiose",52,1
"Nematode","Lactose_F","Salicin",52,1
"Nematode","Lactose_F","L-Rhamnose",28,1
"Nematode","Lactose_F","L-Arabinose",40,1
"Nematode","Lactose_F","D-Arabinose",29,1
"Nematode","Lactose_F","D-Ribose",41,1
"Nematode","Lactose_F","Methanol",5,1
"Nematode","Lactose_F","Erythritol",27,1
"Nematode","Lactose_F","Ribitol",54,1
"Nematode","Lactose_F","Galactitol",17,1
"Nematode","Lactose_F","myo-Inositol",9,1
"Nematode","Lactose_F","Citrate",65,1
"Nematode","Lactose_F","D-Gluconate",62,1
"Nematode","Lactose_F","D-Glucosamine",37,1
"Nematode","Lactose_F","Nitrate",11,1
"Nematode","Raffinose_F","Trehalose_F",18,1
"Nematode","Raffinose_F","Glucose",70,1
"Nematode","Raffinose_F","Inulin",1,1
"Nematode","Raffinose_F","Raffinose",12,1
"Nematode","Raffinose_F","Melibiose",6,1
"Nematode","Raffinose_F","Galactose",48,1
"Nematode","Raffinose_F","Lactose",6,1
"Nematode","Raffinose_F","Maltose",30,1
"Nematode","Raffinose_F","Melezitose",25,1
"Nematode","Raffinose_F","Methyl-?-D-glucoside",25,1
"Nematode","Raffinose_F","Cellobiose",34,1
"Nematode","Raffinose_F","Salicin",35,1
"Nematode","Raffinose_F","L-Rhamnose",19,1
"Nematode","Raffinose_F","L-Arabinose",27,1
"Nematode","Raffinose_F","D-Arabinose",19,1
"Nematode","Raffinose_F","D-Ribose",29,1
"Nematode","Raffinose_F","Methanol",4,1
"Nematode","Raffinose_F","Erythritol",20,1
"Nematode","Raffinose_F","Ribitol",40,1
"Nematode","Raffinose_F","Galactitol",10,1
"Nematode","Raffinose_F","myo-Inositol",6,1
"Nematode","Raffinose_F","Citrate",48,1
"Nematode","Raffinose_F","D-Gluconate",47,1
"Nematode","Raffinose_F","D-Glucosamine",26,1
"Nematode","Raffinose_F","Nitrate",6,1
"Nematode","Trehalose_F","Glucose",59,1
"Nematode","Trehalose_F","Inulin",4,1
"Nematode","Trehalose_F","Raffinose",16,1
"Nematode","Trehalose_F","Melibiose",5,1
"Nematode","Trehalose_F","Galactose",36,1
"Nematode","Trehalose_F","Lactose",5,1
"Nematode","Trehalose_F","Maltose",23,1
"Nematode","Trehalose_F","Melezitose",19,1
"Nematode","Trehalose_F","Methyl-?-D-glucoside",19,1
"Nematode","Trehalose_F","Cellobiose",31,1
"Nematode","Trehalose_F","Salicin",31,1
"Nematode","Trehalose_F","L-Rhamnose",12,1
"Nematode","Trehalose_F","L-Arabinose",19,1
"Nematode","Trehalose_F","D-Arabinose",14,1
"Nematode","Trehalose_F","D-Ribose",20,1
"Nematode","Trehalose_F","Methanol",3,1
"Nematode","Trehalose_F","Erythritol",15,1
"Nematode","Trehalose_F","Ribitol",28,1
"Nematode","Trehalose_F","Galactitol",7,1
"Nematode","Trehalose_F","myo-Inositol",6,1
"Nematode","Trehalose_F","Citrate",41,1
"Nematode","Trehalose_F","D-Gluconate",36,1
"Nematode","Trehalose_F","D-Glucosamine",16,1
"Nematode","Trehalose_F","Nitrate",7,1
"Nematode","Glucose","Inulin",0,0.928
"Nematode","Glucose","Raffinose",0,0.839
"Nematode","Glucose","Melibiose",0,0.943
"Nematode","Glucose","Galactose",0,0.622
"Nematode","Glucose","Lactose",0,0.946
"Nematode","Glucose","Maltose",0,0.698
"Nematode","Glucose","Melezitose",0,0.789
"Nematode","Glucose","Methyl-?-D-glucoside",0,0.773
"Nematode","Glucose","Cellobiose",0,0.625
"Nematode","Glucose","Salicin",0,0.628
"Nematode","Glucose","L-Rhamnose",0,0.896
"Nematode","Glucose","L-Arabinose",0,0.839
"Nematode","Glucose","D-Arabinose",0,0.842
"Nematode","Glucose","D-Ribose",0,0.787
"Nematode","Glucose","Methanol",0,0.948
"Nematode","Glucose","Erythritol",0,0.865
"Nematode","Glucose","Ribitol",0,0.705
"Nematode","Glucose","Galactitol",0,0.956
"Nematode","Glucose","myo-Inositol",0,0.957
"Nematode","Glucose","Citrate",0,0.66
"Nematode","Glucose","D-Gluconate",0,0.688
"Nematode","Glucose","D-Glucosamine",0,0.802
"Nematode","Glucose","Nitrate",0,0.905
"Nematode","Inulin","Raffinose",21,1
"Nematode","Inulin","Melibiose",8,1
"Nematode","Inulin","Galactose",53,1
"Nematode","Inulin","Lactose",9,1
"Nematode","Inulin","Maltose",38,1
"Nematode","Inulin","Melezitose",33,1
"Nematode","Inulin","Methyl-?-D-glucoside",33,1
"Nematode","Inulin","Cellobiose",43,1
"Nematode","Inulin","Salicin",43,1
"Nematode","Inulin","L-Rhamnose",23,1
"Nematode","Inulin","L-Arabinose",33,1
"Nematode","Inulin","D-Arabinose",22,1
"Nematode","Inulin","D-Ribose",34,1
"Nematode","Inulin","Methanol",5,1
"Nematode","Inulin","Erythritol",24,1
"Nematode","Inulin","Ribitol",46,1
"Nematode","Inulin","Galactitol",12,1
"Nematode","Inulin","myo-Inositol",8,1
"Nematode","Inulin","Citrate",56,1
"Nematode","Inulin","D-Gluconate",55,1
"Nematode","Inulin","D-Glucosamine",30,1
"Nematode","Inulin","Nitrate",10,1
"Nematode","Raffinose","Melibiose",0,0.999
"Nematode","Raffinose","Galactose",36,1
"Nematode","Raffinose","Lactose",3,1
"Nematode","Raffinose","Maltose",20,1
"Nematode","Raffinose","Melezitose",18,1
"Nematode","Raffinose","Methyl-?-D-glucoside",18,1
"Nematode","Raffinose","Cellobiose",25,1
"Nematode","Raffinose","Salicin",26,1
"Nematode","Raffinose","L-Rhamnose",11,1
"Nematode","Raffinose","L-Arabinose",19,1
"Nematode","Raffinose","D-Arabinose",12,1
"Nematode","Raffinose","D-Ribose",19,1
"Nematode","Raffinose","Methanol",4,1
"Nematode","Raffinose","Erythritol",12,1
"Nematode","Raffinose","Ribitol",30,1
"Nematode","Raffinose","Galactitol",4,1
"Nematode","Raffinose","myo-Inositol",1,1
"Nematode","Raffinose","Citrate",37,1
"Nematode","Raffinose","D-Gluconate",35,1
"Nematode","Raffinose","D-Glucosamine",17,1
"Nematode","Raffinose","Nitrate",5,1
"Nematode","Melibiose","Galactose",48,1
"Nematode","Melibiose","Lactose",6,1
"Nematode","Melibiose","Maltose",35,1
"Nematode","Melibiose","Melezitose",32,1
"Nematode","Melibiose","Methyl-?-D-glucoside",31,1
"Nematode","Melibiose","Cellobiose",40,1
"Nematode","Melibiose","Salicin",40,1
"Nematode","Melibiose","L-Rhamnose",19,1
"Nematode","Melibiose","L-Arabinose",28,1
"Nematode","Melibiose","D-Arabinose",19,1
"Nematode","Melibiose","D-Ribose",29,1
"Nematode","Melibiose","Methanol",5,1
"Nematode","Melibiose","Erythritol",17,1
"Nematode","Melibiose","Ribitol",41,1
"Nematode","Melibiose","Galactitol",9,1
"Nematode","Melibiose","myo-Inositol",5,1
"Nematode","Melibiose","Citrate",52,1
"Nematode","Melibiose","D-Gluconate",51,1
"Nematode","Melibiose","D-Glucosamine",25,1
"Nematode","Melibiose","Nitrate",10,1
"Nematode","Galactose","Lactose",0,0.993
"Nematode","Galactose","Maltose",7,1
"Nematode","Galactose","Melezitose",7,1
"Nematode","Galactose","Methyl-?-D-glucoside",7,1
"Nematode","Galactose","Cellobiose",16,1
"Nematode","Galactose","Salicin",15,1
"Nematode","Galactose","L-Rhamnose",7,1
"Nematode","Galactose","L-Arabinose",4,1
"Nematode","Galactose","D-Arabinose",2,1
"Nematode","Galactose","D-Ribose",2,1
"Nematode","Galactose","Methanol",1,1
"Nematode","Galactose","Erythritol",1,1
"Nematode","Galactose","Ribitol",4,1
"Nematode","Galactose","Galactitol",0,0.997
"Nematode","Galactose","myo-Inositol",1,1
"Nematode","Galactose","Citrate",15,1
"Nematode","Galactose","D-Gluconate",17,1
"Nematode","Galactose","D-Glucosamine",5,1
"Nematode","Galactose","Nitrate",5,1
"Nematode","Lactose","Maltose",37,1
"Nematode","Lactose","Melezitose",33,1
"Nematode","Lactose","Methyl-?-D-glucoside",32,1
"Nematode","Lactose","Cellobiose",40,1
"Nematode","Lactose","Salicin",40,1
"Nematode","Lactose","L-Rhamnose",22,1
"Nematode","Lactose","L-Arabinose",28,1
"Nematode","Lactose","D-Arabinose",19,1
"Nematode","Lactose","D-Ribose",30,1
"Nematode","Lactose","Methanol",5,1
"Nematode","Lactose","Erythritol",18,1
"Nematode","Lactose","Ribitol",42,1
"Nematode","Lactose","Galactitol",11,1
"Nematode","Lactose","myo-Inositol",5,1
"Nematode","Lactose","Citrate",53,1
"Nematode","Lactose","D-Gluconate",51,1
"Nematode","Lactose","D-Glucosamine",28,1
"Nematode","Lactose","Nitrate",10,1
"Nematode","Maltose","Melezitose",0,0.983
"Nematode","Maltose","Methyl-?-D-glucoside",0,0.978
"Nematode","Maltose","Cellobiose",15,1
"Nematode","Maltose","Salicin",15,1
"Nematode","Maltose","L-Rhamnose",4,1
"Nematode","Maltose","L-Arabinose",5,1
"Nematode","Maltose","D-Arabinose",7,1
"Nematode","Maltose","D-Ribose",8,1
"Nematode","Maltose","Methanol",3,1
"Nematode","Maltose","Erythritol",6,1
"Nematode","Maltose","Ribitol",12,1
"Nematode","Maltose","Galactitol",0,0.995
"Nematode","Maltose","myo-Inositol",1,1
"Nematode","Maltose","Citrate",22,1
"Nematode","Maltose","D-Gluconate",20,1
"Nematode","Maltose","D-Glucosamine",7,1
"Nematode","Maltose","Nitrate",3,1
"Nematode","Melezitose","Methyl-?-D-glucoside",2,1
"Nematode","Melezitose","Cellobiose",18,1
"Nematode","Melezitose","Salicin",19,1
"Nematode","Melezitose","L-Rhamnose",7,1
"Nematode","Melezitose","L-Arabinose",9,1
"Nematode","Melezitose","D-Arabinose",10,1
"Nematode","Melezitose","D-Ribose",13,1
"Nematode","Melezitose","Methanol",3,1
"Nematode","Melezitose","Erythritol",10,1
"Nematode","Melezitose","Ribitol",17,1
"Nematode","Melezitose","Galactitol",3,1
"Nematode","Melezitose","myo-Inositol",4,1
"Nematode","Melezitose","Citrate",25,1
"Nematode","Melezitose","D-Gluconate",25,1
"Nematode","Melezitose","D-Glucosamine",10,1
"Nematode","Melezitose","Nitrate",3,1
"Nematode","Methyl-?-D-glucoside","Cellobiose",17,1
"Nematode","Methyl-?-D-glucoside","Salicin",18,1
"Nematode","Methyl-?-D-glucoside","L-Rhamnose",7,1
"Nematode","Methyl-?-D-glucoside","L-Arabinose",7,1
"Nematode","Methyl-?-D-glucoside","D-Arabinose",9,1
"Nematode","Methyl-?-D-glucoside","D-Ribose",11,1
"Nematode","Methyl-?-D-glucoside","Methanol",3,1
"Nematode","Methyl-?-D-glucoside","Erythritol",8,1
"Nematode","Methyl-?-D-glucoside","Ribitol",16,1
"Nematode","Methyl-?-D-glucoside","Galactitol",2,1
"Nematode","Methyl-?-D-glucoside","myo-Inositol",3,1
"Nematode","Methyl-?-D-glucoside","Citrate",24,1
"Nematode","Methyl-?-D-glucoside","D-Gluconate",25,1
"Nematode","Methyl-?-D-glucoside","D-Glucosamine",12,1
"Nematode","Methyl-?-D-glucoside","Nitrate",3,1
"Nematode","Cellobiose","Salicin",2,1
"Nematode","Cellobiose","L-Rhamnose",3,1
"Nematode","Cellobiose","L-Arabinose",8,1
"Nematode","Cellobiose","D-Arabinose",5,1
"Nematode","Cellobiose","D-Ribose",8,1
"Nematode","Cellobiose","Methanol",2,1
"Nematode","Cellobiose","Erythritol",4,1
"Nematode","Cellobiose","Ribitol",19,1
"Nematode","Cellobiose","Galactitol",1,1
"Nematode","Cellobiose","myo-Inositol",2,1
"Nematode","Cellobiose","Citrate",20,1
"Nematode","Cellobiose","D-Gluconate",18,1
"Nematode","Cellobiose","D-Glucosamine",11,1
"Nematode","Cellobiose","Nitrate",1,1
"Nematode","Salicin","L-Rhamnose",4,1
"Nematode","Salicin","L-Arabinose",9,1
"Nematode","Salicin","D-Arabinose",5,1
"Nematode","Salicin","D-Ribose",7,1
"Nematode","Salicin","Methanol",3,1
"Nematode","Salicin","Erythritol",4,1
"Nematode","Salicin","Ribitol",18,1
"Nematode","Salicin","Galactitol",2,1
"Nematode","Salicin","myo-Inositol",2,1
"Nematode","Salicin","Citrate",20,1
"Nematode","Salicin","D-Gluconate",17,1
"Nematode","Salicin","D-Glucosamine",10,1
"Nematode","Salicin","Nitrate",1,1
"Nematode","L-Rhamnose","L-Arabinose",19,1
"Nematode","L-Rhamnose","D-Arabinose",10,1
"Nematode","L-Rhamnose","D-Ribose",21,1
"Nematode","L-Rhamnose","Methanol",3,1
"Nematode","L-Rhamnose","Erythritol",13,1
"Nematode","L-Rhamnose","Ribitol",32,1
"Nematode","L-Rhamnose","Galactitol",1,1
"Nematode","L-Rhamnose","myo-Inositol",1,1
"Nematode","L-Rhamnose","Citrate",41,1
"Nematode","L-Rhamnose","D-Gluconate",39,1
"Nematode","L-Rhamnose","D-Glucosamine",20,1
"Nematode","L-Rhamnose","Nitrate",4,1
"Nematode","L-Arabinose","D-Arabinose",4,1
"Nematode","L-Arabinose","D-Ribose",10,1
"Nematode","L-Arabinose","Methanol",2,1
"Nematode","L-Arabinose","Erythritol",4,1
"Nematode","L-Arabinose","Ribitol",17,1
"Nematode","L-Arabinose","Galactitol",0,0.997
"Nematode","L-Arabinose","myo-Inositol",1,1
"Nematode","L-Arabinose","Citrate",30,1
"Nematode","L-Arabinose","D-Gluconate",29,1
"Nematode","L-Arabinose","D-Glucosamine",13,1
"Nematode","L-Arabinose","Nitrate",5,1
"Nematode","D-Arabinose","D-Ribose",18,1
"Nematode","D-Arabinose","Methanol",3,1
"Nematode","D-Arabinose","Erythritol",11,1
"Nematode","D-Arabinose","Ribitol",30,1
"Nematode","D-Arabinose","Galactitol",1,1
"Nematode","D-Arabinose","myo-Inositol",1,1
"Nematode","D-Arabinose","Citrate",41,1
"Nematode","D-Arabinose","D-Gluconate",39,1
"Nematode","D-Arabinose","D-Glucosamine",18,1
"Nematode","D-Arabinose","Nitrate",6,1
"Nematode","D-Ribose","Methanol",3,1
"Nematode","D-Ribose","Erythritol",1,1
"Nematode","D-Ribose","Ribitol",17,1
"Nematode","D-Ribose","Galactitol",0,0.996
"Nematode","D-Ribose","myo-Inositol",1,1
"Nematode","D-Ribose","Citrate",29,1
"Nematode","D-Ribose","D-Gluconate",26,1
"Nematode","D-Ribose","D-Glucosamine",10,1
"Nematode","D-Ribose","Nitrate",4,1
"Nematode","Methanol","Erythritol",25,1
"Nematode","Methanol","Ribitol",51,1
"Nematode","Methanol","Galactitol",16,1
"Nematode","Methanol","myo-Inositol",9,1
"Nematode","Methanol","Citrate",64,1
"Nematode","Methanol","D-Gluconate",61,1
"Nematode","Methanol","D-Glucosamine",37,1
"Nematode","Methanol","Nitrate",9,1
"Nematode","Erythritol","Ribitol",28,1
"Nematode","Erythritol","Galactitol",4,1
"Nematode","Erythritol","myo-Inositol",2,1
"Nematode","Erythritol","Citrate",41,1
"Nematode","Erythritol","D-Gluconate",38,1
"Nematode","Erythritol","D-Glucosamine",20,1
"Nematode","Erythritol","Nitrate",6,1
"Nematode","Ribitol","Galactitol",0,0.999
"Nematode","Ribitol","myo-Inositol",0,0.999
"Nematode","Ribitol","Citrate",18,1
"Nematode","Ribitol","D-Gluconate",18,1
"Nematode","Ribitol","D-Glucosamine",5,1
"Nematode","Ribitol","Nitrate",5,1
"Nematode","Galactitol","myo-Inositol",2,1
"Nematode","Galactitol","Citrate",50,1
"Nematode","Galactitol","D-Gluconate",49,1
"Nematode","Galactitol","D-Glucosamine",24,1
"Nematode","Galactitol","Nitrate",9,1
"Nematode","myo-Inositol","Citrate",59,1
"Nematode","myo-Inositol","D-Gluconate",56,1
"Nematode","myo-Inositol","D-Glucosamine",31,1
"Nematode","myo-Inositol","Nitrate",10,1
"Nematode","Citrate","D-Gluconate",12,1
"Nematode","Citrate","D-Glucosamine",5,1
"Nematode","Citrate","Nitrate",1,1
"Nematode","D-Gluconate","D-Glucosamine",10,1
"Nematode","D-Gluconate","Nitrate",1,1
"Nematode","D-Glucosamine","Nitrate",8,1
"Mushroom.Fungus","Glucose","Growth at 37°C",0,0
"Soil","Glucose","D-Glucosamine",0,0
"Insect.Frass","Lactose_F","Glucose",89,1
"Unknown","Lactose_F","Glucose",89,1
"Unknown","Lactose_F","Lactose",12,1
"Unknown","Lactose_F","L-Rhamnose",28,1
"Unknown","Lactose_F","Methanol",5,1
"Unknown","Lactose_F","Vitamin-free",18,1
"Unknown","Glucose","Lactose",0,0.882
"Unknown","Glucose","L-Rhamnose",0,0.734
"Unknown","Glucose","Methanol",0,0.859
"Unknown","Glucose","Vitamin-free",0,0.718
"Unknown","Lactose","L-Rhamnose",22,1
"Unknown","Lactose","Methanol",5,1
"Unknown","Lactose","Vitamin-free",15,1
"Unknown","L-Rhamnose","Methanol",3,1
"Unknown","L-Rhamnose","Vitamin-free",15,1
"Unknown","Methanol","Vitamin-free",18,1
"Air","Lactose_F","Glucose",89,1
"Air","Lactose_F","Nitrate",11,1
"Air","Glucose","Nitrate",0,0.407
"Leather.Tanning","Lactose_F","Glucose",89,1
"Industrial","Glucose","Growth at 19°C",0,0
"Fodder","Lactose_F","Glucose",89,1
"Fodder","Lactose_F","Inulin",11,1
"Fodder","Lactose_F","Melibiose",13,1
"Fodder","Lactose_F","Lactose",12,1
"Fodder","Lactose_F","L-Rhamnose",28,1
"Fodder","Lactose_F","D-Arabinose",29,1
"Fodder","Lactose_F","Methanol",5,1
"Fodder","Lactose_F","Galactitol",17,1
"Fodder","Lactose_F","myo-Inositol",9,1
"Fodder","Lactose_F","Nitrate",11,1
"Fodder","Lactose_F","Starch formation",6,1
"Fodder","Glucose","Inulin",0,0.801
"Fodder","Glucose","Melibiose",0,0.84
"Fodder","Glucose","Lactose",0,0.848
"Fodder","Glucose","L-Rhamnose",0,0.69
"Fodder","Glucose","D-Arabinose",0,0.621
"Fodder","Glucose","Methanol",0,0.858
"Fodder","Glucose","Galactitol",0,0.869
"Fodder","Glucose","myo-Inositol",0,0.886
"Fodder","Glucose","Nitrate",0,0.708
"Fodder","Glucose","Starch formation",0,0.736
"Fodder","Inulin","Melibiose",8,1
"Fodder","Inulin","Lactose",9,1
"Fodder","Inulin","L-Rhamnose",23,1
"Fodder","Inulin","D-Arabinose",22,1
"Fodder","Inulin","Methanol",5,1
"Fodder","Inulin","Galactitol",12,1
"Fodder","Inulin","myo-Inositol",8,1
"Fodder","Inulin","Nitrate",10,1
"Fodder","Inulin","Starch formation",6,1
"Fodder","Melibiose","Lactose",6,1
"Fodder","Melibiose","L-Rhamnose",19,1
"Fodder","Melibiose","D-Arabinose",19,1
"Fodder","Melibiose","Methanol",5,1
"Fodder","Melibiose","Galactitol",9,1
"Fodder","Melibiose","myo-Inositol",5,1
"Fodder","Melibiose","Nitrate",10,1
"Fodder","Melibiose","Starch formation",6,1
"Fodder","Lactose","L-Rhamnose",22,1
"Fodder","Lactose","D-Arabinose",19,1
"Fodder","Lactose","Methanol",5,1
"Fodder","Lactose","Galactitol",11,1
"Fodder","Lactose","myo-Inositol",5,1
"Fodder","Lactose","Nitrate",10,1
"Fodder","Lactose","Starch formation",5,1
"Fodder","L-Rhamnose","D-Arabinose",10,1
"Fodder","L-Rhamnose","Methanol",3,1
"Fodder","L-Rhamnose","Galactitol",1,1
"Fodder","L-Rhamnose","myo-Inositol",1,1
"Fodder","L-Rhamnose","Nitrate",4,1
"Fodder","L-Rhamnose","Starch formation",6,1
"Fodder","D-Arabinose","Methanol",3,1
"Fodder","D-Arabinose","Galactitol",1,1
"Fodder","D-Arabinose","myo-Inositol",1,1
"Fodder","D-Arabinose","Nitrate",6,1
"Fodder","D-Arabinose","Starch formation",5,1
"Fodder","Methanol","Galactitol",16,1
"Fodder","Methanol","myo-Inositol",9,1
"Fodder","Methanol","Nitrate",9,1
"Fodder","Methanol","Starch formation",5,1
"Fodder","Galactitol","myo-Inositol",2,1
"Fodder","Galactitol","Nitrate",9,1
"Fodder","Galactitol","Starch formation",6,1
"Fodder","myo-Inositol","Nitrate",10,1
"Fodder","myo-Inositol","Starch formation",6,1
"Fodder","Nitrate","Starch formation",6,1
"Freshwater","Galactose_F","Lactose_F",0,0.989
"Freshwater","Galactose_F","Glucose",59,1
"Freshwater","Galactose_F","Melibiose",7,1
"Freshwater","Galactose_F","L-Arabinose",20,1
"Freshwater","Galactose_F","Erythritol",14,1
"Freshwater","Galactose_F","Galactitol",7,1
"Freshwater","Galactose_F","myo-Inositol",5,1
"Freshwater","Galactose_F","Starch formation",5,1
"Freshwater","Lactose_F","Glucose",89,1
"Freshwater","Lactose_F","Melibiose",13,1
"Freshwater","Lactose_F","L-Arabinose",40,1
"Freshwater","Lactose_F","Erythritol",27,1
"Freshwater","Lactose_F","Galactitol",17,1
"Freshwater","Lactose_F","myo-Inositol",9,1
"Freshwater","Lactose_F","Starch formation",6,1
"Freshwater","Glucose","Melibiose",0,0.729
"Freshwater","Glucose","L-Arabinose",0,0.383
"Freshwater","Glucose","Erythritol",0,0.489
"Freshwater","Glucose","Galactitol",0,0.726
"Freshwater","Glucose","myo-Inositol",0,0.794
